drug1,drug2,conn score
amiloride,dextromethorphan,62.12
amiloride,flecainide,73.73
amiloride,rilmenidine,27.425
amiloride,lapatinib,43.57
amiloride,primaquine,96.86
amiloride,rizatriptan,92.32
amiloride,ketanserin,79.27
amiloride,tolazamide,41.95
amiloride,idebenone,95.61
amiloride,fexofenadine,32.46
amiloride,sertraline,12.33
amiloride,norgestrel,48.09
amiloride,dantrolene,84.86
amiloride,danazol,41.07
amiloride,pravastatin,71.88
amiloride,pregnenolone,33.2
amiloride,chlorphenamine,43.92
amiloride,spironolactone,14.81
amiloride,indapamide,58.11
amiloride,nicotine,84.92
amiloride,ozagrel,31.45
amiloride,atracurium,68.96
amiloride,erlotinib,97.36
amiloride,fenoldopam,42.42
amiloride,betahistine,89.15
amiloride,rosuvastatin,55.18
amiloride,dexamethasone,46.35
amiloride,nevirapine,81.43
amiloride,sertaconazole,56.53
amiloride,fosinopril,63.67
amiloride,capsaicin,6.68
amiloride,penciclovir,55.78
amiloride,meclofenamic-acid,79.23
amiloride,gestrinone,10.38
amiloride,felodipine,57.23
amiloride,urapidil,-25.66
amiloride,fluphenazine,69.96
amiloride,pimozide,58.66
amiloride,buflomedil,23.5
amiloride,tibolone,19.07
amiloride,pyrimethamine,11.1
amiloride,amiloride,99.99
amiloride,topiramate,95.79
amiloride,finasteride,78.35
amiloride,trifluoperazine,62.79
amiloride,phenytoin,15.11
amiloride,glimepiride,60.51
amiloride,propafenone,55.66
amiloride,enalapril,43.03
amiloride,valsartan,32.43
amiloride,everolimus,14.36
amiloride,simvastatin,46.14
amiloride,benzbromarone,82.05
amiloride,losartan,72.49
amiloride,sotalol,86.39
amiloride,granisetron,30.97
amiloride,melperone,54.7
amiloride,tizanidine,48.49
amiloride,amoxapine,30.59
amiloride,loratadine,25.3
amiloride,diflunisal,44.28
amiloride,ibuprofen,83.595
amiloride,papaverine,67.21
amiloride,gefitinib,27.72
amiloride,metoclopramide,8.53
amiloride,piroxicam,50.81
amiloride,phentolamine,20.67
amiloride,gemfibrozil,75.9
amiloride,varenicline,96.53
amiloride,levofloxacin,45.38
amiloride,rifaximin,93.61
amiloride,levonorgestrel,32.42
amiloride,esmolol,86.57
amiloride,doxycycline,68.75
amiloride,chloroquine,89.58
amiloride,paclitaxel,99.22
amiloride,penfluridol,57.34
amiloride,mepivacaine,19.85
amiloride,cyproheptadine,49.88
amiloride,quinine,42.17
amiloride,ofloxacin,12.7
amiloride,dolasetron,30.5
amiloride,ropinirole,77.86
amiloride,niclosamide,32.29
amiloride,cladribine,3.95
amiloride,daunorubicin,13.25
amiloride,tofacitinib,77.91
amiloride,nicardipine,21.88
amiloride,orphenadrine,71.13
amiloride,lidoflazine,86.76
amiloride,pyrazinamide,97.39
amiloride,doxorubicin,35.75
amiloride,chloramphenicol,55.59
amiloride,estrone,52.37
amiloride,mephentermine,23.64
amiloride,chloroxine,36.08
amiloride,milrinone,28.31
amiloride,metergoline,20.91
amiloride,telmisartan,65.04
amiloride,midostaurin,9.01
amiloride,etoposide,28.75
amiloride,verapamil,40.02
amiloride,vinpocetine,74.35
amiloride,ondansetron,24.75
amiloride,diltiazem,21.72
amiloride,gliquidone,13.49
amiloride,palbociclib,7.68
amiloride,cefdinir,57.59
amiloride,artesunate,20.13
amiloride,propranolol,83.23
amiloride,norethindrone,3.95
amiloride,doxapram,26.14
amiloride,lamotrigine,98.77
amiloride,niacin,35.34
amiloride,menadione,53.41
amiloride,clofazimine,34.95
amiloride,perhexiline,26.61
amiloride,ethinyl-estradiol,82.47
amiloride,sunitinib,25.56
amiloride,dopamine,67.86
amiloride,carbamazepine,96.38
amiloride,nortriptyline,12.24
amiloride,olanzapine,77.2
amiloride,bosutinib,45.65
amiloride,podophyllotoxin,11.15
amiloride,oxybutynin,95.25
amiloride,fasudil,99.65
amiloride,sumatriptan,45.3
amiloride,famotidine,99.89
amiloride,pioglitazone,55.1
amiloride,tadalafil,42.86
amiloride,benzylpenicillin,35.17
amiloride,quinapril,82.01
amiloride,yohimbine,52.21
amiloride,levetiracetam,38.33
amiloride,epinephrine,93.26
amiloride,mitoxantrone,39.35
amiloride,pilocarpine,12.26
amiloride,azithromycin,7.67
amiloride,dasatinib,47.72
amiloride,anagrelide,13.46
amiloride,perindopril,79.45
amiloride,hydrocortisone,33.486000000000004
amiloride,leflunomide,51.22
amiloride,maraviroc,12.69
amiloride,etacrynic-acid,97.7
amiloride,naftifine,79.89
amiloride,lacidipine,10.78
amiloride,econazole,4.38
amiloride,dicloxacillin,18.6
amiloride,nicergoline,21.53
amiloride,etodolac,46.58
amiloride,pinacidil,80.49
amiloride,praziquantel,99.82
amiloride,propylthiouracil,5.46
amiloride,bromocriptine,-8.6
amiloride,butoconazole,38.39
amiloride,trimipramine,5.53
amiloride,acarbose,39.37
amiloride,homochlorcyclizine,27.99
amiloride,bisoprolol,45.43
amiloride,milnacipran,24.46
amiloride,sirolimus,-3.63
amiloride,zidovudine,18.73
amiloride,eplerenone,91.47
amiloride,selegiline,37.07
amiloride,doxazosin,-7.65
amiloride,candesartan,17.4
amiloride,exemestane,52.36
amiloride,picotamide,40.44
amiloride,warfarin,43.05
amiloride,toremifene,33.45
amiloride,gemcitabine,34.55
amiloride,sildenafil,61.25
amiloride,nilotinib,17.05
amiloride,zileuton,48.02
amiloride,ritodrine,46.48
amiloride,nimesulide,99.26
amiloride,cytarabine,21.4
amiloride,pantoprazole,93.97
amiloride,tivozanib,35.56
amiloride,felbamate,33.66
amiloride,triclabendazole,22.31
amiloride,irinotecan,-14.57
amiloride,lopinavir,-8.29
amiloride,sorafenib,14.22
amiloride,vemurafenib,11.27
amiloride,elvitegravir,14.38
amiloride,pitavastatin,8.61
amiloride,calcitriol,84.85
amiloride,reboxetine,23.63
amiloride,bifonazole,21.96
amiloride,vorinostat,15.0
amiloride,clofarabine,6.86
amiloride,belinostat,13.74
amiloride,rimexolone,67.77
amiloride,nicotinamide,38.28
amiloride,vidarabine,4.02
amiloride,isradipine,14.96
amiloride,ruxolitinib,54.13
amiloride,dilazep,63.0
amiloride,metixene,100.0
amiloride,olaparib,8.34
amiloride,mepacrine,46.06
amiloride,temsirolimus,53.79
amiloride,ipriflavone,16.96
amiloride,atovaquone,96.17
amiloride,mebendazole,48.32
amiloride,ranitidine,-19.18
amiloride,tranilast,21.88
amiloride,acyclovir,9.06
amiloride,dapsone,54.36
amiloride,ritonavir,44.74
amiloride,carprofen,60.21
amiloride,eugenol,76.69
amiloride,mercaptopurine,3.81
amiloride,methimazole,15.49
amiloride,maprotiline,34.48
amiloride,ivermectin,5.67
amiloride,tranylcypromine,82.43
amiloride,crizotinib,12.68
amiloride,pazopanib,4.88
amiloride,fludroxycortide,9.55
amiloride,actarit,56.53
amiloride,fulvestrant,9.87
amiloride,lasalocid,-71.31
amiloride,lenalidomide,17.39
amiloride,reserpine,20.3
amiloride,masitinib,8.64
amiloride,quercetin,13.1
amiloride,scopolamine,9.495000000000001
amiloride,rivaroxaban,66.18
amiloride,docetaxel,95.65
amiloride,entecavir,94.02
amiloride,neratinib,15.5
amiloride,valproic-acid,99.93
amiloride,azacitidine,29.98
amiloride,formoterol,5.5
amiloride,amsacrine,5.85
amiloride,naftopidil,26.3
amiloride,raltegravir,32.28
amiloride,aspirin,68.73
amiloride,raloxifene,15.57
amiloride,ketoconazole,0.39
amiloride,griseofulvin,53.92
amiloride,vinburnine,85.2
amiloride,temozolomide,96.37
amiloride,SN-38,-6.45
amiloride,digoxin,62.9
amiloride,mepyramine,-12.07
amiloride,physostigmine,15.76
amiloride,medrysone,91.04
amiloride,cholic-acid,67.56
amiloride,deferiprone,64.1
amiloride,tamoxifen,-5.5
amiloride,noscapine,12.89
amiloride,homoharringtonine,15.22
amiloride,ziprasidone,30.23
amiloride,methazolamide,7.65
amiloride,phensuximide,77.38
amiloride,sitagliptin,65.47
anagrelide,cabergoline,97.46
anagrelide,trimebutine,76.91
anagrelide,secnidazole,57.82
anagrelide,ipratropium,79.55
anagrelide,mestinon,94.14
anagrelide,clarithromycin,39.75
anagrelide,rifabutin,43.92
anagrelide,zafirlukast,-4.19
anagrelide,oxaprozin,71.81
anagrelide,tolbutamide,85.52
anagrelide,prochlorperazine,64.19
anagrelide,celecoxib,36.4
anagrelide,methylprednisolone,52.06
anagrelide,bicalutamide,19.28
anagrelide,moclobemide,5.9
anagrelide,tacrine,38.58
anagrelide,rutin,25.51
anagrelide,lamivudine,18.96
anagrelide,famciclovir,81.33
anagrelide,capecitabine,68.67
anagrelide,meloxicam,99.86
anagrelide,ganciclovir,-0.11
anagrelide,molindone,98.63
anagrelide,clonidine,18.25
anagrelide,latanoprost,0.07
anagrelide,etomidate,12.06
anagrelide,diclofenac,39.45
anagrelide,moxonidine,94.4
anagrelide,ketotifen,59.56
anagrelide,flavoxate,60.34
anagrelide,benzthiazide,11.34
anagrelide,fluoxetine,61.8
anagrelide,disopyramide,81.94
anagrelide,medetomidine,99.47
anagrelide,flutamide,84.1
anagrelide,bifemelane,71.12
anagrelide,bucladesine,61.78
anagrelide,riluzole,78.69
anagrelide,aripiprazole,37.0
anagrelide,sulpiride,20.235
anagrelide,busulfan,65.66
anagrelide,clozapine,72.0
anagrelide,paroxetine,9.74
anagrelide,atomoxetine,56.98
anagrelide,amitriptyline,67.94
anagrelide,prazosin,79.95
anagrelide,dihydroergocristine,99.72
anagrelide,progesterone,7.65
anagrelide,saquinavir,27.88
anagrelide,clomipramine,3.69
anagrelide,proguanil,90.68
anagrelide,irbesartan,79.94
anagrelide,aminoglutethimide,7.23
anagrelide,altrenogest,95.8
anagrelide,piperidolate,5.78
anagrelide,hydroflumethiazide,76.09
anagrelide,glipizide,64.48
anagrelide,ubenimex,51.96
anagrelide,propentofylline,2.63
anagrelide,phenylbutyrate,31.51
anagrelide,nateglinide,27.86
anagrelide,clotrimazole,41.36
anagrelide,metformin,0.0
anagrelide,clomifene,30.54
anagrelide,atorvastatin,0.11
anagrelide,amodiaquine,60.07
anagrelide,bupropion,73.39
anagrelide,rabeprazole,98.14
anagrelide,ribavirin,57.08
anagrelide,metoprolol,6.17
anagrelide,ataluren,0.85
anagrelide,sulfafurazole,73.36
anagrelide,prednisone,95.6
anagrelide,itraconazole,63.64
anagrelide,fluspirilene,7.43
anagrelide,fluvoxamine,26.01
anagrelide,pindolol,19.42
anagrelide,altretamine,4.66
anagrelide,clofibric-acid,63.87
anagrelide,vardenafil,47.75
anagrelide,quetiapine,99.82
anagrelide,azathioprine,92.0
anagrelide,amantadine,5.28
anagrelide,ticlopidine,32.13
anagrelide,loperamide,43.55
anagrelide,molsidomine,57.49
anagrelide,chlorambucil,13.97
anagrelide,thiothixene,90.98
anagrelide,amlexanox,0.07
anagrelide,mefloquine,79.69
anagrelide,anastrozole,23.02
anagrelide,estradiol,53.15
anagrelide,diazoxide,88.11
anagrelide,metolazone,27.21
anagrelide,primidone,82.25
anagrelide,racecadotril,78.08
anagrelide,oxfendazole,41.21
anagrelide,mirtazapine,14.51
anagrelide,terbinafine,-21.86
anagrelide,bimatoprost,92.22
anagrelide,letrozole,11.34
anagrelide,triflupromazine,77.87
anagrelide,triamterene,14.89
anagrelide,imipramine,1.97
anagrelide,balsalazide,9.07
anagrelide,duloxetine,90.26
anagrelide,doxepin,16.11
anagrelide,protriptyline,98.77
anagrelide,fluconazole,0.67
anagrelide,bosentan,18.15
anagrelide,carvedilol,95.64
anagrelide,risperidone,45.45
anagrelide,ambroxol,44.88
anagrelide,bezafibrate,61.74
anagrelide,tamibarotene,59.47
anagrelide,quinidine,15.43
anagrelide,nimodipine,65.02
anagrelide,metronidazole,97.87
anagrelide,oxiconazole,6.4
anagrelide,escitalopram,43.67
anagrelide,piretanide,26.21
anagrelide,decitabine,16.53
anagrelide,floxuridine,14.74
anagrelide,ranolazine,64.03
anagrelide,cimetidine,70.22
anagrelide,oxybuprocaine,-13.88
anagrelide,afatinib,15.96
anagrelide,droperidol,81.11
anagrelide,imatinib,19.07
anagrelide,tiabendazole,-1.48
anagrelide,dextromethorphan,7.87
anagrelide,flecainide,45.7
anagrelide,rilmenidine,9.46
anagrelide,lapatinib,68.32
anagrelide,primaquine,92.76
anagrelide,rizatriptan,62.44
anagrelide,ketanserin,38.97
anagrelide,tolazamide,31.06
anagrelide,idebenone,98.22
anagrelide,fexofenadine,-7.1
anagrelide,sertraline,18.37
anagrelide,norgestrel,18.47
anagrelide,dantrolene,1.69
anagrelide,danazol,31.15
anagrelide,pravastatin,1.56
anagrelide,pregnenolone,99.225
anagrelide,chlorphenamine,23.35
anagrelide,spironolactone,37.78
anagrelide,indapamide,38.94
anagrelide,nicotine,-1.55
anagrelide,ozagrel,47.97
anagrelide,atracurium,91.82
anagrelide,erlotinib,62.9
anagrelide,fenoldopam,4.47
anagrelide,betahistine,40.82
anagrelide,rosuvastatin,46.53
anagrelide,dexamethasone,22.865000000000002
anagrelide,nevirapine,63.81
anagrelide,sertaconazole,11.28
anagrelide,fosinopril,91.8
anagrelide,capsaicin,8.25
anagrelide,penciclovir,51.98
anagrelide,meclofenamic-acid,29.7
anagrelide,gestrinone,5.65
anagrelide,felodipine,-0.95
anagrelide,urapidil,37.17
anagrelide,fluphenazine,42.19
anagrelide,pimozide,40.04
anagrelide,buflomedil,90.42
anagrelide,tibolone,45.21
anagrelide,pyrimethamine,32.21
anagrelide,amiloride,45.18
anagrelide,topiramate,70.65
anagrelide,finasteride,21.92
anagrelide,trifluoperazine,63.43
anagrelide,phenytoin,2.26
anagrelide,glimepiride,88.56
anagrelide,propafenone,23.11
anagrelide,enalapril,87.54
anagrelide,valsartan,76.49
anagrelide,everolimus,91.1
anagrelide,simvastatin,26.87
anagrelide,benzbromarone,32.32
anagrelide,losartan,17.98
anagrelide,sotalol,99.54
anagrelide,granisetron,88.0
anagrelide,melperone,50.32
anagrelide,tizanidine,98.73
anagrelide,amoxapine,27.27
anagrelide,loratadine,65.32
anagrelide,diflunisal,90.38
anagrelide,ibuprofen,-7.140000000000001
anagrelide,papaverine,99.22
anagrelide,gefitinib,1.59
anagrelide,metoclopramide,38.76
anagrelide,piroxicam,99.41
anagrelide,phentolamine,28.22
anagrelide,gemfibrozil,64.06
anagrelide,varenicline,17.04
anagrelide,levofloxacin,19.54
anagrelide,rifaximin,7.66
anagrelide,levonorgestrel,0.0
anagrelide,esmolol,52.61
anagrelide,doxycycline,20.74
anagrelide,chloroquine,1.65
anagrelide,paclitaxel,10.86
anagrelide,penfluridol,61.72
anagrelide,mepivacaine,16.05
anagrelide,cyproheptadine,73.6
anagrelide,quinine,36.64
anagrelide,ofloxacin,58.98
anagrelide,dolasetron,28.01
anagrelide,ropinirole,95.85
anagrelide,niclosamide,53.58
anagrelide,cladribine,42.64
anagrelide,daunorubicin,72.49
anagrelide,tofacitinib,9.52
anagrelide,nicardipine,94.47
anagrelide,orphenadrine,98.66
anagrelide,lidoflazine,22.26
anagrelide,pyrazinamide,95.84
anagrelide,doxorubicin,9.75
anagrelide,chloramphenicol,26.81
anagrelide,estrone,35.34
anagrelide,mephentermine,37.41
anagrelide,chloroxine,41.15
anagrelide,milrinone,6.26
anagrelide,metergoline,27.87
anagrelide,telmisartan,56.74
anagrelide,midostaurin,59.86
anagrelide,etoposide,39.42
anagrelide,verapamil,4.12
anagrelide,vinpocetine,91.15
anagrelide,ondansetron,23.56
anagrelide,diltiazem,31.59
anagrelide,gliquidone,22.06
anagrelide,palbociclib,98.75
anagrelide,cefdinir,21.23
anagrelide,artesunate,37.36
anagrelide,propranolol,44.81
anagrelide,norethindrone,-95.81
anagrelide,doxapram,0.46
anagrelide,lamotrigine,22.25
anagrelide,niacin,8.61
anagrelide,menadione,20.05
anagrelide,clofazimine,45.69
anagrelide,perhexiline,11.61
anagrelide,ethinyl-estradiol,97.3
anagrelide,sunitinib,13.395
anagrelide,dopamine,5.53
anagrelide,carbamazepine,37.59
anagrelide,nortriptyline,10.02
anagrelide,olanzapine,50.0
anagrelide,bosutinib,24.65
anagrelide,podophyllotoxin,13.33
anagrelide,oxybutynin,-2.18
anagrelide,fasudil,75.02
anagrelide,sumatriptan,61.74
anagrelide,famotidine,-3.91
anagrelide,pioglitazone,68.64
anagrelide,tadalafil,15.92
anagrelide,benzylpenicillin,99.93
anagrelide,quinapril,8.53
anagrelide,yohimbine,99.86
anagrelide,levetiracetam,80.31
anagrelide,epinephrine,29.68
anagrelide,mitoxantrone,54.64
anagrelide,pilocarpine,63.76
anagrelide,azithromycin,55.53
anagrelide,dasatinib,98.63
anagrelide,anagrelide,99.97
anagrelide,perindopril,94.8
anagrelide,hydrocortisone,47.608000000000004
anagrelide,leflunomide,12.03
anagrelide,maraviroc,7.92
anagrelide,etacrynic-acid,66.82
anagrelide,naftifine,8.54
anagrelide,lacidipine,22.58
anagrelide,econazole,90.14
anagrelide,dicloxacillin,67.27
anagrelide,nicergoline,-0.63
anagrelide,etodolac,97.58
anagrelide,pinacidil,28.99
anagrelide,praziquantel,35.99
anagrelide,propylthiouracil,73.76
anagrelide,bromocriptine,10.38
anagrelide,butoconazole,14.14
anagrelide,trimipramine,67.84
anagrelide,acarbose,12.48
anagrelide,homochlorcyclizine,9.16
anagrelide,bisoprolol,88.64
anagrelide,milnacipran,10.12
anagrelide,sirolimus,48.25
anagrelide,zidovudine,39.54
anagrelide,eplerenone,97.5
anagrelide,selegiline,50.22
anagrelide,doxazosin,42.28
anagrelide,candesartan,16.98
anagrelide,exemestane,5.74
anagrelide,picotamide,43.56
anagrelide,warfarin,83.0
anagrelide,toremifene,6.96
anagrelide,gemcitabine,99.93
anagrelide,sildenafil,10.93
anagrelide,nilotinib,6.38
anagrelide,zileuton,38.11
anagrelide,ritodrine,30.2
anagrelide,nimesulide,52.7
anagrelide,cytarabine,26.76
anagrelide,pantoprazole,31.75
anagrelide,tivozanib,7.36
anagrelide,felbamate,1.48
anagrelide,triclabendazole,85.08
anagrelide,irinotecan,47.31
anagrelide,lopinavir,1.09
anagrelide,sorafenib,22.19
anagrelide,vemurafenib,53.9
anagrelide,elvitegravir,59.47
anagrelide,pitavastatin,20.93
anagrelide,calcitriol,35.19
anagrelide,reboxetine,13.12
anagrelide,bifonazole,44.28
anagrelide,vorinostat,30.21
anagrelide,clofarabine,42.86
anagrelide,belinostat,36.27
anagrelide,rimexolone,94.23
anagrelide,nicotinamide,32.63
anagrelide,vidarabine,-11.35
anagrelide,isradipine,98.8
anagrelide,ruxolitinib,6.52
anagrelide,dilazep,1.68
anagrelide,metixene,94.2
anagrelide,olaparib,89.09
anagrelide,mepacrine,0.99
anagrelide,temsirolimus,22.51
anagrelide,ipriflavone,17.54
anagrelide,atovaquone,38.2
anagrelide,mebendazole,11.96
anagrelide,ranitidine,54.33
anagrelide,tranilast,57.21
anagrelide,acyclovir,15.77
anagrelide,dapsone,75.69
anagrelide,ritonavir,10.32
anagrelide,carprofen,60.28
anagrelide,eugenol,75.42
anagrelide,mercaptopurine,90.39
anagrelide,methimazole,5.28
anagrelide,maprotiline,27.56
anagrelide,ivermectin,11.43
anagrelide,tranylcypromine,8.02
anagrelide,crizotinib,78.51
anagrelide,pazopanib,13.4
anagrelide,fludroxycortide,32.36
anagrelide,actarit,97.22
anagrelide,fulvestrant,99.82
anagrelide,lasalocid,37.58
anagrelide,lenalidomide,86.73
anagrelide,reserpine,36.38
anagrelide,masitinib,9.51
anagrelide,quercetin,95.67
anagrelide,scopolamine,13.295
anagrelide,rivaroxaban,40.91
anagrelide,docetaxel,19.3
anagrelide,entecavir,-27.93
anagrelide,neratinib,12.73
anagrelide,valproic-acid,16.17
anagrelide,azacitidine,14.79
anagrelide,formoterol,56.12
anagrelide,amsacrine,13.93
anagrelide,naftopidil,11.89
anagrelide,raltegravir,-34.0
anagrelide,aspirin,-5.36
anagrelide,raloxifene,59.86
anagrelide,ketoconazole,0.02
anagrelide,griseofulvin,22.19
anagrelide,vinburnine,14.76
anagrelide,temozolomide,97.6
anagrelide,SN-38,23.66
anagrelide,digoxin,74.82
anagrelide,mepyramine,32.29
anagrelide,physostigmine,-45.5
anagrelide,medrysone,96.84
anagrelide,cholic-acid,15.53
anagrelide,deferiprone,-2.5
anagrelide,tamoxifen,1.47
anagrelide,noscapine,96.49
anagrelide,homoharringtonine,14.56
anagrelide,ziprasidone,18.25
anagrelide,methazolamide,11.62
anagrelide,phensuximide,1.55
anagrelide,sitagliptin,16.09
aminoglutethimide,cabergoline,99.89
aminoglutethimide,trimebutine,25.83
aminoglutethimide,secnidazole,57.61
aminoglutethimide,ipratropium,78.66
aminoglutethimide,mestinon,39.64
aminoglutethimide,clarithromycin,81.12
aminoglutethimide,rifabutin,3.81
aminoglutethimide,zafirlukast,26.85
aminoglutethimide,oxaprozin,74.42
aminoglutethimide,tolbutamide,10.78
aminoglutethimide,prochlorperazine,31.27
aminoglutethimide,celecoxib,80.11
aminoglutethimide,methylprednisolone,99.87
aminoglutethimide,bicalutamide,55.42
aminoglutethimide,moclobemide,27.04
aminoglutethimide,tacrine,80.3
aminoglutethimide,rutin,18.77
aminoglutethimide,lamivudine,90.42
aminoglutethimide,famciclovir,76.08
aminoglutethimide,capecitabine,69.07
aminoglutethimide,meloxicam,82.91
aminoglutethimide,ganciclovir,-11.09
aminoglutethimide,molindone,14.66
aminoglutethimide,clonidine,96.77
aminoglutethimide,latanoprost,0.18
aminoglutethimide,etomidate,34.2
aminoglutethimide,diclofenac,69.9
aminoglutethimide,moxonidine,34.26
aminoglutethimide,ketotifen,60.96
aminoglutethimide,flavoxate,86.32
aminoglutethimide,benzthiazide,13.2
aminoglutethimide,fluoxetine,86.78
aminoglutethimide,disopyramide,54.93
aminoglutethimide,medetomidine,97.14
aminoglutethimide,flutamide,27.15
aminoglutethimide,bifemelane,65.88
aminoglutethimide,bucladesine,95.48
aminoglutethimide,riluzole,29.01
aminoglutethimide,aripiprazole,11.7
aminoglutethimide,sulpiride,28.99
aminoglutethimide,busulfan,99.86
aminoglutethimide,clozapine,53.73
aminoglutethimide,paroxetine,12.54
aminoglutethimide,atomoxetine,67.77
aminoglutethimide,amitriptyline,-6.45
aminoglutethimide,prazosin,16.0
