#1.3
2429	22	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K99107520-summary	BRD-K70401845-summary	BRD-A73368467-summary	BRD-K08206212-summary	BRD-K32977963-summary	BRD-A07395371-summary	BRD-K51677086-summary	BRD-A02367930-summary	BRD-K70301876-summary	BRD-A30815329-summary	BRD-K13514097-summary	BRD-A54880345-summary	BRD-K63630713-summary	BRD-K76617868-summary	BRD-K54472332-summary	BRD-A50684349-summary	BRD-K37798499-summary	BRD-A74667430-summary	BRD-A18917088-summary	BRD-K45033733-summary	BRD-A73741725-summary	BRD-K00673382-summary
BRD-K09132007	CP	D-4476	casein kinase inhibitor, TGF beta receptor inhibitor	CSNK1A1, CSNK1D, TGFB1	TGF beta receptor inhibitor	4.33, 1.44	58.59	1.18, 0.35	39.52	26.05	68.74	59.07	49.85	58.12	66.73	27.02	21.33	50.69	79.92	89.48	1.97	68.93	80.12	61.50	35.36	66.90	82.78	2.47	76.22	31.15
BRD-K54704028	CP	BAY-36-7620	glutamate receptor antagonist	GRM1		2.40, 1.44	58.59	1.14, 0.31	44.30	51.06	81.84	86.82	88.15	78.60	70.49	62.76	93.27	54.87	37.53	32.11	42.98	34.32	64.03	76.16	54.97	92.53	62.20	32.65	21.10	33.86
BRD-K62374253	CP	rufloxacin	topoisomerase inhibitor		Bacterial DNA gyrase inhibitor	4.55, 4.55	58.57	1.00, 0.24	7.49	76.16	73.46	81.50	45.95	98.27	29.56	48.14	99.82	54.76	22.92	30.22	48.00	60.74	44.93	74.92	87.70	81.47	65.68	56.40	40.01	90.90
BRD-K53878242	CP	MMPX	phosphodiesterase inhibitor			4.81, 0.96	58.55	0.97, 0.36	99.86	85.34	10.84	93.36	42.17	84.01	63.51	30.15	62.56	37.18	2.22	84.65	26.08	73.20	94.89	38.17	7.35	71.54	12.44	41.66	54.54	64.83
BRD-A19736161	CP	ondansetron	serotonin receptor antagonist	HTR3A, CYP2D6, CYP3A5, HTR1A, HTR1B, HTR3B, HTR4, OPRM1		5.29, 2.88	58.48	0.45, 0.02	70.28	36.80	79.95	77.65	97.50	65.47	43.22	71.95	28.58	67.81	11.73	38.08	48.95	80.17	58.61	30.14	25.02	58.34	50.25	86.05	23.74	88.13
BRD-K82562631	CP	tolmetin	cyclooxygenase inhibitor	PTGS2, PTGS1	Cyclooxygenase inhibitor	6.25, 3.37	58.47	0.64, 0.18	87.19	54.93	99.47	58.03	96.47	67.93	65.20	82.75	87.18	78.25	21.93	58.92	28.81	92.42	44.89	10.47	14.69	84.78	35.43	30.61	29.73	50.34
BRD-A21858158	CP	praziquantel	membrane permeability enhancer, schistosomicide			2.88, 0.96	58.42	0.72, 0.16	61.95	83.27	76.60	47.59	77.89	38.90	56.25	78.27	45.71	26.56	5.52	73.31	33.51	78.40	78.67	12.39	16.02	-26.47	82.40	41.14	60.60	91.60
BRD-A48430263	CP	pioglitazone	PPAR receptor agonist, insulin sensitizer, adiponectin expression enhancer, thiazolidinedione	PPARG, INS, TRPM3	PPAR receptor agonist	4.81, 0.48	58.39	0.41, 0.10	64.83	33.20	92.39	71.23	88.24	76.45	91.16	32.67	53.87	51.97	6.16	29.48	94.98	37.57	53.66	30.05	39.60	67.39	66.03	73.80	62.92	-6.34
BRD-K67100011	CP	pivmecillinam	cell wall synthesis inhibitor			5.77, 4.33	58.39	1.03, 0.27	15.40	56.94	11.43	53.58	93.93	75.32	58.58	93.61	73.29	58.20	40.40	88.02	0.11	84.23	71.81	31.67	37.74	99.89	26.62	63.10	10.40	70.00
BRD-A73581086	CP	ergometrine	adrenergic receptor stimulatant, serotonin receptor stimulant	ADRA1A, HTR1E, HTR2A		5.29, 1.44	58.38	0.98, 0.39	98.75	38.95	68.77	91.18	96.52	77.89	71.55	21.25	76.92	81.65	26.60	29.99	77.01	-4.47	37.14	40.69	14.09	63.76	53.22	37.54	63.53	47.05
BRD-K27450477	CP	EHNA	adenosine deaminase inhibitor	ADA, PDE2A, ADORA2A		7.69, 3.37	58.32	0.70, 0.22	97.03	53.41	80.86	88.56	23.48	58.19	79.40	84.87	53.79	36.40	58.46	11.92	23.89	88.93	20.21	11.82	42.36	72.61	74.05	29.53	72.02	77.58
BRD-K22828899	CP	TUL-XXI039	serine/threonine kinase inhibitor			5.21, 3.13	58.27	1.26, 0.35	90.88	73.03	97.00	81.66	87.47	25.65	85.51	18.77	62.49	79.20	-6.56	48.52	21.39	70.10	-10.31	58.82	11.56	18.93	25.86	69.76	31.49	57.73
BRD-K77771411	CP	moxonidine	imidazoline receptor agonist, adrenergic receptor agonist	NISCH, ADRA2A, ADRA2B, ADRA2C		5.29, 4.33	58.27	0.56, 0.11	54.89	2.10	90.63	52.82	83.33	81.86	84.16	66.30	27.72	97.92	22.43	75.01	57.66	72.73	40.03	51.79	6.26	58.89	46.19	93.98	2.61	79.27
BRD-K88611939	CP	aniracetam	glutamate receptor agonist	DRD2, GRIA1, GRIA2, GRIA3, HTR2A, GRIA4		5.77, 4.33	58.23	0.52, 0.08	34.32	88.94	97.59	78.02	51.05	73.69	54.01	46.41	62.46	49.54	3.31	70.65	-65.74	98.27	62.83	29.84	24.96	67.64	97.61	47.49	2.10	87.57
BRD-A72988804	CP	tiaprofenic-acid	cyclooxygenase inhibitor	PTGS2, PTGS1		5.21, 3.65	58.20	1.32, 0.48	87.09	96.41	97.07	70.73	80.64	97.11	65.64	63.44	13.24	30.16	31.00	88.23	8.05	33.92	82.86	19.89	46.02	-34.17	17.46	52.96	63.53	52.06
BRD-A08709697	CP	heliotrine	in touchstone			3.65, 2.08	58.18	1.08, 0.38	59.11	41.86	91.20	62.58	98.17	41.46	56.41	82.03	68.37	12.80	15.32	19.68	69.74	57.26	42.20	30.20	34.34	91.41	70.15	8.42	78.72	67.81
BRD-K11742128	CP	triprolidine	histamine receptor antagonist	HRH1		6.25, 2.60	58.17	1.49, 0.60	50.58	80.06	65.77	88.18	49.81	24.53	86.97	76.80	9.90	38.83	48.66	98.85	73.04	9.38	18.98	81.49	49.78	70.14	80.05	7.49	93.65	20.46
BRD-K37289225	CP	clozapine	serotonin receptor antagonist, dopamine receptor antagonist, adrenergic receptor antagonist	DRD2, DRD4, ADRA1A, ADRA1B, CHRM1, DRD1, DRD3, HRH1, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR6, HTR7, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CALY, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD5, HTR1F, HTR2B, HTR3A, HTR5A	Dopamine receptor antagonist, Serotonin receptor antagonist	5.77, 3.37	58.16	0.73, 0.14	83.88	74.55	83.50	80.09	69.95	53.51	57.33	48.86	19.80	21.22	60.66	58.99	35.96	83.75	65.04	94.08	29.14	65.50	30.24	28.62	32.62	53.54
BRD-K23204545	CP	busulfan	DNA damaging, DNA inhibitor			5.21, 3.13	58.13	1.14, 0.38	16.14	92.52	80.30	87.56	84.92	63.11	87.32	46.11	87.97	15.34	24.21	92.53	45.16	64.25	65.69	43.61	68.67	46.39	4.61	19.56	53.14	38.20
BRD-K26657438	CP	imiquimod	interferon inducer, toll-like receptor agonist, immunostimulant	TLR7, TLR8		2.88, 1.92	58.09	1.31, 0.49	26.38	79.18	88.77	71.36	79.30	88.01	98.91	47.66	91.32	33.72	-4.58	58.53	35.32	44.17	57.66	73.01	-64.48	60.17	12.47	68.36	47.88	43.71
BRD-K06335600	CP	tizanidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, CYP1A2, NISCH		7.29, 1.04	57.99	1.50, 0.47	89.04	92.35	53.70	45.85	74.50	3.16	73.96	74.78	17.16	40.33	37.49	63.44	50.74	61.01	54.97	94.56	39.04	88.40	31.40	44.86	95.03	61.24
BRD-K01253243	CP	SB-590885	RAF inhibitor	BRAF	RAF inhibitor	8.65, 4.33	57.96	0.90, 0.41	38.30	93.27	38.92	53.64	55.91	64.34	74.29	17.59	85.79	73.35	94.02	96.42	46.84	72.73	31.55	11.53	27.48	60.01	13.90	0.46	80.06	92.01
BRD-K04976539	CP	aminogenistein	PKC inhibitor, src inhibitor	LCK		6.73, 3.37	57.92	1.01, 0.20	66.52	90.42	16.13	57.95	81.51	98.31	39.16	44.02	21.39	50.10	18.04	57.85	95.79	95.78	47.86	57.89	75.38	3.85	94.80	79.88	49.63	72.96
BRD-A49225603	CP	alimemazine	histamine receptor ligand	HRH1		1.56, 0.52	57.86	1.67, 0.66	47.14	90.93	44.62	65.10	67.44	70.62	44.59	51.64	92.54	69.74	88.50	15.34	23.44	90.23	43.35	24.87	20.90	47.99	64.08	67.50	72.34	15.92
BRD-K36638830	CP	anabasine	acetylcholine receptor agonist			5.77, 0.48	57.85	1.10, 0.19	95.59	1.89	65.78	88.66	95.13	49.94	65.76	41.52	81.12	35.03	2.04	66.11	7.39	47.49	78.00	85.15	9.73	92.04	83.76	16.41	28.40	21.11
BRD-K17796732	CP	JWH-015	cannabinoid receptor agonist	CNR2, GPR55	Cannabinoid receptor agonist	2.88, 1.44	57.82	1.25, 0.41	12.68	76.10	89.07	48.31	78.61	22.32	78.39	17.77	58.55	17.44	60.05	22.48	6.94	76.12	93.52	7.56	72.12	73.73	95.57	45.74	57.08	11.62
BRD-K77390737	CP	xanthohumol	aromatase inhibitor, diacylglycerol O acyltransferase inhibitor, valosin containing protein inhibitor	CYP19A1, VCP		5.77, 3.37	57.74	1.35, 0.38	15.00	93.57	56.72	99.93	58.76	28.34	66.89	29.39	20.94	90.04	2.13	14.46	96.93	-25.24	47.46	89.52	73.26	63.50	76.61	11.01	59.58	11.30
BRD-A67748489	CP	K3644	Kinesin-Like Spindle Protein  KIF11 (KSP, Eg5) Inhibitors, mitotic kinesin inhibitor	KIF11		4.81, 2.40	57.73	1.23, 0.36	71.49	95.84	63.76	98.70	42.61	57.82	40.19	28.58	69.80	72.06	-2.05	50.45	76.38	30.66	57.63	67.79	1.90	72.60	3.83	5.60	75.19	41.66
BRD-A14395271	CP	mesoridazine	dopamine receptor antagonist	DRD2, HTR2A		3.37, 1.44	57.72	0.33, 0.07	47.26	61.77	67.83	78.64	76.52	60.40	67.79	86.18	43.50	57.15	24.17	51.61	63.96	74.96	48.92	41.84	15.15	45.31	24.87	8.42	58.29	78.29
BRD-K96037667	CP	norethindrone	ovulation inhibitor, progesterone receptor agonist	PGR	Progesterone receptor agonist	3.65, 1.56	57.70	1.01, 0.34	79.54	29.31	30.56	60.60	85.63	66.27	55.64	59.73	32.54	38.91	23.30	82.26	55.67	85.53	50.26	31.01	17.92	91.26	60.37	3.85	74.83	88.96
BRD-K72541103	CP	JAK3-inhibitor-I	JAK inhibitor	JAK3	JAK inhibitor	1.44, 0.00	57.67	0.73, 0.20	22.81	92.92	73.13	57.30	68.18	-11.14	37.53	58.05	86.92	25.60	70.56	67.97	48.94	68.91	83.48	29.05	0.00	66.62	46.75	7.17	58.85	54.61
BRD-K86509404	CP	iso-olomoucine	cyclin-related kinase inhibitor			4.17, 3.65	57.67	1.30, 0.28	53.55	36.33	87.94	83.85	99.10	42.41	91.80	64.12	88.64	89.49	34.69	11.92	86.21	58.23	79.84	70.77	9.67	3.01	32.43	57.11	19.62	-35.12
BRD-K94841585	CP	emodic-acid	laxative, free radical generator			4.81, 3.85	57.67	0.76, 0.18	81.39	86.94	40.27	40.09	20.47	92.11	57.58	79.56	12.76	32.78	71.20	40.99	71.50	88.50	57.24	7.51	84.34	0.88	86.68	57.76	50.09	65.99
BRD-K80451230	CP	zamifenacin	acetylcholine receptor antagonist	CHRM3		5.73, 3.65	57.67	1.13, 0.31	80.63	14.57	45.84	61.39	99.82	89.31	45.89	86.89	98.17	61.25	8.05	15.41	62.06	63.33	63.59	22.99	11.16	49.24	40.73	54.08	13.20	85.56
BRD-A54490543	CP	pirlindole	monoamine oxidase inhibitor	MAOA, SLC6A2, SLC6A4		6.77, 3.13	57.66	0.98, 0.24	69.11	57.94	89.26	76.11	91.61	60.94	69.89	96.16	49.89	30.92	57.38	4.66	31.77	64.28	-35.84	94.69	8.10	49.01	36.13	27.48	20.70	86.48
BRD-K19352500	CP	prochlorperazine	dopamine receptor antagonist, dopamine receptor	DRD2, DRD1, DRD3, DRD4	Dopamine receptor antagonist	4.81, 1.92	57.61	0.93, 0.16	31.75	62.59	50.38	87.98	56.29	27.17	62.12	58.93	34.85	29.02	63.06	55.44	71.94	90.31	56.07	50.07	65.26	50.19	34.28	89.73	72.92	82.25
BRD-K53979406	CP	ALX-5407	glycine transporter inhibitor, GlyT-1 inhibitor	SLC6A9		4.69, 4.17	57.57	1.20, 0.44	9.73	63.79	84.86	48.54	81.42	62.43	67.37	64.01	89.84	77.59	6.77	55.05	94.18	27.72	38.93	25.76	35.91	86.62	49.21	60.08	50.79	45.94
BRD-K82135108	CP	elesclomol	apoptosis stimulant, HSP agonist, HSP inducer, oxidative stress inducer, topoisomerase inhibitor	TOP2A		6.25, 3.37	57.55	1.14, 0.13	48.39	48.98	84.13	90.50	87.52	63.82	51.40	44.26	32.82	71.98	63.69	90.75	97.89	-18.36	-18.01	21.32	88.09	78.69	27.09	5.78	96.60	26.28
BRD-A65671304	CP	candesartan	angiotensin receptor antagonist	AGTR1, AGTR2	Angiotensin receptor antagonist	2.88, 0.96	57.51	0.53, 0.10	55.91	72.83	87.56	87.69	88.54	49.82	56.08	85.94	90.86	57.13	12.01	58.68	57.88	53.26	78.25	13.99	39.19	52.89	29.58	71.91	82.84	32.08
BRD-K54314721	CP	zolmitriptan	serotonin receptor agonist	HTR1B, HTR1D, HTR1A, HTR1F, HTR1E		3.37, 2.40	57.48	0.59, 0.14	91.41	68.23	35.05	69.54	93.06	94.71	64.49	67.16	94.57	87.98	-3.45	31.93	14.58	37.93	15.44	96.41	42.71	87.11	29.61	12.33	50.48	46.30
BRD-K06014311	CP	DH-97	melatonin receptor antagonist	MTNR1B		3.85, 1.92	57.43	1.31, 0.50	45.18	75.15	59.09	82.28	85.19	53.27	68.61	78.96	84.01	30.69	25.93	34.86	51.21	71.45	59.16	44.34	47.88	55.77	88.40	86.69	26.36	16.00
BRD-A24191444	CP	ifenprodil	adrenergic receptor antagonist, glutamate receptor antagonist	GRIN1, GRIN2B		3.41, 1.70	57.42	0.90, 0.16	76.12	80.79	78.64	70.33	80.10	98.07	85.36	52.96	64.95	59.81	54.33	16.26	41.80	73.94	47.30	45.93	22.92	-0.11	55.03	15.16	13.28	68.29
BRD-A31195449	CP	TCB2	serotonin receptor agonist	HTR2A		5.29, 1.92	57.41	1.26, 0.40	49.33	78.45	80.76	99.47	95.63	82.60	57.32	63.07	21.70	52.42	39.30	25.80	22.38	93.20	77.82	29.01	57.50	61.50	37.47	67.97	49.55	54.40
BRD-K42748308	CP	XE-991	acetylcholine release enhancer, potassium channel blocker, voltage-gated potassium channel blocker	KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5		11.06, 6.73	57.39	0.73, 0.24	32.79	94.46	92.67	89.12	55.80	80.59	98.24	58.97	97.11	42.76	21.72	33.56	25.59	28.71	86.14	21.61	7.33	17.38	63.54	98.91	29.00	59.44
BRD-K88429204	CP	pyrimethamine	dihydrofolate reductase inhibitor, hexosaminidase stimulant, pharmacological chaperone, STAT inhibitor	DHFR, DHFRP1, HEXA, SLC47A1, STAT3	Dihydrofolate reductase inhibitor	4.81, 2.40	57.38	0.51, 0.06	48.33	80.95	57.47	97.29	57.29	78.32	78.94	11.46	57.24	63.91	25.44	58.47	36.03	40.55	81.07	53.93	92.25	67.69	87.55	41.39	10.94	10.83
BRD-A70649075	CP	sulconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			2.88, 1.44	57.38	0.64, 0.11	34.74	93.62	91.19	23.97	73.61	20.73	36.26	69.88	25.28	37.20	52.88	78.43	84.87	48.24	81.35	53.37	49.84	66.59	59.80	93.51	64.73	54.96
BRD-K53318339	CP	vinpocetine	phosphodiesterase inhibitor, sodium channel blocker, voltage-sensitive sodium channel inhibitor	PDE1A, PDE1C, SCN10A		5.29, 3.37	57.38	0.94, 0.25	99.22	60.78	98.77	66.02	89.82	77.81	61.10	43.19	96.97	53.97	3.70	92.99	-8.03	78.40	72.11	20.74	33.23	32.11	29.92	8.74	0.35	33.74
BRD-A96456596	CP	FPL-55712	leukotriene receptor antagonist, leukotriene synthesis inhibitor			1.92, 0.48	57.37	1.09, 0.26	1.34	61.88	70.19	82.30	68.33	64.32	92.64	64.83	26.58	83.86	0.00	16.37	29.00	29.56	57.05	7.89	6.51	57.69	64.54	3.93	22.19	81.56
BRD-K15519488	CP	CS-110266	dopamine receptor agonist	SLC6A3		2.73, 0.91	57.29	3.87, 1.32	92.94	74.00	5.89	52.68	60.22	3.00	74.19	95.06	59.96	-10.09	80.28	61.39	-10.28	42.81	68.12	98.47	36.78	-42.23	2.64	19.40	54.62	63.17
BRD-A45140972	CP	meclocycline	tetracycline antibiotic		Bacterial 30S ribosomal subunit inhibitor	6.25, 4.33	57.25	0.55, 0.11	99.72	94.70	57.35	82.79	98.12	91.72	83.00	5.85	57.16	39.80	24.72	79.69	-53.25	62.23	46.97	69.86	28.75	6.79	77.63	29.39	50.60	33.33
BRD-K18779551	CP	bifemelane	acetylcholine release stimulant, adrenergic transmitter uptake inhibitor, reducing agent	SLC6A2		6.73, 4.33	57.25	0.88, 0.18	32.08	91.99	79.42	93.98	5.30	42.03	55.15	43.39	88.65	23.53	67.45	97.49	79.52	99.14	48.84	8.28	42.03	38.73	73.65	18.79	59.35	98.94
BRD-K38251852	CP	paxilline	ABC transporter expression enhancer, high conductance calcium activated potassium blocker, LXR agonist	ABCA1, KCNMA1, NR1H3	Potassium channel blocker	5.21, 3.65	57.24	0.91, 0.25	19.05	85.61	5.23	23.45	99.54	52.14	63.97	97.75	45.75	17.48	49.27	25.78	93.78	63.69	87.11	41.99	87.74	46.32	70.81	15.82	62.35	73.09
BRD-K50214219	CP	CS-1657	PARP inhibitor	PARP1		7.29, 3.13	57.24	0.98, 0.32	13.50	27.26	41.35	45.51	64.40	42.31	94.24	83.37	97.10	83.83	9.85	78.75	46.38	73.32	4.93	27.33	34.37	59.99	77.77	60.61	54.48	61.47
BRD-A18497530	CP	5-iodotubercidin	adenosine kinase inhibitor, nucleoside transporter inhibitor	MAPK3, ADK, CSNK1G2, GSG2, LRRK2		2.88, 0.48	57.18	4.91, 1.55	28.28	95.45	60.61	69.15	9.00	1.21	78.09	49.49	0.35	3.03	56.65	85.66	13.13	98.77	57.71	76.93	66.66	-11.08	74.59	8.82	0.49	86.71
BRD-A08187463	CP	racecadotril	enkephalinase inhibitor, membrane metalloendopeptidase inhibitor, neprilysin inhibitor	MME		5.77, 1.92	57.18	0.98, 0.31	80.32	50.02	78.16	74.66	95.12	84.88	6.75	15.82	41.99	86.18	8.96	33.23	95.40	55.01	52.37	59.35	69.88	92.53	24.54	25.36	81.40	28.71
BRD-K48300629	CP	zonisamide	GABA receptor agonist, Sodium Channel  Blockers, T-type calcium channel blocker	CA1, CA12, CA7, SCN1A, CA10, CA11, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA8, CA9, CACNA1G, CACNA1H, CACNA1I, MAOA, MAOB, SCN11A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN9A		3.65, 1.56	57.17	0.80, 0.19	92.67	50.33	75.01	40.13	63.35	88.18	54.22	94.10	51.13	52.75	20.31	57.62	36.51	82.49	6.20	59.23	13.06	57.24	4.80	65.56	57.09	61.63
BRD-A25234499	CP	aminoglutethimide	antiglucocorticoid, aromatase inhibitor, corticosteroid antagonist, steroid sulfatase inhibitor	CYP19A1, CYP11A1, NR3C1		4.33, 1.92	57.16	0.45, 0.10	68.20	53.61	95.27	67.70	92.10	79.70	86.96	66.90	74.46	60.70	3.70	44.70	44.62	51.61	40.56	33.66	24.24	41.77	44.40	52.10	74.55	71.07
BRD-K04877770	CP	FTase-inhibitor-B581	farnesyltransferase inhibitor, protein farnesyltransferase inhibitor			5.77, 4.33	57.15	0.83, 0.30	26.80	84.71	86.26	82.16	86.67	59.44	92.75	39.37	99.82	17.69	15.14	99.79	32.76	54.86	69.84	44.91	-12.05	99.40	45.45	37.38	29.16	89.71
BRD-K75699339	CP	rizatriptan	serotonin receptor agonist	HTR1D, HTR1B, HTR1F, HTR1A, HTR1E		7.69, 5.77	57.13	0.34, 0.08	51.09	55.23	92.24	26.91	75.82	54.78	92.37	36.42	73.37	39.60	3.28	99.54	50.79	47.07	62.85	56.97	16.98	62.12	57.28	90.01	88.56	80.91
BRD-A70268693	CP	PG-9	presynaptic cholinergic modulator			3.85, 1.92	57.12	0.75, 0.31	96.56	55.15	64.14	97.11	78.51	91.73	73.56	59.08	67.95	89.95	17.70	12.08	13.44	85.12	-16.97	53.76	19.93	30.65	28.37	5.85	18.29	66.15
BRD-K94887716	CP	TFMPP	serotonin receptor agonist, serotonin receptor antagonist			4.55, 1.70	57.10	1.41, 0.39	25.08	37.55	12.57	81.29	91.71	95.34	91.28	38.53	32.76	16.09	37.26	17.06	83.37	93.47	66.13	70.84	72.19	34.28	59.24	54.95	36.42	66.23
BRD-K06221026	CP	DUP-697	cyclooxygenase inhibitor	PTGS2		5.77, 3.37	57.07	0.72, 0.19	61.18	88.51	5.07	45.94	99.29	94.95	82.86	44.74	22.94	67.06	24.91	40.14	31.50	79.75	96.99	38.00	52.95	27.11	76.52	64.41	35.43	62.70
BRD-K96809896	CP	SKF-86002	p38 MAPK inhibitor	ALOX5, MAPK14	P38 MAPK inhibitor	5.29, 2.88	57.07	1.01, 0.36	34.91	97.92	87.29	42.90	58.40	40.60	99.75	70.22	2.11	55.73	2.40	97.26	75.85	36.14	61.21	69.81	79.75	51.23	35.87	-4.40	85.01	54.62
BRD-A65076780	CP	dihydroergocristine	adrenergic receptor antagonist, prolactin inhibitor, adrenergic receptor partial agonist, dopamine receptor agonist, dopamine receptor partial agonist, dopamine receptor partial antagonist, serotonin receptor antagonist	HTR2A, ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR3A, HTR4, HTR5A, HTR6, HTR7		2.60, 1.04	57.06	1.34, 0.35	18.81	55.52	52.53	-14.90	77.94	-18.66	94.36	99.05	13.86	-11.43	76.31	15.87	82.29	61.79	58.60	82.67	44.74	20.09	80.59	3.56	87.16	80.25
BRD-K64994968	CP	progesterone	progesterone receptor agonist	PGR, CYP17A1, NR3C2, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP2C19, ESR1, OPRK1, TRPC5	Progesterone receptor agonist	6.73, 4.33	57.06	0.45, 0.11	35.10	90.86	53.34	94.76	50.88	40.36	85.86	53.50	45.15	35.96	51.42	61.92	71.79	39.27	84.29	8.33	85.67	60.62	95.69	10.36	85.95	83.54
BRD-A35033682	CP	eriodictyol	cytochrome P450 inhibitor, TRPM3 antagonist, xanthine oxidase inhibitor	CYP1B1, NFE2L2, XDH		5.77, 2.88	57.06	1.48, 0.51	52.79	50.73	51.38	65.68	80.63	87.90	69.65	20.64	89.45	40.65	40.19	27.77	92.93	61.83	90.60	57.46	30.07	56.65	92.37	30.93	92.95	31.06
BRD-K96740444	CP	itopride	dopamine receptor antagonist, acetylcholinesterase inhibitor	DRD2, ACHE, CHRM3		8.52, 5.68	57.05	0.83, 0.28	60.52	70.42	29.01	69.02	38.36	99.79	29.18	9.26	68.38	75.11	29.63	87.05	46.44	23.71	18.72	71.59	23.07	71.65	12.59	93.59	53.58	95.63
BRD-K59753853	CP	MDL-29951	glutamate receptor antagonist, fructose biphosphate inhibitor, UDP/CysLT (GPR17, P2Y-like) Agonists	FBP1, GPR17		8.17, 3.85	57.01	1.28, 0.45	30.56	17.30	56.06	24.31	99.54	45.28	10.76	60.04	92.76	94.74	21.51	85.44	67.28	89.64	92.41	-2.51	57.34	1.06	56.69	79.22	15.35	96.05
BRD-K63151507	CP	MNITMT	lymphocyte inhibitor			5.29, 2.88	56.93	1.07, 0.26	79.29	8.04	46.56	74.76	95.28	44.11	91.22	9.19	67.30	32.79	3.56	21.46	78.78	70.20	-36.36	82.83	6.84	91.50	83.52	21.36	82.74	13.73
BRD-A66435872	CP	HTMT	histamine receptor agonist	HRH4		4.33, 0.96	56.88	1.00, 0.24	64.47	87.10	39.85	69.41	72.85	95.72	90.96	42.08	20.77	57.53	45.67	79.71	22.28	86.91	84.22	31.87	46.49	56.22	53.11	48.59	38.85	72.67
BRD-A43882281	CP	pinacidil	ATP channel activator, potassium channel agonist	ABCC9, KCNJ8		5.29, 2.40	56.87	0.66, 0.19	89.40	45.37	94.64	92.56	48.49	-87.50	36.24	24.27	60.34	32.41	13.08	82.45	60.08	82.19	74.20	4.54	-5.50	76.43	80.10	80.62	53.65	50.31
BRD-A65597028	CP	RX-821002	adrenergic receptor antagonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		6.25, 2.60	56.82	1.51, 0.50	34.61	74.25	78.38	60.05	87.57	72.39	87.09	98.31	75.48	53.59	23.00	81.73	95.91	52.10	-44.81	53.52	45.76	27.36	53.06	5.18	21.71	90.86
BRD-K30296925	CP	flavokavain-b	carcinoma cell growth inhibitor, hypoxia inducible factor inhibitor	HIF1A		6.25, 3.37	56.80	1.49, 0.66	11.33	88.48	86.16	11.13	37.36	25.14	54.66	21.72	24.15	30.53	74.21	17.83	99.89	62.73	65.84	65.06	61.80	13.43	58.94	2.40	99.10	59.06
BRD-K38323065	CP	phenacetin	cyclooxygenase inhibitor	PTGS1	Cyclooxygenase inhibitor	4.81, 2.40	56.80	0.81, 0.15	78.04	15.03	84.28	76.64	18.65	97.12	47.70	92.60	90.36	61.96	5.89	85.06	78.16	21.42	54.84	38.48	7.91	68.28	47.01	58.76	19.56	52.14
BRD-K39111395	CP	BCL2-inhibitor	BCL inhibitor	BCL2	BCL inhibitor	5.77, 2.88	56.80	1.31, 0.45	12.83	83.80	57.17	59.45	54.66	26.10	22.53	52.30	44.38	48.76	63.97	96.49	99.68	34.12	90.02	-2.54	93.95	68.57	56.43	4.83	97.05	71.83
BRD-K13261168	CP	LY-16350	dopamine receptor agonist, dopamine receptor antagonist	DRD2, DRD3		5.77, 3.85	56.78	1.34, 0.36	90.73	67.50	74.96	96.02	-43.22	29.06	98.87	54.97	58.59	-21.32	11.29	77.52	59.09	99.15	1.80	73.84	22.75	52.71	97.21	21.62	29.10	51.87
BRD-K18905250	CP	ST-91	adrenergic receptor agonist			6.73, 2.40	56.78	1.31, 0.35	96.52	12.18	96.70	44.05	76.65	95.25	46.98	71.83	97.89	66.58	-7.67	36.45	7.43	76.31	69.52	88.09	24.71	94.21	36.30	17.69	27.33	8.49
BRD-K37516142	CP	idebenone	calcium channel modulator, reducing agent			6.25, 3.41	56.75	0.86, 0.18	0.56	92.11	91.46	1.58	74.53	95.17	37.77	90.63	74.68	60.00	1.13	79.51	40.68	53.50	69.94	88.49	78.30	46.29	14.03	38.74	25.97	5.57
BRD-A90131694	CP	alclometasone	glucocorticoid receptor agonist, immunosuppressant	NR3C1, SERPINA6	Glucocorticoid receptor agonist	6.25, 2.40	56.73	1.36, 0.61	40.30	21.58	42.94	49.67	96.90	60.79	72.17	63.27	87.14	87.87	8.76	93.94	55.55	9.69	57.90	77.14	60.72	32.49	29.14	7.89	94.54	34.81
BRD-K33572481	CP	taurodeoxycholic-acid	bile acid		Bile acid	5.29, 3.85	56.68	1.15, 0.38	49.66	93.67	93.98	99.86	18.16	65.91	93.02	12.18	99.03	77.29	-1.62	90.74	-12.99	83.42	58.62	51.86	6.98	54.74	30.31	0.35	5.49	61.97
