#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K71799949-summary	BRD-K93034159-summary	BRD-K17075857-summary	BRD-K02637541-summary	BRD-K43164539-summary	BRD-K37289225-summary	BRD-K33106058-summary	BRD-A91699651-summary	BRD-K19111024-summary	BRD-A17411484-summary	BRD-A10977446-summary	BRD-K78431006-summary	BRD-K28143534-summary	BRD-K29950728-summary	BRD-K98530306-summary	BRD-K29458283-summary	BRD-K56614220-summary	BRD-K15916496-summary	BRD-K52989797-summary	BRD-A04553218-summary
BRD-A11678676	CP	wortmannin	PI3K inhibitor, ATM kinase inhibitor, ATR kinase inhibitor, DNA dependent protein kinase inhibitor, mTOR inhibitor, Phosphatidylinositol 3-kinase (PI3K) inhibitor, PLK inhibitor	PIK3CA, PIK3CG, PLK1, ATM, ATR, MTOR, PI4KA, PI4KB, PIK3CD, PIK3R1, PLK3, PRKDC	PI3K inhibitor	6.28, 1.57	61.55	1.52, 0.50	5.94	41.04	87.35	4.16	-58.69	83.42	74.52	5.53	29.74	46.93	92.32	99.05	62.28	95.21	-3.81	15.18	95.49	65.37	90.00	60.82
BRD-K12219985	CP	glipizide	sulfonylurea, ATP channel blocker, ATP-sensitive potassium channel antagonist, insulin secretagogue	ABCC8, KCNJ10, KCNJ11, PPARG	KCNJ11 modulator	4.71, 1.05	61.55	0.94, 0.19	67.02	38.53	45.73	83.07	87.28	83.15	12.89	11.98	60.44	85.26	58.89	36.22	48.48	23.81	69.64	62.65	29.13	79.11	78.56	66.50
BRD-K78280988	CP	anandamide	cannabinoid receptor agonist, potassium channel blocker, TRPV agonist	CNR1, CNR2, TRPV1, CACNA1G, CACNA1H, CACNA1I, GLRA1, GPR119, GPR18, GPR55, KCNA2, KCND3, KCNK3, KCNK9, TRPM8	Cannabinoid receptor agonist	5.24, 2.62	61.54	0.77, 0.25	9.81	11.08	68.34	15.08	78.52	96.67	28.18	98.26	78.16	94.19	82.77	0.67	34.41	73.35	81.86	54.75	48.41	80.33	31.28	33.84
BRD-K09549677	CP	mibefradil	T-type calcium channel blocker, angiogenesis inhibitor, calcium channel blocker, calcium channel inhibitor, L-type calcium channel blocker, sodium channel blocker	CACNA1G, CACNA1H, CACNA1C, CACNA1I, ANO1, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP3A5, CYP3A7, SCN2A, SCN4A, SCN5A, SCN9A	T-type calcium channel blocker	6.28, 3.66	61.48	1.64, 0.48	0.46	60.89	90.19	2.43	-50.74	97.43	32.15	62.06	50.10	8.07	98.92	98.70	10.98	92.08	-2.28	24.29	99.22	93.69	98.82	62.89
BRD-A67862938	CP	naftidrofuryl	adrenergic receptor antagonist			9.95, 7.33	61.39	1.30, 0.57	100.00	9.93	33.79	99.22	89.17	23.60	63.30	99.65	91.59	93.37	64.75	8.43	34.54	19.98	98.59	59.48	12.14	40.33	83.65	8.22
BRD-K06198550	CP	isorotenone	mitochondrial complex I inhibitor, NADH-ubiquinone oxidoreductase (Complex I) inhibitor	MT-ND1		6.81, 1.57	61.18	1.10, 0.23	88.57	67.89	78.92	95.33	89.04	11.61	7.26	7.32	20.77	80.74	55.86	32.82	5.28	69.86	32.95	71.15	97.02	66.50	25.11	7.90
BRD-K62374253	CP	rufloxacin	topoisomerase inhibitor		Bacterial DNA gyrase inhibitor	6.92, 3.77	61.14	1.00, 0.24	82.48	3.77	0.18	28.44	66.50	55.78	69.62	50.40	74.79	67.70	27.27	0.39	69.74	51.64	95.22	13.16	98.26	94.40	28.31	91.45
BRD-K94070024	CP	depomedrol	glucocorticoid receptor agonist		Glucocorticoid receptor agonist	7.39, 6.82	61.10	1.47, 0.75	100.00	62.16	31.25	59.86	80.36	80.66	60.05	40.53	64.91	71.71	88.09	1.49	7.81	80.36	21.18	24.97	68.49	12.75	98.91	7.09
BRD-K36927236	CP	glibenclamide	sulfonylurea, ATP channel blocker, ATP-sensitive potassium channel antagonist, biguanide, gluconeogenesis inhibitor, insulin secretagogue, insulin sensitizer, TRPA1 agonist	KCNJ11, ABCC8, CFTR, KCNJ5, KCNJ8, ABCA1, ABCB11, ABCC9, CPT1A, KCNJ1, SLCO2B1, TRPA1		7.33, 2.09	61.07	0.88, 0.11	59.94	31.80	37.97	73.35	95.16	95.06	27.98	86.79	71.24	62.80	15.74	9.48	19.03	63.23	62.20	28.86	57.61	70.49	66.79	44.95
BRD-K90789829	CP	nefazodone	serotonin receptor antagonist, serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine reuptake inhibitor, serotonin uptake inhibitor	HTR2A, SLC6A4, HTR2C, SLC6A2, ADRA1A, ADRA1B, ADRA2A, CYP3A4, CYP3A5, CYP3A7, HTR1A, SLC6A3		3.66, 1.05	61.06	0.60, 0.16	75.69	69.68	80.08	9.36	50.87	87.87	7.33	10.11	78.83	77.50	84.49	68.71	31.81	63.24	1.49	26.37	93.47	58.87	35.86	52.62
BRD-K93332168	CP	isocarboxazid	monoamine oxidase inhibitor	MAOA, MAOB		5.76, 3.14	60.98	1.28, 0.35	76.09	40.99	75.25	75.69	90.56	72.73	6.28	27.61	92.02	98.85	91.56	5.18	17.95	29.93	52.30	85.25	52.20	69.65	47.84	22.07
BRD-K15567136	CP	papaverine	phosphodiesterase inhibitor	PDE10A, PDE4B, PDE5A		4.71, 2.09	60.97	0.84, 0.20	32.85	66.27	87.77	12.17	-35.64	58.24	81.96	-6.90	-12.74	87.94	74.75	95.26	68.87	65.95	3.92	25.94	30.60	63.70	20.76	95.00
BRD-K32247306	CP	primidone	GABA receptor antagonist, unidentified pharmacological activity	GABRA1, CHRNA4, CHRNA7, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2		7.33, 4.71	60.92	0.44, 0.11	13.77	12.18	15.72	15.11	93.10	71.17	29.18	65.89	80.72	87.65	98.48	55.96	81.71	72.62	82.15	36.37	8.66	30.10	30.68	79.45
BRD-K25224017	CP	pirenperone	serotonin receptor antagonist	HTR2A, HTR7		7.33, 4.19	60.89	0.50, 0.07	53.79	14.69	35.59	38.33	79.19	58.05	96.45	75.67	62.10	85.04	37.86	3.77	47.20	21.23	97.93	59.68	69.78	91.26	63.52	96.17
BRD-K17110974	CP	aristolochic-acid	phospholipase inhibitor			6.81, 3.66	60.88	0.75, 0.11	1.44	81.83	56.64	33.11	83.78	83.34	69.91	89.77	50.06	86.03	26.07	31.30	51.49	25.76	11.21	65.12	37.67	70.39	76.49	96.94
BRD-K05396879	CP	15-delta-prostaglandin-j2	PPAR receptor agonist, FXR antagonist	PPARG, NR1H4	PPAR receptor agonist	1.05, 0.00	60.82	1.39, 0.63	38.65	66.31	89.96	63.46	71.87	4.21	52.83	80.80	44.34	58.19	76.93	49.62	39.22	35.49	17.46	73.87	76.32	80.32	9.94	69.11
BRD-K18618618	CP	cimetidine	histamine receptor antagonist, histamine receptor inhibitor	HRH2, SLC29A4, SLC47A1, SLC47A2		4.19, 1.57	60.76	0.72, 0.26	54.89	8.37	61.91	93.33	91.11	59.62	17.89	99.89	9.97	67.84	46.36	4.82	38.99	14.03	79.09	98.17	72.52	93.31	16.47	84.90
BRD-A86044036	CP	flurbiprofen	cyclooxygenase inhibitor	PTGS1, PTGS2		11.93, 6.82	60.75	1.57, 0.39	67.39	10.92	22.80	81.86	39.01	98.06	80.62	10.69	15.11	84.28	13.00	17.63	71.40	33.66	28.01	54.12	92.60	98.34	96.65	97.26
BRD-K18779551	CP	bifemelane	acetylcholine release stimulant, adrenergic transmitter uptake inhibitor, reducing agent	SLC6A2		6.81, 4.19	60.68	0.88, 0.18	9.43	41.76	55.05	-87.68	22.62	96.82	26.98	20.42	66.30	79.02	77.69	79.83	44.15	86.22	79.62	0.95	72.34	97.72	92.71	43.45
BRD-K33459542	CP	ditolylguanidine	sigma receptor agonist	GRIN1, GRIN2A, GRIN2B, SIGMAR1		5.76, 3.14	60.53	1.27, 0.42	49.23	43.83	4.09	67.39	7.41	93.95	16.08	98.63	79.92	92.39	74.34	15.50	7.71	75.18	52.80	18.16	78.16	76.26	99.93	53.68
BRD-K72903603	CP	zidovudine	nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor	TERT	Reverse transcriptase inhibitor	11.93, 5.68	60.48	0.92, 0.39	87.69	97.04	17.99	82.78	98.98	74.42	55.45	61.56	80.52	92.16	55.99	3.81	30.32	45.88	28.07	84.43	93.30	57.28	59.39	31.47
BRD-U37049823	CP	HG-6-64-01	RAF inhibitor, Abl kinase inhibitor, ephrin receptor inhibitor, KIT inhibitor, MAP kinase inhibitor, MEK inhibitor, p38 MAPK inhibitor, src inhibitor	ABL1, BRAF, CSF1R, EGFR, FGFR1, FLT3, KIT, MAPK11, PDGFRB, RET	PDGFR/KIT inhibitor, RAF inhibitor	7.85, 3.66	60.46	1.82, 0.35	10.14	68.67	84.55	3.38	18.32	76.16	11.65	10.37	69.52	-70.93	89.80	99.68	52.25	71.52	-3.56	2.68	82.95	70.46	98.84	14.51
BRD-A92585442	CP	RU-28318	cytochrome P450 antagonist	NR3C2		3.41, 1.70	60.45	0.86, 0.19	7.75	47.33	40.56	73.72	78.39	43.54	71.77	68.84	64.76	72.49	40.07	13.87	91.29	25.59	99.68	34.10	56.13	93.63	15.59	78.59
BRD-K51541829	CP	RO-25-6981	ionotropic glutamate receptor antagonist, monamine transporter modulator	GRIN2B, SLC18A2		4.55, 3.41	60.44	1.07, 0.26	7.68	68.75	78.02	20.67	-37.92	99.72	20.57	-5.42	58.94	68.50	-4.63	3.84	69.20	53.55	41.29	65.10	93.74	61.94	91.77	81.31
BRD-K02992638	CP	lamivudine	nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor			4.19, 3.14	60.43	0.59, 0.19	62.11	20.75	15.98	58.76	82.20	22.31	81.40	98.58	82.12	89.69	75.46	3.41	64.03	20.62	22.74	27.01	87.94	84.06	7.04	18.45
BRD-A31204924	CP	mitotane	antineoplastic agent	CYP11B1, CYP11A1, CYP3A4, ESR1, FDX1		10.47, 4.19	60.40	0.66, 0.11	61.61	59.19	92.25	96.69	89.94	-5.53	16.61	40.06	69.94	99.26	83.16	0.95	22.15	19.84	95.14	73.16	91.88	41.74	14.75	8.69
BRD-K10961822	CP	latanoprost	prostanoid receptor agonist	PTGFR		9.43, 6.92	60.38	1.78, 0.70	61.45	76.55	61.16	21.84	1.73	27.79	99.51	59.60	82.34	78.24	13.65	29.96	9.48	69.15	5.78	21.81	91.49	99.93	61.23	58.05
BRD-A41833852	CP	naloxone	opioid receptor antagonist	OPRM1, OPRK1, OPRD1, CREB1, ESR1, TLR4		8.90, 5.24	60.37	1.11, 0.22	96.37	31.64	52.83	85.46	78.53	74.89	11.25	52.58	88.19	95.17	98.20	25.13	45.04	22.86	52.79	67.90	0.56	9.49	83.27	99.68
BRD-K11540476	CP	EMF-BCA1-64	caspase inhibitor	CASP3		5.76, 2.62	60.26	0.66, 0.09	38.52	8.30	2.89	73.66	84.42	47.77	60.82	72.82	57.20	82.36	42.99	43.80	36.81	78.04	97.12	20.61	74.26	74.03	70.95	59.71
BRD-K94379058	CP	BML-190	cannabinoid receptor inverse agonist	CNR2		8.38, 2.62	60.25	0.73, 0.10	29.05	48.46	76.74	56.21	75.85	79.75	42.49	64.29	68.74	97.67	33.72	8.90	31.35	40.76	94.37	23.86	48.34	75.21	66.27	75.98
BRD-K61192372	CP	capecitabine	dihydropyrimidine dehydrogenase inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, RNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS, DPYD	Thymidylate synthase inhibitor	5.76, 3.66	60.14	1.72, 0.45	86.92	5.14	14.89	94.97	95.39	39.00	91.02	99.65	81.89	61.45	16.72	14.81	58.83	27.46	100.00	17.87	19.65	81.61	47.87	96.25
BRD-K99964838	CP	bosutinib	src inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, apoptosis stimulant, STAT inhibitor	ABL1, SRC, BCR, CAMK2G, LYN, CAMK1D, CDK2, FRK, FYN, HCK, MAP2K1, MAP2K2, MAP3K2, MAP4K5, STK10, STK24, STK4, TNK2, TXK	SRC inhibitor	5.76, 2.09	60.13	1.28, 0.45	42.58	11.19	24.70	12.74	52.79	58.79	61.46	21.64	61.48	29.21	80.10	99.33	64.31	76.83	0.78	5.51	75.55	83.90	95.44	84.63
BRD-A90131694	CP	alclometasone	glucocorticoid receptor agonist, immunosuppressant	NR3C1, SERPINA6	Glucocorticoid receptor agonist	7.85, 4.19	60.09	1.36, 0.61	100.00	63.19	46.26	99.26	57.00	53.00	76.20	77.87	86.86	16.10	4.86	5.42	67.26	36.15	36.06	69.05	-3.52	41.82	87.87	78.86
BRD-K77771411	CP	moxonidine	imidazoline receptor agonist, adrenergic receptor agonist	NISCH, ADRA2A, ADRA2B, ADRA2C		5.76, 2.62	60.05	0.56, 0.11	61.37	17.12	15.40	6.75	78.05	84.44	71.31	58.72	82.76	98.72	84.85	37.16	30.30	73.33	33.86	7.62	66.47	81.90	41.77	35.68
BRD-A28746609	CP	paclitaxel	tubulin inhibitor, microtubule stabilizing agent, microtubule stimulant, P glycoprotein inhibitor, taxane	TUBB, NR1I2, ABCB1, BCL2, CYP2C8, MAP2, MAP4, MAPT, TLR4, TUBB1	Tubulin inhibitor	4.19, 2.09	59.98	0.64, 0.27	9.90	1.89	13.31	68.02	28.43	64.46	-94.67	75.91	71.45	95.14	57.61	17.70	6.08	66.50	6.76	56.14	92.14	62.34	72.14	79.11
BRD-A10977446	CP	carvedilol	adrenergic receptor antagonist, reducing agent, ryanodine receptor channel modulator	ADRB1, ADRB2, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB3, CYP2C19, CYP2E1, GJA1, HIF1A, KCNH2, NDUFC2, NPPB, RYR2, SELE, VCAM1, VEGFA		9.42, 7.33	59.97	0.88, 0.16	75.33	19.34	51.66	31.77	70.46	95.00	30.89	47.36	88.62	68.28	99.99	82.64	27.43	86.95	11.49	13.20	80.54	24.61	95.55	19.90
BRD-K35960502	CP	niclosamide	DNA replication inhibitor, STAT inhibitor	STAT3		5.76, 3.14	59.96	2.25, 0.74	68.94	79.74	97.89	12.01	-73.94	43.83	74.93	-6.09	51.06	53.80	26.76	99.30	89.60	90.32	17.46	66.12	99.93	52.73	94.02	33.07
BRD-K68264559	CP	brimonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, AOX1		7.33, 4.19	59.93	0.86, 0.16	61.09	17.07	47.24	46.64	87.60	94.59	23.79	26.33	58.78	99.01	26.22	62.25	58.33	79.34	82.84	14.10	76.68	80.42	92.88	45.39
BRD-A80638690	CP	floxuridine	DNA synthesis inhibitor, MDCK inhibitor, PEPT1 inhibitor, pyrimidine antagonist	TYMS	DNA synthesis inhibitor	11.93, 9.66	59.92	1.23, 0.32	96.45	99.86	57.44	16.59	40.65	94.49	97.60	4.93	49.25	62.40	30.37	32.20	84.27	95.42	4.86	98.45	31.87	67.79	74.36	10.68
BRD-K38305202	CP	domperidone	dopamine receptor antagonist, breast cancer resistance protein inhibitor	DRD2, DRD3, ABCG2, CYP3A5		9.42, 5.24	59.92	0.81, 0.09	87.74	9.28	13.22	49.55	42.00	51.64	6.25	85.74	89.78	98.03	94.00	30.77	27.36	77.21	99.40	17.44	94.01	57.45	62.38	97.54
BRD-K68507560	CP	dicycloverine	acetylcholine receptor antagonist, anticholinergic	CHRM1, CHRM2, CHRM3		6.81, 3.66	59.91	0.75, 0.18	61.79	68.96	0.35	95.56	64.93	73.68	35.84	98.41	43.25	50.46	58.02	47.36	31.34	87.94	49.38	22.20	86.37	62.30	85.12	53.20
BRD-A65280694	CP	molindone	dopamine receptor antagonist	DRD2, HTR2A, CHRM1, DRD5, HRH1, HTR1A		6.25, 3.41	59.88	1.01, 0.30	98.58	53.34	7.12	90.36	82.90	90.54	9.01	16.11	72.65	41.42	66.42	1.37	72.85	1.55	37.05	71.23	25.75	47.89	95.74	82.55
BRD-K60770992	CP	pergolide	dopamine receptor agonist, calcium-activated potassium channel blocker, potassium channel blocker, prolactin inhibitor	DRD1, DRD2, ADRA2A, ADRA2B, ADRA2C, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1A, ADRA1B, ADRA1D, KCNA5		6.28, 3.66	59.77	0.58, 0.14	88.81	29.06	39.57	98.38	80.13	28.78	44.97	86.12	64.90	97.29	62.95	29.17	14.11	59.46	57.88	67.62	59.58	58.73	87.90	59.96
BRD-K39670393	CP	amthamine	histamine receptor agonist	HRH2		7.33, 3.66	59.71	0.82, 0.24	82.60	25.95	43.41	95.00	85.77	65.18	7.19	98.96	11.19	99.01	66.29	29.96	12.73	91.35	54.24	30.37	69.18	52.92	93.46	52.80
BRD-K88679075	CP	methandriol	androgenic horomone		Androgen receptor modulator	8.18, 5.66	59.66	2.10, 0.76	99.15	47.95	70.83	59.59	2.36	26.74	88.38	59.73	63.81	96.80	4.01	62.01	79.90	12.41	42.88	35.64	28.88	99.93	33.08	78.81
BRD-K82983861	CP	GW-0742	PPAR receptor agonist, insulin sensitizer	INS, PPARD	PPAR receptor agonist	5.76, 1.57	59.64	1.32, 0.43	97.30	54.40	43.06	85.25	87.32	38.54	8.95	12.22	77.23	82.80	79.88	7.07	32.97	64.87	73.28	23.11	79.78	24.37	72.90	16.25
BRD-A36066264	CP	estradiol-benzoate	contraceptive agent	ESR1	Estrogen receptor agonist	5.76, 3.14	59.63	0.39, 0.10	86.41	28.06	84.74	73.28	36.10	26.76	71.66	92.70	22.65	53.93	25.33	65.33	46.54	68.44	93.36	40.01	44.64	82.75	46.74	96.67
BRD-A31801025	CP	formestane	aromatase inhibitor	CYP19A1	Aromatase inhibitor	8.90, 3.14	59.61	0.95, 0.25	-54.97	20.68	17.04	62.35	19.76	60.42	4.33	91.10	74.67	85.50	95.46	85.91	58.81	20.90	28.24	23.20	72.99	52.65	84.97	99.79
BRD-K15868788	CP	SDZ-205-557	serotonin receptor antagonist	HTR3A, HTR3B, HTR4		3.66, 1.57	59.59	0.76, 0.10	32.81	19.30	22.95	96.57	76.33	94.24	64.88	57.44	61.74	49.73	-26.40	34.91	91.22	34.24	55.41	68.66	33.39	90.48	77.18	75.60
BRD-A96107863	CP	nisoldipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA1S, CACNA2D1, CACNB2, CYP3A5	Calcium channel blocker	12.58, 7.55	59.53	1.45, 0.64	-3.21	95.21	76.74	53.05	-2.22	39.63	96.80	14.79	80.91	36.38	2.43	0.21	71.07	66.01	12.81	98.70	98.84	99.01	12.41	95.20
BRD-K48300629	CP	zonisamide	GABA receptor agonist, Sodium Channel  Blockers, T-type calcium channel blocker	CA1, CA12, CA7, SCN1A, CA10, CA11, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA8, CA9, CACNA1G, CACNA1H, CACNA1I, MAOA, MAOB, SCN11A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN9A		7.95, 3.98	59.47	0.80, 0.19	78.01	29.64	67.32	8.27	78.79	32.50	94.57	69.29	79.01	86.20	68.15	16.22	95.67	35.07	40.68	51.61	21.60	44.45	27.24	71.04
BRD-K20482099	CP	rutin	aldose reductase inhibitor, antioxidant, capillary stabilizing agent, nitric oxide scavenger, prolyl 4-hydroxylase inhibitor	AKR1C3, AKR1B1, F10		4.19, 2.09	59.41	0.81, 0.10	20.78	49.27	75.37	36.06	92.00	84.18	15.95	97.68	61.21	95.17	77.73	0.60	45.47	85.08	46.77	57.62	30.38	82.05	38.22	91.83
BRD-A72441487	CP	stiripentol	GABA aminotransferase inhibitor, GABA reuptake inhibitor, sodium channel blocker	ABAT, SCN1A, SCN3A		5.76, 3.66	59.39	1.07, 0.35	36.96	34.17	29.87	32.82	94.73	6.60	72.13	53.44	82.34	65.35	78.95	7.06	79.25	8.46	98.32	84.73	81.28	83.48	15.69	44.31
BRD-K00603606	CP	ticlopidine	purinergic receptor antagonist, platelet aggregation inhibitor	P2RY12, CYP2B6, CYP2C19		8.38, 5.24	59.38	1.24, 0.18	3.94	28.35	51.24	53.19	74.89	72.76	69.47	23.60	55.30	80.08	61.61	53.51	37.33	61.50	82.17	95.20	10.84	97.91	57.26	98.63
BRD-K68132782	CP	terbinafine	fungal squalene monooxygenase inhibitor, squalene epoxidase inhibitor, steroid sulfatase inhibitor	CYP2C19, CYP2C8, SQLE		7.95, 5.11	59.37	0.82, 0.14	94.69	32.53	81.77	53.43	74.75	70.23	92.23	65.30	14.18	91.80	39.12	77.63	8.67	12.49	43.67	25.29	4.93	99.30	74.75	19.41
BRD-A40639672	CP	ketorolac	cyclooxygenase inhibitor	PTGS1, PTGS2		7.33, 3.14	59.35	0.77, 0.16	99.44	62.11	65.87	83.40	75.55	58.58	78.41	51.85	41.53	73.47	57.16	0.56	52.36	8.40	27.73	55.76	42.34	91.10	74.88	60.12
BRD-A51714012	CP	venlafaxine	serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine reuptake inhibitor, norepinephrine reputake inhibitor, serotonin uptake inhibitor	SLC6A2, SLC6A4, CYP2C19, SLC6A3		5.24, 2.62	59.35	0.63, 0.15	59.22	2.04	37.01	51.09	59.47	24.26	89.49	93.89	65.86	87.11	73.42	3.17	20.55	7.60	57.31	67.60	76.73	67.98	57.95	76.22
BRD-K14282469	CP	LY-165163	serotonin receptor antagonist	HTR1A, HTR1D	Serotonin receptor antagonist	5.24, 3.14	59.35	0.91, 0.23	11.96	33.12	86.43	67.12	64.46	61.33	19.21	66.52	73.81	88.60	67.45	44.64	22.38	67.84	37.26	11.44	35.82	57.36	84.38	47.01
BRD-A46393198	CP	tetramisole	alkaline phosphatase inhibitor			7.33, 4.19	59.30	1.20, 0.38	98.41	46.49	56.69	-5.25	59.32	22.05	71.11	17.29	62.10	99.82	85.75	30.49	78.21	80.50	59.27	39.53	31.46	42.85	91.80	90.77
BRD-A38030642	CP	cyclosporin-a	calcineurin inhibitor, cyclophilin inhibitor, immunosuppressant, insulin expression inhibitor, T cell inhibitor	PPIA, ABCB11, CAMLG, CYP3A5, CYP3A7, FPR1, PPID, PPIF, PPP3CA, PPP3R2, SLC10A1, SLCO1B1, SLCO1B3		2.62, 1.05	59.22	2.28, 0.90	24.12	91.88	95.32	-0.98	-9.67	50.27	79.93	4.44	35.08	52.11	29.24	92.76	90.01	83.56	19.97	66.34	98.00	85.07	78.99	45.84
BRD-K81729199	CP	AQ-RA741	acetylcholine receptor antagonist			3.66, 3.14	59.22	0.85, 0.20	25.07	6.73	65.52	80.35	84.72	93.19	52.93	98.46	80.76	42.64	27.03	15.86	83.01	71.60	50.69	73.45	-9.55	91.97	23.30	35.52
BRD-K52394958	CP	GR-159897	tachykinin antagonist	TACR2, TAC1	Tachykinin antagonist	6.81, 4.71	59.18	1.24, 0.28	21.69	3.10	56.30	-29.31	56.88	70.20	24.71	66.43	99.75	61.47	84.33	90.81	29.68	94.08	55.82	3.03	80.73	2.81	98.91	81.06
BRD-K45158365	CP	valsartan	angiotensin receptor antagonist	AGTR1		8.38, 6.28	59.15	0.73, 0.22	40.10	58.55	45.47	11.32	76.40	82.55	59.74	69.12	86.34	99.30	88.85	0.18	28.82	44.20	97.87	90.31	33.00	96.62	38.47	58.19
BRD-K86301799	CP	dipyridamole	phosphodiesterase inhibitor, cyclooxygenase inhibitor, platelet aggregation inhibitor	ADA, PDE5A, PDE10A, PDE4A, PDE7B, PDE8A, PDE8B, SLC29A1		4.71, 2.09	59.15	0.55, 0.09	89.25	11.85	87.85	44.81	78.99	51.52	67.22	93.38	96.36	80.85	64.79	3.28	4.87	36.08	53.50	21.12	88.88	29.37	27.74	70.56
BRD-K81473089	CP	tacrine	acetylcholinesterase inhibitor, acetylcholine release stimulant, butyrylcholinesterase inhibitors, potassium channel antagonist	ACHE, BCHE		8.52, 4.55	59.12	0.77, 0.17	87.63	35.32	32.75	82.62	93.03	59.70	20.46	45.23	68.16	76.06	11.42	0.88	44.63	31.58	88.89	98.94	70.27	93.94	23.36	58.54
BRD-A07875874	CP	cilnidipine	calcium channel blocker, L-type calcium channel blocker, N-type calcium channel blocker	CACNA1B, CACNA1C		7.85, 4.71	59.10	0.75, 0.28	74.51	13.49	77.34	30.73	62.55	28.18	22.90	30.26	55.65	96.29	85.38	53.99	24.60	96.09	51.84	68.30	92.11	73.79	27.70	71.84
BRD-K08998509	CP	fananserin	dopamine receptor antagonist, serotonin receptor antagonist	HTR2A, DRD4		5.24, 1.57	59.09	1.20, 0.42	57.84	38.98	54.17	70.11	68.92	4.09	3.08	79.92	92.30	90.21	76.27	1.34	24.19	8.92	22.97	90.66	30.31	60.33	70.89	80.71
BRD-K57886322	CP	fluocinonide	corticosteroid agonist, corticosteroid hormone receptor agonist	NR3C1, SERPINA6, SMO	Glucocorticoid receptor agonist	8.52, 5.11	58.89	1.57, 0.53	100.00	75.82	1.44	92.05	70.12	31.72	78.07	31.97	47.66	81.54	76.70	3.63	9.08	79.73	79.52	1.53	22.45	12.13	85.66	-6.24
BRD-K06147391	CP	telenzepine	acetylcholine receptor antagonist	CHRM1		4.71, 1.57	58.88	0.53, 0.17	15.29	43.19	46.62	51.76	81.08	64.57	73.35	55.44	43.94	85.75	92.49	1.97	62.31	9.46	70.99	67.36	84.07	89.78	31.19	41.60
BRD-K49668410	CP	clarithromycin	50S ribosomal subunit inhibitor	CYP2C19, CYP3A4, CYP3A5, CYP3A7		6.29, 4.40	58.86	1.41, 0.39	10.67	49.83	44.87	87.87	89.83	55.13	96.37	46.46	50.21	62.58	0.11	73.45	52.88	23.90	85.62	90.43	63.65	99.12	51.80	96.58
BRD-A29644307	CP	nomifensine	norepinephrine-dopamine reuptake inhibitor	SLC6A2, SLC6A3, DRD2, MAOA, MAOB, MPO		10.23, 7.39	58.85	1.27, 0.43	98.19	41.30	61.23	49.96	96.93	73.78	11.18	83.35	98.27	62.35	91.88	56.47	12.87	24.62	44.86	80.87	93.81	27.62	20.56	41.10
BRD-K68392338	CP	ZK-93426	benzodiazepine receptor agonist, benzodiazepine receptor antagonist, GABA benzodiazepine site receptor antagonist	GABRA1, GABRA2, GABRA3, GABRA5		4.19, 1.57	58.74	1.15, 0.33	26.23	52.40	89.50	14.60	31.48	87.96	42.54	93.38	72.46	71.41	65.09	29.83	9.75	93.03	80.22	11.44	52.37	76.21	30.69	67.54
BRD-A61856038	CP	tremulacin	5-lipoxygenase inhibitor			6.28, 4.71	58.74	1.53, 0.52	34.85	88.82	9.41	4.00	48.23	56.72	60.76	-32.01	75.47	66.87	8.28	21.40	97.82	79.08	15.95	63.71	66.44	79.90	33.91	95.09
BRD-K28307902	CP	flutamide	androgen receptor antagonist	AR, AHR, CYP2C19		6.81, 4.19	58.74	0.97, 0.23	99.89	64.09	46.56	94.30	55.27	13.11	71.42	90.79	32.87	25.67	5.65	0.81	46.42	22.16	82.18	67.24	74.19	48.16	62.20	79.88
BRD-K16485616	CP	mocetinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC11	HDAC inhibitor	5.24, 1.57	58.70	1.90, 0.51	25.25	80.80	74.07	12.94	-61.85	79.01	89.70	3.11	57.28	81.56	5.14	73.23	3.66	60.12	55.04	77.79	28.46	95.88	41.09	95.63
