#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A92630576-summary	BRD-K32107296-summary	BRD-K89732114-summary	BRD-K77695569-summary	BRD-K29653726-summary	BRD-K63675182-summary	BRD-K92049597-summary	BRD-K06335600-summary	BRD-K32164935-summary	BRD-K73999723-summary	BRD-K85119730-summary	BRD-A19195498-summary	BRD-K00603606-summary	BRD-K68132782-summary	BRD-K97309399-summary	BRD-A62025033-summary	BRD-K59574735-summary	BRD-K81916719-summary	BRD-K53414658-summary	BRD-K31283835-summary
BRD-K41731458	CP	triclosan	DNA methyltransferase inhibitor, enoyl-(acyl-carrier protein) reductase Fabl inhibitor, enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor	DNMT1		6.95, 2.14	58.94	1.36, 0.30	17.09	17.07	-3.21	20.81	98.08	89.39	66.58	38.92	6.63	44.49	66.62	79.63	68.73	61.28	87.03	86.04	50.24	56.61	95.53	39.32
BRD-K66615216	CP	moxifloxacin	DNA gyrase inhibitor, topoisomerase inhibitor	TOP2A	Bacterial DNA gyrase inhibitor	5.35, 1.60	58.94	0.51, 0.09	51.40	83.14	4.82	64.50	79.19	0.70	88.70	76.21	30.98	12.70	78.25	38.26	41.27	61.56	20.20	56.32	83.71	92.72	55.12	96.51
BRD-K83794624	CP	pirarubicin	topoisomerase inhibitor	TOP2A	Topoisomerase inhibitor	3.21, 0.53	58.92	3.16, 0.95	48.79	-14.48	22.14	77.68	76.20	38.92	71.06	73.05	2.15	30.00	12.25	0.39	89.04	56.57	25.02	82.00	92.88	61.28	81.39	83.27
BRD-K81209512	CP	AG-494	epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR		3.21, 1.60	58.90	0.85, 0.26	32.84	92.77	8.01	55.22	31.17	88.80	85.61	52.93	82.98	57.67	69.41	85.94	81.00	14.67	79.15	60.13	36.12	95.77	21.92	7.82
BRD-A35989968	CP	megestrol	progesterone receptor agonist, DNA inhibitor, HegG2 inhibitor	PGR	Progesterone receptor agonist	7.22, 4.12	58.88	1.46, 0.42	43.36	90.53	32.57	80.90	52.07	42.28	82.65	87.47	99.89	12.63	66.75	3.75	31.77	95.51	24.65	30.39	65.68	-5.04	79.51	94.52
BRD-K22227508	CP	targinine	nitric oxide synthase inhibitor	NOS2, NOS3		8.13, 5.00	58.86	2.35, 0.69	96.45	55.30	28.63	94.75	82.24	15.12	10.24	93.58	96.46	54.88	8.71	40.54	94.02	88.45	32.80	23.73	80.35	95.00	55.31	62.42
BRD-K92760278	CP	riboflavin	vitamin B2, required for flavoprotein enzyme reactions			6.42, 3.21	58.85	0.76, 0.19	47.44	35.73	28.74	96.21	99.72	64.05	21.52	94.65	78.22	47.79	49.05	0.60	96.64	73.16	36.58	35.59	99.02	73.14	53.64	73.06
BRD-A70407468	CP	PSB-36	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3		2.26, 0.56	58.84	1.01, 0.23	61.93	54.72	94.27	32.64	82.65	85.20	7.05	49.28	13.77	28.90	13.53	79.60	82.20	12.47	74.24	89.73	47.06	80.48	95.71	55.74
BRD-K56745457	CP	azauridine	antiviral agent, blocks the conversion of orotic acid into UMP			6.42, 2.14	58.82	1.30, 0.32	65.08	25.60	-1.30	27.10	99.19	88.96	44.91	77.80	88.47	45.09	66.42	46.28	24.00	33.35	45.24	52.55	94.18	85.16	92.45	73.01
BRD-A11605036	CP	thiocolchicoside	GABA receptor antagonist	GABRA1, GABRB2, GABRG2, GLRA1, GLRB		8.02, 5.35	58.81	1.44, 0.57	19.63	97.51	83.74	26.62	62.07	23.65	31.83	55.54	18.38	99.54	68.45	0.92	81.34	23.78	96.65	82.07	42.70	3.35	87.14	86.23
BRD-A14966924	CP	alaproclate	serotonin receptor antagonist, serotonin reuptake inhibitor	SLC6A4		8.02, 5.88	58.78	0.58, 0.13	66.34	34.96	5.52	59.73	29.01	57.84	53.28	59.85	92.74	66.21	96.01	15.82	75.86	68.05	47.33	16.03	23.13	81.52	37.32	97.52
BRD-K83597974	CP	pargyline	monoamine oxidase inhibitor	MAOB, MAOA		4.81, 2.14	58.76	0.91, 0.28	77.88	75.39	-2.85	53.17	98.96	26.55	60.35	76.83	94.52	57.18	21.13	11.41	94.21	81.19	-1.02	56.66	51.41	65.08	28.33	92.36
BRD-A07780951	CP	orciprenaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	9.04, 6.78	58.72	1.14, 0.48	25.55	58.28	2.29	46.80	59.77	22.65	87.43	90.28	1.44	95.25	44.84	5.61	59.16	91.98	15.82	28.55	95.05	91.43	91.66	98.32
BRD-K21680192	CP	mitoxantrone	topoisomerase inhibitor, DNA intercalating drug, HCV inhibitor, immunosuppressant, Pim kinase inhibitor	TOP2A, PIM1	Topoisomerase inhibitor	2.82, 0.00	58.67	2.56, 0.70	35.12	11.96	28.85	34.64	84.31	54.23	82.55	63.11	6.34	76.55	26.23	15.40	93.84	42.50	20.99	89.47	72.19	63.48	96.09	97.38
BRD-K36740062	CP	GSK-1070916	Aurora kinase inhibitor	AURKB, AURKC, AURKA, CYP2D6, CYP3A4	Aurora kinase inhibitor	5.35, 4.28	58.60	1.24, 0.53	53.14	-9.55	69.35	73.89	64.07	98.41	34.36	83.70	13.61	-12.99	16.19	90.71	14.18	20.87	91.23	93.90	74.00	3.72	97.50	46.65
BRD-A09161221	CP	nomilin	HSP inhibitor			5.15, 3.09	58.57	2.02, 0.62	84.28	79.53	36.24	97.33	99.08	3.88	-5.05	63.47	51.44	49.85	25.43	60.33	14.56	4.53	62.86	73.04	71.23	56.81	36.53	76.08
BRD-K62206109	CP	VUF-5681	histamine receptor antagonist	HRH3		6.42, 3.74	58.56	0.89, 0.35	62.21	62.77	5.17	91.47	56.67	2.12	97.64	86.22	20.91	34.54	96.26	68.66	38.99	60.45	9.93	2.74	98.05	27.47	6.16	97.95
BRD-K78280988	CP	anandamide	cannabinoid receptor agonist, potassium channel blocker, TRPV agonist	CNR1, CNR2, TRPV1, CACNA1G, CACNA1H, CACNA1I, GLRA1, GPR119, GPR18, GPR55, KCNA2, KCND3, KCNK3, KCNK9, TRPM8	Cannabinoid receptor agonist	4.28, 3.21	58.54	0.77, 0.25	36.49	81.98	10.66	90.56	99.33	23.37	92.15	69.32	12.87	13.45	16.40	21.52	62.49	68.63	67.71	33.62	93.14	77.36	33.67	54.58
BRD-K53979406	CP	ALX-5407	glycine transporter inhibitor, GlyT-1 inhibitor	SLC6A9		4.52, 2.26	58.53	1.20, 0.44	43.84	90.68	79.89	47.11	90.88	36.69	5.07	74.45	99.37	41.51	10.15	29.42	50.07	63.20	54.88	44.24	86.46	72.34	64.23	62.19
BRD-A31007383	CP	SDZ-WAG-994	adenosine receptor agonist	ADORA1		8.56, 5.35	58.53	1.30, 0.43	44.72	28.65	5.10	80.25	71.31	24.05	15.47	47.98	92.08	89.05	99.93	-0.39	98.48	61.13	25.76	79.00	55.93	48.78	75.41	68.16
BRD-A81795050	CP	U-18666A	oxidosqualene cyclase inhibitor			11.76, 6.95	58.51	1.19, 0.26	3.81	71.74	99.47	49.61	67.40	95.56	5.07	35.16	7.10	7.35	47.01	99.22	45.04	23.29	91.48	79.71	74.23	16.80	96.59	82.68
BRD-K50018155	CP	RS-67506	serotonin receptor partial agonist	HTR4		5.88, 3.74	58.49	0.85, 0.16	10.96	90.39	64.14	48.50	95.11	35.82	62.36	45.06	10.87	89.61	26.75	27.16	67.21	54.61	69.74	85.55	98.77	42.55	84.00	41.81
BRD-A65282128	CP	cefazolin	cell wall synthesis inhibitor	PON1, SLC22A8		9.60, 4.52	58.46	1.34, 0.35	53.91	65.71	26.82	99.82	77.85	45.45	99.82	76.79	13.28	15.03	75.99	62.09	54.83	92.80	31.88	38.93	33.19	87.54	16.47	95.76
BRD-K53857191	CP	risperidone	dopamine receptor antagonist, serotonin receptor antagonist, adrenergic receptor antagonist	DRD2, HTR2A, ADRA1A, ADRA1B, DRD3, HRH1, HTR1A, HTR1D, HTR2C, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CYP3A5, DRD1, DRD4, HTR1B, HTR1E, HTR1F, HTR6, HTR7		6.42, 3.21	58.45	0.63, 0.11	54.28	27.09	23.10	82.34	95.07	56.22	60.68	78.20	70.16	17.89	63.32	47.37	74.04	42.17	51.83	28.89	97.65	97.78	50.47	70.37
BRD-A72758037	CP	asiatic-acid	antioxidant and antiinflammatory agent	PYGM		5.88, 1.07	58.42	0.67, 0.16	49.69	38.99	3.27	76.09	77.88	43.29	71.07	67.46	11.35	53.37	91.40	6.51	74.36	23.14	54.68	67.70	83.99	56.18	60.66	92.21
BRD-K20755323	CP	SA-792728	sphingosine kinase inhibitor, ATPase inhibitor	SPHK1, VCP		1.60, 0.00	58.41	1.88, 0.68	4.72	72.03	95.49	49.80	50.52	88.80	87.48	56.54	10.69	60.28	45.70	60.71	29.46	55.31	89.24	95.77	14.97	62.67	92.11	26.71
BRD-K18816859	CP	L-694247	serotonin receptor agonist	HTR1D, HTR1A, HTR1B		5.88, 3.21	58.38	0.72, 0.08	79.28	79.92	15.13	98.59	91.41	3.18	86.64	56.94	58.03	38.80	60.45	58.72	36.55	97.15	37.25	19.57	55.08	88.19	44.88	65.82
BRD-K30020243	CP	aliskiren	renin inhibitor, peptidase inhibitor, protease inhibitor	REN		10.16, 5.35	58.35	0.56, 0.11	27.12	56.39	88.31	90.13	59.89	33.61	65.96	56.81	96.04	87.66	62.15	7.16	99.58	11.98	9.77	25.16	91.19	26.50	16.19	77.55
BRD-K09471561	CP	levofloxacin	topoisomerase inhibitor, DNA gyrase inhibitor	TOP2A		6.88, 5.00	58.33	1.83, 0.38	91.01	68.17	1.76	34.83	99.75	12.97	10.80	97.71	5.74	11.86	22.08	-35.02	82.10	62.56	56.90	79.33	85.05	59.75	81.70	54.44
BRD-K27184429	CP	levocetirizine	histamine receptor antagonist, interleukin expression inhibitor, tumor necrosis factor expression inhibitor	HRH1, CXCL8		8.13, 5.00	58.32	1.36, 0.36	97.43	27.29	8.53	62.19	94.87	47.73	97.89	93.94	95.35	57.88	49.66	7.69	86.39	29.43	9.62	58.74	79.88	57.89	19.70	77.19
BRD-K59256312	CP	gabexate	serine protease inhibitor, AP inhibitor, NFkB pathway inhibitor, peptidase inhibitor, protease inhibitor	PRSS1, TPSAB1		2.67, 1.60	58.24	1.23, 0.36	24.64	68.98	3.24	77.56	89.05	22.43	11.23	79.49	46.31	82.13	91.99	65.82	37.88	73.98	75.43	50.67	47.88	83.16	21.28	32.60
BRD-K21283037	CP	riluzole	glutamate release inhibitor, dopamine receptor agonist, glutamate receptor antagonist, potassium channel blocker, Sodium Channel  Blockers, sodium channel blocker	KCND3, KCNK10, KCNK2, KCNK4, KCNN4, SCN5A, SLC7A11		4.81, 1.60	58.24	0.35, 0.05	35.32	58.45	63.30	74.85	82.37	22.28	33.66	34.63	77.68	71.11	78.76	18.46	85.25	37.31	29.14	58.03	53.40	75.88	11.07	96.09
BRD-K27871032	CP	lysergol	ergoline alkaloid	HTR1B, HTR1D, HTR1E		8.56, 3.74	58.24	1.22, 0.39	31.74	98.56	17.33	43.26	74.69	25.56	78.40	80.18	97.02	65.72	34.41	23.42	6.78	48.55	58.48	58.00	96.26	78.43	12.65	78.85
BRD-K30296925	CP	flavokavain-b	carcinoma cell growth inhibitor, hypoxia inducible factor inhibitor	HIF1A		3.21, 1.60	58.19	1.49, 0.66	20.44	13.12	17.13	58.50	23.52	51.66	80.70	72.00	59.07	66.26	54.50	-0.53	83.84	20.64	88.27	92.83	30.49	57.88	90.87	60.65
BRD-K53220666	CP	trimetozine	compound with mild tranquilizing effects			6.42, 2.67	58.18	1.00, 0.33	10.39	92.75	10.30	83.75	42.01	45.36	97.14	49.71	74.95	89.84	8.21	41.18	57.34	35.68	54.59	60.44	93.15	78.17	64.02	59.02
BRD-A62021152	CP	WAY-161503	serotonin receptor agonist	HTR2C		2.82, 1.13	58.15	1.43, 0.45	52.22	60.55	5.64	97.47	88.06	31.23	25.44	57.63	45.92	92.96	45.99	17.95	58.67	78.45	39.86	90.28	49.36	79.77	94.52	88.39
BRD-K87158025	CP	benzamil	epithelial sodium channel blocker	PKD2L1, SCNN1A, SCNN1B, SCNN1G, ASIC1, SCNN1D, SLC8A1		5.35, 3.21	58.13	0.70, 0.20	24.16	44.60	75.93	58.04	32.97	45.04	84.83	15.66	12.65	80.11	70.91	58.22	79.14	93.60	22.85	76.46	31.36	3.36	79.79	71.99
BRD-K93658967	CP	aloisine	CDK inhibitor, CFTR channel activator, glycogen synthase kinase inhibitor, JNK inhibitor	CDK2, CDK5, CDK1, CDK5R1, CFTR, PTK2B, ZAP70	CDK inhibitor, Glycogen synthase kinase inhibitor	6.95, 2.14	58.13	0.94, 0.31	59.45	30.71	49.65	80.55	38.89	68.97	91.09	56.80	60.44	99.54	49.04	2.11	49.86	33.62	6.48	61.12	37.47	66.04	85.84	99.40
BRD-K33312228	CP	halometasone	cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant	NR3C1	Glucocorticoid receptor agonist	5.63, 3.75	58.12	1.69, 0.53	94.25	70.67	-8.16	44.35	48.47	6.50	82.41	95.60	94.23	49.57	60.34	23.69	58.69	69.56	44.72	57.55	48.16	96.97	87.24	55.61
BRD-A49370193	CP	RO-60-0175	serotonin receptor agonist	HTR2C, HTR2A, HTR2B	Serotonin receptor agonist	3.74, 1.60	58.08	0.97, 0.23	48.88	92.32	67.27	48.90	77.79	78.24	69.30	32.38	38.39	42.34	43.29	80.26	85.45	91.90	35.53	86.83	37.36	-7.15	41.77	88.03
BRD-K14618467	CP	IKK-16	IKK inhibitor	IKBKB	IKK inhibitor	4.81, 3.21	58.08	1.49, 0.32	26.49	-87.20	98.00	12.28	29.39	97.57	32.19	86.18	10.79	25.50	3.98	95.47	61.81	40.91	95.44	75.49	81.74	54.35	98.13	63.51
BRD-K65910366	CP	KUC103904N	opioid receptor antagonist			6.95, 5.88	58.08	0.86, 0.15	33.71	74.54	93.08	15.92	56.26	71.66	70.92	64.98	12.83	11.61	0.25	81.14	5.39	59.90	86.91	34.54	28.07	81.98	93.36	51.46
BRD-K66944906	CP	fraxidin	carbonic anhydrase inhibitor	CA1		5.88, 4.28	58.03	1.30, 0.40	6.19	95.71	82.30	63.53	92.73	-2.57	99.47	63.25	16.83	85.06	55.41	9.52	22.62	42.24	-15.47	60.66	94.61	73.78	11.95	55.33
BRD-K66353228	CP	zoxazolamine	IKCa channel activator			3.74, 3.21	57.97	0.56, 0.11	91.30	65.17	1.44	81.66	76.95	16.82	31.83	72.06	40.17	89.62	51.24	13.00	87.70	83.77	15.31	55.11	92.27	26.45	16.12	60.83
BRD-K92413528	CP	thiazolidinecarboxylic-acid	glutathione synthase stimulant, reducing agent			10.63, 5.63	57.94	2.32, 0.82	99.12	53.79	4.82	54.64	98.59	8.42	61.24	94.78	96.59	8.98	8.27	-1.73	65.53	89.38	8.96	49.50	99.26	94.69	39.05	85.20
BRD-K64670467	CP	JNJ-16259685	glutamate receptor antagonist	GRM1		8.02, 2.67	57.91	1.05, 0.33	53.92	70.55	5.36	98.71	95.82	17.70	98.09	87.89	4.97	46.25	94.96	39.90	20.64	69.97	48.47	58.60	66.94	28.05	57.23	69.03
BRD-K68867920	CP	quetiapine	dopamine receptor antagonist, serotonin receptor antagonist, adrenergic receptor antagonist, histamine receptor antagonist	DRD2, HTR1A, HTR2A, DRD1, HRH1, HTR1D, HTR1E, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD3, DRD4, DRD5, HTR1B, HTR1F, HTR2C, HTR3A, HTR6, HTR7, SLC6A2		6.42, 4.28	57.91	1.34, 0.48	32.04	90.29	90.69	17.54	19.95	34.90	61.41	90.31	99.33	51.26	99.12	69.93	54.41	55.68	60.14	44.63	28.48	5.14	62.92	89.02
BRD-K23204545	CP	busulfan	DNA damaging, DNA inhibitor			9.04, 4.52	57.88	1.14, 0.38	40.70	46.49	88.50	47.52	80.32	3.84	63.05	91.84	96.65	86.73	93.35	0.00	83.01	19.27	2.75	52.70	98.78	30.15	45.79	94.55
BRD-K48115423	CP	2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	matrix metalloprotease inhibitor	MMP13		4.28, 2.67	57.83	0.84, 0.20	5.17	86.40	1.27	58.89	91.01	27.03	90.13	77.76	15.36	36.45	70.63	-1.34	69.03	28.60	48.49	37.69	56.83	65.58	58.82	62.31
BRD-K64245000	CP	GW-4064	FXR agonist	NR1H4		5.35, 2.67	57.81	0.41, 0.08	31.59	95.46	53.41	65.47	99.40	50.31	62.20	96.59	51.18	41.98	91.89	20.40	20.72	11.44	67.32	42.09	98.60	65.52	66.12	41.56
BRD-K10670311	CP	sulfasalazine	cyclooxygenase inhibitor, disease modifying antirheumatic drug, lipoxygenase inhibitor, NFkB pathway inhibitor, prostanoid receptor inhibitor, thromboxane receptor antagonist	PTGS1, PTGS2, ACAT1, ALOX5, CHUK, IKBKB, PLA2G1B, PPARG, SLC46A1, SLC7A11, TBXAS1		8.13, 3.13	57.78	1.00, 0.25	68.43	32.80	56.03	68.38	96.85	22.04	40.28	49.08	-2.22	81.73	13.92	83.52	97.70	65.96	21.90	26.70	59.53	87.61	0.78	82.10
BRD-A47829399	CP	artesunate	DNA synthesis inhibitor			2.14, 1.60	57.75	1.72, 0.51	54.08	56.05	-42.02	59.45	71.69	64.46	76.52	77.85	74.43	50.53	51.12	-1.69	38.03	21.10	32.06	75.47	68.68	65.46	80.47	44.77
BRD-A83937277	CP	mephenytoin	cytochrome P450 substrate	SCN5A, CYP2C19		2.26, 0.56	57.73	1.45, 0.38	51.77	73.62	0.04	53.43	85.79	10.24	83.47	7.73	85.02	11.39	66.30	78.26	62.03	15.67	-22.36	29.03	77.78	79.09	7.91	77.56
BRD-K15592317	CP	CP466722	ATM kinase inhibitor	ATM		3.74, 2.67	57.72	2.06, 0.59	19.40	-6.77	61.01	93.61	40.52	86.43	35.48	63.84	2.15	14.73	16.39	2.28	63.09	24.05	70.10	89.69	77.45	54.43	91.52	98.60
BRD-K63195589	CP	tipifarnib	farnesyltransferase inhibitor, angiogenesis inhibitor, apoptosis stimulant	FNTA, FNTB		8.02, 3.74	57.72	0.66, 0.16	11.76	51.16	77.82	36.96	68.20	64.28	9.71	87.11	23.83	94.15	29.42	70.17	7.65	5.59	24.07	86.52	82.80	-18.73	77.11	81.47
BRD-U88459701	CP	atorvastatin	HMGCR inhibitor, dipeptidyl peptidase inhibitor, tumor necrosis factor expression inhibitor	HMGCR, DPP4, AHR, CYP3A5, FASLG	HMGCR inhibitor	9.09, 4.28	57.72	1.50, 0.41	41.28	65.77	86.67	23.84	37.59	81.86	42.70	75.07	80.68	48.35	15.29	96.91	20.81	3.19	66.32	87.66	49.67	32.08	98.50	97.70
BRD-K44779798	CP	miglitol	glucosidase inhibitor, sodium/glucose cotransporter activator	GAA, MGAM, GANAB, GANC, SLC5A4		8.13, 5.00	57.71	1.74, 0.57	64.99	85.16	9.21	43.95	97.62	15.12	67.16	86.26	37.19	50.43	49.79	18.19	85.29	89.92	23.50	37.87	71.08	87.95	34.92	85.86
BRD-K32696739	CP	noreleagnine	imidazoline receptor ligand, serotonin receptor ligand	ADRA2A, ADRA2B, ADRA2C, HTR2A, MAOA, MAOB		8.56, 4.81	57.63	1.11, 0.23	52.70	84.14	-13.52	95.45	97.82	50.34	92.10	51.67	53.68	0.14	82.30	47.77	14.23	42.23	73.12	9.85	65.36	86.94	61.57	72.18
BRD-K63150726	CP	JTE-907	cannabinoid receptor inverse agonist	CNR2	Cannabinoid receptor agonist	3.21, 2.14	57.62	1.17, 0.34	28.68	93.25	1.76	62.44	43.26	90.97	79.05	79.91	22.78	30.12	57.48	85.03	37.80	57.76	66.47	81.99	29.97	51.32	91.19	40.60
BRD-K55468218	CP	spiperone	dopamine receptor antagonist	ADRA1A, DRD2, DRD3, DRD4, HTR1A, HTR2A, HTR7, ADRA1B, ADRA1D, DRD1, DRD5, HTR1D, HTR2B, HTR2C, HTR6		4.81, 2.14	57.58	0.64, 0.16	58.79	56.36	3.28	80.16	49.07	89.37	63.47	45.88	61.74	82.84	2.16	65.42	12.06	56.17	79.23	35.02	40.68	66.25	55.68	60.41
BRD-K23192422	CP	lestaurtinib	FLT3 inhibitor, growth factor receptor inhibitor, JAK inhibitor, apoptosis stimulant	FLT3, NTRK1, JAK2, NTRK2, NTRK3	FLT3 inhibitor, JAK inhibitor	5.35, 2.14	57.57	3.09, 0.86	19.49	-5.30	57.70	54.57	72.27	12.97	64.74	93.94	17.90	93.38	28.86	-0.56	77.33	57.44	19.92	85.26	81.17	35.90	97.99	86.47
BRD-K59851896	CP	calycanthine	GABA release inhibitor			4.28, 3.21	57.56	0.83, 0.23	68.98	98.52	-0.85	67.63	96.41	11.85	43.04	78.69	55.19	18.41	16.00	59.93	64.08	52.89	74.94	13.41	79.99	37.17	9.43	77.62
BRD-A95939040	CP	sertaconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			3.74, 2.67	57.52	0.74, 0.25	3.96	98.75	67.27	83.69	91.54	33.41	45.26	79.37	59.11	30.45	54.79	92.01	12.87	55.94	70.12	47.13	97.92	81.61	38.84	50.47
BRD-A91866971	CP	SQ-29548	thromboxane receptor antagonist			3.39, 2.26	57.52	0.80, 0.14	75.28	99.09	22.93	58.37	98.45	21.90	9.62	78.94	71.69	31.43	15.27	57.90	84.35	18.48	16.12	52.55	52.23	57.14	88.60	96.03
BRD-K81272440	CP	dantrolene	calcium channel antagonist	RYR1, RYR3		5.88, 3.21	57.50	0.70, 0.14	74.76	39.03	9.09	41.35	74.91	16.96	49.88	92.60	61.93	76.45	56.03	4.99	82.01	83.41	37.52	66.98	58.98	41.57	20.54	82.77
BRD-K06159959	CP	CCMQ	inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites			8.56, 5.35	57.49	1.33, 0.48	25.36	95.24	35.23	77.94	42.58	16.36	91.92	42.97	20.73	96.06	62.35	17.28	84.85	60.10	65.73	31.85	98.89	41.80	54.89	94.09
BRD-A34255068	CP	rolipram	phosphodiesterase inhibitor, interleukin receptor antagonist	PDE4A, PDE4B, PDE4D, PDE4C, PDE5A		6.42, 2.14	57.49	0.74, 0.10	60.56	91.32	0.81	55.54	92.60	12.66	66.52	73.91	95.68	58.00	57.23	57.00	73.55	57.75	30.65	20.87	27.92	84.88	28.72	49.88
BRD-K10870738	CP	CDC	lipoxygenase inhibitor	ALOX12, ALOX5		1.60, 0.00	57.44	1.05, 0.38	9.21	46.65	84.66	78.18	15.54	43.48	65.45	56.40	88.46	27.70	83.98	75.30	90.05	70.15	58.48	44.13	48.62	2.76	59.65	51.26
BRD-K59753853	CP	MDL-29951	glutamate receptor antagonist, fructose biphosphate inhibitor, UDP/CysLT (GPR17, P2Y-like) Agonists	FBP1, GPR17		3.74, 1.60	57.44	1.28, 0.45	26.27	83.18	80.95	98.80	73.73	49.44	47.63	59.20	21.77	35.92	56.88	58.00	87.45	39.99	89.40	11.51	93.70	25.62	25.78	60.13
BRD-A39230911	CP	chlorphensin	muscle relaxant			3.39, 1.69	57.42	0.85, 0.26	56.78	98.23	59.68	89.16	75.40	26.47	32.54	83.99	37.76	42.96	63.84	2.50	70.50	54.61	6.35	55.06	85.16	38.48	58.06	78.03
BRD-A16934955	CP	nalbuphine	opioid receptor agonist, opioid receptor antagonist	OPRD1, OPRK1, OPRM1		3.13, 1.25	57.33	1.34, 0.40	24.97	78.83	17.14	41.26	36.91	34.91	16.39	87.16	95.88	87.12	34.03	82.69	80.30	66.71	2.29	47.95	89.69	72.32	38.45	83.55
BRD-K36927236	CP	glibenclamide	sulfonylurea, ATP channel blocker, ATP-sensitive potassium channel antagonist, biguanide, gluconeogenesis inhibitor, insulin secretagogue, insulin sensitizer, TRPA1 agonist	KCNJ11, ABCC8, CFTR, KCNJ5, KCNJ8, ABCA1, ABCB11, ABCC9, CPT1A, KCNJ1, SLCO2B1, TRPA1		3.21, 2.14	57.33	0.88, 0.11	48.52	98.51	5.04	78.23	40.34	35.58	12.71	78.70	90.47	81.61	60.57	32.91	54.98	86.83	18.53	80.24	41.91	75.93	57.25	57.41
BRD-K77925998	CP	quipazine	serotonin receptor agonist	HTR2A, HTR3A, HTR3B, HTR1A, HTR1D, HTR2B, HTR2C, HTR6, SLC6A4		5.35, 2.67	57.32	0.84, 0.26	49.53	93.17	56.92	57.72	93.00	4.43	82.69	84.16	98.59	34.62	51.52	26.37	66.45	84.86	22.28	15.43	88.85	71.36	40.20	35.02
BRD-A66435872	CP	HTMT	histamine receptor agonist	HRH4		1.07, 1.07	57.32	1.00, 0.24	51.75	74.60	64.73	51.40	92.80	28.77	61.38	75.35	41.21	69.86	45.31	30.85	63.34	34.32	30.76	78.37	55.95	53.05	58.68	78.83
BRD-K56115039	CP	BU-226	imidazoline 2 receptor ligand		Imidazoline ligand	2.82, 1.13	57.30	1.64, 0.49	34.09	91.65	79.33	63.56	87.82	19.41	93.62	15.23	20.10	23.80	32.69	64.56	7.96	6.55	28.47	70.76	66.41	86.70	51.04	86.99
BRD-K50168500	CP	canertinib	EGFR inhibitor, EGFR antagonist, receptor tyrosine protein kinase inhibitor, tyrosine kinase inhibitor	EGFR, ERBB2, ERBB4, AKT1	EGFR inhibitor	5.35, 2.67	57.28	1.59, 0.39	24.99	-27.86	69.75	19.59	59.69	98.51	58.96	54.40	18.60	58.39	27.74	95.42	20.06	2.82	89.84	81.12	45.01	56.17	95.72	90.95
BRD-A16665823	CP	butoconazole	cell wall synthesis inhibitor, sterol demethylase inhibitor			8.02, 4.28	57.26	0.58, 0.18	14.88	97.25	1.48	97.55	86.22	55.96	59.71	31.23	13.76	24.05	96.85	70.66	18.75	58.57	70.41	24.51	76.56	34.19	66.22	27.03
BRD-K23369905	CP	oxiconazole	cell wall synthesis inhibitor, sterol demethylase inhibitor			6.88, 1.88	57.22	1.25, 0.40	81.06	81.62	18.08	22.90	78.54	15.33	73.00	48.53	18.33	60.28	16.29	54.17	88.07	84.73	44.45	92.27	53.75	50.12	96.23	87.36
BRD-K46317332	CP	proadifen	nitric oxide synthase inhibitor, cytochrome P450 inhibitor, potassium channel blocker	NOS1		5.88, 3.21	57.19	0.60, 0.16	59.28	65.71	33.95	66.34	83.76	24.78	45.58	66.04	76.72	46.63	91.51	42.77	19.09	43.78	16.46	55.11	71.56	71.41	37.06	59.90
BRD-A84481105	CP	thioridazine	acetylcholine receptor ligand, dopamine receptor, dopamine receptor antagonist, mucosa associated lymphoid tissue lymphoma translocation protein 1 (MALT1) inhibitor	DRD1, DRD2, HTR2A, ADRA1A, ADRA1B, CHRNA7, DRD5, HRH1, HTR1A, HTR2C, HTR6, HTR7, KCNH2, MALT1	Dopamine receptor antagonist	14.97, 11.23	57.19	1.84, 0.60	35.42	85.91	99.96	59.85	35.05	98.17	42.65	54.08	9.31	46.94	68.74	99.01	19.97	27.94	96.97	82.05	58.97	33.96	97.99	55.40
BRD-K94649603	CP	taxifolin	apolipoprotein secretion inhibitor, beta amyloid aggregation inhibitor, cholesterol biosynthesis inhibitor, HMGCR inhibitor, NFkB pathway modulator, opioid receptor antagonist, reverse transcriptase inhibitor	APOB, APP, HMGCR		4.38, 2.50	57.18	2.00, 0.70	91.06	91.00	74.84	18.18	-60.06	34.42	49.24	33.81	96.23	98.72	12.85	81.83	19.34	65.13	21.86	25.92	99.30	67.62	83.65	47.78
