#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K28936863-summary	BRD-K78659596-summary	BRD-K37516142-summary	BRD-K93618743-summary	BRD-K49404994-summary	BRD-K49671696-summary	BRD-K08547377-summary	BRD-K92723993-summary	BRD-K38436528-summary	BRD-K93460210-summary	BRD-K78692225-summary	BRD-A72711497-summary	BRD-K02992638-summary	BRD-K60038276-summary	BRD-K10961822-summary	BRD-K09471561-summary	BRD-A48570745-summary	BRD-A95869247-summary	BRD-K88789588-summary	BRD-A90799790-summary
BRD-K33864865	CP	LY-225910	CCK receptor antagonist	CCKBR	CCK receptor antagonist	7.22, 3.33	63.95	0.90, 0.19	66.98	53.17	92.45	56.50	95.27	72.69	83.40	44.70	85.23	17.51	40.97	68.76	60.92	20.46	44.49	60.38	88.94	77.54	30.95	80.22
BRD-A30205217	CP	ethotoin	anticonvulsant	SCN5A		7.65, 4.71	63.91	1.16, 0.38	13.63	64.84	63.81	60.82	98.45	59.26	29.33	60.33	76.51	69.11	79.89	-24.42	64.02	70.22	30.81	48.39	46.55	99.87	80.57	99.75
BRD-K47323024	CP	methapyrilene	histamine receptor antagonist		HRH1 antagonist	5.88, 3.53	63.91	1.35, 0.44	9.97	75.20	54.23	90.77	95.44	14.53	-0.98	64.69	94.52	48.16	75.12	23.68	32.80	73.82	63.13	95.06	50.88	99.79	14.78	90.83
BRD-K40902647	CP	vincamine	adrenergic receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4		5.00, 2.78	63.89	0.98, 0.38	18.37	66.13	61.66	87.75	73.15	89.77	3.92	23.97	99.25	40.70	33.27	1.52	46.83	97.67	56.76	74.68	79.68	97.96	14.99	80.04
BRD-K44094599	CP	tacrolimus	calcineurin inhibitor, FK506-binding protein inhibitor, immunosuppressant, insulin expression inhibitor, interleukin receptor antagonist, macrolide calcineurin inhibitor, rotamase inhibitor, T cell inhibitor	FKBP1A, CYP3A5, CYP3A7		10.00, 4.38	63.87	1.22, 0.44	9.14	25.03	84.38	98.95	43.74	33.00	81.16	69.13	49.92	40.78	-15.64	69.88	96.52	94.33	94.01	58.62	76.77	49.80	22.24	83.18
BRD-K87142802	CP	veliparib	PARP inhibitor, DNA repair enzyme inhibitor	PARP1, PARP2	PARP inhibitor	6.11, 3.33	63.85	1.06, 0.25	27.14	0.00	69.10	72.59	76.55	95.30	5.61	66.27	37.43	70.58	88.73	0.00	98.91	81.13	51.43	61.16	24.44	58.77	72.57	61.44
BRD-A67799922	CP	phenoxybenzamine	adrenergic receptor antagonist	ADRA2B, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2C, ADRB2, CALM1		8.89, 4.44	63.79	0.77, 0.15	13.40	89.93	73.97	39.04	61.63	65.95	96.84	81.79	30.51	31.19	16.60	87.50	67.43	98.84	23.99	15.03	91.12	78.23	25.09	31.01
BRD-K32292990	CP	CGP-53353	EGFR inhibitor, PKC inhibitor	EGFR, PRKCB	PKC inhibitor	6.67, 2.78	63.79	0.67, 0.11	75.96	82.46	49.19	70.74	96.30	78.21	66.16	61.41	99.52	44.88	46.40	86.72	49.18	30.18	53.16	26.63	93.69	72.38	23.59	61.34
BRD-A22769835	CP	homochlorcyclizine	antihistamine	HRH1		7.06, 4.12	63.76	0.95, 0.22	33.40	27.92	79.70	40.09	88.73	10.18	3.00	80.78	68.41	25.51	39.54	39.39	99.19	75.79	28.63	75.39	62.00	70.56	65.53	95.84
BRD-A66927094	CP	nemonapride	dopamine receptor antagonist, serotonin receptor agonist	DRD2, DRD3, DRD4		8.89, 5.56	63.69	0.98, 0.38	62.87	46.02	16.68	80.08	91.86	83.80	4.44	88.73	49.60	90.09	67.47	10.25	78.11	58.91	65.27	62.22	36.43	64.51	99.58	24.61
BRD-A24817035	CP	laudanosine	central nervous system agent			8.82, 4.71	63.65	1.32, 0.27	79.31	52.08	97.27	94.06	97.69	59.67	5.18	95.76	62.21	97.34	64.73	23.09	62.57	19.70	57.59	86.74	56.89	94.42	56.50	99.58
BRD-K64755930	CP	etazolate	phosphodiesterase inhibitor, alpha secretase activator, GABA receptor modulator	GABRB3, PDE4A		8.24, 5.88	63.63	1.39, 0.44	8.12	3.91	93.52	69.24	58.02	29.13	24.11	10.95	97.67	53.81	75.69	24.74	87.49	3.14	97.64	52.50	75.31	97.47	78.35	98.73
BRD-K12906962	CP	dichlorobenzamil	sodium/calcium exchange inhibitor		T-type calcium channel blocker	6.11, 1.67	63.62	1.47, 0.39	94.43	67.66	47.42	-39.67	92.86	95.49	59.57	74.59	25.58	82.26	98.12	95.95	9.10	5.28	38.39	70.70	96.81	55.88	1.08	15.97
BRD-K76534306	CP	enrofloxacin	topoisomerase inhibitor		Bacterial DNA gyrase inhibitor	7.22, 5.56	63.60	1.13, 0.36	99.51	18.16	50.66	83.02	82.83	93.90	13.38	98.83	11.57	64.20	91.72	-1.55	82.45	46.10	63.01	17.78	54.26	85.70	97.87	50.89
BRD-K99922388	CP	DPO-1	potassium channel blocker	KCNA5	Potassium channel blocker	3.53, 2.35	63.52	1.20, 0.36	39.12	51.07	69.57	82.01	92.51	78.40	30.96	16.46	95.70	88.80	10.24	52.33	76.72	26.83	88.02	61.60	47.98	56.16	65.45	94.24
BRD-K50140147	CP	NVP-TAE684	ALK tyrosine kinase receptor inhibitor, ALK tyrosine kinase receptor mutant inhibitor, leucine rich repeat kinase inhibitor	ALK, INSR		2.22, 0.00	63.48	1.82, 0.51	73.27	84.53	9.98	35.56	75.80	71.40	78.61	65.20	23.97	39.73	91.81	87.21	41.22	29.59	69.33	61.76	76.24	19.64	25.29	36.73
BRD-K43068349	CP	AMG-9810	TRPV antagonist	TRPV1		8.33, 2.78	63.43	0.85, 0.15	91.32	60.43	58.96	96.34	94.18	56.81	8.00	96.22	46.26	61.84	98.93	61.31	19.01	61.02	67.46	65.01	85.75	25.23	71.66	93.54
BRD-K92723993	CP	imatinib	PDGFR tyrosine kinase receptor inhibitor, Bcr-Abl kinase inhibitor, KIT inhibitor, Abl kinase inhibitor, apoptosis stimulant, breast cancer resistance protein inhibitor, colony stimulating factor receptor inhibitor	ABL1, KIT, PDGFRA, BCR, CSF1R, PDGFRB, ABCG2, CYP2C19, CYP2C8, CYP3A5, DDR1, NTRK1, RET		9.44, 6.67	63.36	1.03, 0.19	78.29	50.41	69.98	70.82	74.48	81.81	65.66	99.97	15.43	90.08	30.40	44.46	18.76	45.59	62.45	49.45	39.10	20.45	89.01	64.26
BRD-K52989797	CP	clomipramine	serotonin transporter (SERT) inhibitor, dopamine transporter (DAT) inhibitor, norepinephrine transporter (NET) inhibitor	SLC6A4, SLC6A2, CYP2C19, GSTP1, HTR2A, HTR2B, HTR2C, SLC6A3	Tricyclic antidepressant	3.33, 0.56	63.33	0.86, 0.22	60.41	0.74	61.90	21.36	87.04	47.80	49.86	95.75	67.92	62.75	77.79	77.89	75.77	73.36	34.03	38.64	64.07	75.67	63.92	50.48
BRD-K53220666	CP	trimetozine	compound with mild tranquilizing effects			7.22, 3.89	63.32	1.00, 0.33	10.03	4.26	66.61	60.77	90.85	18.37	18.73	65.88	89.83	24.88	69.87	0.77	49.46	99.39	30.20	96.19	67.03	43.99	94.01	95.69
BRD-K82135108	CP	elesclomol	apoptosis stimulant, HSP agonist, HSP inducer, oxidative stress inducer, topoisomerase inhibitor	TOP2A		7.22, 3.89	63.32	1.14, 0.13	8.05	98.45	49.98	68.09	49.68	27.23	71.74	56.40	98.94	73.40	64.94	37.89	33.17	39.80	65.84	87.17	61.70	80.88	6.24	70.46
BRD-K63630713	CP	etacrynic-acid	not applicable, sodium/potassium/chloride transporter inhibitor	SLC12A1, ATP1A1, SLC12A2		2.94, 1.76	63.27	0.82, 0.19	77.81	80.23	72.52	12.21	74.40	91.97	55.52	85.79	81.71	15.12	72.67	12.56	43.03	11.49	1.94	35.92	55.31	39.40	71.03	78.63
BRD-A52193669	CP	withaferin-a	acetylcholinesterase inhibitor, butyrylcholinesterase inhibitors, IKK inhibitor, NFkB pathway inhibitor, PKC inhibitor	ACHE, BCHE, IKBKB	IKK inhibitor	7.22, 3.89	63.17	1.85, 0.40	10.23	98.66	92.16	56.74	89.72	37.89	96.23	46.61	87.09	54.23	43.02	76.15	-12.73	32.84	92.32	69.60	56.25	86.86	10.88	86.21
BRD-K13261168	CP	LY-16350	dopamine receptor agonist, dopamine receptor antagonist	DRD2, DRD3		4.44, 2.78	63.15	1.34, 0.36	92.73	27.54	27.07	80.07	99.30	85.80	53.34	90.11	58.74	99.58	87.99	0.92	52.81	49.55	22.57	89.55	67.56	90.49	9.35	22.86
BRD-U86922168	CP	QL-XII-47	BMX inhibitor, Bruton's tyrosine kinase (BTK) inhibitor, bruton's tyrosine kinase inhibitor, cytoplasmic tyrosine protein kinase BMX inhibitor	BMX, BTK		4.44, 1.11	63.11	2.59, 0.67	5.14	92.97	63.61	64.62	97.91	2.97	58.28	8.76	64.11	54.77	92.03	63.86	39.38	9.30	89.30	70.20	75.98	20.28	62.62	51.43
BRD-A97674275	CP	ranolazine	fatty acid oxidation partial inhibitor, Sodium Channel  Blockers, sodium channel blocker	SCN9A, SCN10A, SCN5A, SLC22A2		3.89, 1.11	63.02	0.36, 0.02	24.05	41.12	39.33	59.96	90.70	78.90	5.14	37.17	66.08	72.92	79.91	11.27	22.93	74.94	82.35	33.85	28.56	94.73	74.23	80.49
BRD-K35960502	CP	niclosamide	DNA replication inhibitor, STAT inhibitor	STAT3		10.56, 6.67	63.00	2.25, 0.74	25.20	97.85	37.01	18.39	90.25	50.67	77.55	37.27	99.93	20.10	58.41	99.54	39.84	34.54	82.18	67.58	99.01	70.19	18.31	76.94
BRD-A97437073	CP	rosiglitazone	PPAR receptor agonist, insulin sensitizer, thiazolidinedione	PPARG, ACSL4, CYP2C8, FFAR1, INS, TRPC5, TRPM3	PPAR receptor agonist	5.56, 2.22	62.97	0.39, 0.11	32.02	69.56	79.81	83.31	60.36	48.70	58.96	59.43	32.08	72.67	61.18	10.11	48.74	97.34	85.14	63.10	79.43	91.28	83.67	62.83
BRD-K09963420	CP	saquinavir	HIV protease inhibitor, peptidase inhibitor	CYP3A4, CYP3A5		8.33, 6.67	62.95	1.15, 0.35	33.07	42.65	6.91	39.38	89.44	57.55	68.38	16.50	39.83	97.71	53.89	1.45	64.56	89.84	93.57	96.41	75.48	72.40	61.34	78.33
BRD-K90524085	CP	MY-5445	phosphodiesterase inhibitor, platelet aggregation inhibitor	PDE5A		3.89, 1.11	62.93	0.70, 0.18	18.35	79.86	65.52	61.84	64.32	15.97	59.91	45.02	13.10	78.37	64.03	31.42	74.08	97.60	51.36	29.97	74.53	80.78	5.58	78.06
BRD-K27665173	CP	D-64406	PDGFR tyrosine kinase receptor inhibitor	FLT3, PDGFRA, PDGFRB	PDGFR/KIT inhibitor	3.33, 1.11	62.90	1.03, 0.28	74.98	91.23	86.68	7.65	25.72	96.30	88.23	90.87	39.42	15.33	87.39	86.15	49.85	39.78	6.85	66.07	92.49	21.92	24.76	59.73
BRD-A29082194	CP	gitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	2.78, 1.11	62.89	0.82, 0.30	98.44	20.20	41.20	16.95	88.88	73.38	2.55	63.58	44.38	50.92	90.69	62.23	12.49	92.24	76.71	32.00	71.45	63.54	68.42	12.69
BRD-K17008822	CP	BD-1008	sigma receptor antagonist		Sigma receptor antagonist	2.78, 0.56	62.89	1.15, 0.38	6.27	11.44	63.27	15.74	80.89	50.85	57.18	82.22	67.39	30.89	62.50	37.63	79.94	83.89	91.70	77.14	46.03	68.89	14.10	74.74
BRD-A89175223	CP	bisoprolol	adrenergic receptor antagonist	ADRB1, ADRB2		7.78, 6.67	62.87	0.41, 0.05	82.38	4.85	73.10	59.01	92.07	66.74	11.66	36.58	21.20	99.03	53.81	1.59	90.73	72.85	71.21	44.52	18.63	51.68	82.71	86.96
BRD-A19248578	CP	latrunculin-b	actin destabilizer, unidentified pharmacological activity	ACTA1, MKL1, SPIRE2		1.76, 1.18	62.84	1.32, 0.42	28.39	88.03	13.96	62.42	94.79	62.14	75.98	51.81	81.41	34.85	63.26	90.13	41.26	16.09	69.29	72.17	92.88	9.22	16.88	72.81
BRD-K26117720	CP	gingerol	nitric oxide synthase inhibitor			6.47, 2.35	62.83	0.75, 0.14	27.93	58.31	11.17	62.38	28.09	69.48	3.17	65.56	88.21	79.07	23.43	69.40	26.72	72.51	43.51	5.53	63.27	97.73	95.82	87.01
BRD-K85090592	CP	pilocarpine	acetylcholine receptor agonist	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5		8.75, 8.13	62.70	1.15, 0.33	63.64	7.12	92.36	61.76	99.75	68.24	4.42	7.97	42.89	69.81	98.13	1.55	86.49	50.32	55.40	66.07	50.69	69.47	28.61	85.22
BRD-K43405658	CP	tyrphostin-AG-527	protein tyrosine kinase inhibitor	EGFR		4.71, 2.35	62.70	1.23, 0.41	54.30	88.46	68.31	25.64	81.89	8.22	77.66	60.77	16.62	16.96	31.94	81.57	26.04	93.08	56.06	71.03	20.64	94.73	64.62	72.23
BRD-A56012032	CP	thiorphan	membrane metalloendopeptidase inhibitor	MME		10.00, 6.67	62.69	1.03, 0.25	51.46	9.36	99.01	88.12	98.92	73.18	21.08	28.53	43.96	58.43	89.22	-62.15	48.44	96.43	23.73	66.95	25.57	81.08	99.22	79.37
BRD-K06388322	CP	pramipexole	dopamine receptor agonist	DRD3, DRD2, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C		14.38, 7.50	62.61	1.11, 0.22	25.35	14.14	91.97	97.82	81.93	-77.97	21.36	93.31	33.72	99.86	91.27	1.84	31.80	49.11	97.22	96.12	16.71	76.11	90.77	41.05
BRD-K29530284	CP	amlexanox	histamine release inhibitor, mediator release inhibitor	FGF1, IL3, S100A12, S100A13		8.13, 5.00	62.60	1.24, 0.34	2.11	59.58	33.41	96.79	49.23	47.60	2.08	61.94	96.02	99.82	79.37	-6.51	5.32	73.07	95.02	76.13	72.63	85.51	54.41	63.27
BRD-K93618743	CP	ipriflavone	bone resorption inhibitor			11.25, 8.75	62.44	1.25, 0.25	7.63	9.07	75.28	99.97	86.98	70.13	27.69	42.71	56.01	53.75	1.23	-0.92	50.52	80.71	95.63	91.99	56.20	87.61	99.82	68.68
BRD-K97056771	CP	HY-11007	Abl kinase inhibitor, Bcr-Abl kinase inhibitor	ABL1, BCR		8.33, 4.44	62.44	1.40, 0.35	25.30	70.23	74.01	95.62	23.43	38.19	13.59	82.71	11.91	21.47	61.28	-31.75	33.60	87.78	63.60	96.98	52.37	92.53	97.45	96.69
BRD-K40901640	CP	cinanserin	serotonin receptor antagonist	HTR2A		5.29, 2.35	62.41	0.48, 0.09	7.16	36.94	74.97	66.99	95.60	55.14	11.30	69.03	57.84	91.20	30.59	8.60	71.33	39.99	81.49	89.35	41.11	92.39	13.41	84.24
BRD-A14208071	CP	oxyphenonium	acetylcholine receptor antagonist	CHRM1		6.67, 4.44	62.39	1.41, 0.40	99.93	14.54	68.03	62.74	80.99	36.95	6.55	73.38	1.23	21.41	83.84	1.23	85.99	80.21	62.04	66.94	82.51	38.56	30.74	25.45
BRD-K92000912	CP	AM-251	ACAT inhibitor, cannabinoid receptor antagonist, cannabinoid receptor inverse agonist	CNR1, GPR18, GPR55		7.78, 3.33	62.35	0.55, 0.14	60.28	69.19	94.74	48.64	51.16	61.53	78.35	18.42	29.84	63.18	72.70	74.36	78.51	95.94	38.63	83.90	59.88	17.41	41.87	94.06
BRD-K67506692	CP	tyrphostin-AG-126	ERK1 and ERK2 phosphorylation inhibitor, tyrosine kinase inhibitor			5.00, 2.22	62.32	1.78, 0.40	41.82	81.21	95.47	91.89	97.31	22.65	56.18	62.01	69.15	41.86	22.03	0.88	41.64	62.64	49.71	83.31	67.60	82.09	72.32	17.57
BRD-K20986251	CP	lithocholic-acid	FXR antagonist, MDM inhibitor, PXR ligand, tyrosine phosphatase inhibitor, vitamin D receptor ligand	NR1I2, VDR, GPBAR1, MDM2, MDM4, NR1H4, PTPN1	Bile acid, FXR antagonist, Vitamin D receptor agonist	3.33, 1.67	62.31	1.42, 0.32	5.88	0.00	98.24	77.44	78.02	71.10	5.32	47.57	96.16	90.09	71.51	3.28	25.70	0.00	53.52	45.44	-1.16	76.72	77.84	78.68
BRD-A59985574	CP	topotecan	topoisomerase inhibitor	TOP1, TOP1MT	Topoisomerase inhibitor	5.88, 4.71	62.30	3.25, 0.84	50.66	78.38	26.98	64.11	98.77	6.65	99.44	37.06	52.38	81.75	92.82	77.58	60.49	71.88	79.79	47.63	75.73	14.56	29.69	10.98
BRD-K67783091	CP	haloperidol	dopamine receptor antagonist	DRD2, DRD1, DRD3, HTR2A, CYP3A7, DRD4, DRD5, GRIN2B, HRH1, HTR1A, HTR1D, HTR2B, HTR7, KCNH1		5.56, 2.78	62.15	1.23, 0.23	62.47	15.37	29.27	70.76	67.83	61.83	8.47	69.69	90.63	80.63	40.47	37.99	57.65	65.17	54.17	59.61	39.00	89.06	95.71	93.86
BRD-K95899059	CP	LY-344864	serotonin receptor agonist	HTR1F, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2B, HTR2C, HTR7		2.94, 2.35	62.15	1.18, 0.20	12.95	-47.48	59.97	79.10	85.03	21.06	51.52	4.99	85.31	66.67	17.66	77.55	-9.12	2.89	15.14	84.26	76.94	64.33	98.26	97.25
BRD-A49046702	CP	SKF-89976A	GABA uptake inhibitor	SLC6A1		7.22, 5.00	62.14	0.89, 0.27	93.06	10.24	81.69	18.84	64.33	99.75	34.18	99.33	57.17	99.68	75.01	0.98	72.04	84.89	55.96	59.87	33.61	82.47	59.94	34.40
BRD-K54771420	CP	glycocholic-acid	cholesterol inhibitor	FABP6		5.56, 3.89	62.14	0.50, 0.11	98.41	57.11	63.45	92.64	91.58	67.94	9.17	56.59	57.41	94.01	91.55	6.53	27.02	83.67	42.58	55.03	73.92	31.94	60.82	72.46
BRD-K15592317	CP	CP466722	ATM kinase inhibitor	ATM		8.33, 3.33	62.09	2.06, 0.59	37.89	83.72	33.02	79.91	73.31	23.20	77.11	98.38	59.06	40.51	93.77	64.44	6.45	59.73	79.55	43.51	96.26	27.86	75.98	41.35
BRD-K96144918	CP	mead-acid	KPL-1 tumor suppressor			6.11, 3.33	62.03	1.18, 0.35	78.92	10.03	92.61	96.45	96.16	82.76	20.99	18.17	5.04	91.66	65.49	2.06	47.89	97.97	58.36	58.57	1.52	75.52	6.56	94.00
BRD-A35519318	CP	benidipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1G, CYP3A5		5.63, 2.50	61.99	0.88, 0.27	89.10	70.18	76.72	82.14	92.94	91.97	23.10	90.79	56.03	87.92	38.11	54.34	-62.07	5.43	36.84	73.73	55.87	44.52	35.87	67.95
BRD-K92413528	CP	thiazolidinecarboxylic-acid	glutathione synthase stimulant, reducing agent			11.88, 9.38	61.98	2.32, 0.82	2.04	59.76	99.72	94.20	99.49	71.85	69.78	60.01	16.11	99.93	63.96	0.99	27.02	27.90	99.75	86.30	20.02	64.81	22.66	55.18
BRD-K51313569	CP	palbociclib	CDK inhibitor	CDK4, CDK6, CCND3	CDK inhibitor	1.67, 1.11	61.98	2.00, 0.52	11.45	38.41	63.71	73.41	79.08	20.80	61.54	44.44	58.78	39.22	67.33	80.44	27.36	35.19	83.28	74.07	68.49	62.41	18.39	65.79
BRD-A41450521	CP	tosufloxacin	topoisomerase inhibitor			11.25, 5.00	61.97	1.20, 0.28	15.93	64.01	94.25	96.29	91.75	45.87	8.75	59.88	91.26	96.29	58.90	0.88	47.72	54.57	98.82	80.20	80.18	99.26	56.72	59.93
BRD-K62858456	CP	lomerizine	calcium channel antagonist, calcium channel blocker, P glycoprotein inhibitor	ABCB1, CACNA1B, SCN5A	Calcium channel blocker	11.25, 10.00	61.95	1.78, 0.67	-24.74	59.09	94.11	99.68	99.33	89.71	31.62	8.36	52.31	98.25	33.73	47.60	14.84	44.92	98.70	91.49	64.80	99.72	46.37	88.87
BRD-K47780086	CP	penciclovir	DNA directed DNA polymerase inhibitor			9.38, 6.25	61.93	1.18, 0.31	69.90	9.33	90.93	92.20	99.72	25.71	28.12	69.82	61.22	33.62	69.92	-1.55	29.57	6.91	92.35	62.63	20.03	32.44	86.42	96.72
BRD-A02176148	CP	tubaic-acid	mitochondrial complex I inhibitor, NADH-ubiquinone oxidoreductase (Complex I) inhibitor	MT-ND1		2.22, 0.56	61.91	1.09, 0.36	70.71	26.90	62.55	61.28	85.45	26.55	10.33	18.65	4.49	81.08	64.38	-42.17	37.37	86.65	85.53	39.99	62.88	93.45	21.35	87.76
BRD-K76908866	CP	CP-724714	receptor tyrosine protein kinase inhibitor, EGFR inhibitor, tyrosine kinase inhibitor	ERBB2		5.56, 2.78	61.89	1.26, 0.22	26.09	2.75	74.33	89.81	42.37	46.89	51.95	97.30	58.02	20.08	81.96	20.81	91.90	37.31	89.60	95.39	65.77	53.46	83.22	69.05
BRD-K05181084	CP	NGB-2904	dopamine receptor antagonist	DRD3		7.22, 3.33	61.82	0.70, 0.27	1.60	10.28	65.81	92.68	95.50	98.07	86.36	64.53	45.09	60.72	62.91	6.55	48.71	95.75	87.23	63.17	29.86	59.30	-0.02	23.50
BRD-K08252256	CP	diclofenac	cyclooxygenase inhibitor	PTGS1, PTGS2, AKR1C3, ALOX5, ASIC1, ASIC3, CYP2C8, KCNQ2, KCNQ3, PLA2G2A, PPARG, SCN4A		6.67, 4.44	61.81	0.78, 0.19	36.80	1.79	92.47	80.78	99.62	61.11	68.31	82.89	18.64	56.10	57.25	1.62	56.83	83.83	78.44	87.19	12.89	19.49	74.83	62.51
BRD-K81272440	CP	dantrolene	calcium channel antagonist	RYR1, RYR3		3.89, 2.22	61.80	0.70, 0.14	7.43	2.71	60.18	65.82	66.13	38.61	34.09	74.85	43.71	79.09	51.15	-2.86	63.12	82.72	46.07	82.52	61.61	61.98	88.56	80.71
BRD-K06335600	CP	tizanidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, CYP1A2, NISCH		5.88, 1.76	61.79	1.50, 0.47	7.68	23.20	98.23	95.32	88.13	74.53	10.08	93.22	2.89	22.57	72.33	1.55	51.24	74.36	83.51	78.82	6.31	45.66	43.53	78.92
BRD-K48029790	CP	OBAA	phospholipase inhibitor	PLA2G1B		4.44, 2.78	61.75	1.43, 0.38	96.04	52.38	7.26	75.78	62.34	98.57	-20.22	95.46	61.15	46.15	85.22	7.19	84.20	60.08	82.16	86.87	54.51	73.60	57.91	52.02
BRD-K72676686	CP	fluvoxamine	selective serotonin reuptake inhibitor (SSRI), serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, CYP2C19		3.89, 1.67	61.74	0.50, 0.10	0.92	6.73	92.27	71.94	96.61	97.19	12.81	38.70	64.17	89.94	73.11	68.02	43.02	33.83	54.59	64.77	71.36	59.32	13.67	21.38
BRD-K86887724	CP	dofetilide	polarization inhibitor, potassium channel antagonist, potassium channel blocker	KCNH2, KCNH1, KCNJ12, KCNK2		7.50, 5.63	61.70	1.25, 0.40	42.24	0.56	78.31	97.47	96.49	61.07	8.27	90.53	24.77	93.29	75.10	0.00	-12.14	79.50	97.99	60.86	43.76	62.33	57.37	77.84
BRD-K97061094	CP	azacyclonol	ataractive drug used to diminish hallucinations	HRH1		6.67, 3.33	61.57	0.89, 0.14	5.31	6.68	91.00	73.11	23.12	98.87	69.21	9.00	1.31	20.90	64.27	1.80	94.81	98.45	64.35	58.87	13.90	7.03	86.95	74.44
BRD-K94887716	CP	TFMPP	serotonin receptor agonist, serotonin receptor antagonist			6.25, 1.88	61.52	1.41, 0.39	39.41	71.08	82.40	24.24	84.81	57.24	77.76	97.39	9.69	51.98	70.53	6.16	46.72	65.81	86.51	45.57	9.55	85.43	14.99	96.17
BRD-K40919711	CP	BAPTA-AM	potassium channel blocker	KCNA3, KCNA5, KCNH2		3.89, 2.22	61.44	1.31, 0.26	30.23	88.30	31.06	91.57	64.76	18.65	73.27	7.85	98.90	17.31	60.25	84.56	26.24	83.89	70.04	60.69	86.19	18.31	38.34	62.20
BRD-A87848830	CP	bimatoprost	prostanoid receptor agonist	PTGFR, AKR1C3, PTGER1, PTGER3		2.35, 1.18	61.36	1.51, 0.40	77.42	4.58	62.74	78.61	81.02	-5.21	39.52	3.45	-9.30	66.77	92.13	21.57	72.42	77.08	77.50	59.98	51.98	80.47	22.15	32.72
BRD-A64125466	CP	dehydrocholic-acid	gastrointestinal agent that stimulates bile production or the flow of bile into the duodenum			2.78, 1.67	61.20	0.50, 0.16	72.89	8.10	36.19	81.52	82.01	58.02	11.84	67.56	47.34	64.39	86.09	-5.08	10.97	78.60	85.39	85.95	15.98	91.26	57.05	21.76
BRD-A02189320	CP	met-leu-phe	in touchstone			6.47, 4.12	61.19	1.18, 0.31	56.89	42.16	57.76	93.61	67.60	14.53	4.72	25.51	92.68	95.88	81.63	-25.39	59.00	9.48	89.97	60.39	62.00	92.23	99.65	98.72
BRD-K61192372	CP	capecitabine	dihydropyrimidine dehydrogenase inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, RNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS, DPYD	Thymidylate synthase inhibitor	6.11, 2.22	61.19	1.72, 0.45	59.68	1.59	97.02	96.55	99.65	4.12	79.63	51.06	98.39	56.04	82.06	-15.40	19.62	45.54	62.71	82.70	9.78	54.08	99.54	93.43
BRD-K08502430	CP	angiogenesis-inhibitor	angiogenesis inhibitor	EGFR		7.22, 3.33	61.15	1.67, 0.48	24.63	91.40	58.75	59.86	50.98	40.71	97.96	44.16	85.62	66.13	72.20	84.00	21.01	62.44	66.79	52.17	91.84	27.66	6.58	68.69
BRD-K91336023	CP	mesulergine	dopamine receptor agonist	HTR2A, HTR2C, HTR7, HTR2B, HTR3A, HTR3B, HTR6		7.06, 4.71	61.11	0.94, 0.19	0.14	64.82	76.98	80.39	98.89	42.66	93.73	42.57	94.89	62.50	12.37	1.48	59.72	95.87	38.21	36.36	8.54	98.71	28.62	98.66
BRD-K55301415	CP	abiraterone	17,20 lyase inhibitor, androgen biosynthesis inhibitor, cytochrome P450 inhibitor, steroid sulfatase inhibitor	CYP17A1, CYP11B1		2.94, 2.35	61.07	1.34, 0.45	20.65	6.97	69.65	35.70	90.25	87.25	40.97	34.33	15.13	77.52	65.88	-1.07	56.27	75.92	67.61	47.58	78.66	77.39	-4.58	82.32
BRD-K00486786	CP	RO-08-2750	nerve growth factor receptor ligand, NGF binding inhibitor	NGFR, NGF		7.22, 5.00	61.07	1.11, 0.30	41.76	84.88	64.80	71.14	98.32	44.90	62.31	22.66	86.39	72.41	90.82	46.58	8.16	22.25	54.54	59.83	79.14	44.17	27.93	97.04
BRD-K59962020	CP	CHEMBL-374350	NFkB pathway inhibitor			8.33, 4.44	61.06	1.70, 0.33	26.85	83.57	42.07	46.27	62.38	34.58	73.95	83.69	97.29	39.34	37.30	96.79	15.76	33.82	86.46	97.25	94.37	59.73	6.82	71.50
BRD-K34820100	CP	tebuthiuron	photosynthesis inhibitor			3.33, 0.56	61.03	0.59, 0.14	82.44	0.70	65.80	93.44	95.57	16.12	29.23	11.62	87.28	15.06	92.54	-21.65	20.68	91.85	54.56	36.95	61.64	60.42	74.96	63.76
BRD-K81916719	CP	triclabendazole	acetylcholinesterase inhibitor, DNA methyltransferase inhibitor, microtubule inhibitor	DNMT1		10.00, 5.00	60.98	0.83, 0.25	7.61	70.48	97.23	43.12	78.46	93.28	31.18	97.04	16.65	98.11	-29.44	35.33	10.19	18.81	95.82	72.20	56.17	65.79	38.53	78.89
