#1.3
2429	32	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K31627533-summary	BRD-A08187463-summary	BRD-K28183345-summary	BRD-A55913614-summary	BRD-K95921201-summary	BRD-A39390670-summary	BRD-K49111258-summary	BRD-K51485625-summary	BRD-K21283037-summary	BRD-A10070317-summary	BRD-A62525898-summary	BRD-A26334849-summary	BRD-K48168960-summary	BRD-K72222507-summary	BRD-K19352500-summary	BRD-K28667793-summary	BRD-K70505054-summary	BRD-K30563334-summary	BRD-K88429204-summary	BRD-K05658747-summary	BRD-A21858158-summary	BRD-K75699339-summary	BRD-A59174698-summary	BRD-K68867920-summary	BRD-K97399794-summary	BRD-K59273480-summary	BRD-A97674275-summary	BRD-K53857191-summary	BRD-K42098891-summary	BRD-K01638814-summary	BRD-K32247306-summary	BRD-K63828191-summary
BRD-K35430135	CP	SR-59230A	adrenergic receptor antagonist	ADRB3, ADRB1, ADRB2		6.17, 4.55	58.11	0.66, 0.16	57.18	99.01	70.39	0.46	80.30	49.37	42.57	95.42	6.76	26.03	65.38	92.72	59.04	37.03	31.60	62.42	5.39	66.23	69.00	87.99	4.60	23.34	68.37	-7.71	36.69	24.55	0.81	82.05	96.12	93.33	29.85	91.72
BRD-A21858158	CP	praziquantel	membrane permeability enhancer, schistosomicide			10.71, 7.79	58.08	0.72, 0.16	20.82	89.48	26.25	98.63	-8.95	75.65	12.84	68.63	90.30	85.54	99.89	7.10	55.43	-6.23	75.60	36.49	96.02	19.28	28.36	70.59	99.99	82.20	91.96	18.52	36.51	29.04	8.73	60.72	63.95	3.94	99.79	-0.85
BRD-A97104540	CP	fenoterol	adrenergic receptor agonist	ADRB2, ADRB1, ADRB3	Beta-adrenergic receptor agonist	6.17, 3.25	58.05	0.97, 0.36	73.35	14.96	83.09	7.70	82.18	12.75	80.63	48.41	4.51	62.91	-33.58	53.19	50.38	89.16	52.77	64.66	66.22	41.79	93.87	83.86	13.42	68.75	98.94	95.63	25.50	78.00	37.84	9.33	88.30	81.53	31.21	-16.86
BRD-K23204545	CP	busulfan	DNA damaging, DNA inhibitor			8.83, 4.59	58.03	1.14, 0.38	4.44	34.73	11.54	61.73	34.50	88.22	43.97	62.00	0.14	99.15	39.10	81.87	87.67	8.89	24.13	64.10	95.30	46.67	10.77	94.82	77.57	4.37	79.01	85.45	40.14	51.53	99.75	36.07	54.34	74.11	99.01	70.00
BRD-K92984783	CP	melperone	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR1A, HTR2A		5.52, 3.57	58.01	0.91, 0.20	26.20	6.96	24.04	-22.81	56.88	71.36	65.62	44.00	48.17	5.39	-17.15	99.28	94.46	93.77	30.75	91.19	87.32	38.56	60.66	78.26	41.65	59.14	96.02	86.90	1.59	89.42	78.74	91.37	27.90	78.77	18.33	4.02
BRD-K33860217	CP	CP-94253	serotonin receptor agonist	HTR1B		5.84, 2.92	58.00	1.03, 0.28	37.91	44.00	16.76	97.19	54.64	77.61	76.92	58.28	94.35	95.82	61.19	18.68	96.83	70.55	92.57	68.77	48.31	74.00	50.70	46.41	25.93	-28.94	96.08	77.29	11.52	6.66	52.09	57.72	81.69	66.46	37.49	11.97
BRD-K75089421	CP	procainamide	sodium channel blocker, voltage-gated sodium channel blocker	SCN5A, DNMT1		7.47, 2.60	57.95	0.63, 0.13	61.49	95.66	82.13	41.71	46.76	41.41	41.19	52.47	83.67	19.30	18.85	58.31	90.79	28.47	3.87	76.77	89.97	36.12	84.92	73.48	71.70	28.84	66.53	14.30	57.60	91.36	27.98	50.17	86.52	79.45	62.56	37.79
BRD-K26160755	CP	RS-45041-190	imidazoline receptor agonist			6.49, 3.57	57.95	0.84, 0.15	78.57	68.31	69.35	28.20	66.47	13.66	15.73	64.24	38.53	32.17	5.39	99.40	91.40	62.23	12.98	53.67	97.96	41.91	85.55	96.96	48.86	33.99	64.46	86.18	67.71	14.56	5.13	36.56	28.20	91.11	68.20	0.42
BRD-K95763993	CP	trapidil	calcium channel antagonist, PDGFR tyrosine kinase receptor inhibitor, platelet aggregation inhibitor, protein kinase activator	PDGFRA		7.79, 3.57	57.95	0.72, 0.22	94.22	55.40	53.29	50.74	4.07	17.33	1.90	20.43	81.78	96.93	90.65	36.57	62.84	78.74	20.82	73.41	80.97	15.76	9.04	67.70	38.37	25.60	98.06	92.53	96.40	26.84	6.99	99.61	86.36	60.49	99.37	0.02
BRD-K49049886	CP	CGS-15943	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3		2.47, 1.77	57.94	1.56, 0.28	70.08	49.98	53.62	82.77	88.20	88.81	91.87	58.94	3.95	80.12	86.69	26.01	89.50	34.68	61.88	24.89	93.95	78.91	18.69	-7.15	50.00	16.80	86.77	23.53	75.66	48.02	48.45	51.29	71.73	56.94	10.36	99.08
BRD-K31471398	CP	dihydrexidine	dopamine receptor agonist	DRD1, DRD2, DRD3, DRD4, DRD5		6.82, 2.60	57.89	1.32, 0.43	56.91	61.02	31.80	73.58	15.17	99.65	61.25	54.20	77.43	99.05	91.78	18.29	58.78	34.81	57.00	80.05	56.57	85.66	28.85	62.10	95.95	0.43	83.81	93.59	68.78	21.08	86.65	24.64	50.66	40.77	10.52	39.82
BRD-A56359832	CP	zileuton	leukotriene synthesis inhibitor, lipoxygenase inhibitor	ALOX5		6.17, 3.57	57.86	0.57, 0.07	62.07	94.19	88.72	29.54	37.43	11.29	52.23	85.10	89.20	15.24	3.48	79.59	80.25	34.38	2.64	85.80	49.20	65.45	94.35	92.64	55.95	34.17	8.07	59.78	15.51	77.75	82.53	11.11	94.21	99.26	15.22	3.96
BRD-K32501161	CP	vanoxerine	dopamine reuptake inhibitor, dopamine transporter inhibitor, monoamine oxidase inhibitor	SLC6A3, MAOA, MAOB		4.87, 1.30	57.85	1.47, 0.31	68.46	50.79	47.65	66.81	86.75	27.87	77.73	85.67	18.36	32.31	56.27	67.20	72.80	86.70	61.92	35.99	59.43	47.41	54.26	62.10	26.74	15.18	47.99	49.97	97.82	32.38	68.57	60.98	75.78	41.99	7.47	98.63
BRD-K21283037	CP	riluzole	glutamate release inhibitor, dopamine receptor agonist, glutamate receptor antagonist, potassium channel blocker, Sodium Channel  Blockers, sodium channel blocker	KCND3, KCNK10, KCNK2, KCNK4, KCNN4, SCN5A, SLC7A11		6.82, 4.55	57.82	0.35, 0.05	57.79	30.53	53.60	75.23	56.89	34.72	33.35	47.31	99.98	64.21	97.11	32.54	78.74	28.41	47.87	90.11	31.02	79.76	96.07	76.29	67.62	64.16	91.02	52.23	57.85	-17.85	49.74	85.10	80.90	26.32	68.03	2.72
BRD-K14693417	CP	cinchonine	antimalarial agent	CYP2D6		4.55, 1.95	57.82	0.74, 0.19	91.68	13.69	49.11	12.63	80.99	56.03	93.05	6.49	87.93	32.64	-6.70	84.45	82.11	62.00	19.13	76.85	81.67	27.76	74.91	57.33	58.30	26.19	-16.09	93.47	40.61	2.64	84.64	-0.85	76.93	81.74	36.26	91.42
BRD-K76568384	CP	PHTPP	estrogen receptor antagonist	ESR2		6.82, 3.57	57.80	1.22, 0.45	84.91	42.13	87.42	63.55	18.40	14.03	98.34	54.35	97.38	72.65	44.03	6.79	91.18	78.30	73.15	97.19	67.12	6.21	10.79	85.04	92.06	2.64	56.84	95.89	41.70	-1.92	28.05	45.32	74.79	47.12	58.76	0.39
BRD-K76205745	CP	losartan	angiotensin receptor antagonist	AGTR1		4.87, 2.27	57.74	0.31, 0.02	85.93	52.59	32.16	62.35	40.19	10.32	7.26	68.83	23.46	30.24	52.61	69.31	69.68	93.86	11.58	71.29	96.41	16.57	75.61	70.94	53.14	70.40	93.11	34.44	30.91	41.15	31.14	63.77	66.29	75.10	83.90	0.81
BRD-K67261995	CP	adipiodone	serum albumin binder	ALB		4.55, 2.92	57.74	0.93, 0.32	71.03	78.79	24.94	8.49	53.97	73.28	15.27	70.39	71.20	90.74	31.39	56.44	42.21	91.62	8.56	63.17	86.81	15.12	77.87	59.02	76.42	67.49	56.46	38.09	50.35	42.42	28.99	88.98	28.75	68.27	71.63	11.34
BRD-K71289571	CP	zafirlukast	leukotriene receptor antagonist	CYSLTR1, CYSLTR2		6.36, 2.47	57.70	0.97, 0.27	57.93	22.10	10.76	59.66	63.08	21.67	55.95	91.21	18.73	85.33	32.64	84.13	77.28	79.88	35.46	88.45	91.95	51.42	91.19	62.84	9.55	9.48	74.39	3.05	18.02	68.68	96.26	42.90	40.16	62.76	30.73	57.48
BRD-A49734948	CP	foliosidine	anticonvulsant			3.57, 1.62	57.68	0.94, 0.30	95.15	42.17	92.03	89.30	17.13	0.18	70.25	75.86	90.99	81.18	76.24	-0.85	94.43	53.49	77.97	86.98	32.12	49.71	62.25	67.65	21.96	81.28	45.97	10.27	30.90	-14.36	36.59	61.87	13.26	85.55	12.53	1.30
BRD-A41301928	CP	bongkrek-acid	mitochondrial ADP, ATP translocase inhibitor	SLC25A4		9.42, 6.49	57.68	1.39, 0.41	60.17	10.07	17.46	58.45	12.31	72.06	3.38	59.44	39.62	83.88	99.30	89.74	42.71	17.94	45.22	93.90	56.90	8.70	43.00	22.42	92.69	99.93	98.70	99.22	81.29	8.06	62.86	58.81	91.47	36.01	34.80	-0.53
BRD-K41051431	CP	mecillinam	cell wall synthesis inhibitor			3.92, 2.35	57.64	1.16, 0.34	62.69	46.56	28.74	1.69	65.56	57.02	58.26	31.14	1.66	-1.44	34.18	87.37	44.93	65.80	0.07	77.19	71.23	85.19	65.91	86.23	71.55	29.50	64.54	9.80	0.25	34.58	90.37	23.33	74.02	72.59	77.31	9.44
BRD-A17411484	CP	carprofen	cyclooxygenase inhibitor, prostanoid receptor inhibitor	PTGS2, PTGS1		8.77, 4.55	57.61	0.85, 0.24	91.90	90.01	97.25	37.82	49.66	47.01	93.99	89.29	52.12	-24.29	12.66	91.09	46.61	29.17	90.06	51.20	59.28	16.48	69.94	83.55	55.95	65.68	9.49	61.96	3.35	21.01	21.27	85.89	99.79	60.67	88.03	1.09
BRD-K09778810	CP	FGIN-1-27	benzodiazepine receptor agonist, inositol monophosphatase inhibitor	TSPO		4.22, 1.95	57.59	0.65, 0.13	49.53	50.30	44.41	36.82	74.92	48.57	40.46	56.51	5.36	58.67	72.25	33.26	92.85	73.07	14.69	81.01	59.78	34.98	53.66	78.00	70.04	20.92	34.61	70.97	91.12	83.24	55.66	60.56	35.93	97.92	66.74	59.72
BRD-K51671335	CP	sulpiride	carbonic anhydrase inhibitor, dopamine receptor, dopamine receptor antagonist	DRD2, CA7, DRD3, CA1, CA12	Dopamine receptor antagonist	6.27, 3.92	57.58	2.11, 0.84	0.63	35.40	37.51	23.50	39.42	67.31	6.17	29.85	21.36	78.67	98.91	79.32	95.14	26.55	38.25	92.83	52.75	96.75	53.00	93.41	77.72	3.45	46.78	-11.77	74.27	62.17	99.93	98.27	63.67	50.45	85.03	79.46
BRD-K93880783	CP	stavudine	DNA directed DNA polymerase inhibitor, nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor		Nucleoside reverse transcriptase inhibitor, Reverse transcriptase inhibitor	7.77, 2.83	57.57	0.86, 0.26	32.24	94.47	14.49	26.19	29.09	68.90	52.38	-44.28	5.18	58.05	10.69	92.76	96.76	57.10	1.76	97.15	33.32	74.13	79.22	74.87	54.04	-26.70	81.02	64.53	58.60	42.23	95.01	38.62	86.41	73.61	99.19	23.47
BRD-K25906698	CP	immepip	histamine receptor agonist	HRH3, HRH4		7.14, 3.57	57.57	1.00, 0.33	53.59	43.05	46.55	1.73	57.88	84.02	27.38	46.17	11.23	96.97	92.93	85.24	37.95	59.24	61.70	63.72	99.54	43.04	30.17	60.60	88.62	64.07	97.36	90.31	79.96	99.65	22.52	32.51	29.63	47.55	57.25	2.04
BRD-K99174507	CP	cardiogenol-c	pyrimidine compound, induces embryonic stem cell ifferentiation into cardiomyocytes			6.17, 2.60	57.55	0.99, 0.17	76.19	88.78	30.86	21.89	80.15	43.14	7.82	30.53	68.16	50.22	30.12	91.41	88.05	73.07	52.25	32.65	95.60	19.57	45.50	55.71	34.37	94.73	65.87	96.30	-2.61	96.87	54.20	90.05	59.39	92.81	92.50	4.25
BRD-K02265150	CP	amoxapine	adrenergic transmitter uptake inhibitor, dopamine receptor, norepinephrine reputake inhibitor, serotonin receptor antagonist, serotonin reuptake inhibitor, serotonin uptake inhibitor, tricyclic antidepressant	SLC6A2, SLC6A4, HTR2A, HTR6, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH1, HRH4, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR7, SLC6A3	Norepinephrine reuptake inhibitor	4.22, 2.60	57.55	1.20, 0.32	76.09	57.20	77.74	36.92	86.00	54.81	39.50	91.92	54.88	89.43	33.52	94.20	38.35	4.90	86.61	67.32	66.71	64.76	73.40	54.41	57.89	56.98	31.88	91.96	2.08	5.88	35.35	25.62	96.29	59.44	17.47	99.44
BRD-K66353228	CP	zoxazolamine	IKCa channel activator			5.84, 3.57	57.54	0.56, 0.11	69.06	98.87	88.91	95.33	56.46	22.98	50.85	84.45	58.62	37.81	64.33	91.50	90.19	17.34	15.53	81.31	14.07	77.28	33.52	81.38	87.05	72.39	53.68	6.04	60.42	38.96	98.63	25.03	19.01	40.88	29.43	48.88
BRD-A65671304	CP	candesartan	angiotensin receptor antagonist	AGTR1, AGTR2	Angiotensin receptor antagonist	4.87, 2.92	57.52	0.53, 0.10	55.92	50.39	61.32	39.86	28.38	45.12	4.81	61.05	25.05	44.04	96.23	33.60	95.19	31.05	19.52	80.83	78.24	1.37	92.44	94.75	34.37	82.08	64.18	66.33	60.31	62.43	45.26	44.29	59.12	81.28	42.08	63.16
BRD-K01815685	CP	indole	aryl hydrocarbon receptor agonist, indoleamine 2,3-dioxygenase inhibitor	AHR, IDO1		5.19, 2.60	57.51	0.92, 0.18	70.65	10.41	25.70	64.19	41.10	67.21	19.14	9.91	56.73	68.06	7.05	99.75	91.43	62.54	76.38	65.28	97.89	19.93	89.95	56.14	58.30	5.49	61.06	17.97	42.93	34.52	15.73	71.89	58.81	59.05	20.77	21.32
BRD-K82846253	CP	repaglinide	insulin secretagogue, ATP-sensitive potassium channel antagonist, cytochrome P450 inhibitor, meglitinide	ABCC8, CYP2C8, CYP3A5, INS, KCNJ11, PPARG		4.24, 2.47	57.51	0.43, 0.09	42.20	65.05	69.03	9.77	68.36	28.97	19.94	78.64	62.45	6.59	-15.70	64.87	51.16	60.78	33.92	57.13	50.02	43.38	57.88	83.73	38.80	57.89	86.76	87.32	18.80	84.16	0.78	70.38	65.83	64.27	46.16	11.95
BRD-K88759641	CP	EMD-66684	angiotensin receptor antagonist	AGTR1		5.52, 3.90	57.50	1.19, 0.43	65.28	36.89	25.19	26.23	72.79	38.31	80.20	50.84	7.61	72.91	10.48	98.08	96.35	65.55	-7.08	92.55	95.53	52.12	81.04	90.51	47.32	-0.60	55.13	54.32	70.40	64.23	19.02	72.04	59.86	82.22	52.77	17.89
BRD-K80672993	CP	M2-PK-activator	pyruvate kinase isozyme activator	PKM		3.25, 1.95	57.47	0.49, 0.08	68.08	53.46	21.26	49.93	55.29	50.17	24.28	60.88	32.95	88.49	60.89	78.84	74.81	59.51	38.52	64.49	76.58	41.11	36.24	66.47	47.27	72.43	70.76	26.73	59.30	83.71	9.79	59.79	30.73	93.36	55.63	51.97
BRD-K87226815	CP	cycloserine	glutamate receptor agonist, glutamate receptor modulator	GRIN1		7.07, 2.83	57.46	0.73, 0.23	57.63	56.86	88.99	60.99	30.58	63.25	42.13	80.55	95.32	94.23	98.91	45.58	87.28	25.90	8.90	66.61	82.68	48.76	31.46	47.19	50.90	40.34	72.98	4.40	24.84	65.88	81.31	66.52	31.51	57.29	40.20	64.87
BRD-K72222507	CP	quinapril	angiotensin converting enzyme inhibitor	ACE		7.79, 5.52	57.45	0.57, 0.11	79.12	45.24	59.78	83.80	52.07	36.18	69.02	21.69	9.71	20.32	62.10	58.06	8.44	99.98	51.46	59.03	44.50	76.86	56.84	88.46	62.92	44.81	86.53	42.76	22.25	83.16	81.96	87.83	43.71	93.93	56.26	-0.28
BRD-A30655177	CP	LFM-A13	Bruton's tyrosine kinase (BTK) inhibitor	BTK		2.60, 1.62	57.39	0.69, 0.13	62.94	57.21	41.06	48.89	57.57	53.79	19.94	37.96	71.43	78.55	57.95	71.34	47.03	86.48	37.58	44.88	77.87	46.00	51.65	92.16	59.38	44.96	82.72	46.71	26.43	76.08	18.99	84.27	66.52	80.23	78.64	7.77
BRD-K37561857	CP	zardaverine	phosphodiesterase inhibitor	PDE4D, PDE3A, PDE4A, PDE4B, PDE4C		6.17, 3.25	57.38	0.61, 0.11	73.97	69.96	82.69	48.56	8.51	0.74	42.73	72.28	98.79	68.90	31.87	78.74	73.34	46.92	55.87	89.41	-14.68	30.07	58.89	87.80	34.47	5.16	98.73	6.73	48.10	27.86	61.25	32.36	63.29	66.59	72.29	0.63
BRD-K86204871	CP	terconazole	cell wall synthesis inhibitor, sterol demethylase inhibitor		Sterol demethylase inhibitor	7.47, 4.87	57.38	0.58, 0.15	71.17	37.07	10.93	53.43	42.35	55.07	87.49	89.69	23.26	96.35	91.47	21.45	94.11	62.45	82.06	60.14	21.26	15.16	90.53	7.33	70.36	31.09	23.07	94.71	8.85	2.06	14.80	93.00	92.17	59.68	23.10	98.80
BRD-K26801045	CP	pipamperone	dopamine receptor, dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HRH1, HTR1A, HTR1B, HTR1D	Dopamine receptor antagonist	11.69, 6.82	57.35	1.05, 0.34	-12.65	52.61	23.56	98.81	26.57	69.23	3.99	50.99	86.69	87.06	94.71	17.44	94.32	-18.94	86.11	92.46	88.26	1.76	28.34	6.58	89.49	96.92	84.55	99.93	70.83	29.80	57.60	36.49	98.66	3.93	57.10	8.37
BRD-K43468059	CP	byssochlamic-acid	mycotoxin			6.36, 1.77	57.33	1.36, 0.40	2.40	35.97	46.35	35.26	6.07	90.72	21.68	79.98	5.35	85.37	96.23	7.23	33.71	28.79	96.06	70.30	92.14	69.50	31.57	95.34	93.64	87.87	70.48	35.15	77.39	99.68	22.47	66.10	48.57	3.66	97.45	2.46
BRD-K75532464	CP	FTI-276	farnesyltransferase inhibitor	FNTA, FNTB		3.57, 2.27	57.33	0.58, 0.22	71.30	53.36	28.56	65.43	3.31	10.72	17.61	83.63	46.75	90.13	82.94	61.30	63.14	76.04	66.07	40.75	90.87	37.94	34.80	92.50	89.75	76.17	98.03	40.91	23.35	29.78	40.56	9.71	67.63	46.54	69.53	0.32
BRD-A04706586	CP	bucladesine	adenosine receptor agonist, cAMP stimulant, vasodilator	PRKACA		5.52, 1.62	57.31	0.68, 0.18	77.94	36.05	22.41	35.71	50.63	57.14	20.58	73.55	8.55	90.80	43.78	30.64	65.33	88.89	18.41	90.92	96.37	70.73	41.18	54.56	81.43	77.63	96.12	38.19	40.15	29.31	57.47	94.26	72.51	92.99	79.92	29.16
BRD-K45446451	CP	JZL-184	monoacylglucerol lipase inhibitor	MGLL		3.90, 1.95	57.26	1.31, 0.39	55.70	86.93	68.39	47.58	69.55	10.28	58.81	75.33	10.50	77.08	25.50	86.09	80.26	80.12	15.15	53.98	77.28	49.43	44.88	96.84	73.09	22.98	88.80	48.48	31.88	46.08	17.30	48.51	69.49	99.33	62.64	18.97
BRD-K87142802	CP	veliparib	PARP inhibitor, DNA repair enzyme inhibitor	PARP1, PARP2	PARP inhibitor	4.87, 2.60	57.25	1.06, 0.25	61.33	40.47	25.18	81.69	26.54	79.78	2.23	62.60	48.51	98.52	69.43	45.97	59.03	44.40	78.77	63.62	91.99	55.47	8.58	78.84	90.15	54.15	92.09	18.51	50.39	96.50	21.86	92.43	43.76	31.65	86.69	0.39
BRD-K46142322	CP	RS-67333	serotonin receptor partial agonist	HTR4		5.19, 1.62	57.23	1.17, 0.35	89.23	97.30	65.92	85.14	71.03	44.78	44.38	17.87	15.92	27.11	75.97	87.37	44.29	6.22	31.84	27.49	91.43	15.23	81.22	89.67	68.84	53.23	73.57	50.42	86.87	61.23	35.99	52.96	78.23	46.80	98.41	13.44
BRD-K64402243	CP	ivachtin	caspase inhibitor	CASP3		4.87, 2.92	57.23	1.60, 0.39	96.15	96.64	98.77	1.71	65.34	51.52	70.81	54.04	16.20	26.55	12.98	22.06	76.68	93.24	6.84	63.81	90.78	15.30	86.06	66.95	33.21	20.69	74.09	4.47	82.10	23.43	60.41	78.13	21.72	96.55	50.89	3.27
BRD-K91243525	CP	SR-142948	neurotensin receptor antagonist	NTSR1		7.47, 2.92	57.15	1.27, 0.38	80.44	66.40	54.93	5.35	37.87	56.46	3.49	15.66	11.59	87.40	13.72	14.85	59.80	99.86	25.57	88.08	97.21	43.09	78.92	83.43	33.07	58.34	94.09	53.55	80.23	57.83	19.98	85.54	77.30	96.51	52.07	-5.50
BRD-K29668683	CP	BD-1063	sigma receptor antagonist	SIGMAR1	Sigma receptor antagonist	5.19, 3.57	57.13	1.31, 0.28	86.20	50.42	83.11	72.49	-10.99	85.64	55.67	85.25	94.31	83.22	42.27	3.85	82.72	76.17	58.60	48.53	83.50	6.78	42.76	41.04	79.21	48.61	98.10	41.63	47.39	8.60	6.80	89.21	65.75	78.87	31.63	-4.01
BRD-K71003802	CP	hippeastrine	plant alkaloid with cytotoxic effects on some human tumor cell lines			3.90, 1.62	57.05	0.90, 0.28	53.89	92.79	77.51	84.72	16.98	-5.40	51.14	65.54	-10.29	67.53	97.98	60.20	64.82	88.91	80.95	28.61	2.82	6.67	8.01	51.45	77.96	81.53	62.47	26.14	69.41	67.61	39.71	32.45	13.07	83.75	14.46	-1.44
BRD-K52989797	CP	clomipramine	serotonin transporter (SERT) inhibitor, dopamine transporter (DAT) inhibitor, norepinephrine transporter (NET) inhibitor	SLC6A4, SLC6A2, CYP2C19, GSTP1, HTR2A, HTR2B, HTR2C, SLC6A3	Tricyclic antidepressant	5.52, 2.92	57.03	0.86, 0.22	59.46	52.58	42.75	16.47	88.41	58.71	55.32	92.71	-11.98	87.37	33.81	87.15	88.51	38.29	81.27	37.33	76.80	62.93	36.00	80.28	79.11	10.19	74.11	27.70	55.35	33.28	93.52	44.74	91.92	36.89	21.10	99.26
BRD-K46678324	CP	RHO-kinase-inhibitor-II	ROCK inhibitor		Rho associated kinase inhibitor	3.53, 1.77	57.02	0.91, 0.23	52.04	18.46	13.55	57.96	38.34	72.22	14.94	42.96	13.64	90.75	11.48	80.55	53.36	57.18	56.86	62.81	81.04	55.04	39.95	79.61	92.08	37.37	84.13	25.69	90.50	99.93	89.36	91.21	30.39	88.69	66.88	29.47
BRD-K16664969	CP	GTP-14564	FLT3 inhibitor, tyrosine kinase receptor inhibitor	FLT3, CSF1R, KIT, PDGFRB		5.19, 3.25	57.00	0.93, 0.17	54.91	4.16	11.50	74.09	48.13	72.50	75.39	31.50	99.37	35.07	40.52	45.20	99.40	88.87	5.81	96.72	75.63	38.67	34.36	82.49	55.95	65.78	67.64	98.52	64.89	36.48	17.86	58.04	89.84	49.48	46.63	84.12
BRD-A44008656	CP	doxylamine	histamine receptor antagonist	HRH1, CHRM1		6.49, 4.22	56.99	0.36, 0.09	81.94	34.66	17.96	75.25	41.84	69.54	57.36	52.38	20.03	85.00	28.22	43.66	58.70	83.10	54.37	68.40	95.21	56.62	23.02	59.72	60.22	16.65	70.89	51.67	2.18	69.20	48.76	95.25	64.74	56.16	59.80	-2.04
BRD-A79672927	CP	tropicamide	acetylcholine receptor antagonist, anticholinergic	CHRM3, CHRM4, CHRM1, CHRM2		6.01, 2.47	56.97	1.06, 0.39	59.37	86.23	28.90	48.20	56.50	33.66	23.26	71.36	14.76	88.78	74.73	11.77	67.55	44.46	36.90	80.94	51.07	51.46	91.23	89.25	77.25	54.85	41.99	73.47	33.03	60.47	57.43	70.75	67.95	70.07	30.04	14.15
BRD-K88429204	CP	pyrimethamine	dihydrofolate reductase inhibitor, hexosaminidase stimulant, pharmacological chaperone, STAT inhibitor	DHFR, DHFRP1, HEXA, SLC47A1, STAT3	Dihydrofolate reductase inhibitor	7.14, 5.52	56.97	0.51, 0.06	80.72	25.19	81.80	84.42	84.71	42.91	90.40	13.32	29.31	33.04	22.72	56.73	89.07	97.63	9.18	92.14	91.28	44.08	99.99	57.20	3.52	11.78	44.78	43.02	92.57	36.37	44.42	69.97	64.13	83.04	37.03	92.29
BRD-K81847782	CP	scandenin	plant compound with antimicrobiial activity			14.10, 8.33	56.96	0.79, 0.17	97.82	99.51	91.08	55.43	84.41	12.85	50.34	97.78	5.22	22.72	-97.77	74.99	32.21	49.35	41.03	28.87	98.98	-0.81	56.14	96.88	31.76	18.90	92.81	33.76	57.78	83.83	96.48	11.89	92.10	70.08	95.22	64.20
BRD-K08998509	CP	fananserin	dopamine receptor antagonist, serotonin receptor antagonist	HTR2A, DRD4		8.77, 3.90	56.94	1.20, 0.42	95.63	93.66	98.52	2.68	-14.65	56.32	47.12	53.71	14.78	79.23	9.66	15.35	83.39	92.78	13.20	56.90	92.60	13.78	75.43	68.10	56.98	50.63	80.99	69.60	17.41	68.40	73.01	53.64	78.52	66.90	56.81	0.28
BRD-K35573744	CP	erbstatin-analog	EGFR inhibitor, tyrosine kinase inhibitor	EGFR		5.65, 3.89	56.93	1.30, 0.33	56.24	63.19	-10.53	5.29	25.84	94.96	24.01	70.24	6.33	97.53	81.21	84.13	87.46	57.62	3.14	27.01	93.88	24.57	4.58	84.55	99.54	6.94	80.87	44.54	85.53	68.86	55.93	68.94	3.69	16.85	18.34	98.41
BRD-K22010301	CP	JLK-6	gamma secretase inhibitor, antiamyloidogenic agent	PSEN1	Gamma secretase inhibitor	2.92, 0.97	56.92	1.88, 0.56	74.03	23.49	23.36	99.75	87.52	23.05	74.85	74.70	62.39	76.56	89.60	42.63	55.80	75.81	68.15	55.59	70.37	58.05	43.18	37.75	36.49	9.05	88.89	-36.20	98.31	12.09	46.13	74.96	16.09	9.36	23.19	98.63
BRD-K78280988	CP	anandamide	cannabinoid receptor agonist, potassium channel blocker, TRPV agonist	CNR1, CNR2, TRPV1, CACNA1G, CACNA1H, CACNA1I, GLRA1, GPR119, GPR18, GPR55, KCNA2, KCND3, KCNK3, KCNK9, TRPM8	Cannabinoid receptor agonist	5.19, 2.92	56.90	0.77, 0.25	83.74	64.98	34.22	4.84	80.08	41.64	39.63	22.69	10.69	91.11	-17.01	63.14	65.37	95.49	-6.74	59.23	91.81	15.16	97.40	72.57	43.14	72.43	86.61	56.73	5.28	37.44	31.90	95.30	57.07	48.41	76.82	0.53
BRD-K48168960	CP	propylthiouracil	thyroperoxidase inhibitor	TPO, DIO1		12.01, 8.48	56.88	1.72, 0.64	41.71	60.89	89.68	0.11	10.64	27.77	35.95	50.99	99.02	75.43	55.25	47.88	99.99	60.88	23.60	99.37	78.22	21.84	67.47	75.12	40.51	95.01	29.31	96.30	58.51	54.21	24.20	0.78	63.43	76.79	83.97	7.48
BRD-K10860596	CP	granisetron	serotonin receptor antagonist	HTR3A, CYP3A5		7.14, 2.27	56.87	1.49, 0.36	-1.37	42.23	26.33	63.13	7.05	5.86	40.62	91.70	25.57	83.93	96.72	18.82	70.78	-45.35	60.29	71.90	79.63	10.89	7.80	9.60	88.41	99.58	55.15	75.48	58.59	22.17	91.47	89.18	95.29	3.56	72.25	9.40
