#1.3
2429	29	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A58048407-summary	BRD-K21680192-summary	BRD-A26711594-summary	BRD-K13646352-summary	BRD-K78485176-summary	BRD-A65280694-summary	BRD-K67080878-summary	BRD-A24228527-summary	BRD-A64977602-summary	BRD-A19736161-summary	BRD-K77771411-summary	BRD-K52020312-summary	BRD-K35960502-summary	BRD-K85606544-summary	BRD-A01787639-summary	BRD-K81528515-summary	BRD-K18895904-summary	BRD-K91263825-summary	BRD-K05395900-summary	BRD-K76775527-summary	BRD-K28912512-summary	BRD-A03623303-summary	BRD-K07237224-summary	BRD-K02113016-summary	BRD-K76810206-summary	BRD-K15502390-summary	BRD-K44353683-summary	BRD-K74141488-summary	BRD-A53576514-summary
BRD-A39230911	CP	chlorphensin	muscle relaxant			6.53, 4.08	52.24	0.85, 0.26	95.24	82.84	92.51	49.69	55.54	99.86	6.65	53.60	13.99	15.81	7.51	97.34	2.96	12.52	97.79	59.45	39.37	47.52	85.87	98.68	90.13	52.24	47.50	-0.04	-0.88	95.74	23.21	18.62	58.54
BRD-K06335600	CP	tizanidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, CYP1A2, NISCH		6.12, 3.27	52.17	1.50, 0.47	7.48	64.13	93.49	58.19	52.17	39.46	51.74	-18.12	61.99	92.68	92.27	87.29	2.75	9.66	94.33	13.09	-73.32	16.88	77.38	3.49	75.62	57.08	60.16	24.90	1.59	99.89	41.55	40.01	76.40
BRD-K43330982	CP	JTE-013	lysophospholipid receptor antagonist	S1PR2, P2RY10		7.69, 4.23	52.13	0.72, 0.19	10.10	37.78	52.13	20.34	96.52	10.81	62.85	53.30	7.53	90.05	57.80	29.49	38.01	42.44	84.46	90.39	95.94	24.49	-6.18	71.79	19.09	52.26	18.71	58.17	84.22	6.71	55.29	93.43	20.04
BRD-A99833829	CP	bethanechol	acetylcholine receptor agonist	CHRM2, CHRM1, CHRM3, CHRM4		4.49, 1.22	52.08	1.18, 0.32	77.02	92.66	36.26	25.19	79.15	45.67	18.56	-28.67	8.31	91.46	59.50	81.30	6.65	9.88	90.96	93.21	21.69	19.56	89.38	77.69	52.08	28.43	61.75	95.60	48.34	83.91	38.31	83.14	0.00
BRD-K17743125	CP	belinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	3.46, 0.77	52.08	1.84, 0.53	32.28	97.96	23.76	69.05	46.74	30.82	78.94	-18.29	30.22	9.85	15.68	97.37	81.89	90.28	96.35	98.63	61.42	84.70	11.13	34.50	78.05	29.94	71.06	1.16	5.02	41.05	78.55	52.08	75.70
BRD-K51677086	CP	erythromycin	NFkB pathway inhibitor, 50S ribosomal subunit inhibitor, motilin receptor agonist, RPLV inhibitor	CYP3A4, MLNR		4.62, 1.92	52.06	1.31, 0.32	97.91	56.17	76.37	31.12	95.35	73.28	30.88	27.57	20.52	37.08	44.83	79.71	2.89	52.06	54.02	86.99	89.51	67.29	97.08	30.99	45.89	91.62	12.44	2.23	22.75	78.42	8.34	76.80	32.62
BRD-A78360835	CP	cercosporin	photoactivated to produce toxic reactive oxygen species, PKC inhibitor			6.12, 3.27	52.04	2.96, 0.78	71.60	97.82	96.12	89.17	69.49	26.97	1.55	-12.50	53.52	38.44	52.04	85.33	99.30	96.91	-81.67	100.00	86.06	84.93	29.02	33.48	51.11	17.47	78.24	0.00	10.57	21.88	6.15	57.93	27.90
BRD-K16664969	CP	GTP-14564	FLT3 inhibitor, tyrosine kinase receptor inhibitor	FLT3, CSF1R, KIT, PDGFRB		4.23, 1.92	51.96	0.93, 0.17	98.99	15.12	17.31	86.96	2.95	89.60	80.33	38.42	76.08	79.77	56.36	66.85	44.92	22.86	81.74	15.33	51.96	32.35	41.16	92.22	19.23	50.12	8.36	-34.57	66.29	45.45	62.44	90.85	95.57
BRD-K89839824	CP	raltitrexed	thymidylate synthase inhibitor, pyrimidine antagonist	TYMS, FPGS	Thymidylate synthase inhibitor	3.08, 0.38	51.96	0.86, 0.26	58.47	53.45	27.63	50.83	72.01	41.47	93.63	86.29	22.10	84.72	51.66	69.82	65.59	20.22	34.77	79.60	28.31	32.60	44.06	51.96	79.66	67.81	27.69	1.90	33.98	94.25	52.46	73.97	12.26
BRD-A80017228	CP	bendroflumethiazide	sodium/potassium/chloride transporter inhibitor, thiazide diuretic	SLC12A3, CA1, CA2, CA4, KCNMA1, SLC12A1		8.08, 3.46	51.91	0.55, 0.09	76.25	48.51	23.05	10.65	59.55	12.86	8.17	98.00	50.38	26.48	38.23	28.37	6.85	-3.35	90.21	61.35	84.28	38.56	88.22	96.90	24.31	51.91	57.89	91.80	88.27	83.42	34.55	88.97	66.47
BRD-A49358627	CP	ciprofibrate	PPAR receptor agonist, lipase clearing factor inhibitor	PPARA, LPL		5.38, 3.08	51.89	1.09, 0.34	47.94	-20.12	34.28	61.06	54.57	-8.62	22.02	54.47	1.09	-9.40	25.54	76.22	-7.89	1.34	97.94	3.20	76.52	4.20	58.19	98.01	69.11	92.34	54.19	88.72	-7.10	61.79	51.89	99.15	8.87
BRD-K46137903	CP	prednicarbate	corticosteroid agonist, immunosuppressant, phospholipase activator	NR3C1, PLA2G1B	Glucocorticoid receptor agonist	3.08, 1.54	51.87	1.38, 0.64	38.19	65.99	90.11	48.89	52.98	16.82	20.91	51.87	34.99	59.34	44.71	62.26	4.23	72.85	14.51	55.98	7.09	4.93	51.02	72.01	54.94	60.73	86.35	6.08	45.81	34.37	54.38	97.29	86.30
BRD-K28863208	CP	PNU-282987	acetylcholine receptor antagonist	CHRNA7		4.23, 1.92	51.84	0.78, 0.19	51.84	27.00	45.01	18.55	29.16	21.07	48.95	83.31	57.87	57.38	61.79	54.75	0.00	12.77	80.13	9.25	45.31	25.35	75.15	91.46	51.08	67.34	23.41	92.09	52.59	69.21	48.45	92.83	75.18
BRD-K95992530	CP	Cyclo-[Arg-Gly-Asp-D-Phe-Val]	integrin antagonist	ITGAV, ITGB3		3.46, 0.38	51.82	0.75, 0.14	67.02	25.90	51.82	25.34	63.09	6.95	75.92	45.61	57.44	61.18	12.74	9.33	0.00	21.37	63.53	15.08	72.86	82.62	45.13	83.41	17.93	88.01	18.10	2.22	78.37	16.91	58.96	75.48	86.72
BRD-K79145749	CP	dibenzepin	norepinephrine reuptake inhibitor			6.15, 2.69	51.80	0.90, 0.27	85.61	79.95	95.71	38.40	83.31	30.19	99.72	50.05	81.71	18.24	93.36	66.10	12.01	12.80	97.60	4.48	85.74	48.53	51.80	64.59	82.08	34.34	71.38	-82.77	-0.68	33.33	44.56	48.47	91.76
BRD-K81272440	CP	dantrolene	calcium channel antagonist	RYR1, RYR3		5.00, 3.08	51.79	0.70, 0.14	54.28	66.23	46.50	37.08	87.50	4.05	47.55	85.88	41.21	51.79	44.14	27.99	2.36	1.69	86.17	13.06	89.91	75.21	49.69	81.28	36.75	37.42	68.82	5.64	68.10	89.58	59.27	92.50	72.02
BRD-A44448661	CP	pentobarbital	GABA receptor modulator	GABRA1, CHRNA4, CHRNA7, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B		5.71, 2.86	51.77	1.23, 0.52	61.90	51.04	81.40	16.67	81.12	78.05	22.09	36.75	13.19	83.83	82.17	51.77	-2.75	23.27	66.25	7.18	80.49	33.25	91.35	28.12	86.52	38.68	34.49	-0.04	54.92	57.58	52.33	34.87	65.94
BRD-A19736161	CP	ondansetron	serotonin receptor antagonist	HTR3A, CYP2D6, CYP3A5, HTR1A, HTR1B, HTR3B, HTR4, OPRM1		6.92, 3.46	51.75	0.45, 0.02	85.88	34.77	38.42	25.36	51.75	51.05	9.30	35.00	17.69	99.99	51.69	92.89	1.62	26.50	94.00	32.33	96.97	58.68	86.90	68.21	82.60	56.11	55.22	87.11	42.10	80.94	34.79	73.15	34.09
BRD-K46469693	CP	SCH-442416	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3		6.54, 2.69	51.73	0.95, 0.22	3.09	95.46	93.17	20.49	90.78	42.92	-0.95	-32.45	28.72	30.84	27.48	87.41	12.90	61.25	74.85	65.90	93.98	59.84	20.34	90.55	66.07	97.36	51.73	-1.81	18.83	15.82	64.95	23.35	96.58
BRD-K10705233	CP	GW-405833	cannabinoid receptor agonist	CNR2	Cannabinoid receptor agonist	8.08, 4.23	51.71	0.10, 0.01	58.68	46.16	74.85	95.48	17.41	7.76	11.19	31.43	12.99	52.30	27.41	62.79	97.64	93.87	34.73	99.96	35.91	94.68	51.79	70.06	23.91	76.49	12.71	18.11	78.38	32.18	51.71	60.59	24.13
BRD-K73982490	CP	BI-78D3	JNK inhibitor	MAPK8		5.77, 3.08	51.69	1.74, 0.51	43.57	85.69	98.36	37.09	29.14	89.24	16.42	25.52	21.51	60.52	56.94	56.25	65.10	31.18	75.78	74.08	63.39	49.44	25.10	78.22	74.25	39.15	51.69	-62.26	0.32	25.02	84.03	13.49	99.25
BRD-A70407468	CP	PSB-36	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3		5.71, 2.04	51.63	1.01, 0.23	49.00	54.34	46.96	84.70	40.52	71.88	21.41	19.60	69.61	99.81	90.50	92.88	14.52	88.63	39.99	25.43	83.09	83.13	79.79	38.05	16.49	60.38	33.04	-64.27	46.92	80.25	51.63	28.38	64.68
BRD-K61217870	CP	n-(3-acetamidophenyl)-3-chlorobenzamide	glutamate receptor inhibitor	GRM5		6.15, 3.85	51.63	0.99, 0.22	80.40	-4.09	2.61	20.90	-41.24	58.77	73.49	90.24	8.62	83.23	55.02	48.60	-3.88	-7.32	75.76	11.53	65.91	-26.20	99.12	47.67	-88.90	30.53	50.12	58.46	60.83	93.32	51.63	59.69	91.69
BRD-K38615104	CP	A-443644	AKT inhibitor	AKT1, AKT2, AKT3, CDC42BPB, GSK3B, PHKG1, PKIA, PRKACA		7.31, 3.08	51.60	2.41, 0.84	33.31	99.08	23.41	24.44	96.97	42.95	79.55	-36.45	5.51	90.26	60.23	89.12	3.21	66.21	98.59	93.71	85.28	50.83	37.01	79.66	93.76	78.84	84.95	-97.02	-2.70	1.20	30.07	51.60	49.53
BRD-K70914287	CP	BIBX-1382	EGFR inhibitor, tyrosine kinase inhibitor	EGFR, ERBB2	EGFR inhibitor	8.85, 3.46	51.59	1.45, 0.41	26.19	52.85	38.83	96.83	50.78	33.02	2.44	39.31	16.11	7.09	25.98	54.54	83.72	99.05	92.15	98.59	63.50	98.17	9.45	19.65	77.40	67.79	38.56	-1.67	97.02	56.62	51.59	13.50	65.04
BRD-K06712146	CP	YM-90709	IL5 inhibitor, interleukin receptor antagonist	CSF2RB, IL5RA		4.62, 2.69	51.58	1.00, 0.31	98.03	79.61	88.68	65.29	99.58	8.32	7.61	60.04	29.61	58.73	37.67	80.24	57.26	44.45	21.27	93.76	80.52	34.39	17.93	77.76	25.70	33.70	82.55	-0.56	9.53	39.87	26.36	75.40	51.58
BRD-A50764878	CP	MDL-73005EF	serotonin receptor antagonist, serotonin receptor partial agonist	HTR1A		5.31, 2.04	51.52	0.63, 0.07	41.32	10.78	13.81	65.22	51.50	88.52	48.69	82.73	62.46	91.83	39.41	89.59	7.45	15.72	77.00	36.02	97.66	10.55	75.30	32.47	51.52	62.26	33.09	10.42	64.33	76.66	76.22	77.28	29.67
BRD-K04546108	CP	JAK3-inhibitor-VI	JAK inhibitor	JAK3	JAK inhibitor	4.62, 2.69	51.51	1.86, 0.65	5.36	97.92	68.78	83.22	69.69	72.16	3.06	-50.22	3.45	48.30	95.50	87.74	83.39	55.86	12.54	99.82	-14.64	23.54	34.43	36.03	54.09	60.96	51.51	-11.75	-8.63	0.00	83.62	54.16	-3.66
BRD-K99922388	CP	DPO-1	potassium channel blocker	KCNA5	Potassium channel blocker	4.08, 1.22	51.51	1.20, 0.36	96.97	7.63	4.85	38.26	74.20	80.32	9.98	51.51	11.39	74.50	64.72	97.39	16.56	28.46	90.00	5.61	89.14	41.74	64.03	80.98	75.47	35.03	67.35	10.82	8.96	76.71	49.39	86.19	46.74
BRD-K11129031	CP	gemfibrozil	lipase clearing factor inhibitor, lipoprotein lipase activator, PPAR receptor agonist	PPARA, CYP2C8, LPL, SLCO1B1, SLCO1B3, SLCO2B1		2.45, 2.04	51.48	0.83, 0.24	35.95	10.25	94.88	8.95	70.90	85.68	4.79	87.79	85.25	43.05	82.38	51.48	-1.20	1.09	80.35	1.66	75.59	16.55	72.40	42.99	57.54	52.57	45.84	65.18	4.82	91.12	49.72	43.11	78.07
BRD-K15409150	CP	penfluridol	dopamine receptor antagonist, T-type calcium channel blocker	CACNA1G, DRD1, DRD2	T-type calcium channel blocker	8.08, 3.85	51.47	1.57, 0.35	70.73	78.71	95.00	95.92	60.56	-20.43	28.36	21.03	17.09	21.11	21.30	89.09	98.39	96.19	78.12	99.96	79.98	97.99	27.16	52.98	46.62	20.97	6.72	-8.32	59.37	51.47	26.19	22.51	16.02
BRD-K16277217	CP	piperacetazine	antipsychotic			6.54, 4.23	51.45	1.14, 0.31	39.54	23.75	3.10	21.14	37.20	50.51	51.45	79.94	20.53	35.23	90.46	75.86	1.73	58.03	81.96	16.81	47.40	45.27	82.58	89.24	92.28	89.93	22.92	98.63	91.31	96.11	47.80	99.74	79.84
BRD-A73581086	CP	ergometrine	adrenergic receptor stimulatant, serotonin receptor stimulant	ADRA1A, HTR1E, HTR2A		4.23, 0.77	51.44	0.98, 0.39	5.14	35.62	58.69	35.22	75.22	27.67	54.77	82.34	33.61	74.29	78.48	45.35	10.63	1.90	75.04	3.03	93.55	21.42	49.53	69.75	51.44	46.77	58.53	0.85	39.45	67.02	86.56	94.97	58.41
BRD-K28115081	CP	apafant	platelet activating factor receptor antagonist	PTAFR		6.54, 3.46	51.43	1.13, 0.28	83.37	-29.61	5.33	11.72	46.37	51.43	38.63	54.25	5.71	78.78	66.34	88.63	9.01	-0.86	65.71	-5.18	66.72	30.68	40.75	98.45	59.56	30.05	11.38	75.74	92.06	68.60	37.20	68.60	59.40
BRD-K75615183	CP	talipexole	adrenergic receptor agonist, dopamine receptor agonist, dopamine autoreceptor agonist, serotonin receptor antagonist	DRD2, HTR3A		8.85, 2.69	51.40	0.89, 0.22	66.35	11.69	23.58	29.16	56.06	97.26	64.28	49.80	18.47	98.68	98.68	97.00	1.76	40.43	-34.93	25.34	42.47	36.39	98.70	84.16	49.44	83.89	27.35	32.13	51.40	95.75	82.46	92.27	88.03
BRD-K22828899	CP	TUL-XXI039	serine/threonine kinase inhibitor			6.12, 3.27	51.37	1.26, 0.35	28.92	9.34	58.22	19.79	95.18	-3.91	77.10	76.15	6.39	95.42	88.80	73.75	-2.04	-1.66	81.80	5.92	41.72	-4.28	94.79	51.37	83.77	34.29	74.24	92.50	17.29	89.40	86.36	34.72	3.70
BRD-K03670461	CP	tyrphostin-AG-82	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR, LCK		3.08, 2.31	51.36	0.80, 0.15	67.03	-37.39	5.56	31.80	2.78	16.64	93.12	51.36	5.88	92.00	73.38	13.28	28.50	57.92	-29.37	56.63	75.88	14.84	82.52	69.30	36.41	32.31	23.52	85.54	77.41	79.39	69.27	82.00	-30.54
BRD-K15592317	CP	CP466722	ATM kinase inhibitor	ATM		6.54, 2.69	51.34	2.06, 0.59	57.33	53.15	60.22	98.87	89.04	17.68	8.60	-37.92	66.20	49.84	81.70	88.81	83.61	60.65	97.02	99.60	72.04	50.90	26.77	25.35	55.88	51.34	7.01	-88.70	8.39	38.29	26.29	36.03	34.09
BRD-A39415247	CP	norethisterone	ovulation inhibitor	PGR	Progesterone receptor agonist	5.38, 2.31	51.33	0.76, 0.27	42.81	59.51	55.60	14.86	56.01	8.43	10.10	24.19	34.97	5.08	92.80	30.45	3.00	51.33	78.50	85.83	37.47	88.19	75.57	47.10	76.31	94.08	63.61	1.83	19.70	55.53	8.12	54.25	98.67
BRD-K62810658	CP	PD-98059	MEK inhibitor, MAP kinase inhibitor	MAP2K1, AKT1, CHEK1, GSK3B, LCK, MAP2K2, MAPK1, MAPK11, MAPK12, MAPK14, MAPK3, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1	MEK inhibitor	2.31, 0.00	51.32	0.90, 0.23	20.23	31.95	67.58	1.46	68.66	30.21	76.66	59.15	11.84	77.08	26.34	54.81	-67.89	72.97	77.37	2.64	32.86	49.44	64.98	26.58	86.53	61.66	33.37	72.16	16.67	66.36	38.28	51.32	60.25
BRD-A87479750	CP	tenidap	cyclooxygenase inhibitor, lipoxygenase inhibitor, prostanoid receptor antagonist	ALOX5, KCNJ4, PTGS1		5.00, 1.92	51.30	0.78, 0.24	49.56	61.56	90.27	26.91	87.38	64.77	40.53	68.01	72.89	8.58	66.47	86.34	3.57	-9.05	87.26	-83.70	-51.24	17.27	17.91	83.12	15.53	57.74	51.30	1.02	39.62	76.08	85.55	66.01	47.49
BRD-K04111260	CP	raclopride	dopamine receptor antagonist	DRD2, DRD3, HTR1A		4.62, 3.08	51.29	0.45, 0.08	34.60	-8.89	59.55	23.53	69.69	30.82	-11.08	69.69	61.68	65.24	3.57	51.29	1.57	4.27	87.67	7.37	91.91	21.72	55.73	73.04	77.61	46.19	81.65	55.39	68.98	49.50	32.08	86.70	49.31
BRD-A65767837	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	4.08, 2.45	51.28	1.58, 0.39	57.98	92.94	93.80	31.05	82.16	86.54	5.71	-51.88	44.11	80.99	4.58	69.15	7.12	67.29	-92.52	93.68	67.67	20.45	84.49	26.12	97.57	51.28	79.05	-29.35	5.04	-23.09	20.15	22.93	62.51
BRD-K11373525	CP	ZD-7155	angiotensin receptor antagonist	AGTR1	Angiotensin receptor antagonist	4.23, 1.15	51.23	1.28, 0.45	13.15	84.24	99.12	35.71	95.08	-7.51	92.96	-82.64	51.23	28.51	88.49	90.59	0.00	1.62	92.92	29.84	92.23	11.40	12.54	38.93	89.86	71.12	56.95	-37.35	-15.16	3.96	63.95	79.90	75.63
BRD-K16444452	CP	ibudilast	phosphodiesterase inhibitor, leukotriene receptor antagonist, toll-like receptor antagonist, macrophage migration inhibiting factor inhibitor, macrophage migration inhibiting factor modulator, mediator release inhibitor, nitric oxide synthase inhibitor	PDE4A, PDE4B, PDE4C, MIF, PDE10A, PDE3A, PDE4D, TLR4, CYSLTR1, IL1B, IL6, PDE11A, PDE5A		7.31, 3.08	51.20	0.76, 0.13	95.75	51.53	0.02	49.05	30.98	74.88	82.54	64.44	57.56	94.03	46.43	37.05	-2.43	1.41	68.06	-1.41	51.20	21.24	25.12	86.76	73.96	88.87	15.10	-86.92	46.42	65.14	15.80	80.50	72.44
BRD-K42098891	CP	protriptyline	tricyclic antidepressant (TCA)	SLC6A2, SLC6A4	Tricyclic antidepressant	5.38, 3.08	51.20	1.17, 0.33	39.48	12.94	78.91	64.43	98.84	45.89	3.56	73.39	36.66	10.20	13.92	51.20	3.53	65.36	90.79	5.14	99.12	91.27	12.62	89.44	54.98	23.26	56.35	1.94	75.60	14.62	38.04	91.93	84.81
BRD-K05104363	CP	PD-184352	MEK inhibitor, MAP kinase inhibitor	MAP2K1, MAP2K2, MAP3K1, MAP3K2	MEK inhibitor	4.62, 1.15	51.19	1.43, 0.49	36.96	67.73	5.29	60.28	31.69	14.88	52.64	4.12	31.89	93.58	20.02	82.72	32.26	95.38	93.45	94.83	66.64	22.10	82.43	35.46	19.15	21.04	67.90	70.53	40.70	72.85	44.50	51.19	58.35
BRD-K93461745	CP	buspirone	serotonin receptor agonist, serotonin receptor partial agonist	HTR1A, DRD2		3.85, 1.15	51.19	0.68, 0.15	58.01	6.73	51.91	12.09	51.19	24.53	30.81	79.53	81.90	13.37	32.60	33.73	1.30	24.27	94.72	2.64	95.68	15.68	90.36	81.40	7.61	43.49	42.07	82.28	81.10	79.14	73.12	85.73	68.40
BRD-K03842655	CP	penitrem-a	potassium channel blocker	KCNMA1		5.77, 3.08	51.18	0.89, 0.24	51.18	45.32	38.62	75.28	80.70	33.57	9.14	27.14	45.21	5.77	3.63	38.36	93.34	83.89	49.00	99.54	68.53	91.11	30.76	69.23	89.60	88.05	15.20	0.88	95.38	46.56	60.44	88.91	73.27
BRD-A47598013	CP	citalopram	serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, SLC6A2		6.92, 3.85	51.17	1.09, 0.23	45.60	76.64	67.90	20.31	97.21	90.72	51.17	69.30	33.55	82.51	58.44	35.04	0.11	22.45	33.83	18.15	97.12	85.71	34.48	27.52	87.84	53.69	3.59	-33.30	23.28	46.42	54.42	78.71	87.46
BRD-K48869804	CP	icilin	TRPA1 agonist, TRPM8 agonist	TRPA1, TRPM8		4.23, 1.92	51.17	0.57, 0.14	77.13	71.76	32.67	23.67	94.79	53.25	84.32	49.09	24.26	58.85	32.07	67.60	8.13	64.56	39.14	31.47	50.80	24.49	92.04	19.46	74.24	86.59	26.44	-0.49	51.17	89.20	48.20	73.24	79.64
BRD-A90311807	CP	cilastatin	dehydropeptidase inhibitor	DPEP1		5.77, 3.08	51.16	0.95, 0.34	7.05	33.30	98.11	18.21	55.19	62.89	51.16	94.44	38.68	18.43	13.75	36.57	-56.45	2.57	93.37	-3.79	88.07	29.73	27.17	99.45	24.17	69.37	76.57	58.54	64.36	81.87	62.77	85.05	51.12
BRD-K54665485	CP	R-59022	diacylglycerol kinase inhibitor, protein kinase inhibitor	DGKA		7.76, 4.90	51.14	1.57, 0.51	51.14	51.44	97.85	53.12	86.77	99.75	5.46	26.74	11.95	99.68	8.23	89.22	34.62	29.35	90.42	33.86	95.59	48.63	23.26	76.69	62.50	99.28	24.30	-50.40	17.33	32.66	64.82	20.18	69.23
BRD-K83144676	CP	olmesartan	angiotensin receptor antagonist, angiotensin antagonist	AGTR1		8.44, 4.89	51.14	1.99, 0.48	24.72	15.56	7.14	27.48	27.15	91.05	48.05	18.17	20.36	98.15	92.29	98.12	5.71	23.06	29.30	67.22	96.80	0.14	99.71	79.23	34.70	72.08	77.90	59.58	51.14	98.59	95.75	65.35	22.23
BRD-A89175223	CP	bisoprolol	adrenergic receptor antagonist	ADRB1, ADRB2		3.85, 1.92	51.11	0.41, 0.05	72.53	17.42	53.06	13.67	90.03	31.15	30.63	59.80	19.11	95.68	83.06	97.78	4.19	15.69	71.65	4.76	75.59	52.11	9.05	54.65	49.06	65.59	56.17	-59.62	51.11	66.95	51.01	45.52	36.16
BRD-K64157027	CP	ZD-2079	adrenergic receptor agonist, insulin sensitizer	ADRB3		7.69, 4.23	51.08	1.17, 0.34	35.32	11.04	83.15	52.20	62.48	18.22	-23.78	82.52	50.30	11.90	13.36	53.09	0.00	0.00	98.30	2.04	89.92	20.46	-77.75	98.84	96.86	90.62	74.51	99.86	32.92	60.52	76.55	21.68	51.08
BRD-K97764662	CP	PD-173074	FGFR inhibitor, VEGFR inhibitor	FGFR1, FGFR3, FGFR2, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB	FGFR inhibitor, VEGFR inhibitor	6.54, 1.92	51.07	1.28, 0.40	10.71	48.77	32.28	95.91	62.81	56.23	-22.67	47.36	11.91	7.51	5.11	60.61	83.37	96.37	65.46	93.77	53.88	84.65	26.09	82.30	41.25	22.84	46.85	95.61	89.81	51.07	23.05	29.27	72.96
BRD-A07765530	CP	epinephrine	carbonic anhydrase activator, hormone, neurotransmitter	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF		2.86, 1.63	51.01	1.24, 0.66	9.77	87.61	20.87	63.84	90.76	26.82	56.12	80.96	18.11	41.50	21.73	30.33	51.01	58.47	75.81	87.87	67.79	49.98	84.47	17.87	46.77	29.06	86.80	84.09	0.00	75.39	27.13	0.49	69.12
BRD-A00758722	CP	noretynodrel	progestogen steroid hormone	PGR		5.38, 2.69	51.00	0.88, 0.28	9.49	94.06	89.10	14.79	96.18	15.54	95.44	-94.86	34.10	5.00	19.93	66.11	3.18	53.55	75.16	90.38	18.99	63.69	64.08	25.61	81.80	50.42	69.09	-5.78	-8.84	-24.10	51.00	57.08	55.01
BRD-A19195498	CP	trimipramine	adrenergic transmitter uptake inhibitor, dopamine receptor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor, serotonin uptake inhibitor, tricyclic antidepressant, tricyclic antidepressant (TCA)	SLC6A2, SLC6A4, SLC6A3, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR1D, HTR2A, HTR2C, HTR3A	Norepinephrine reuptake inhibitor, Tricyclic antidepressant	6.54, 5.00	50.89	1.33, 0.50	50.89	26.44	86.44	82.33	28.25	25.06	59.79	83.72	45.11	35.24	35.37	42.47	74.00	92.18	-57.58	26.77	78.43	98.63	27.34	22.87	57.80	0.00	30.44	-7.02	99.68	64.69	86.33	54.01	93.77
BRD-K11911061	CP	GR-127935	serotonin receptor antagonist	HTR1B, HTR1D, HTR1A, HTR2A, HTR2C, HTR1E, HTR1F, HTR2B, HTR6	Serotonin receptor antagonist	10.38, 5.77	50.88	1.34, 0.19	17.75	36.97	50.88	97.50	66.41	10.61	-8.42	-22.55	-2.22	41.01	8.42	51.11	97.85	97.89	95.06	99.86	76.79	98.17	14.41	96.51	58.88	27.52	25.49	0.00	83.85	6.87	66.96	98.16	22.16
BRD-K77695569	CP	tiabendazole	quinol-fumarate reductase inhibitor			3.08, 1.54	50.87	0.77, 0.14	50.87	47.37	3.16	25.96	7.34	14.96	76.17	64.64	1.59	90.30	28.72	42.95	2.79	6.78	74.84	37.74	50.20	33.97	70.54	67.53	70.65	94.38	60.44	91.74	60.25	69.01	58.86	94.95	39.63
BRD-K92817986	CP	BJM-CSC-19	compound cytotoxic to breast cancer stem cells			2.69, 1.15	50.87	0.58, 0.14	66.66	21.15	21.27	68.67	28.78	82.65	38.21	75.33	7.53	40.94	20.99	59.28	19.15	65.29	87.25	19.55	68.35	50.87	74.06	34.37	55.05	70.99	25.45	-0.03	31.77	81.24	77.52	81.34	41.61
BRD-K21520694	CP	sulfacetamide	antibiotic			8.98, 4.90	50.86	1.20, 0.33	54.43	61.62	0.42	8.73	26.14	49.86	70.56	99.07	46.14	39.63	39.17	65.37	0.78	0.35	90.94	-0.46	74.44	11.54	48.43	99.51	50.86	62.89	8.10	95.88	84.22	97.37	14.85	96.93	93.70
BRD-K86204871	CP	terconazole	cell wall synthesis inhibitor, sterol demethylase inhibitor		Sterol demethylase inhibitor	5.38, 1.92	50.85	0.58, 0.15	17.41	49.51	49.78	65.83	61.89	50.66	63.57	78.17	28.22	78.71	9.75	36.88	10.62	33.51	79.32	29.29	97.32	87.18	80.25	86.32	83.67	50.85	44.56	4.55	73.46	32.33	34.77	94.12	87.01
BRD-K26979635	CP	NS-3694	glutamate receptor antagonist	GRIK1		2.04, 0.41	50.84	1.36, 0.32	92.57	8.54	27.85	18.71	6.20	67.67	36.77	71.81	23.47	14.83	6.26	36.68	4.88	22.27	75.52	3.41	50.84	-2.54	82.38	62.85	-61.37	85.39	67.05	71.16	69.39	78.15	52.55	65.09	65.35
