#1.3
2429	14	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K73196317-summary	BRD-K45158365-summary	BRD-K81418486-summary	BRD-K56343971-summary	BRD-K72093121-summary	BRD-A09533288-summary	BRD-K40227168-summary	BRD-K29582115-summary	BRD-A24514565-summary	BRD-A56359832-summary	BRD-K41260949-summary	BRD-K71289571-summary	BRD-K53318339-summary	BRD-K13926615-summary
BRD-K52172416	CP	anastrozole	aromatase inhibitor	CYP19A1		10.32, 3.97	57.73	1.05, 0.39	78.23	54.59	8.05	19.30	96.23	99.37	70.52	94.74	30.83	60.87	-3.49	23.53	16.77	99.30
BRD-K33572481	CP	taurodeoxycholic-acid	bile acid		Bile acid	3.17, 1.59	57.72	1.15, 0.38	21.38	53.82	0.88	21.51	48.91	71.82	90.47	70.63	61.61	25.21	80.16	94.64	91.58	5.55
BRD-K55044200	CP	amoxicillin	cell wall synthesis inhibitor, PBPA inhibitor	SLC15A1		4.13, 1.65	57.70	1.64, 0.45	79.08	25.90	73.10	44.68	93.00	4.26	49.57	98.41	65.83	93.12	96.76	30.28	-34.90	42.79
BRD-A11605036	CP	thiocolchicoside	GABA receptor antagonist	GABRA1, GABRB2, GABRG2, GLRA1, GLRB		3.97, 3.97	57.62	1.44, 0.57	40.46	94.16	19.83	56.40	23.65	58.84	76.84	71.61	16.01	65.82	82.42	76.69	31.12	28.89
BRD-A85280935	CP	quinpirole	dopamine receptor agonist	DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C		6.61, 1.65	57.62	1.22, 0.32	57.95	17.90	5.64	57.29	86.94	97.24	88.39	68.15	98.74	34.88	67.88	51.79	44.64	17.37
BRD-K68246049	CP	TTNPB	RAR agonist, retinoid receptor agonist	RARB, RARA, RARG	Retinoid receptor agonist	4.76, 1.59	57.60	1.40, 0.33	16.73	21.24	0.00	86.99	54.52	95.42	91.31	41.09	60.68	20.08	75.66	90.57	95.82	14.31
BRD-K80672993	CP	M2-PK-activator	pyruvate kinase isozyme activator	PKM		6.35, 2.38	57.60	0.49, 0.08	33.96	24.49	12.10	38.79	73.59	86.61	73.58	58.79	93.17	12.42	92.91	56.40	30.94	63.78
BRD-A35588707	CP	teniposide	topoisomerase inhibitor, DNA inhibitor, DNA repair enzyme inhibitor, mitotic inhibitor	TOP2A, CYP3A5	Topoisomerase inhibitor	9.52, 5.56	57.57	2.61, 0.64	66.37	11.53	96.79	85.61	99.93	8.98	97.57	49.72	8.59	26.60	-91.17	48.40	65.42	69.38
BRD-K44899736	CP	RO-16-6941	monoamine oxidase inhibitor			2.38, 0.79	57.54	1.00, 0.28	71.32	24.87	5.32	79.03	78.20	26.16	80.96	89.57	26.60	37.17	41.03	59.42	65.61	55.66
BRD-K32744045	CP	disulfiram	aldehyde dehydrogenase inhibitor, DNA methyltransferase inhibitor, TRPA1 agonist	ALDH2, ALDH1A2, ALDH5A1, ALDH7A1, CYP2E1, DBH, DNMT1, TRPA1		4.50, 0.90	57.50	1.80, 0.52	97.48	1.76	97.64	0.42	94.48	28.21	75.81	25.32	83.08	96.46	-0.42	25.91	59.35	55.66
BRD-K67860401	CP	AR-A014418	glycogen synthase kinase inhibitor	GSK3B	Glycogen synthase kinase inhibitor	3.17, 2.38	57.46	0.88, 0.19	63.05	84.80	5.11	1.67	76.78	25.10	42.23	92.55	51.87	12.40	89.96	23.15	86.48	64.80
BRD-K48300629	CP	zonisamide	GABA receptor agonist, Sodium Channel  Blockers, T-type calcium channel blocker	CA1, CA12, CA7, SCN1A, CA10, CA11, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA8, CA9, CACNA1G, CACNA1H, CACNA1I, MAOA, MAOB, SCN11A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN9A		4.13, 1.65	57.45	0.80, 0.19	43.89	17.66	32.35	62.30	52.61	95.07	82.89	76.98	38.45	63.71	92.77	78.73	46.23	26.17
BRD-K88789588	CP	letrozole	aromatase inhibitor, estrogen receptor antagonist	CYP19A1		6.61, 4.96	57.45	0.50, 0.11	90.85	34.52	1.52	46.56	46.20	37.06	76.42	78.15	99.45	97.51	91.11	53.73	-14.94	61.17
BRD-K69600043	CP	thiethylperazine	dopamine receptor antagonist	DRD1, DRD2, DRD4	Dopamine receptor antagonist	3.97, 3.17	57.41	0.92, 0.26	53.97	68.29	5.11	34.74	45.50	64.70	63.75	57.64	20.23	30.14	99.05	57.19	84.04	69.68
BRD-A03623303	CP	metoprolol	adrenergic receptor antagonist	ADRB1, ADRB2		3.97, 3.17	57.39	0.89, 0.38	55.20	59.67	8.52	3.07	15.78	83.90	79.68	5.25	62.21	90.89	59.58	54.34	89.27	22.21
BRD-A31204924	CP	mitotane	antineoplastic agent	CYP11B1, CYP11A1, CYP3A4, ESR1, FDX1		6.35, 3.17	57.36	0.66, 0.11	40.10	47.23	2.30	69.31	43.89	92.59	74.58	-67.64	83.12	39.53	41.94	67.50	85.56	81.91
BRD-K92817986	CP	BJM-CSC-19	compound cytotoxic to breast cancer stem cells			4.76, 0.79	57.32	0.58, 0.14	72.84	96.05	5.69	88.54	59.89	21.47	69.61	36.17	54.75	23.88	32.63	63.48	62.95	47.00
BRD-K98157055	CP	SIB-1757	glutamate receptor antagonist	GRM5		2.38, 1.59	57.28	1.11, 0.28	39.24	18.47	80.51	66.17	85.55	8.84	21.90	53.64	85.72	93.13	34.50	24.95	60.93	85.65
BRD-K40892394	CP	AR-C133057XX	nitric oxide synthase inhibitor	NOS2, NOS1		7.94, 4.76	57.25	1.27, 0.33	63.64	24.87	-62.98	3.38	9.44	100.00	50.86	82.36	98.70	22.80	99.37	70.57	89.49	23.68
BRD-K63504947	CP	semaxanib	VEGFR inhibitor, angiogenesis inhibitor, FLT3 inhibitor, hepatocyte growth factor receptor inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, VEGFR antagonist	KDR, FLT1, KIT, PDGFRB, FGFR1, FLT3, MET, PDGFRA, RET		2.38, 1.59	57.20	1.01, 0.31	59.17	65.55	26.43	61.04	38.10	39.29	58.51	90.66	68.92	18.90	14.19	94.13	55.90	20.94
BRD-A67748489	CP	K3644	Kinesin-Like Spindle Protein  KIF11 (KSP, Eg5) Inhibitors, mitotic kinesin inhibitor	KIF11		7.14, 4.76	57.14	1.23, 0.36	91.42	63.69	0.42	-4.57	67.64	20.25	74.28	98.31	91.95	50.59	44.48	35.38	11.42	98.52
BRD-K82164249	CP	andarine	androgen receptor modulator	AR	Androgen receptor modulator	7.94, 3.97	57.14	1.08, 0.30	31.82	94.66	13.27	0.00	52.12	93.61	60.39	72.80	98.59	73.28	53.88	90.53	11.47	41.31
BRD-K94353609	CP	fluocinolone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist	4.96, 1.65	57.14	1.72, 0.78	4.69	17.74	27.22	20.59	95.42	62.87	74.17	77.03	51.40	6.59	84.99	98.69	70.11	10.98
BRD-A19661776	CP	mianserin	serotonin receptor antagonist, tetracyclic antidepressant	HTR2A, HTR2C, ADRA1A, ADRA1B, ADRA1D, HRH1, HTR2B, HTR6, HTR7, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD5, HRH2, HRH4, HTR1A, HTR1F, OPRK1, SLC6A2, SLC6A3, SLC6A4		3.97, 0.79	57.12	1.14, 0.30	48.70	76.24	50.28	85.06	96.34	32.30	90.62	69.95	52.50	61.74	49.72	13.38	74.61	48.68
BRD-K89708791	CP	rifaximin	50S ribosomal subunit inhibitor, DNA directed DNA polymerase inhibitor, PXR agonist, RNA synthesis inhibitor	NR1I2, CYP3A4		9.01, 4.50	57.11	1.88, 0.56	83.78	4.37	11.01	23.91	76.23	99.96	2.57	-3.35	91.95	66.64	97.54	11.07	96.66	47.58
BRD-K26429091	CP	J-104129	acetylcholine receptor antagonist	CHRM3		3.97, 1.59	57.07	1.17, 0.33	41.35	53.82	33.32	15.65	60.31	93.22	70.85	36.75	85.90	37.57	48.66	75.91	75.73	72.99
BRD-A18763547	CP	BAX-channel-blocker	cytochrome C release inhibitor	BAX		3.17, 2.38	57.06	2.48, 0.57	58.01	23.41	82.11	49.89	-5.32	90.75	94.25	-23.18	70.86	59.99	92.32	56.11	52.59	10.37
BRD-A85234536	CP	N6-cyclopentyladenosine	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, SLC29A1	Adenosine receptor agonist	3.31, 3.31	57.03	1.27, 0.39	61.92	39.89	22.94	31.01	72.19	79.38	98.48	44.87	52.26	9.83	94.80	61.81	66.81	38.44
BRD-A10303790	CP	talampicillin	antibiotic			6.35, 1.59	57.03	0.80, 0.17	55.58	23.47	-0.56	-44.45	40.04	85.11	86.53	72.60	80.52	26.80	92.78	58.41	91.30	55.65
BRD-K04993501	CP	cefixime	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	8.73, 5.56	57.02	1.49, 0.43	45.22	41.05	56.46	76.76	57.59	82.85	34.63	95.66	68.81	17.05	42.31	60.79	27.19	99.26
BRD-K96809896	CP	SKF-86002	p38 MAPK inhibitor	ALOX5, MAPK14	P38 MAPK inhibitor	4.76, 1.59	57.02	1.01, 0.36	42.03	39.08	40.15	66.37	63.46	6.45	50.59	76.19	81.77	91.13	29.96	96.31	-11.29	69.36
BRD-K68997413	CP	PF-3845	FAAH inhibitor	FAAH		6.35, 2.38	56.99	0.69, 0.28	23.35	45.00	-0.74	83.40	69.48	60.56	75.13	44.92	53.41	12.54	92.21	90.11	66.54	32.87
BRD-K51677086	CP	erythromycin	NFkB pathway inhibitor, 50S ribosomal subunit inhibitor, motilin receptor agonist, RPLV inhibitor	CYP3A4, MLNR		3.97, 2.38	56.95	1.31, 0.32	59.22	61.60	9.53	-6.35	74.09	71.25	98.31	79.09	28.66	75.38	49.31	54.69	34.58	45.17
BRD-K79353516	CP	indolophenanthridine	CALY activator, dopamine receptor agonist	CALY, DRD1		6.35, 3.17	56.93	1.11, 0.25	18.60	92.96	68.23	67.82	91.31	40.76	98.66	-24.53	13.90	34.99	-24.20	75.58	82.72	46.05
BRD-K77286328	CP	reversine	Aurora kinase inhibitor, adenosine receptor antagonist	AURKB, ADORA3, AURKA, INCENP, MAP2K1	Aurora kinase inhibitor	4.76, 4.76	56.91	1.58, 0.56	53.63	45.38	58.02	98.48	33.48	91.07	63.94	86.25	-17.24	26.78	11.11	90.16	55.79	59.19
BRD-A62434282	CP	goserelin	gonadotropin releasing factor hormone receptor agonist, luteinizing hormone releasing hormone agonist	GNRHR, GNRH1, LHCGR		7.14, 4.76	56.89	1.14, 0.35	76.58	67.57	0.53	7.30	32.82	97.34	42.03	51.42	81.10	62.37	16.02	41.89	65.87	99.75
BRD-A80017228	CP	bendroflumethiazide	sodium/potassium/chloride transporter inhibitor, thiazide diuretic	SLC12A3, CA1, CA2, CA4, KCNMA1, SLC12A1		7.94, 3.97	56.86	0.55, 0.09	62.74	24.83	4.92	1.62	97.78	83.87	85.76	90.12	63.23	68.51	11.88	39.12	50.97	2.78
BRD-A25234499	CP	aminoglutethimide	antiglucocorticoid, aromatase inhibitor, corticosteroid antagonist, steroid sulfatase inhibitor	CYP19A1, CYP11A1, NR3C1		7.14, 3.97	56.83	0.45, 0.10	63.63	37.62	11.08	16.98	25.70	90.97	73.37	90.12	33.07	50.03	87.50	44.80	67.55	85.72
BRD-A81177136	CP	KN-62	calcium/calmodulin dependent protein kinase inhibitor, purinergic receptor antagonist, calmodulin antagonist	AKT1, CAMK2A, CHEK1, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, P2RX7, PRKCA, ROCK1, RPS6KB1, SGK1		5.56, 0.00	56.83	0.81, 0.14	37.91	6.29	17.19	90.19	96.41	45.22	68.43	73.07	22.03	23.50	74.50	78.33	89.96	36.64
BRD-A97479839	CP	piperidolate	acetylcholine receptor antagonist	CHRM1		10.32, 7.14	56.80	1.19, 0.31	83.40	77.14	3.47	6.14	6.80	98.87	56.42	-49.28	17.39	50.13	97.23	57.19	99.33	93.43
BRD-K63630713	CP	etacrynic-acid	not applicable, sodium/potassium/chloride transporter inhibitor	SLC12A1, ATP1A1, SLC12A2		3.31, 0.83	56.75	0.82, 0.19	20.53	6.45	2.11	6.29	73.65	55.02	88.52	87.11	57.48	59.65	56.03	46.88	62.27	89.64
BRD-K59331372	CP	SB-366791	TRPV antagonist	TRPV1		2.38, 0.79	56.74	0.92, 0.26	83.74	54.75	10.84	26.69	76.50	91.74	55.06	72.69	14.04	-12.36	66.67	69.69	58.42	13.88
BRD-K37798499	CP	etoposide	topoisomerase inhibitor, cell cycle inhibitor, DNA inhibitor, DNA intercalating drug, DNA repair enzyme inhibitor	TOP2A, CYP2E1, CYP3A5, TOP2B	Topoisomerase inhibitor	8.11, 5.41	56.69	2.69, 0.78	55.22	20.08	94.96	94.38	99.93	22.26	99.58	42.89	38.63	87.89	16.83	58.16	25.30	74.35
BRD-K73589491	CP	nizatidine	histamine receptor antagonist	HRH2		6.35, 3.17	56.68	0.59, 0.14	57.00	98.14	-1.41	11.42	95.43	39.74	85.07	71.09	56.36	7.96	10.87	61.39	58.94	54.08
BRD-K57718010	CP	pentylenetetrazol	GABA receptor antagonist		GABA receptor antagonist	9.52, 7.14	56.66	1.01, 0.26	87.71	98.94	3.28	29.59	70.49	69.91	22.86	43.40	19.77	75.60	98.27	83.34	28.34	37.35
BRD-K09416995	CP	lovastatin	HMGCR inhibitor	HMGCR, CYP3A5, HDAC2, ITGAL, NR1I2	HMGCR inhibitor	3.17, 0.00	56.65	0.77, 0.16	60.80	82.55	37.39	74.18	8.59	95.33	15.21	74.22	52.49	35.22	96.74	39.83	44.73	75.15
BRD-K53737926	CP	amitriptyline	norepinephrine inhibitor, serotonin receptor inhibitor, sigma receptor inhibitor	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, HTR6, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRB1, ADRB2, ADRB3, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2C, HTR7, KCNA1, KCND2, KCND3, KCNQ2, KCNQ3, NTRK1, NTRK2, OPRD1, OPRK1, OPRM1, SIGMAR1	Serotonin receptor antagonist	2.38, 1.59	56.64	1.08, 0.27	43.66	51.44	75.41	61.85	38.13	99.40	67.01	12.16	18.59	10.85	-55.04	80.44	65.70	69.12
BRD-K63430059	CP	methoxsalen	acetylcholinesterase inhibitor, cytochrome P450 inhibitor, DNA damaging, DNA synthesis inhibitor, immunosuppressant	ACHE, CYP1A2		4.96, 1.65	56.52	1.16, 0.31	84.94	29.25	7.89	42.57	94.46	29.49	60.00	82.21	58.18	54.86	74.13	84.63	19.33	50.89
BRD-K83063356	CP	RS-102895	CC chemokine receptor antagonist, CCR antagonist	CCR2		3.31, 0.83	56.52	1.01, 0.33	74.09	12.98	1.73	87.45	82.10	59.47	97.92	43.94	89.46	27.78	60.49	47.35	53.57	19.73
BRD-K69763916	CP	LY-341495	glutamate receptor antagonist	GRM2, GRM3		6.35, 3.97	56.49	1.00, 0.32	-4.40	97.75	-3.28	9.72	23.72	98.94	70.08	85.16	31.33	12.38	89.82	83.54	62.19	50.79
BRD-K20338176	CP	cefaclor	cell wall synthesis inhibitor			2.38, 1.59	56.48	0.98, 0.34	38.43	74.83	11.57	52.08	69.22	86.60	32.65	46.03	0.02	5.52	60.87	84.66	79.58	82.14
BRD-K46742498	CP	alosetron	serotonin receptor antagonist	HTR3A		8.11, 4.50	56.48	1.31, 0.35	53.05	2.18	13.50	18.58	21.79	24.72	59.90	97.37	98.42	98.22	44.58	60.45	86.63	75.90
BRD-K73319509	CP	PF-04217903	c-Met inhibitor, hepatocyte growth factor receptor inhibitor	MET		7.94, 4.76	56.47	0.63, 0.16	37.58	4.47	-0.46	-5.36	65.18	51.49	67.69	94.93	60.97	51.97	99.65	35.69	85.46	73.18
BRD-A44008656	CP	doxylamine	histamine receptor antagonist	HRH1, CHRM1		5.56, 3.17	56.40	0.36, 0.09	6.88	70.13	1.44	-0.53	37.81	67.42	47.32	92.57	22.76	41.08	73.78	78.27	89.73	65.47
BRD-K41051431	CP	mecillinam	cell wall synthesis inhibitor			14.41, 7.21	56.35	1.16, 0.34	78.41	67.27	7.87	4.05	40.67	97.60	96.56	2.56	51.05	99.65	44.40	14.10	61.65	96.06
BRD-A11678676	CP	wortmannin	PI3K inhibitor, ATM kinase inhibitor, ATR kinase inhibitor, DNA dependent protein kinase inhibitor, mTOR inhibitor, Phosphatidylinositol 3-kinase (PI3K) inhibitor, PLK inhibitor	PIK3CA, PIK3CG, PLK1, ATM, ATR, MTOR, PI4KA, PI4KB, PIK3CD, PIK3R1, PLK3, PRKDC	PI3K inhibitor	3.17, 0.79	56.34	1.52, 0.50	60.95	52.40	85.77	97.46	56.62	48.71	78.02	59.84	11.36	56.06	-21.61	31.45	70.11	28.93
BRD-K10016611	CP	pyridine-2-aldoxime	acetylcholinesterase inhibitor	ACHE, BCHE		9.92, 7.44	56.33	1.45, 0.59	78.75	95.75	0.60	0.00	99.26	50.53	80.73	91.26	23.63	54.63	58.02	99.68	51.64	5.90
BRD-K38055836	CP	etamivan	respiratory stimulant			5.56, 2.38	56.33	1.30, 0.49	42.44	82.87	2.40	2.77	6.63	99.44	56.29	74.24	84.23	34.77	56.36	45.20	71.10	95.94
BRD-K81272440	CP	dantrolene	calcium channel antagonist	RYR1, RYR3		4.76, 0.00	56.30	0.70, 0.14	63.80	46.82	1.34	8.31	95.30	64.60	51.57	50.72	76.77	66.65	31.67	80.59	18.42	61.02
BRD-K10098805	CP	rhapontin	apoptosis inducer			5.79, 3.31	56.29	1.17, 0.34	23.67	38.13	4.17	50.24	40.83	83.72	78.87	71.69	97.80	25.05	46.04	95.33	80.95	62.33
BRD-K06159959	CP	CCMQ	inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites			5.56, 3.97	56.27	1.33, 0.48	39.18	89.98	5.11	79.91	35.81	80.02	74.62	51.47	11.63	16.26	61.06	65.99	70.20	18.75
BRD-A84702196	CP	penicillin	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	7.14, 4.76	56.23	1.33, 0.38	86.93	1.58	32.82	91.53	24.84	96.62	54.54	67.29	61.72	56.06	56.39	30.65	39.88	98.82
BRD-K29173907	CP	isoflupredone	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	2.38, 1.59	56.18	1.57, 0.72	51.32	65.66	27.10	9.58	61.04	-5.04	92.86	87.88	19.16	17.45	44.40	80.16	87.25	84.68
BRD-K70511574	CP	sunitinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, colony stimulating factor receptor inhibitor, platelet-derived growth factor receptor (PDGFR) inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, vascular endothelial growth factor receptor 1 (VEGFR1) inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR antagonist	FLT3, KDR, KIT, FLT4, FLT1, PDGFRA, PDGFRB, RET, CSF1R, FGFR1		4.76, 3.97	56.17	1.27, 0.45	-17.87	65.14	-48.72	7.00	4.23	52.50	98.87	75.20	59.83	30.35	53.37	58.98	61.95	67.81
BRD-A22143024	CP	estropipate	estrogen receptor agonist	ESR1, ESR2	Estrogen receptor agonist	4.76, 2.38	56.16	0.61, 0.10	66.25	38.54	4.52	29.59	54.27	79.95	94.84	90.90	36.46	40.89	91.62	19.67	58.04	83.60
BRD-K56558538	CP	ambroxol	glucosylceramidase inhibitor, mucolytic agent, sodium channel blocker	GBA		7.14, 3.97	56.13	0.84, 0.24	75.05	46.73	-9.06	6.53	62.09	95.37	24.16	90.41	98.87	13.81	92.96	73.39	31.50	50.16
BRD-K92731339	CP	perindopril	angiotensin converting enzyme inhibitor	ACE		10.32, 6.35	56.12	0.61, 0.22	12.79	96.02	-1.06	18.70	46.40	99.53	47.07	65.16	90.53	44.95	94.81	13.39	78.58	78.02
BRD-A26334849	CP	propafenone	antiarrhythmic medication, potassium channel blocker, voltage-gated sodium channel blocker	KCNH2, SCN5A, ADRB1, ADRB2, KCNA5, KCNK2, KCNK3		7.94, 3.97	56.10	0.89, 0.17	53.25	53.05	35.43	28.81	66.45	97.69	45.47	31.62	58.95	94.71	96.09	68.31	45.42	87.40
BRD-A37776212	CP	ICI-204448	opioid receptor agonist	OPRK1		5.79, 3.31	56.06	0.93, 0.23	97.78	10.74	8.72	17.45	52.23	94.52	98.70	70.87	95.57	24.00	59.89	23.86	94.04	20.94
BRD-K66353228	CP	zoxazolamine	IKCa channel activator			3.17, 1.59	56.03	0.56, 0.11	90.37	30.69	8.17	51.90	88.54	51.48	38.17	94.70	78.87	95.77	60.16	8.51	11.19	62.38
BRD-A02189320	CP	met-leu-phe	in touchstone			8.26, 3.31	55.98	1.18, 0.31	88.01	5.35	12.07	16.00	71.29	95.99	99.38	73.49	99.68	25.29	19.04	40.67	16.89	76.99
BRD-K31611373	CP	fluprostenol	prostaglandin F receptor agonist	PTGER3, PTGFR, TBXA2R		6.35, 1.59	55.98	0.72, 0.15	9.65	76.14	42.02	48.95	9.34	97.00	70.19	80.97	17.02	64.03	48.16	58.68	53.28	77.21
BRD-K66296774	CP	fluvastatin	HMGCR inhibitor	HMGCR, CYP2C8	HMGCR inhibitor	3.17, 1.59	55.92	0.69, 0.13	84.31	61.12	94.56	94.68	55.60	54.61	56.24	51.54	64.52	40.40	30.84	89.19	50.20	31.25
BRD-K81876028	CP	CP-93129	serotonin receptor agonist	HTR1A, HTR1B		3.17, 2.38	55.82	1.17, 0.32	58.82	26.14	6.63	38.97	63.87	52.82	20.93	96.97	87.03	50.14	94.90	84.57	85.57	25.23
BRD-A65076780	CP	dihydroergocristine	adrenergic receptor antagonist, prolactin inhibitor, adrenergic receptor partial agonist, dopamine receptor agonist, dopamine receptor partial agonist, dopamine receptor partial antagonist, serotonin receptor antagonist	HTR2A, ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR3A, HTR4, HTR5A, HTR6, HTR7		2.48, 1.65	55.81	1.34, 0.35	69.24	85.41	83.19	87.72	23.66	12.93	90.91	29.06	89.41	61.99	-22.93	20.73	35.32	49.62
BRD-K68867920	CP	quetiapine	dopamine receptor antagonist, serotonin receptor antagonist, adrenergic receptor antagonist, histamine receptor antagonist	DRD2, HTR1A, HTR2A, DRD1, HRH1, HTR1D, HTR1E, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD3, DRD4, DRD5, HTR1B, HTR1F, HTR2C, HTR3A, HTR6, HTR7, SLC6A2		3.97, 0.79	55.75	1.34, 0.48	84.94	74.19	3.48	63.22	6.22	9.81	57.60	73.85	53.91	60.58	68.82	31.44	3.63	45.13
BRD-A08877921	CP	cephalotaxine	protein synthesis inhibitor			4.62, 1.54	55.75	1.22, 0.17	12.61	93.56	4.37	87.31	39.45	95.86	78.72	68.60	53.55	49.40	86.22	46.34	50.16	57.95
BRD-K25311561	CP	KU-55933	ATM kinase inhibitor	ATM, PRKDC		1.59, 0.79	55.72	0.84, 0.26	28.64	14.89	5.12	84.29	46.18	93.93	77.03	65.03	82.55	17.57	46.58	86.97	22.88	64.85
BRD-K21936341	CP	oxotremorine	acetylcholine receptor agonist	CHRM2, CHRM1, CHRM3, CHRM4		5.79, 1.65	55.68	1.61, 0.50	59.82	73.59	6.66	46.86	14.99	93.37	99.41	83.90	51.55	96.27	34.35	34.61	90.96	36.94
BRD-K14643723	CP	4-(2-Amino-ethyl)-benzenesulfonamide	carbonic anhydrase inhibitor	CA2, CA1, CA9, CA12, CA14, CA4		3.97, 3.17	55.66	1.06, 0.16	24.31	44.97	-39.70	9.11	65.88	59.74	70.14	90.15	52.39	18.65	95.58	63.66	58.93	0.18
BRD-K19227686	CP	phenolphthalein	weak acid used as a pH indicator			4.76, 0.00	55.63	1.25, 0.52	75.47	97.31	60.02	76.47	44.37	8.95	92.27	87.63	7.74	72.85	46.42	51.24	26.31	15.66
BRD-K62792802	CP	LY-83583	inhibitor of soluble guanylyl cyclase, leukotriene synthesis inhibitor	GUCY1A2		1.79, 0.00	55.63	2.01, 0.45	90.76	7.94	10.84	29.59	82.55	23.32	70.44	64.43	43.40	89.92	9.83	46.82	65.78	69.61
BRD-K65910366	CP	KUC103904N	opioid receptor antagonist			0.79, 0.79	55.63	0.86, 0.15	32.59	12.04	56.30	75.34	55.30	66.57	71.55	37.85	25.28	17.95	55.95	22.89	75.94	83.69
BRD-K59570838	CP	homoveratrylamine	dopamine analog			3.17, 0.79	55.62	1.41, 0.34	4.72	76.33	6.09	63.46	18.77	90.22	59.50	-63.19	24.94	4.76	74.81	51.74	89.29	76.38
BRD-K01638814	CP	rilmenidine	adrenergic receptor agonist, imidazoline receptor agonist	NISCH	Imidazoline ligand	14.29, 11.11	55.58	2.49, 0.59	38.96	68.70	-48.33	12.26	17.32	100.00	34.71	84.54	98.62	45.40	99.89	86.44	65.75	27.54
BRD-K68437527	CP	EMF-bca1-60	caspase inhibitor			3.17, 1.59	55.54	0.66, 0.17	74.97	52.70	5.13	31.86	58.38	33.76	66.53	78.11	46.48	15.31	62.86	75.87	63.72	8.20
BRD-K50018155	CP	RS-67506	serotonin receptor partial agonist	HTR4		3.97, 1.59	55.54	0.85, 0.16	86.08	10.20	1.52	58.57	54.99	72.33	54.55	87.82	56.08	27.20	44.42	59.13	50.30	67.65
BRD-K71430621	CP	clobenpropit	histamine receptor antagonist, histamine receptor inverse agonist	HRH3, HRH4, HRH1, HRH2		5.56, 1.59	55.53	0.63, 0.18	58.03	55.81	2.15	39.99	54.14	98.03	69.83	73.15	55.81	31.11	91.54	9.13	55.24	39.22
BRD-A26845397	CP	isamoltan	adrenergic receptor antagonist	ADRB1, ADRB2		3.17, 0.79	55.46	0.98, 0.34	5.04	11.83	1.73	19.54	70.09	58.42	72.96	91.08	45.42	23.85	60.77	75.14	74.20	52.51
BRD-K47539947	CP	tetradecylthioacetic-acid	lipid peroxidase inhibitor			3.97, 2.38	55.46	0.93, 0.40	48.14	17.62	-8.72	7.42	6.98	98.98	62.78	92.47	85.74	33.17	93.35	94.15	74.55	18.60
BRD-K12516989	CP	zaprinast	phosphodiesterase inhibitor, histamine release inhibitor	PDE5A, GPR35, PDE1A, PDE4D, PDE9A		3.97, 2.38	55.44	1.01, 0.34	27.58	4.30	0.74	15.67	93.24	82.91	49.23	86.09	28.67	91.42	94.70	29.93	61.66	85.65
BRD-A97437073	CP	rosiglitazone	PPAR receptor agonist, insulin sensitizer, thiazolidinedione	PPARG, ACSL4, CYP2C8, FFAR1, INS, TRPC5, TRPM3	PPAR receptor agonist	5.56, 2.38	55.39	0.39, 0.11	66.16	26.36	3.77	37.84	49.39	61.38	38.00	78.48	95.65	84.82	79.99	91.06	39.74	29.72
BRD-K94144010	CP	cotinine	nicotine metabolite			6.31, 4.50	55.37	1.89, 0.59	99.31	21.73	87.52	38.65	37.96	65.38	59.59	44.95	33.03	98.59	51.15	13.35	64.37	74.86
BRD-A54845972	CP	dihydroergotamine	serotonin receptor agonist, adrenergic receptor partial agonist, dopamine receptor agonist	HTR1D, HTR1B, ADRA2A, DRD2, HTR1E, HTR1F, HTR2B, HTR7		2.48, 1.65	55.33	1.47, 0.50	43.65	9.19	57.41	71.63	85.90	92.55	94.57	78.04	93.33	53.25	51.10	48.76	48.14	28.57
