#1.3
2429	19	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K18779551-summary	BRD-K17743125-summary	BRD-K19462402-summary	BRD-K99964838-summary	BRD-K91315211-summary	BRD-K11717138-summary	BRD-K74763371-summary	BRD-A16665823-summary	BRD-K55191674-summary	BRD-A05186015-summary	BRD-K46018455-summary	BRD-K32821942-summary	BRD-K21450440-summary	BRD-A89175223-summary	BRD-A29485665-summary	BRD-K03406345-summary	BRD-K23204545-summary	BRD-K41410256-summary	BRD-A94543220-summary
BRD-K99063460	CP	didanosine	nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor	PNP	Nucleoside reverse transcriptase inhibitor	7.28, 3.97	61.71	0.86, 0.24	69.73	5.09	47.47	37.79	57.02	96.43	93.88	52.54	87.91	89.31	61.71	14.33	92.97	28.13	73.90	58.98	73.45	46.89	94.80
BRD-K27499107	CP	carbacyclin	IP receptor activator, PPARbeta receptor activator	PPARD, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R		6.67, 2.78	61.62	0.73, 0.19	43.35	25.82	66.84	17.90	26.68	64.70	50.79	98.41	42.19	75.74	94.61	4.93	65.50	87.12	27.98	69.08	61.62	28.48	65.98
BRD-K94887716	CP	TFMPP	serotonin receptor agonist, serotonin receptor antagonist			7.95, 5.30	61.61	1.41, 0.39	53.34	59.55	92.06	54.05	-15.67	93.28	49.67	-0.88	70.83	90.20	61.61	81.01	66.84	87.75	25.78	4.44	37.61	99.26	91.76
BRD-K08252256	CP	diclofenac	cyclooxygenase inhibitor	PTGS1, PTGS2, AKR1C3, ALOX5, ASIC1, ASIC3, CYP2C8, KCNQ2, KCNQ3, PLA2G2A, PPARG, SCN4A		6.67, 2.22	61.58	0.78, 0.19	46.90	33.15	86.01	29.09	53.83	87.00	63.13	88.18	85.03	36.77	96.03	80.65	51.90	61.58	19.13	37.73	76.69	57.73	83.82
BRD-K73991644	CP	isoquercetin	aldose reductase inhibitor, falcipain inhibitor	AKR1B1, ACE		8.61, 4.64	61.55	1.64, 0.66	61.55	95.70	15.32	88.94	85.01	99.82	26.16	97.74	16.19	-5.90	32.34	3.68	7.19	99.93	63.39	82.90	43.66	44.42	99.58
BRD-K09778810	CP	FGIN-1-27	benzodiazepine receptor agonist, inositol monophosphatase inhibitor	TSPO		2.78, 0.56	61.54	0.65, 0.13	45.72	24.71	93.28	59.46	61.54	76.64	44.28	74.00	73.39	17.95	22.89	90.77	38.67	67.82	33.30	53.29	77.07	70.23	96.55
BRD-A83937277	CP	mephenytoin	cytochrome P450 substrate	SCN5A, CYP2C19		4.19, 2.40	61.52	1.45, 0.38	12.12	4.30	67.45	4.16	80.39	71.73	61.52	23.62	8.43	27.62	73.17	3.10	95.39	98.31	87.13	68.80	68.04	38.47	51.15
BRD-K94070024	CP	depomedrol	glucocorticoid receptor agonist		Glucocorticoid receptor agonist	4.79, 1.80	61.52	1.47, 0.75	-2.68	0.00	19.97	81.91	48.67	83.23	95.61	84.19	61.52	72.20	95.13	2.85	31.76	88.64	11.23	70.95	82.49	32.66	36.12
BRD-K37814297	CP	acepromazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	Dopamine receptor antagonist	12.70, 7.94	61.51	1.01, 0.24	65.17	41.32	99.82	68.17	31.85	59.11	97.60	61.50	61.51	99.89	16.08	60.81	63.50	98.37	50.00	24.21	87.13	19.25	72.19
BRD-A57457122	CP	VU-0400071-3	glutamate receptor modulator	GRM4		9.44, 6.11	61.49	1.52, 0.31	9.91	-3.35	81.53	40.88	72.85	69.62	97.89	34.87	86.88	60.45	61.49	98.63	91.62	75.37	40.24	21.92	32.18	28.02	85.21
BRD-K67352070	CP	TC-2559	acetylcholine receptor agonist, acetylcholine receptor ligand	CHRNA4		5.00, 0.56	61.42	1.17, 0.38	85.82	26.01	93.14	79.85	6.48	23.48	74.17	39.74	98.13	93.58	36.33	23.67	61.42	12.23	17.76	5.78	89.62	84.48	85.87
BRD-K44779798	CP	miglitol	glucosidase inhibitor, sodium/glucose cotransporter activator	GAA, MGAM, GANAB, GANC, SLC5A4		5.96, 4.64	61.41	1.74, 0.57	78.74	19.86	20.65	64.67	72.06	86.37	43.18	29.78	63.09	61.41	13.05	45.00	43.91	71.81	53.08	52.62	63.57	83.51	98.52
BRD-K76587808	CP	fraxetin	anti-oxidative and anti-apoptotic agent			3.89, 2.78	61.40	0.65, 0.08	41.83	9.48	38.62	15.71	71.51	61.40	84.82	61.10	17.90	99.58	94.12	51.44	65.69	98.51	10.98	71.88	64.91	71.85	42.80
BRD-K19136521	CP	indirubin	CDK inhibitor, glycogen synthase kinase inhibitor, cyclin-dependent kinase inhibitor, PKC inhibitor	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	CDK inhibitor, Glycogen synthase kinase inhibitor	6.11, 1.67	61.35	1.20, 0.28	65.41	20.65	43.61	-50.53	12.35	97.46	52.28	61.35	69.65	99.44	83.58	59.85	79.07	56.71	99.33	87.33	67.03	46.37	59.36
BRD-A02481876	CP	importazole	importin-beta transport receptor inhibitor	KPNB1		5.00, 3.33	61.32	1.51, 0.24	80.33	86.24	43.87	61.32	55.94	75.47	17.78	73.43	7.36	83.62	36.39	81.50	26.83	22.45	21.61	96.37	67.12	26.38	79.81
BRD-K46435977	CP	valaciclovir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor		DNA polymerase inhibitor	8.61, 4.64	61.28	1.90, 0.66	57.43	47.51	98.06	78.37	74.02	88.99	90.06	61.28	1.09	0.09	82.65	49.73	75.26	94.99	20.07	35.14	57.31	7.83	99.31
BRD-A24817035	CP	laudanosine	central nervous system agent			2.40, 1.20	61.27	1.32, 0.27	58.19	20.78	62.67	78.48	66.60	99.33	85.71	38.07	89.74	91.29	28.04	64.72	40.86	20.58	39.39	61.27	91.25	54.34	53.26
BRD-K60274257	CP	dephostatin	tyrosine phosphatase inhibitor	PTPN1, PTPN6		3.33, 0.56	61.26	1.38, 0.31	85.50	27.33	49.55	18.02	76.53	81.73	-45.66	61.26	93.48	25.44	6.31	34.28	78.00	42.70	38.30	63.25	84.99	84.94	91.25
BRD-K42142750	CP	retrorsine	mutagenic, antimitotic, cytotoxic			6.59, 2.40	61.25	0.97, 0.31	9.75	20.01	95.39	53.70	63.95	99.86	15.69	44.57	85.03	24.80	61.25	99.19	18.91	87.37	20.60	27.10	77.42	84.55	95.53
BRD-A09472452	CP	flecainide	sodium channel blocker, sodium channel inhibitor, voltage-gated sodium channel blocker	SCN5A, KCNA5, KCNA7, SCN4A		6.11, 4.44	61.24	0.55, 0.09	35.49	4.12	42.51	48.90	66.04	55.69	89.88	73.28	66.89	65.09	61.24	10.39	41.64	61.65	23.75	90.42	80.65	22.09	70.53
BRD-A56012032	CP	thiorphan	membrane metalloendopeptidase inhibitor	MME		4.44, 2.22	61.22	1.03, 0.25	52.92	28.52	80.22	18.96	86.63	33.57	52.68	86.97	33.78	61.22	92.92	18.01	41.38	91.09	88.74	28.22	68.73	86.53	88.80
BRD-K72024482	CP	MRS-1754	adenosine receptor antagonist	ADORA2B, ADORA1, ADORA2A, ADORA3		5.00, 1.67	61.18	0.80, 0.20	8.63	8.66	71.46	7.09	67.75	39.79	90.02	80.02	34.66	96.90	27.32	75.44	97.55	84.59	23.87	40.79	61.18	9.40	71.20
BRD-K68143200	CP	SA-792541	caspase activator, CDC inhibitor	CASP3, CDC25A, CDC25B		4.44, 0.56	61.17	0.84, 0.23	65.73	75.27	75.34	42.01	49.73	27.27	43.18	57.27	64.29	99.82	78.71	68.61	61.17	21.91	55.24	89.83	50.58	90.16	47.30
BRD-K65503129	CP	HSP90-inhibitor	HSP inhibitor, HSP antagonist	HSP90AA1, HSP90AB1	HSP inhibitor	2.78, 1.11	61.16	0.94, 0.23	62.25	61.16	31.77	89.56	59.84	47.09	52.02	66.60	0.99	93.05	89.05	39.54	81.95	78.32	81.37	-30.06	6.60	49.04	76.92
BRD-K92817986	CP	BJM-CSC-19	compound cytotoxic to breast cancer stem cells			5.56, 3.89	61.12	0.58, 0.14	40.51	25.81	56.68	74.05	92.81	91.90	77.97	56.30	49.68	49.90	73.79	14.15	64.60	93.99	17.55	89.68	46.73	61.12	74.09
BRD-A04308630	CP	genipin	aglycone, nitric oxide production inhibitor			8.38, 4.19	61.10	2.50, 0.86	35.82	65.18	61.10	71.36	0.00	93.60	51.72	15.11	97.53	9.48	8.28	10.48	72.09	3.62	10.47	62.20	99.47	82.49	88.59
BRD-K97309399	CP	thiothixene	dopamine receptor, dopamine receptor antagonist	HTR2A, DRD1, DRD2, HRH1	Dopamine receptor antagonist	5.00, 2.78	61.08	1.48, 0.45	98.64	87.34	56.85	97.37	10.80	10.72	19.54	85.62	65.49	23.40	61.08	88.98	-3.95	43.40	67.62	84.22	14.26	28.69	82.42
BRD-K93176058	CP	AC-55649	RAR agonist, retinoid receptor agonist	RARB, RARA	Retinoid receptor agonist	5.56, 2.78	61.07	1.35, 0.26	9.38	13.32	60.66	37.48	79.20	62.68	73.03	89.52	71.45	18.38	64.86	5.36	94.72	96.20	31.35	-10.38	47.89	69.21	61.07
BRD-A83326220	CP	brazilin	nitric oxide production inhibitor, nitric oxide synthase expression inhibitor, telomerase inhibitor			2.78, 1.67	60.95	1.50, 0.50	57.28	83.00	37.30	41.56	61.25	14.42	39.97	81.21	74.14	39.81	46.08	98.51	89.86	68.03	60.95	88.06	15.24	37.86	73.66
BRD-K55301415	CP	abiraterone	17,20 lyase inhibitor, androgen biosynthesis inhibitor, cytochrome P450 inhibitor, steroid sulfatase inhibitor	CYP17A1, CYP11B1		7.19, 7.19	60.92	1.34, 0.45	23.25	4.90	0.42	27.81	59.54	49.61	99.79	97.92	53.16	97.54	74.06	91.44	73.51	60.92	25.85	71.20	93.74	46.54	70.34
BRD-K98548675	CP	parthenolide	NFkB pathway inhibitor, adiponectin receptor agonist	ADIPOR2, IKBKB, RELA	NFkB pathway inhibitor	2.78, 1.11	60.91	2.27, 0.65	42.42	91.78	34.75	78.25	84.96	60.91	6.59	71.46	75.34	33.01	66.25	89.09	40.56	50.78	15.27	80.83	13.79	58.31	77.83
BRD-K68620903	CP	dydrogesterone	progesterone receptor agonist	PGR		5.56, 3.33	60.89	0.98, 0.32	30.32	6.64	29.31	75.35	65.81	88.96	75.95	98.32	60.89	97.73	68.90	2.75	53.53	69.96	12.42	50.45	69.26	38.91	47.91
BRD-K15588452	CP	R-96544	serotonin receptor antagonist	HTR2A	Serotonin receptor antagonist	6.11, 2.78	60.84	1.30, 0.28	97.89	87.00	24.71	95.28	90.46	39.07	26.67	95.48	3.77	87.03	12.91	91.38	57.60	60.84	64.27	28.25	16.83	71.90	58.84
BRD-K86595100	CP	chlordiazepoxide	GABA benzodiazepine site receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ		7.78, 5.56	60.82	1.38, 0.41	60.10	8.26	86.88	51.40	29.42	95.62	29.35	60.82	81.83	88.65	41.99	26.46	43.82	82.36	98.17	6.13	90.98	99.82	93.61
BRD-K06208435	CP	YS-035	calcium channel blocker			6.11, 3.89	60.79	1.06, 0.41	20.75	26.27	88.70	14.96	80.45	88.70	60.79	11.70	78.44	6.85	25.06	69.22	62.85	35.99	77.22	19.34	59.60	73.40	77.36
BRD-A35033682	CP	eriodictyol	cytochrome P450 inhibitor, TRPM3 antagonist, xanthine oxidase inhibitor	CYP1B1, NFE2L2, XDH		6.67, 2.78	60.74	1.48, 0.51	64.96	66.48	22.42	12.73	82.76	37.01	60.74	95.91	1.34	95.45	93.62	39.20	71.82	26.51	39.50	31.85	12.32	66.26	81.75
BRD-A04327189	CP	synephrine	adrenergic receptor agonist, L-type calcium channel activator	ADRA1A		8.89, 4.44	60.73	1.10, 0.23	39.13	20.68	88.22	38.29	96.54	96.65	96.56	59.63	76.26	24.84	33.50	73.70	98.74	60.73	38.52	38.82	38.25	83.33	84.10
BRD-K49404994	CP	levetiracetam	acetylcholine receptor agonist, N-type calcium channel blocker, synaptic vesicle glycoprotein ligand	SV2A, CACNA1B, SCN1A		9.27, 5.96	60.73	0.77, 0.24	74.23	7.55	31.01	0.81	13.86	89.49	88.49	46.19	79.96	99.93	84.09	2.57	2.50	93.99	60.73	30.63	76.90	47.88	70.06
BRD-K20313525	CP	rosmarinic-acid	antioxidant	MCL1, TYR		3.89, 1.67	60.67	0.98, 0.19	5.59	14.56	5.40	68.56	76.50	60.67	73.51	68.64	9.58	10.95	93.42	4.90	63.39	95.88	3.24	15.23	72.49	12.45	96.44
BRD-K15025317	CP	BAY-11-7821	NFkB pathway inhibitor	RELA	NFkB pathway inhibitor	4.44, 2.78	60.59	1.55, 0.50	69.22	82.08	34.02	47.58	6.20	60.59	56.11	92.30	50.47	99.89	93.33	79.87	56.26	51.08	22.09	72.48	44.50	82.05	91.43
BRD-K61192372	CP	capecitabine	dihydropyrimidine dehydrogenase inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, RNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS, DPYD	Thymidylate synthase inhibitor	2.78, 2.78	60.55	1.72, 0.45	-13.20	36.10	92.98	53.46	91.50	85.16	94.13	99.58	60.55	2.36	39.53	18.31	81.33	77.49	1.41	68.95	78.11	4.33	57.63
BRD-A56359832	CP	zileuton	leukotriene synthesis inhibitor, lipoxygenase inhibitor	ALOX5		8.89, 5.56	60.54	0.57, 0.07	41.16	4.95	92.26	26.70	98.38	95.15	48.94	63.91	60.54	3.38	37.38	8.72	62.50	91.54	20.86	29.67	78.79	62.51	92.31
BRD-A53077924	CP	tianeptine	selective serotonin reuptake enhancer (SSRE), serotonin reuptake enhancer, serotonin uptake enhancer	SLC6A4		5.39, 4.19	60.53	1.05, 0.33	17.24	4.99	26.44	27.73	16.31	77.82	54.80	26.12	87.23	99.45	78.61	99.93	31.62	70.01	9.75	60.53	70.86	90.03	85.89
BRD-K06854232	CP	AM-580	RAR agonist, retinoid receptor agonist	RARA	Retinoid receptor agonist	4.44, 1.11	60.53	0.38, 0.13	68.31	9.63	54.90	60.29	58.01	71.93	26.66	90.94	56.07	60.53	83.35	61.07	92.42	65.36	45.90	19.61	52.49	67.71	65.64
BRD-K21450440	CP	benzthiazide	carbonic anhydrase inhibitor	CA2, CA1, CA12, CA4, CA9, SLC12A3		11.67, 9.44	60.49	1.08, 0.26	36.09	8.45	56.79	60.49	87.35	77.28	92.03	99.65	9.41	51.38	87.45	28.20	99.97	85.21	56.96	31.48	64.91	32.82	62.53
BRD-K58772419	CP	AZD-6482	PI3K inhibitor	PIK3CD, PIK3CG, PIK3CA, PIK3CB	PI3K inhibitor	5.00, 1.67	60.42	1.38, 0.60	37.61	18.71	60.42	88.69	70.51	46.05	51.98	60.90	90.35	98.77	68.58	60.94	55.96	60.88	18.90	19.20	58.10	59.91	72.88
BRD-A83892713	CP	rifampicin	DNA directed RNA polymerase inhibitor, enzyme inducer	NR1I2, ABCB1, CYP2B6, CYP2C19, CYP2C8, CYP3A4, CYP3A5, SLCO1A2, SLCO1B1, SLCO1B3		6.59, 4.19	60.40	1.26, 0.34	22.44	58.09	39.77	25.11	6.48	89.04	85.77	6.15	60.40	84.65	55.60	88.32	22.32	87.17	31.94	78.78	99.75	89.89	96.82
BRD-A65280694	CP	molindone	dopamine receptor antagonist	DRD2, HTR2A, CHRM1, DRD5, HRH1, HTR1A		5.99, 2.99	60.39	1.01, 0.30	47.24	4.44	65.10	39.08	78.23	46.94	92.39	69.76	90.84	83.74	84.29	29.80	62.32	25.59	39.84	35.11	38.23	60.39	95.07
BRD-K21283037	CP	riluzole	glutamate release inhibitor, dopamine receptor agonist, glutamate receptor antagonist, potassium channel blocker, Sodium Channel  Blockers, sodium channel blocker	KCND3, KCNK10, KCNK2, KCNK4, KCNN4, SCN5A, SLC7A11		6.11, 3.89	60.38	0.35, 0.05	91.53	43.61	76.14	44.48	44.89	89.07	76.00	11.64	61.17	97.71	60.38	7.88	64.92	67.82	35.29	40.67	60.63	32.54	58.56
BRD-K50660797	CP	epicatechin	beta amyloid protein neurotoxicity inhibitor, beta secretase inhibitor, cyclooxygenase inhibitor, DNA gyrase inhibitor, DNA polymerase beta inhibitor, fatty acid synthase inhibitor, HCV inhibitor, sodium/glucose cotransporter inhibitor	FASN, APP, BACE1, SLC5A1		7.22, 5.56	60.32	1.01, 0.33	60.32	17.39	88.83	16.42	25.21	89.65	78.54	-2.36	99.75	89.06	98.40	22.37	21.96	93.97	87.45	7.44	27.63	86.96	46.19
BRD-K04548931	CP	pidorubicine	topoisomerase inhibitor, DNA intercalating drug	TOP2A	Topoisomerase inhibitor	8.89, 3.33	60.26	2.40, 0.72	98.79	96.50	97.93	33.76	5.61	58.12	60.26	-3.66	24.77	83.96	28.49	66.33	18.87	15.93	97.85	0.00	92.44	78.36	97.96
BRD-A61856038	CP	tremulacin	5-lipoxygenase inhibitor			6.11, 2.22	60.21	1.53, 0.52	60.21	56.96	43.89	78.16	17.54	88.48	52.96	26.37	66.34	92.53	94.68	45.89	74.51	20.30	24.73	77.52	84.93	98.76	17.97
BRD-A93255169	CP	thalidomide	angiogenesis inhibitor, cereblon inhibitor, tumor necrosis factor production inhibitor, tumor necrosis factor receptor antagonist, tumor necrosis factor receptor inhibitor	TNF, CRBN, CYP1A2, CYP2B6, CYP2C19, CYP3A5, FGFR2, NFKB1, ORM1, ORM2, PTGS2		2.22, 1.67	60.20	1.03, 0.41	11.19	8.90	90.08	60.38	70.02	50.37	74.47	32.25	31.37	80.26	43.95	87.84	81.64	29.55	58.62	42.72	60.20	62.92	70.00
BRD-K04196797	CP	oxcarbazepine	voltage-gated sodium channel blocker, Sodium Channel  Blockers	CYP2C19, CYP3A4, CYP3A5, SCN1A, SCN3A, SCN5A		8.61, 3.97	60.18	1.35, 0.35	24.08	20.41	99.93	87.62	86.62	47.88	59.18	76.29	89.05	41.31	66.70	49.28	97.31	98.27	11.57	31.45	54.58	60.18	96.85
BRD-K13646352	CP	midostaurin	FLT3 inhibitor, KIT inhibitor, PKC inhibitor, angiogenesis inhibitor, cell cycle inhibitor, cyclin inhibitor, histamine release inhibitor, multi targeted kinase inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR antagonist, VEGFR inhibitor	FLT3, KIT, CCNB1, FLT1, KDR, PDGFRB, PRKCA, PRKCG, VEGFA	FLT3 inhibitor, PDGFR/KIT inhibitor, PKC inhibitor, VEGFR inhibitor	3.33, 1.67	60.18	1.35, 0.26	74.47	47.42	78.15	95.79	34.49	38.99	27.70	60.18	71.77	67.54	16.14	98.98	17.54	65.29	36.00	91.08	48.64	57.94	81.89
BRD-K68437527	CP	EMF-bca1-60	caspase inhibitor			7.22, 1.67	60.14	0.66, 0.17	82.28	50.25	96.03	57.25	50.83	92.29	81.34	44.82	45.68	98.77	55.73	7.50	75.39	75.66	76.10	38.36	55.21	60.14	79.80
BRD-K78485176	CP	olmesartan	angiotensin receptor antagonist, angiotensin antagonist	AGTR1	Angiotensin receptor antagonist	9.44, 5.56	60.14	0.98, 0.26	48.96	29.25	31.96	32.58	59.53	50.21	66.68	79.65	48.92	74.90	98.98	3.76	98.32	95.63	78.22	35.75	82.19	60.14	80.98
BRD-A39052811	CP	mosapride	serotonin receptor agonist, serotonin receptor antagonist	HTR4, HTR3A		10.00, 4.44	60.12	2.30, 0.74	67.39	39.94	99.15	60.12	47.46	96.96	24.88	47.90	98.84	73.34	52.82	89.27	16.29	87.66	34.50	-5.42	56.08	94.17	94.94
BRD-A37776212	CP	ICI-204448	opioid receptor agonist	OPRK1		5.99, 2.99	60.11	0.93, 0.23	31.26	7.39	44.84	7.93	69.61	53.73	93.52	81.41	81.60	50.63	73.51	60.11	85.91	24.47	5.32	32.11	74.63	73.68	98.98
BRD-K64994968	CP	progesterone	progesterone receptor agonist	PGR, CYP17A1, NR3C2, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP2C19, ESR1, OPRK1, TRPC5	Progesterone receptor agonist	7.22, 3.33	60.11	0.45, 0.11	62.00	52.57	94.82	81.15	90.47	39.78	37.18	88.50	81.41	58.04	26.85	51.76	65.15	60.11	88.59	36.23	31.79	89.83	59.22
BRD-K04976539	CP	aminogenistein	PKC inhibitor, src inhibitor	LCK		2.22, 0.00	60.10	1.01, 0.20	81.09	17.60	4.52	2.94	0.00	5.29	74.57	52.26	66.09	59.26	92.56	62.96	92.92	35.11	60.10	-77.78	77.52	82.47	67.67
BRD-K19227686	CP	phenolphthalein	weak acid used as a pH indicator			8.89, 8.33	60.09	1.25, 0.52	98.51	35.93	78.82	12.76	8.02	69.03	-19.92	62.02	99.93	48.42	16.01	19.29	27.01	62.34	63.09	48.87	93.45	60.09	94.85
BRD-K15935639	CP	z-leu3-VS	PGPH inhibitor, proteasome inhibitor		Proteasome inhibitor	6.52, 3.26	60.01	3.00, 0.82	43.55	98.20	3.81	10.74	67.24	15.15	-14.82	96.22	9.45	88.21	69.12	98.03	11.62	93.96	40.87	96.69	41.87	61.20	60.01
BRD-K57033106	CP	tripelennamine	histamine receptor antagonist	HRH1		6.67, 5.00	59.98	0.50, 0.18	44.15	9.76	66.44	46.62	91.83	72.00	28.34	91.75	94.24	56.12	64.95	59.98	72.35	70.24	5.17	42.71	30.06	25.56	89.36
BRD-K81839095	CP	estrone	estrogen receptor agonist, estrogenic hormone	ESR1, ESR2	Estrogen receptor agonist	1.11, 0.00	59.95	0.52, 0.35	48.23	30.04	30.20	28.99	80.55	84.58	67.59	58.26	23.12	55.45	22.53	34.37	73.39	84.07	76.01	71.69	59.95	62.63	84.39
BRD-A16700644	CP	isoxsuprine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	5.99, 2.99	59.94	0.77, 0.20	76.05	11.87	9.25	44.60	24.40	99.82	95.63	94.25	47.63	98.72	8.98	93.27	59.94	91.35	16.21	73.71	41.46	93.58	48.09
BRD-K36616567	CP	doxepin	histamine receptor antagonist, adrenergic transmitter uptake inhibitor, histamine receptor inhibitor, norepinephrine reputake inhibitor, serotonin reuptake inhibitor, tricyclic antidepressant	HRH1, HRH2, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD2, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, KCNH2, SLC6A3		5.00, 0.56	59.94	0.76, 0.17	83.49	68.13	86.52	87.57	48.75	28.79	12.50	72.97	59.94	95.87	69.93	8.88	21.75	55.97	32.30	63.64	62.34	44.54	26.81
BRD-K59597909	CP	phenothiazine	dopamine receptor antagonist			5.56, 2.78	59.91	0.60, 0.10	36.61	4.09	63.23	33.72	59.91	90.37	78.81	1.90	66.73	4.56	25.60	73.52	42.60	95.66	32.38	5.67	61.06	62.70	77.28
BRD-A79981887	CP	midodrine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D		4.44, 2.22	59.88	0.78, 0.14	33.48	10.82	44.22	26.17	83.19	62.78	58.72	59.88	22.09	97.20	80.09	33.43	67.89	85.34	45.25	26.83	61.14	66.69	85.61
BRD-K14536225	CP	piceid	glucosidase inhibitor, ICAM1 expression inhibitor, VCAM expression inhibitor, xanthine oxidase inhibitor	GAA, XDH		8.38, 3.59	59.88	1.11, 0.41	28.84	5.18	56.22	6.30	47.35	96.77	85.07	59.88	-2.42	93.36	63.81	39.50	15.70	99.68	67.36	25.56	69.51	65.04	78.77
BRD-A83695761	CP	chromanol	potassium channel blocker		Potassium channel blocker	4.19, 1.20	59.85	1.01, 0.31	4.51	8.30	43.96	69.46	11.40	99.51	37.92	43.66	75.26	92.35	63.64	81.99	10.44	93.32	59.85	-27.09	39.91	85.74	89.03
BRD-K06926592	CP	tretinoin	RAR agonist, RAR receptor binder, retinoid receptor agonist, ROR ligand	RARG, RORB, ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARRES1, RORC, RXRB, RXRG	Retinoid receptor agonist	4.44, 2.22	59.85	0.84, 0.17	61.38	40.58	59.85	49.94	36.92	46.15	63.01	64.25	36.31	61.67	79.83	61.77	97.15	31.87	52.53	64.21	46.15	59.59	92.76
BRD-K52721684	CP	PCO-400	potassium channel activator, potassium channel agonist	ABCC9, KCNJ8	Potassium channel activator	2.78, 1.11	59.85	1.10, 0.33	62.41	13.75	90.12	21.67	85.26	24.86	73.42	91.05	96.82	47.36	43.30	2.04	75.32	71.89	3.18	33.30	59.10	90.24	59.85
BRD-K76723084	CP	isotretinoin	retinoid receptor agonist, microbial collagenase inhibitor, protein synthesis inhibitor, RAR agonist	CYP2B6, CYP2C19, CYP2C8, CYP3A5, CYP3A7, NR2C2, PPARD, RARA, RARB, RARG, RORB, RORC	Retinoid receptor agonist	6.67, 2.78	59.85	0.82, 0.27	34.98	7.70	42.85	59.85	44.21	44.41	98.35	90.10	71.19	64.25	78.26	35.12	76.20	19.40	67.79	56.92	84.72	47.75	86.06
BRD-A03216249	CP	mepivacaine	potassium channel antagonist, voltage-gated sodium channel blocker	SCN10A, SCN9A		2.78, 0.56	59.83	1.41, 0.36	71.73	36.25	20.28	11.95	59.83	88.56	75.82	2.54	72.42	27.05	63.19	29.73	15.33	55.74	62.32	45.85	90.44	96.79	87.54
BRD-K44432556	CP	VU-0418946-1	hypoxia inducible factor activator	HIF1A	HIF activator	5.00, 3.33	59.83	1.80, 0.63	74.95	97.36	26.64	59.83	1.76	61.81	66.20	73.12	30.51	44.19	19.62	99.93	12.07	84.56	25.49	99.58	45.38	52.05	85.23
BRD-K31553034	CP	zibotentan	endothelin receptor antagonist	EDNRA		2.78, 1.11	59.82	1.49, 0.32	59.50	3.10	21.38	59.82	33.56	71.05	64.66	66.43	44.58	27.19	57.22	73.39	66.45	21.38	10.03	69.31	79.19	69.38	85.56
BRD-A87387433	CP	cefpodoxime	cell wall synthesis inhibitor			10.60, 6.62	59.80	1.22, 0.39	91.42	26.75	94.61	54.51	13.51	83.05	25.19	43.69	93.61	99.93	41.09	56.96	59.80	86.95	38.37	40.82	84.96	76.85	97.02
BRD-A02759312	CP	betaxolol	adrenergic receptor antagonist	ADRB1, ADRB2		6.67, 3.89	59.76	0.85, 0.17	32.62	15.39	11.90	11.95	86.39	38.75	87.97	93.61	2.50	69.21	90.45	4.61	78.49	99.75	76.75	58.38	59.76	60.63	59.27
BRD-A09533288	CP	verapamil	calcium channel blocker, L-type calcium channel blocker, dopamine receptor antagonist	CACNA1C, CACNA1D, CACNA1G, CACNA1S, CACNA1A, CACNA1B, CACNA1F, CACNA1I, CACNB1, CACNB2, CACNB3, CACNB4, CYP2C8, CYP2E1, CYP3A4, CYP3A5, CYP3A7, DRD2, KCNA10, KCNA7, KCNH2, KCNJ11, NALCN, SCN5A, SLC29A4, SLC6A4		6.67, 3.89	59.72	0.84, 0.11	29.38	17.57	42.15	90.45	94.40	60.13	70.11	74.30	4.83	95.07	59.72	9.19	76.16	55.21	43.58	6.27	52.92	67.79	92.16
BRD-A02990301	CP	lofexidine	adrenergic receptor agonist	ADRA2A		10.00, 6.11	59.68	1.19, 0.33	62.78	25.61	93.29	16.61	55.66	77.06	81.05	31.88	72.04	37.56	24.72	10.38	16.71	25.61	95.13	59.68	98.06	99.40	84.86
