#1.3
2429	21	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A51382177-summary	BRD-K76674262-summary	BRD-A15297126-summary	BRD-K77947974-summary	BRD-K05977355-summary	BRD-A09472452-summary	BRD-A17655518-summary	BRD-K34776109-summary	BRD-K28307902-summary	BRD-K64052750-summary	BRD-K80396088-summary	BRD-K22662435-summary	BRD-K55127134-summary	BRD-A22769835-summary	BRD-K15108141-summary	BRD-K12219985-summary	BRD-K47639036-summary	BRD-K11129031-summary	BRD-A49765801-summary	BRD-K36862742-summary	BRD-A31159102-summary
BRD-K30296925	CP	flavokavain-b	carcinoma cell growth inhibitor, hypoxia inducible factor inhibitor	HIF1A		3.65, 0.52	60.16	1.49, 0.66	65.13	0.00	40.95	14.68	62.25	96.80	14.70	96.18	30.21	19.05	36.62	61.45	74.10	60.16	80.94	97.06	45.00	5.25	82.64	44.62	70.45
BRD-K20482099	CP	rutin	aldose reductase inhibitor, antioxidant, capillary stabilizing agent, nitric oxide scavenger, prolyl 4-hydroxylase inhibitor	AKR1C3, AKR1B1, F10		7.81, 4.69	60.14	0.81, 0.10	90.03	7.08	60.14	81.72	98.44	79.63	25.75	99.44	78.08	49.58	96.50	95.73	44.72	5.80	17.60	94.22	80.97	24.46	56.99	47.48	52.78
BRD-K02965346	CP	SU-11274	hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor	MET		10.94, 3.65	60.13	1.42, 0.56	96.62	43.25	97.00	86.16	-1.09	48.64	51.49	21.06	23.84	97.22	24.53	81.55	96.09	60.13	93.53	8.06	78.65	36.02	69.22	90.26	39.44
BRD-K13169950	CP	NSC-3852	HDAC inhibitor	HDAC1	HDAC inhibitor	4.17, 0.52	60.12	2.16, 0.67	94.10	96.89	68.17	69.01	58.84	74.66	26.06	96.98	11.79	44.90	84.88	20.54	56.66	60.12	98.38	95.16	18.97	9.82	26.64	24.10	86.99
BRD-A87606379	CP	nadolol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRB3		11.98, 4.69	60.11	0.72, 0.11	60.11	15.79	95.95	24.01	60.45	29.19	78.42	60.83	91.68	79.64	88.99	38.83	6.50	93.10	44.46	17.89	47.63	42.33	96.09	97.48	3.10
BRD-K20755323	CP	SA-792728	sphingosine kinase inhibitor, ATPase inhibitor	SPHK1, VCP		2.08, 1.04	60.11	1.88, 0.68	41.19	65.38	59.24	84.77	11.64	97.69	68.46	80.92	17.49	87.56	10.96	47.32	94.61	62.14	67.20	28.56	76.52	11.19	60.11	51.50	44.49
BRD-K92446736	CP	zatebradine	HCN (hyperpolarization activated cyclic nucleotide gated) channel blocker, HCN channel antagonist, potassium channel antagonist, sodium channel blocker	HCN1, HCN2, HCN3, HCN4		4.17, 2.08	60.10	0.68, 0.17	84.05	35.54	67.72	45.90	60.10	35.60	28.48	84.18	79.86	11.67	21.98	73.10	14.42	84.93	16.15	57.57	99.33	87.94	91.06	72.28	27.01
BRD-K50140147	CP	NVP-TAE684	ALK tyrosine kinase receptor inhibitor, ALK tyrosine kinase receptor mutant inhibitor, leucine rich repeat kinase inhibitor	ALK, INSR		4.69, 1.56	60.09	1.82, 0.51	63.80	95.53	17.03	44.42	75.59	71.73	15.62	38.29	1.34	77.06	60.09	41.19	97.36	34.49	69.62	62.15	9.33	3.88	89.30	41.09	94.22
BRD-K63068307	CP	ZSTK-474	PI3K inhibitor	PIK3CG, PIK3CA, PIK3CB, PIK3CD	PI3K inhibitor	4.17, 1.04	60.09	1.91, 0.60	39.19	92.71	52.80	69.42	82.88	30.52	54.28	89.25	2.75	96.06	46.80	41.58	87.07	48.96	60.22	68.62	60.09	27.16	49.45	69.91	87.08
BRD-K20141153	CP	atomoxetine	norepinephrine transporter inhibitor, adrenergic transmitter uptake inhibitor	SLC6A2, SLC6A3, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B		3.65, 2.08	60.06	0.63, 0.11	60.45	43.31	67.41	51.21	42.51	67.17	82.79	59.67	60.06	7.81	62.20	34.44	37.55	69.68	1.97	67.01	86.64	20.89	40.00	80.88	72.21
BRD-K91904471	CP	SD-169	p38 MAPK inhibitor	MAPK14		5.59, 3.35	60.06	1.19, 0.34	92.51	26.45	94.50	54.67	46.04	20.41	43.84	84.78	73.65	55.78	87.96	27.53	9.19	60.06	15.55	97.03	29.99	69.75	85.19	84.36	88.84
BRD-A41519720	CP	ezetimibe	cholesterol absorption inhibitor, Niemann-Pick C1-like 1 protein antagonist, liver bile acid transporter inhibitor, Niemann-Pick C1-like 1 protein inhibitior	NPC1L1, ANPEP, SOAT1		8.33, 4.17	60.03	0.97, 0.18	78.32	27.82	49.65	97.96	57.77	80.41	-5.25	96.90	66.05	96.19	57.69	62.16	91.95	3.66	60.03	48.89	60.68	18.64	53.26	44.52	91.71
BRD-K39670393	CP	amthamine	histamine receptor agonist	HRH2		4.17, 2.60	60.03	0.82, 0.24	55.87	80.46	80.13	93.69	8.60	49.81	77.56	89.36	60.03	54.77	54.97	77.22	2.24	62.95	-57.76	26.94	91.19	99.18	83.20	42.76	34.04
BRD-K45158365	CP	valsartan	angiotensin receptor antagonist	AGTR1		4.69, 2.60	60.03	0.73, 0.22	61.76	15.23	60.03	56.01	81.00	51.60	65.90	99.05	33.12	53.28	26.68	60.88	2.11	83.57	18.46	75.31	86.19	66.04	79.96	25.01	1.87
BRD-K82381502	CP	acetylcholine	neurotransmitter of the peripheral and central nervous systems	ACHE, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2		9.50, 6.15	59.95	2.52, 0.67	90.91	10.16	89.97	90.79	98.13	89.17	89.53	42.87	49.60	46.30	84.56	59.95	22.08	12.24	-0.39	81.63	94.11	0.07	95.84	13.19	9.74
BRD-K83837640	CP	JNJ-26854165	HDAC inhibitor, MDM inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2		8.85, 4.17	59.94	1.40, 0.39	98.48	59.94	91.14	97.43	10.50	67.40	37.64	40.92	28.86	91.92	84.63	28.25	61.49	53.53	99.26	12.83	65.12	9.66	82.32	55.47	56.59
BRD-K03842655	CP	penitrem-a	potassium channel blocker	KCNMA1		6.25, 3.65	59.93	0.89, 0.24	61.47	52.09	63.91	93.64	9.01	97.99	10.22	93.55	18.39	98.77	29.50	46.73	59.93	58.32	76.35	86.48	72.00	-13.18	83.81	14.70	19.73
BRD-K59637651	CP	NSC-119889	botulin neurotoxin inhibitor, mur synthetase inhibitor			3.91, 2.23	59.89	1.03, 0.30	82.44	73.11	0.46	63.16	84.35	28.23	60.30	77.00	31.01	97.36	5.96	38.51	59.89	35.28	76.23	26.90	59.85	93.01	39.41	42.60	79.31
BRD-K68867920	CP	quetiapine	dopamine receptor antagonist, serotonin receptor antagonist, adrenergic receptor antagonist, histamine receptor antagonist	DRD2, HTR1A, HTR2A, DRD1, HRH1, HTR1D, HTR1E, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD3, DRD4, DRD5, HTR1B, HTR1F, HTR2C, HTR3A, HTR6, HTR7, SLC6A2		10.42, 4.17	59.89	1.34, 0.48	87.93	31.79	95.80	59.89	49.12	80.80	52.99	37.66	79.29	64.14	84.56	52.32	20.73	33.82	33.72	55.00	90.58	51.47	93.09	98.98	59.95
BRD-K82688027	CP	RG-13022	EGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor	EGFR, PDGFRA, PDGFRB		4.17, 1.04	59.88	0.88, 0.32	76.54	0.00	55.92	0.81	97.99	28.18	7.35	85.82	76.95	74.21	59.88	69.19	0.07	32.06	0.00	87.21	62.50	3.68	77.68	88.47	16.15
BRD-K62965247	CP	tipifarnib-P2	farnesyltransferase inhibitor, angiogenesis inhibitor, apoptosis stimulant	FNTA, FNTB		8.85, 4.17	59.75	1.40, 0.33	99.50	0.00	94.86	39.03	37.87	31.20	28.16	34.75	7.56	79.16	8.13	30.56	92.98	84.97	59.75	16.75	79.31	95.00	62.91	88.56	95.01
BRD-K63630713	CP	etacrynic-acid	not applicable, sodium/potassium/chloride transporter inhibitor	SLC12A1, ATP1A1, SLC12A2		7.26, 3.35	59.71	0.82, 0.19	66.93	-6.31	59.71	23.30	64.86	39.37	67.23	10.01	8.74	5.89	10.43	55.40	89.31	94.74	92.95	61.91	52.09	95.02	5.74	92.00	85.65
BRD-K77771411	CP	moxonidine	imidazoline receptor agonist, adrenergic receptor agonist	NISCH, ADRA2A, ADRA2B, ADRA2C		3.13, 1.04	59.71	0.56, 0.11	46.36	20.30	80.44	29.64	91.17	71.84	83.53	46.05	30.25	68.82	34.30	63.20	9.11	30.36	0.35	79.72	59.71	78.98	77.99	33.59	82.99
BRD-K75089421	CP	procainamide	sodium channel blocker, voltage-gated sodium channel blocker	SCN5A, DNMT1		6.25, 3.13	59.66	0.63, 0.13	92.09	13.90	69.03	22.87	64.44	59.48	50.88	97.96	40.97	59.66	38.30	87.71	3.45	64.53	-1.23	80.20	60.79	66.38	90.35	11.41	5.60
BRD-K92984783	CP	melperone	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR1A, HTR2A		4.17, 2.08	59.66	0.91, 0.20	61.07	16.84	65.76	46.14	21.98	81.50	98.19	19.10	80.02	37.27	59.66	50.91	73.99	66.46	1.39	13.23	68.75	94.79	43.11	74.31	-1.87
BRD-A20131130	CP	2',5'-dideoxyadenosine	adenylyl cyclase inhibitor			2.08, 1.04	59.65	1.40, 0.35	75.66	0.00	88.61	8.30	79.90	20.58	31.81	63.40	34.25	15.25	61.89	64.58	-3.31	78.18	0.81	23.67	60.32	59.65	62.05	79.80	20.16
BRD-K93645900	CP	tadalafil	phosphodiesterase inhibitor	PDE5A, PDE11A		7.29, 4.17	59.65	0.43, 0.08	26.08	6.48	84.78	21.49	60.92	80.49	82.62	9.55	59.65	18.10	76.15	64.32	2.11	80.81	-0.92	38.07	50.77	93.36	73.35	71.83	17.74
BRD-K82823804	CP	SA-792987	PKC inhibitor	WEE1	PKC inhibitor	4.17, 1.04	59.64	1.32, 0.30	64.44	97.21	87.96	36.24	15.47	-17.84	8.35	67.38	22.29	98.66	-4.11	56.83	77.47	61.44	99.26	26.68	87.30	-10.32	91.80	34.84	59.64
BRD-K40782193	CP	QX-222	sodium channel blocker			7.26, 5.03	59.61	1.09, 0.33	57.21	21.69	91.32	7.10	33.22	46.79	87.70	4.16	59.61	86.63	6.94	84.24	81.69	92.86	1.73	90.67	13.79	97.96	50.93	63.44	79.46
BRD-K10705233	CP	GW-405833	cannabinoid receptor agonist	CNR2	Cannabinoid receptor agonist	4.17, 0.52	59.57	0.10, 0.01	57.37	95.42	47.79	68.37	77.34	19.69	30.11	65.01	23.20	96.44	40.36	22.86	97.43	64.60	96.06	59.57	69.12	2.04	55.70	16.64	71.14
BRD-K46469693	CP	SCH-442416	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3		6.25, 3.13	59.55	0.95, 0.22	78.41	0.00	37.83	92.19	62.99	80.02	57.01	97.62	52.55	61.36	73.84	59.55	9.12	5.18	10.45	70.86	52.37	37.73	85.75	52.19	69.54
BRD-A04553218	CP	chlorphenamine	histamine receptor antagonist	HRH1, SLC6A2, SLC6A3, SLC6A4		3.65, 1.56	59.52	0.41, 0.08	65.35	23.05	59.52	85.46	95.58	79.78	25.84	90.06	26.70	47.47	80.86	58.73	20.98	72.28	1.94	79.87	4.72	64.63	85.99	18.00	14.15
BRD-K08640512	CP	RS-100329	adrenoceptor antagonist	ADRA1A, ADRA1D		5.73, 2.60	59.47	0.98, 0.36	75.54	16.43	78.01	86.80	69.41	63.07	24.66	26.22	4.91	3.90	72.00	86.47	2.24	59.47	12.93	26.02	75.85	78.50	76.36	41.01	6.17
BRD-A73859745	CP	glycodeoxycholic-acid	apoptosis activator			5.03, 1.68	59.45	0.91, 0.24	59.77	20.22	35.01	45.15	59.90	7.33	30.87	54.91	61.19	70.71	17.16	83.96	59.45	94.66	-0.42	82.46	24.52	97.81	77.53	38.26	93.17
BRD-K41731458	CP	triclosan	DNA methyltransferase inhibitor, enoyl-(acyl-carrier protein) reductase Fabl inhibitor, enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor	DNMT1		6.77, 2.08	59.42	1.36, 0.30	78.51	92.11	46.61	94.71	30.61	98.69	67.43	59.42	49.93	95.07	22.39	77.45	55.10	31.28	79.91	88.21	57.13	8.27	77.05	15.81	13.50
BRD-K89402695	CP	L-655240	platelet aggregation inhibitor, prostanoid receptor antagonist, thromboxane receptor antagonist	PTGES	Thromboxane receptor antagonist	5.73, 2.60	59.41	0.91, 0.27	68.33	40.82	39.21	27.45	22.94	12.91	59.41	75.03	26.87	73.09	98.10	74.49	21.08	21.28	1.62	78.29	69.74	43.72	66.78	91.55	97.44
BRD-K43736954	CP	cortisone	glucocorticoid receptor agonist	NR3C1		3.13, 1.56	59.36	1.11, 0.26	32.16	63.22	56.99	6.66	77.09	12.44	97.55	79.67	11.95	54.09	-69.25	4.59	67.42	70.36	19.69	59.36	55.62	86.77	72.71	82.15	93.87
BRD-K95237249	CP	probenecid	MRP inhibitor, TRPV agonist, uricosuric blocker	SLC22A6, ABCC1, PANX1, SLC22A11, SLC22A8, SLCO1C1, TRPV2		5.21, 2.08	59.33	1.38, 0.33	75.29	0.00	45.18	74.30	23.67	39.47	59.33	87.84	77.91	15.50	87.91	89.23	0.56	43.98	-0.56	66.75	58.48	87.52	74.82	93.60	-4.90
BRD-A16478930	CP	amcinonide	corticosteroid agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant	NR3C1, ANXA1	Glucocorticoid receptor agonist	15.08, 12.29	59.31	1.53, 0.59	98.31	67.83	98.24	0.00	99.22	16.64	11.48	13.75	98.45	95.04	57.59	80.68	1.99	30.80	59.31	58.67	45.41	85.21	99.40	88.64	30.68
BRD-K26573499	CP	DMAB-anabaseine	alpha receptor partial agonist	CHRNA7		3.65, 1.56	59.31	0.98, 0.41	32.13	15.66	41.72	79.06	43.23	95.88	96.29	63.40	76.84	23.27	87.34	89.28	39.79	31.19	6.18	60.36	59.31	7.02	68.59	31.22	67.04
BRD-K56115039	CP	BU-226	imidazoline 2 receptor ligand		Imidazoline ligand	6.15, 1.68	59.28	1.64, 0.49	11.74	9.48	70.23	15.37	82.44	43.68	99.72	59.28	87.06	70.63	31.20	59.79	26.61	97.37	2.11	30.36	75.29	65.56	70.59	-5.93	22.16
BRD-A72988804	CP	tiaprofenic-acid	cyclooxygenase inhibitor	PTGS2, PTGS1		2.79, 1.68	59.24	1.32, 0.48	88.44	69.27	9.30	70.22	87.75	27.74	28.84	89.01	36.15	88.14	51.26	59.24	33.92	76.31	0.04	79.63	35.82	84.64	50.35	32.76	89.47
BRD-A98299281	CP	velnacrine	calcium channel activator	ACHE		3.35, 1.68	59.22	0.89, 0.18	90.05	13.77	82.19	3.98	75.60	37.97	39.76	51.04	51.61	59.22	90.56	40.14	84.17	70.04	0.85	86.61	7.73	82.65	57.91	79.99	89.74
BRD-K25310650	CP	ormetoprim	antibiotic			4.91, 1.23	59.22	1.85, 0.74	96.95	32.15	56.17	45.14	21.18	39.39	81.36	68.29	71.71	43.48	0.00	62.15	45.87	94.70	3.51	71.70	59.22	74.48	82.30	18.79	76.00
BRD-A03816571	CP	CP-55940	cannabinoid receptor agonist, CC chemokine receptor antagonist	CNR1, CNR2, CXCR4, GPR55		5.73, 3.65	59.21	1.01, 0.33	50.11	21.69	87.61	9.48	59.21	86.05	97.67	51.69	12.64	4.03	62.07	28.18	89.81	89.62	94.25	90.06	70.68	76.08	2.36	14.52	-9.70
BRD-K08417745	CP	SID-26681509	cathepsin inhibitor	CTSL		2.60, 1.04	59.18	0.13, 0.02	59.11	93.94	60.67	54.42	49.25	88.19	52.69	65.49	7.92	77.72	73.19	59.18	92.39	41.61	28.41	80.29	69.72	15.96	54.87	35.04	71.09
BRD-K64881305	CP	ispinesib	kinesin family member inhibitor, kinesin inhibitor, Kinesin-Like Spindle Protein  KIF11 (KSP, Eg5) Inhibitors	KIF11		6.25, 5.21	59.18	1.68, 0.51	42.60	97.96	9.40	94.96	28.50	89.34	89.61	33.42	1.02	98.13	9.98	62.67	99.96	87.35	59.18	16.67	43.01	76.37	13.17	30.30	88.50
BRD-K66782112	CP	BRD-K66782112	histamine receptor antagonist	HRH2		4.69, 1.04	59.18	1.41, 0.41	82.12	7.05	64.53	36.48	91.20	60.73	1.55	73.99	40.72	91.75	98.13	95.49	0.56	16.03	0.18	82.15	53.27	56.07	59.18	76.17	37.67
BRD-K59037100	CP	oxybenzone	lipase inhibitor	LIPE		6.77, 5.21	59.17	1.25, 0.38	49.74	0.00	80.84	49.43	85.48	97.67	94.55	84.02	30.22	63.93	94.81	54.19	6.05	0.32	1.37	91.78	58.91	98.10	59.17	69.78	7.75
BRD-A66199457	CP	asiaticoside	possible antitumor agent			6.70, 3.35	59.12	1.50, 0.44	87.21	15.02	87.76	34.09	14.48	39.47	45.26	93.49	3.54	79.32	20.55	62.38	59.12	94.92	35.45	90.18	32.69	99.75	86.37	82.96	51.45
BRD-K49111258	CP	prazosin	adrenergic receptor antagonist, adrenergic receptor blocker, CDK inhibitor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CDK1, KCNH2, KCNH6, KCNH7		8.85, 4.17	59.12	0.56, 0.13	81.89	45.95	63.76	41.75	96.65	47.54	96.78	90.49	77.52	37.54	87.91	51.51	15.87	59.54	28.99	59.12	98.98	22.84	95.90	38.43	8.34
BRD-K17705806	CP	JTC-801	opioid receptor antagonist	OPRL1		6.50, 4.88	59.11	2.92, 0.63	63.16	99.33	38.75	91.23	57.98	2.36	18.34	99.22	1.48	63.93	52.43	8.49	97.39	80.49	93.02	59.11	12.64	0.00	79.19	2.04	70.44
BRD-K74763371	CP	bosentan	endothelin receptor antagonist	EDNRB, EDNRA, ABCB1, CYP2C19, CYP3A4		6.70, 3.91	59.11	1.00, 0.30	94.09	22.63	0.42	45.60	98.63	77.46	69.59	59.11	15.78	62.55	50.63	74.35	26.14	80.23	-0.04	1.77	73.17	79.93	64.44	8.62	-31.75
BRD-K43860855	CP	iobenguane	radiopharmaceutical and antineoplastic agent			4.69, 3.13	59.08	1.20, 0.38	79.76	26.47	74.65	6.66	81.22	84.16	94.97	28.41	30.18	59.08	89.87	41.71	5.02	20.77	15.52	90.67	38.69	85.15	66.52	88.67	35.89
BRD-K50938786	CP	ropivacaine	membrane integrity inhibitor, potassium channel antagonist, sodium channel blocker	SCN10A, SCN9A		4.69, 1.56	59.04	1.15, 0.35	42.37	90.10	29.77	11.02	60.77	19.02	98.13	96.32	43.64	59.04	35.03	95.40	72.79	73.66	5.59	82.96	31.93	23.20	87.78	51.92	75.14
BRD-K09416995	CP	lovastatin	HMGCR inhibitor	HMGCR, CYP3A5, HDAC2, ITGAL, NR1I2	HMGCR inhibitor	7.29, 3.65	59.01	0.77, 0.16	79.82	78.29	50.26	79.70	28.99	99.75	37.77	77.54	79.27	59.01	-73.93	58.64	97.55	18.70	31.19	78.43	31.47	17.94	83.84	37.90	95.66
BRD-K66175015	CP	afatinib	EGFR inhibitor, receptor tyrosine protein kinase inhibitor, tyrosine kinase inhibitor	EGFR, ERBB2, ERBB4	EGFR inhibitor	7.81, 5.21	58.99	1.34, 0.32	58.99	19.90	75.28	94.82	43.46	99.48	71.72	55.99	33.01	99.51	50.91	40.25	99.68	92.03	78.48	61.80	22.25	9.03	2.08	10.81	92.17
BRD-K69688083	CP	mestinon	cholinesterase inhibitor	ACHE, BCHE		8.18, 5.03	58.99	2.26, 0.53	85.80	86.65	43.23	11.25	85.75	58.99	45.48	98.91	43.39	76.52	21.63	65.48	0.02	97.13	14.85	87.10	6.57	12.26	90.50	18.81	88.44
BRD-A56359832	CP	zileuton	leukotriene synthesis inhibitor, lipoxygenase inhibitor	ALOX5		4.17, 2.08	58.94	0.57, 0.07	73.98	-43.92	58.94	14.90	60.59	42.71	87.43	74.88	61.02	58.44	78.33	39.48	3.94	84.05	0.85	41.99	85.71	85.59	68.85	18.75	33.84
BRD-K63430059	CP	methoxsalen	acetylcholinesterase inhibitor, cytochrome P450 inhibitor, DNA damaging, DNA synthesis inhibitor, immunosuppressant	ACHE, CYP1A2		6.70, 1.68	58.90	1.16, 0.31	24.51	-4.83	90.14	23.50	96.11	83.89	18.98	24.72	93.54	58.90	48.58	76.16	29.26	42.67	-0.25	90.20	40.61	90.60	95.70	91.78	81.91
BRD-A02713983	CP	dihydrodeoxygedunin	growth factor receptor activator	NTRK2		6.70, 2.79	58.89	1.14, 0.33	38.14	15.38	88.50	52.54	58.89	36.47	76.69	26.46	53.08	5.32	49.26	47.42	83.70	97.66	0.56	89.70	70.86	65.62	67.43	89.87	91.44
BRD-K31471398	CP	dihydrexidine	dopamine receptor agonist	DRD1, DRD2, DRD3, DRD4, DRD5		3.65, 0.52	58.89	1.32, 0.43	37.40	22.45	42.34	58.89	60.85	39.12	62.50	17.17	45.00	76.74	81.63	97.48	14.04	-3.65	0.63	85.85	86.00	-33.21	74.25	78.56	94.02
BRD-K52172416	CP	anastrozole	aromatase inhibitor	CYP19A1		3.65, 1.04	58.85	1.05, 0.39	78.91	71.88	49.37	34.71	26.88	58.85	68.52	39.33	48.71	59.01	87.04	88.65	48.76	0.99	1.27	24.52	70.63	12.27	67.42	91.30	95.76
BRD-K32821942	CP	azathioprine	dehydrogenase inhibitor, immunosuppressant, purine antagonist	HPRT1, IMPDH1, PPAT	IMPDH inhibitor	5.03, 4.47	58.83	0.22, 0.05	87.94	32.74	82.36	7.21	74.08	58.83	38.11	85.71	30.91	32.28	48.43	66.93	0.53	41.60	80.00	55.46	41.65	59.10	92.25	80.54	76.06
BRD-K80451230	CP	zamifenacin	acetylcholine receptor antagonist	CHRM3		5.03, 2.23	58.80	1.13, 0.31	72.79	19.13	92.14	58.80	17.24	74.11	77.69	10.69	31.93	32.00	70.11	43.36	83.80	89.06	30.09	78.82	56.05	58.79	51.64	91.54	75.76
BRD-A41301928	CP	bongkrek-acid	mitochondrial ADP, ATP translocase inhibitor	SLC25A4		6.77, 4.17	58.78	1.39, 0.41	90.45	52.21	46.70	4.90	71.86	58.78	61.58	90.70	9.03	2.62	71.62	75.80	1.92	-26.08	-0.88	70.73	72.51	53.92	80.18	44.70	85.86
BRD-A37347161	CP	BRL-52537	opioid receptor agonist	OPRK1		6.70, 1.12	58.77	1.23, 0.41	58.77	36.44	61.21	4.98	60.76	20.85	90.81	82.66	3.52	66.49	36.73	54.92	9.93	97.11	-0.39	35.86	94.48	76.06	90.35	5.88	61.72
BRD-A83937277	CP	mephenytoin	cytochrome P450 substrate	SCN5A, CYP2C19		5.03, 3.35	58.77	1.45, 0.38	34.05	4.72	42.95	70.78	80.16	85.21	65.17	66.99	22.19	80.65	58.77	94.51	4.24	99.30	0.92	2.11	94.80	93.30	43.59	21.94	11.35
BRD-K64610608	CP	EMF-bca1-57	caspase inhibitor	CASP3		5.21, 2.60	58.74	0.90, 0.17	15.26	-81.54	18.73	94.13	84.52	95.74	79.93	61.31	18.25	91.05	87.17	90.67	65.64	30.65	-1.23	15.15	74.59	58.74	25.80	-11.17	49.28
BRD-K71103788	CP	duloxetine	norepinephrine reuptake inhibitor, serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor, serotonin uptake inhibitor	SLC6A2, SLC6A4, SLC6A3, HTR2A, HTR2C, HTR6		9.90, 3.65	58.71	0.49, 0.14	37.88	73.89	82.45	97.33	57.56	68.87	16.08	26.02	1.55	84.46	48.98	58.71	95.70	87.37	-1.41	68.20	57.06	51.25	60.34	9.90	97.22
BRD-K38251852	CP	paxilline	ABC transporter expression enhancer, high conductance calcium activated potassium blocker, LXR agonist	ABCA1, KCNMA1, NR1H3	Potassium channel blocker	7.82, 3.35	58.69	0.91, 0.25	85.90	20.06	92.62	12.72	43.89	14.09	58.69	52.59	13.06	80.19	64.43	58.24	96.66	99.24	30.73	87.00	23.07	93.18	48.51	95.31	94.83
BRD-K63533170	CP	AM-630	cannabinoid receptor antagonist, cannabinoid receptor inverse agonist	CNR2, CNR1		4.17, 4.17	58.67	1.25, 0.43	83.15	69.31	80.06	51.37	16.65	82.01	58.67	90.04	47.71	49.89	63.48	76.28	0.07	31.70	6.28	61.07	49.95	82.75	78.47	35.73	25.61
BRD-K98521173	CP	desoxycortone	mineralocorticoid receptor agonist	NR3C1, NR3C2		5.73, 2.60	58.64	1.17, 0.31	18.49	-16.18	76.17	56.01	96.41	99.47	60.80	18.58	58.64	70.54	97.00	48.86	-3.86	-18.42	-8.77	83.95	85.55	84.35	79.48	48.73	-18.47
BRD-A58564983	CP	selamectin	nematocide			5.73, 4.17	58.51	1.74, 0.50	18.43	99.01	35.72	58.55	15.87	77.11	81.74	98.94	26.05	96.05	21.60	58.27	58.51	73.34	96.34	99.89	19.36	50.58	91.90	9.76	26.87
BRD-A92161634	CP	scopoline	acetylcholine receptor antagonist			4.47, 0.56	58.45	0.73, 0.14	61.54	21.40	76.42	17.96	58.45	22.54	91.52	56.46	41.98	70.14	77.63	61.21	6.63	92.26	1.02	50.34	57.99	64.67	70.36	40.10	78.11
BRD-K75615183	CP	talipexole	adrenergic receptor agonist, dopamine receptor agonist, dopamine autoreceptor agonist, serotonin receptor antagonist	DRD2, HTR3A		9.38, 5.73	58.42	0.89, 0.22	89.67	76.52	93.32	19.70	52.72	31.04	89.42	39.29	21.40	22.43	69.29	18.17	1.59	62.66	19.41	46.53	99.82	86.41	87.21	96.65	58.42
BRD-K11540476	CP	EMF-BCA1-64	caspase inhibitor	CASP3		4.69, 2.60	58.41	0.66, 0.09	61.07	42.87	21.67	41.77	38.76	60.44	68.45	37.04	16.29	75.41	84.86	70.27	41.14	67.97	17.49	58.41	27.46	88.39	84.12	73.78	45.42
BRD-K13571841	CP	pepstatin	aspartic protease inhibitor	CTSB, CTSD, CTSL, REN		10.06, 6.15	58.41	2.32, 0.85	93.97	64.96	97.82	-21.62	34.23	10.23	48.91	77.15	13.50	-39.52	-56.96	46.67	81.34	-5.09	58.41	24.84	66.62	59.70	72.18	99.61	95.88
BRD-K91263825	CP	nortriptyline	PI3K inhibitor, potassium channel blocker, tricyclic antidepressant (TCA)	KCNJ10, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, PGRMC1, PIK3CD, SIGMAR1	Tricyclic antidepressant	9.90, 5.73	58.37	1.60, 0.50	35.38	28.39	35.91	99.65	62.96	87.11	26.13	69.68	6.29	88.99	39.08	58.37	99.89	86.78	79.06	58.92	5.57	5.80	24.27	53.97	99.01
BRD-K05395900	CP	nicotine	acetylcholine receptor agonist	CHRNA10, CHRNA9, AOX1, CHAT, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB2, CHRNB3, CHRNB4, CYP19A1, CYP2B6, TBXAS1, TRPA1		7.82, 3.35	58.35	0.69, 0.14	23.90	6.05	61.35	29.69	50.24	96.45	70.32	27.85	73.68	58.55	8.17	93.83	7.63	59.59	-1.48	58.35	67.64	60.91	67.84	22.93	14.68
