#1.3
2429	13	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K82941592-summary	BRD-K81473089-summary	BRD-K50859149-summary	BRD-K15933101-summary	BRD-K19416115-summary	BRD-K50938287-summary	BRD-A70083328-summary	BRD-A33168282-summary	BRD-K93645900-summary	BRD-K53972329-summary	BRD-A95939040-summary	BRD-K36627727-summary	BRD-A62035778-summary
BRD-K17378184	CP	prestwick-559	dopamine receptor agonist	DRD3, ADRA1A, ADRA1D, ADRA2A, DRD1, DRD2, DRD4, HTR1A, HTR2B		4.07, 1.63	58.93	0.68, 0.16	71.65	52.72	69.43	70.19	89.90	58.93	33.26	97.40	39.88	21.17	33.45	23.34	72.93
BRD-K52397688	CP	amperozide	dopamine receptor antagonist, FAAH inhibitor, serotonin receptor antagonist	HTR2A, DRD2, FAAH		4.88, 3.25	58.93	0.45, 0.09	66.09	89.49	58.93	8.55	-86.99	61.89	23.00	48.17	51.56	41.33	77.77	88.54	76.15
BRD-A87125127	CP	3-matida	glutamate receptor antagonist	GRM1		12.16, 4.05	58.91	1.87, 0.60	61.57	95.71	97.06	12.38	98.69	92.79	56.12	22.35	44.22	3.21	79.92	14.87	58.91
BRD-K37618799	CP	MRS-1220	adenosine receptor antagonist	ADORA2B, ADORA3		5.69, 2.44	58.89	0.77, 0.31	71.61	70.20	32.93	21.67	54.19	65.03	9.94	7.27	87.51	58.89	79.19	3.35	66.84
BRD-A16700644	CP	isoxsuprine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	3.51, 2.63	58.83	0.77, 0.20	78.04	32.98	12.15	16.00	69.48	66.09	77.48	31.40	88.23	58.63	58.83	16.83	79.21
BRD-K46862739	CP	metyrapone	cytochrome P450 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, mineralocorticoid receptor antagonist	CYP11B1, HSD11B1, NR3C2		7.02, 5.26	58.83	0.67, 0.19	40.76	83.13	60.93	32.45	51.47	65.60	25.95	99.33	23.61	90.96	85.67	58.83	49.20
BRD-K60923938	CP	veratridine	sodium channel activator	SCN1A, SCN3A, SCN8A, SCN9A		3.25, 1.63	58.83	1.07, 0.30	41.43	80.45	23.14	35.70	77.92	78.37	47.87	75.04	41.55	62.35	87.19	8.27	58.83
BRD-K91263825	CP	nortriptyline	PI3K inhibitor, potassium channel blocker, tricyclic antidepressant (TCA)	KCNJ10, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, PGRMC1, PIK3CD, SIGMAR1	Tricyclic antidepressant	0.81, 0.00	58.83	1.60, 0.50	89.62	13.21	58.83	69.76	7.14	59.43	8.67	32.17	49.96	70.50	81.08	64.62	14.87
BRD-K73999723	CP	telmisartan	angiotensin receptor antagonist, PPAR receptor agonist, PPAR receptor modulator, PPAR receptor partial agonist	AGTR1, PPARG, CYP2C19, CYP2J2, PPARA		2.44, 0.81	58.80	0.75, 0.19	58.80	84.77	42.90	20.68	89.96	23.67	54.16	22.66	96.31	80.03	54.81	79.71	65.10
BRD-K14888893	CP	minoxidil	antialopecia agent, ATP channel activator, ATP-sensitive potassium channel agonist, KATP activator, Kir6 channel (KATP) activator, polarization activator, renin secretion stimulant	KCNJ8, ABCC9, KCNJ1, KCNJ10, KCNJ11, PTGS1, REN		5.69, 0.00	58.77	1.34, 0.35	31.37	16.90	64.35	95.95	69.52	44.36	39.94	61.05	64.56	63.70	12.83	27.98	58.77
BRD-A42553870	CP	L-152804	neuropeptide receptor antagonist	NPY5R		6.50, 3.25	58.73	0.95, 0.26	84.71	80.19	42.27	63.27	49.22	58.73	27.18	30.90	92.89	82.30	96.10	31.83	38.61
BRD-K40645748	CP	mefloquine	acidifying agent non gastric, adenosine receptor antagonist, calmodulin antagonist, hemoglobin antagonist, pannexin inhibitor	ADORA2A, HBA1, PANX1		7.89, 6.14	58.65	1.34, 0.28	75.61	98.10	58.65	82.49	99.15	14.62	46.17	42.86	28.42	2.43	82.58	94.45	26.29
BRD-K70976396	CP	cefoxitin	cell wall synthesis inhibitor			8.77, 4.39	58.63	1.06, 0.36	58.63	98.45	-5.91	79.64	76.02	79.06	7.12	86.00	26.30	17.10	35.88	0.39	88.55
BRD-A93477898	CP	PETCM	caspase activator	CASP3		3.51, 1.75	58.62	0.94, 0.27	3.74	15.04	25.73	58.62	69.19	89.40	70.23	31.33	59.20	91.52	24.45	49.54	82.34
BRD-A54596827	CP	solifenacin	acetylcholine receptor antagonist	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5		2.63, 0.88	58.61	1.32, 0.39	85.09	58.61	81.62	23.11	39.94	82.11	46.73	38.30	89.42	73.70	49.36	17.40	91.44
BRD-K63550407	CP	erythromycin	NFkB pathway inhibitor, 50S ribosomal subunit inhibitor, motilin receptor agonist, RPLV inhibitor	CYP3A4, MLNR		8.94, 4.88	58.61	1.20, 0.44	60.88	84.23	40.98	17.38	83.89	35.70	20.09	57.06	80.38	96.95	58.61	25.09	99.89
BRD-K53979406	CP	ALX-5407	glycine transporter inhibitor, GlyT-1 inhibitor	SLC6A9		7.02, 2.63	58.60	1.20, 0.44	33.63	80.61	2.78	55.12	89.43	40.37	84.29	97.53	89.86	21.47	91.08	58.60	36.62
BRD-A49225603	CP	alimemazine	histamine receptor ligand	HRH1		2.63, 0.00	58.56	1.67, 0.66	58.56	86.95	9.88	32.67	65.58	62.98	75.17	26.92	70.26	33.57	63.44	29.56	27.42
BRD-A11678676	CP	wortmannin	PI3K inhibitor, ATM kinase inhibitor, ATR kinase inhibitor, DNA dependent protein kinase inhibitor, mTOR inhibitor, Phosphatidylinositol 3-kinase (PI3K) inhibitor, PLK inhibitor	PIK3CA, PIK3CG, PLK1, ATM, ATR, MTOR, PI4KA, PI4KB, PIK3CD, PIK3R1, PLK3, PRKDC	PI3K inhibitor	0.81, 0.00	58.53	1.52, 0.50	89.77	59.43	50.54	58.53	-13.76	43.05	41.54	-2.99	85.77	32.43	75.22	96.25	59.33
BRD-K91696562	CP	orantinib	PDGFR tyrosine kinase receptor inhibitor, FGFR inhibitor, VEGFR inhibitor, angiogenesis inhibitor, apoptosis stimulant, Aurora kinase inhibitor, FGFR antagonist, fibroblast growth factor receptor (FGFR) antagonist, fibroblast growth factor receptor inhibitor, kinase insert domain receptor inhibitor, platelet-derived growth factor receptor (PDGFR) inhibitor, serine/threonine kinase inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR antagonist	PDGFRB, AURKA, AURKB, KDR, EGFR, FGFR1, FGFR2, PDGFRA, TBK1	FGFR inhibitor	8.13, 4.07	58.53	0.91, 0.41	61.65	16.82	26.77	29.06	99.09	78.20	35.32	93.53	10.84	71.59	23.33	58.53	61.86
BRD-A73368467	CP	fexofenadine	histamine receptor antagonist	HRH1		6.50, 2.44	58.52	0.72, 0.16	88.61	52.97	32.88	58.52	23.72	77.12	64.54	25.62	93.23	95.20	13.28	39.45	74.42
BRD-K72222507	CP	quinapril	angiotensin converting enzyme inhibitor	ACE		8.13, 4.88	58.52	0.57, 0.11	55.05	67.14	85.22	87.76	55.76	42.67	58.52	47.69	59.79	80.07	28.14	3.09	85.49
BRD-K09436313	CP	prostaglandin	prostanoid receptor antagonist	AKR1C3, PTGDR, PTGDR2, PTGER1, PTGER2, PTGER4, PTGFR		8.13, 4.88	58.49	1.19, 0.49	-0.21	27.60	49.84	48.01	99.19	88.89	27.63	91.07	6.06	93.75	66.57	58.49	61.42
BRD-K27499107	CP	carbacyclin	IP receptor activator, PPARbeta receptor activator	PPARD, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R		5.69, 3.25	58.39	0.73, 0.19	87.69	47.98	1.41	95.42	58.39	64.85	36.83	88.91	13.95	33.23	60.86	15.60	86.96
BRD-K66876909	CP	linezolid	50S ribosomal subunit inhibitor, protein synthesis inhibitor, monoamine oxidase inhibitor	MAOA		7.32, 4.88	58.37	1.05, 0.20	38.71	39.17	77.59	50.18	96.16	90.96	72.84	28.33	35.80	58.37	68.68	4.22	70.72
BRD-K28667793	CP	pyrazinamide	fatty acid synthase inhibitor	FASN		7.02, 5.26	58.36	1.74, 0.56	50.97	92.02	99.86	94.36	90.36	43.00	66.92	95.15	14.31	0.00	30.41	58.36	20.87
BRD-K17008822	CP	BD-1008	sigma receptor antagonist		Sigma receptor antagonist	9.76, 7.32	58.32	1.15, 0.38	71.85	58.11	57.64	52.87	89.57	93.04	27.36	58.32	95.68	1.16	99.30	33.86	77.22
BRD-K57033106	CP	tripelennamine	histamine receptor antagonist	HRH1		4.07, 1.63	58.29	0.50, 0.18	58.29	89.47	43.03	55.83	49.65	74.17	62.96	75.85	19.46	50.63	58.72	78.12	32.71
BRD-K02283807	CP	GR-32191	thromboxane receptor antagonist, prostanoid receptor antagonist	TBXA2R	Thromboxane receptor antagonist	4.07, 2.44	58.28	0.80, 0.28	24.92	88.91	35.98	91.69	76.94	89.03	20.31	37.69	24.86	58.28	67.33	63.29	4.44
BRD-K10995081	CP	perphenazine	dopamine receptor, dopamine receptor antagonist	DRD2, CALM1, DRD1, HRH1, HTR2A, HTR2C, HTR6, HTR7	Dopamine receptor antagonist	4.07, 0.81	58.28	1.30, 0.53	69.68	27.55	80.64	11.18	73.25	70.00	50.58	21.88	88.75	89.56	58.28	5.43	42.17
BRD-A13650332	CP	flucloxacillin	antibiotic of the penicillin class			4.07, 3.25	58.27	1.03, 0.22	13.13	97.39	80.92	70.89	48.41	37.33	59.33	55.41	29.64	82.40	51.22	58.27	78.22
BRD-K68332390	CP	ponalrestat	aldose reductase inhibitor, reductase inhibitor	AKR1B1		2.44, 1.63	58.27	1.34, 0.30	72.24	41.12	53.03	48.27	78.78	58.27	59.46	26.99	40.89	82.83	83.67	40.99	91.35
BRD-K05104363	CP	PD-184352	MEK inhibitor, MAP kinase inhibitor	MAP2K1, MAP2K2, MAP3K1, MAP3K2	MEK inhibitor	2.44, 0.81	58.25	1.43, 0.49	93.17	22.87	77.83	63.09	78.29	67.80	22.56	32.97	92.74	45.42	30.08	58.25	56.28
BRD-K49519092	CP	immethridine	histamine receptor agonist	HRH3		6.50, 3.25	58.25	0.53, 0.11	67.03	71.58	34.06	41.98	94.87	27.36	40.91	58.25	69.47	2.15	78.66	48.04	85.13
BRD-A01320529	CP	salmeterol	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	4.88, 1.63	58.24	0.56, 0.09	95.65	71.47	51.34	22.11	94.17	30.63	45.35	31.43	72.66	60.61	58.24	44.61	97.84
BRD-K50398167	CP	meclofenamic-acid	cyclooxygenase inhibitor, prostanoid receptor antagonist	PTGS1, PTGS2, ALOX5, CNR1, KCNQ2, KCNQ3		4.07, 0.81	58.21	0.53, 0.06	2.78	89.15	69.75	82.54	28.31	67.95	40.25	31.31	73.73	69.99	57.25	36.65	58.21
BRD-K59637651	CP	NSC-119889	botulin neurotoxin inhibitor, mur synthetase inhibitor			2.63, 1.75	58.19	1.03, 0.30	5.36	49.67	28.21	22.53	59.88	63.30	12.00	66.51	96.34	81.84	58.19	70.99	45.62
BRD-K52172416	CP	anastrozole	aromatase inhibitor	CYP19A1		7.32, 5.69	58.14	1.05, 0.39	87.46	75.01	59.45	40.35	95.59	35.73	54.01	58.14	94.04	84.36	39.38	-17.51	4.47
BRD-K38449220	CP	seneciphylline	cytochrome P450 inhibitor			5.69, 3.25	58.12	0.83, 0.28	42.25	66.56	72.04	79.83	70.41	91.26	46.11	82.88	15.42	30.68	58.12	15.46	49.35
BRD-K80725821	CP	RS-16566	(R)-zacopride ligand			7.32, 5.69	58.12	1.03, 0.33	13.14	42.93	88.31	97.50	61.74	26.49	19.78	58.12	20.42	70.46	64.51	18.66	75.91
BRD-K03842655	CP	penitrem-a	potassium channel blocker	KCNMA1		2.44, 0.81	58.09	0.89, 0.24	17.27	78.00	46.64	63.94	35.09	58.09	26.85	35.16	37.92	74.44	89.62	94.82	81.11
BRD-K89055274	CP	alverine	smooth muscle relaxant	HTR1A		4.07, 0.81	58.08	0.90, 0.28	88.70	68.46	58.08	78.66	18.40	92.68	49.03	11.25	-14.62	49.61	71.08	34.61	71.82
BRD-K40624912	CP	ZM-39923	JAK inhibitor	JAK1, JAK3		3.51, 1.75	58.07	1.75, 0.43	88.85	58.07	22.23	75.92	31.53	68.50	72.08	37.53	62.78	97.22	7.32	6.27	56.40
BRD-K24675965	CP	LY-288513	CCK receptor antagonist	CCKBR		4.07, 4.07	58.02	0.94, 0.19	38.03	99.82	58.02	73.25	56.24	73.02	72.64	8.53	77.58	86.32	46.42	55.41	49.22
BRD-K12513978	CP	fenbufen	cyclooxygenase inhibitor	PTGS1, PTGS2	Cyclooxygenase inhibitor	8.13, 2.44	57.98	0.89, 0.24	71.67	86.71	41.84	22.76	73.91	55.83	60.45	38.47	95.65	83.74	40.33	57.98	26.34
BRD-K89125793	CP	tinidazole	anti-protozoal			7.32, 4.07	57.96	0.77, 0.15	30.50	57.96	40.35	42.54	90.26	78.41	92.40	98.80	95.22	72.58	12.88	10.18	57.05
BRD-K66093087	CP	FGIN-1-43	benzodiazepine receptor ligand	TSPO		5.26, 4.39	57.92	1.50, 0.53	49.62	51.73	90.21	39.52	88.56	65.67	57.92	99.05	69.71	2.08	48.76	16.84	67.46
BRD-A19661776	CP	mianserin	serotonin receptor antagonist, tetracyclic antidepressant	HTR2A, HTR2C, ADRA1A, ADRA1B, ADRA1D, HRH1, HTR2B, HTR6, HTR7, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD5, HRH2, HRH4, HTR1A, HTR1F, OPRK1, SLC6A2, SLC6A3, SLC6A4		3.25, 1.63	57.91	1.14, 0.30	57.91	93.13	36.31	75.57	81.63	76.93	17.54	28.11	50.17	50.20	91.18	24.67	80.12
BRD-A41250306	CP	cyclopenthiazide	diuretic, inhibitor of sodium chloride symporter			4.07, 3.25	57.91	0.52, 0.18	8.85	79.62	74.39	92.40	92.91	90.12	57.91	47.38	0.78	50.62	90.35	39.61	52.10
BRD-K60511616	CP	pravastatin	HMGCR inhibitor	HMGCR, SLCO1B1		7.32, 5.69	57.91	0.49, 0.17	57.91	44.33	37.79	34.06	98.20	90.56	30.01	18.07	93.68	34.74	85.36	65.47	83.61
BRD-K69032158	CP	diprotin-a	dipeptidyl peptidase inhibitor	DPP4		4.84, 1.61	57.85	1.52, 0.38	15.64	67.69	98.77	35.24	20.29	57.85	25.05	85.88	66.73	84.36	12.29	13.48	91.10
BRD-K45435259	CP	SCH-23390	dopamine receptor antagonist	DRD1, DRD5, HTR2C, KCNJ4, KCNJ6		2.44, 0.81	57.83	1.02, 0.28	81.90	73.26	56.29	55.85	61.88	28.21	57.83	45.54	83.59	48.40	48.64	67.91	77.39
BRD-A55393291	CP	testosterone	androgen receptor (AR) agonist, androgen receptor agonist, testosterone receptor agonist	AR, CYP19A1, CYP2C19, CYP2C8, CYP3A5	Androgen receptor modulator	10.57, 4.88	57.82	0.84, 0.31	69.81	10.46	57.82	86.89	96.15	90.76	26.14	96.79	49.24	7.55	33.92	3.38	98.20
BRD-K00184207	CP	GR-206	aryl hydrocarbon receptor ligand			4.07, 1.63	57.81	0.97, 0.31	35.40	29.36	16.90	7.67	97.34	57.81	59.07	62.66	38.84	76.76	14.48	87.64	77.96
BRD-K15933101	CP	ropinirole	dopamine receptor agonist, dopamine receptor modulator	DRD2, DRD3, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C		12.20, 8.94	57.81	0.89, 0.31	17.26	6.18	81.75	99.97	91.03	89.32	41.90	90.54	7.38	40.81	57.81	36.18	70.58
BRD-K16664969	CP	GTP-14564	FLT3 inhibitor, tyrosine kinase receptor inhibitor	FLT3, CSF1R, KIT, PDGFRB		4.88, 2.44	57.80	0.93, 0.17	50.34	36.13	78.31	49.05	88.77	88.90	79.03	89.38	76.38	57.80	49.58	42.44	52.58
BRD-K28806945	CP	L-750667	dopamine receptor antagonist	DRD4		4.07, 1.63	57.80	0.98, 0.35	77.96	56.61	48.14	82.11	57.80	45.65	41.64	5.88	96.34	30.04	64.99	91.40	83.73
BRD-K80738081	CP	resveratrol	apolipoprotein expression enhancer, beta-secretase inhibitor, cyclooxygenase inhibitor, cytochrome P450 inhibitor, lipid peroxidase inhibitor, MAP kinase inhibitor, monoamine oxidase inhibitor, NFkB pathway modulator, SIRT activator, SIRT pathway, SIRT stimulant, sodium channel blocker, thioredoxin reductase inhibitor, topoisomerase inhibitor, xanthine oxidase inhibitor	PTGS1, PTGS2, SIRT1, APOA1, BACE1, CSNK2A1, MAOA, NQO2, SCN5A, TXNRD1, TXNRD2, XDH		4.88, 2.44	57.80	0.95, 0.20	50.75	95.01	57.80	42.18	94.09	61.55	35.33	89.42	86.58	5.93	51.59	39.37	84.59
BRD-A55369275	CP	CGP-54626	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8		7.02, 2.63	57.69	1.74, 0.64	57.69	56.42	14.95	12.27	64.15	61.59	54.04	82.68	90.04	25.76	17.10	58.42	73.91
BRD-K15025317	CP	BAY-11-7821	NFkB pathway inhibitor	RELA	NFkB pathway inhibitor	1.63, 1.63	57.69	1.55, 0.50	27.12	78.18	44.43	24.52	89.50	94.86	11.07	23.24	57.69	99.05	58.99	20.51	80.83
BRD-K11158509	CP	tyrphostin-B44	EGFR inhibitor			6.50, 2.44	57.62	1.33, 0.44	27.36	95.95	97.85	4.65	86.84	66.06	6.59	45.66	62.12	32.62	90.41	42.24	57.62
BRD-K24526313	CP	levcromakalim	potassium channel activator, potassium channel agonist	KCNJ8, ABCC9, KCNJ5	Potassium channel activator	8.94, 1.63	57.61	0.81, 0.26	47.74	13.27	64.91	62.26	19.92	67.46	36.55	2.72	95.03	25.75	57.61	59.43	96.07
BRD-K60762818	CP	desipramine	norepinephrine transporter inhibitor, Sodium Channel  Blockers, tricyclic antidepressant (TCA)	SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, SMPD1	Tricyclic antidepressant	4.07, 0.81	57.61	1.41, 0.42	94.36	60.44	69.48	13.04	38.17	57.61	35.56	37.60	56.82	70.66	92.11	16.85	73.94
BRD-K71430621	CP	clobenpropit	histamine receptor antagonist, histamine receptor inverse agonist	HRH3, HRH4, HRH1, HRH2		4.88, 1.63	57.60	0.63, 0.18	80.24	29.60	54.20	58.07	82.66	42.89	10.78	57.60	25.13	82.50	72.18	22.29	70.12
BRD-K78838262	CP	austricine	hypolipidemic			6.45, 1.61	57.58	1.58, 0.44	18.78	57.58	63.19	34.18	-33.93	64.25	70.64	1.34	95.78	72.74	43.19	56.47	86.74
BRD-K99411983	CP	lumicolchicine	colchicine isomer, non-binder of microtubules			7.32, 1.63	57.57	0.51, 0.16	37.10	51.13	81.71	46.89	70.48	95.49	57.57	95.53	37.33	10.70	64.63	14.53	89.09
BRD-K09764130	CP	mead-ethanolamide	cannabinoid receptor agonist			4.88, 1.63	57.56	0.76, 0.18	64.53	33.95	77.76	57.56	86.33	67.56	27.41	31.66	78.63	43.61	33.85	18.59	82.12
BRD-K12762134	CP	XAV-939	PARP inhibitor, TNKS inhibitor	TNKS, TNKS2		8.94, 4.88	57.56	0.88, 0.30	82.24	48.22	57.56	48.47	98.59	92.57	33.14	67.03	21.95	73.83	29.37	15.63	62.12
BRD-K85871428	CP	SC-68376	p38 MAPK inhibitor	MAPK14		7.32, 4.07	57.54	0.84, 0.26	57.54	89.58	18.48	29.07	73.87	43.17	38.13	13.75	84.73	52.41	87.72	80.87	74.96
BRD-A92826379	CP	lupanine	ATP channel blocker, insulin secretagogue, Sodium Channel  Blockers, sodium channel blocker	INS	Sodium channel blocker	5.69, 2.44	57.53	0.91, 0.24	93.15	41.78	45.96	63.09	96.79	92.56	12.50	85.88	57.53	29.74	35.85	12.20	98.51
BRD-K26548821	CP	quinpirole	dopamine receptor agonist	DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C		13.01, 5.69	57.49	0.86, 0.13	96.32	71.95	48.13	50.49	74.49	98.91	43.77	96.89	36.75	8.40	96.28	57.49	42.48
BRD-K34776109	CP	glimepiride	insulin secretagogue, ATP channel blocker, ATP-sensitive potassium channel antagonist, insulinotropin agonist, sulfonylurea	ABCC8, KCNJ11, KCNJ1	KCNJ11 modulator	4.88, 2.44	57.47	0.68, 0.13	86.22	71.12	45.88	83.67	6.84	94.89	17.85	57.47	18.12	51.14	21.43	76.12	95.36
BRD-A69917777	CP	aminopentamide	anticholinergic agent			7.32, 4.07	57.46	0.72, 0.16	85.62	91.97	57.46	43.34	46.99	64.71	29.81	67.14	28.16	63.21	28.94	17.72	83.07
BRD-K45479396	CP	BP-554	serotonin receptor agonist	HTR1A		6.50, 2.44	57.45	1.53, 0.40	21.92	35.20	87.41	47.56	94.40	89.26	38.16	93.01	71.99	9.86	17.35	85.14	57.45
BRD-K29458283	CP	chlorambucil	DNA damaging, DNA inhibitor			0.81, 0.81	57.44	0.51, 0.16	93.45	88.61	29.09	57.44	21.36	40.16	29.83	23.82	90.85	60.59	15.68	58.76	87.65
BRD-A95696820	CP	acadesine	adenosine release stimulant, AMPK activator, AMPK stimulant			6.76, 1.35	57.38	2.15, 0.51	85.59	92.54	19.02	97.69	17.64	45.73	15.36	57.46	33.37	88.89	87.34	17.55	57.38
BRD-K14200658	CP	syrosingopine	vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1		3.25, 1.63	57.37	0.92, 0.30	55.25	57.37	29.10	-0.53	78.84	82.46	18.42	19.92	90.04	66.46	39.78	89.59	80.40
BRD-A50675702	CP	fipronil	GABA gated chloride channel blocker, glutamate gated chloride channel blocker			8.94, 4.07	57.30	0.72, 0.19	84.38	36.55	57.30	74.42	78.59	57.02	13.45	8.05	35.35	77.79	23.68	96.78	84.01
BRD-K35498378	CP	alrestatin	aldose reductase inhibitor	AKR1B1		8.13, 3.25	57.30	1.06, 0.25	64.36	57.30	9.59	63.24	97.69	31.91	83.74	91.01	55.61	50.47	38.23	32.23	86.18
BRD-K85383046	CP	IAA-94	chloride channel blocker			6.50, 4.07	57.28	1.01, 0.19	52.87	63.33	63.33	-2.37	98.07	98.91	27.68	90.22	57.28	57.05	90.68	41.71	14.48
BRD-K17896185	CP	FIT	opioid receptor agonist	OPRD1		0.81, 0.81	57.25	1.44, 0.51	90.46	81.74	-12.60	4.92	90.20	64.22	7.17	43.46	35.74	48.92	57.55	65.98	57.25
BRD-A64479082	CP	quinidine	cytochrome P450 inhibitor, P glycoprotein inhibitor, sodium current blocker	SCN5A, ABCB1, CYP2D6, KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SLC29A4	Sodium channel blocker	9.65, 7.02	57.24	1.06, 0.36	76.61	99.86	97.93	49.14	79.41	65.53	20.85	62.45	42.94	40.87	57.24	42.67	45.99
BRD-K78126613	CP	menadione	CDC inhibitor, mitochondrial DNA polymerase inhibitor, phosphatase inhibitor, pyruvate kinase isozyme inhibitor	AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PKM, PROC, PROS1, PROZ, VKORC1, VKORC1L1		2.44, 1.63	57.24	2.21, 0.41	42.28	66.86	41.13	25.45	46.23	82.96	39.02	10.97	74.30	98.57	57.24	62.62	58.77
BRD-K97056771	CP	HY-11007	Abl kinase inhibitor, Bcr-Abl kinase inhibitor	ABL1, BCR		5.69, 2.44	57.21	1.40, 0.35	55.73	57.21	46.98	29.35	89.90	-56.33	23.66	84.66	88.22	72.87	4.06	95.62	81.99
BRD-A41519720	CP	ezetimibe	cholesterol absorption inhibitor, Niemann-Pick C1-like 1 protein antagonist, liver bile acid transporter inhibitor, Niemann-Pick C1-like 1 protein inhibitior	NPC1L1, ANPEP, SOAT1		8.13, 3.25	57.20	0.97, 0.18	83.43	98.20	57.20	35.55	-40.34	64.40	-6.93	19.65	96.09	92.23	25.25	96.71	47.80
BRD-A80574334	CP	oxalomalic-acid	isocitrate dehydrogenase inhibitor	ACO1, IDH1		10.57, 7.32	57.20	1.95, 0.58	19.92	59.11	76.29	94.67	98.90	41.97	79.85	17.45	46.69	57.20	3.95	68.03	46.48
BRD-A29426959	CP	carbinoxamine	histamine receptor antagonist, L-type calcium channel blocker	HRH1		11.38, 8.94	57.19	1.30, 0.38	97.67	57.19	25.95	34.31	98.63	86.66	47.72	78.40	99.93	36.28	64.19	52.46	56.36
BRD-K29653726	CP	topiramate	carbonic anhydrase inhibitor, glutamate receptor antagonist, kainate receptor antagonist, GABA receptor agonist, Sodium Channel  Blockers, voltage-gated sodium channel blocker	CA2, CA4, GRIK1, CA1, CA12, CA7, CYP2C19, CYP3A4, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA1, SCN1A, SCN5A		9.62, 6.73	57.18	0.97, 0.22	34.51	95.64	22.92	85.18	76.78	99.54	70.10	57.18	55.62	7.40	57.16	13.64	75.06
BRD-K70487031	CP	flupentixol	dopamine receptor antagonist	DRD2, DRD1, ADRA1A, CHRM1, DRD3, DRD5, HTR2A		6.50, 4.07	57.18	1.06, 0.28	97.46	55.69	97.96	16.42	53.43	89.68	30.93	57.18	25.40	79.30	98.87	79.57	12.04
BRD-K29530284	CP	amlexanox	histamine release inhibitor, mediator release inhibitor	FGF1, IL3, S100A12, S100A13		5.77, 4.81	57.17	1.24, 0.34	42.66	98.00	25.99	57.17	22.79	52.82	82.25	87.23	99.75	13.08	66.12	49.19	65.21
BRD-A80793822	CP	pemoline	non-narcotic dopaminergic compound			7.89, 2.63	57.16	0.68, 0.18	12.11	57.16	59.22	69.98	97.20	58.51	77.56	77.13	36.42	21.49	35.87	50.46	40.51
BRD-A96897502	CP	U-74389F	lipid peroxidase inhibitor			7.32, 5.69	57.12	0.85, 0.34	44.72	88.85	45.24	62.33	87.78	57.12	46.67	23.18	66.84	36.06	98.27	-25.26	79.16
BRD-A97104540	CP	fenoterol	adrenergic receptor agonist	ADRB2, ADRB1, ADRB3	Beta-adrenergic receptor agonist	5.69, 3.25	57.12	0.97, 0.36	57.12	4.42	91.44	28.62	97.74	95.80	41.08	24.05	82.23	40.56	83.09	13.33	78.71
BRD-A96456596	CP	FPL-55712	leukotriene receptor antagonist, leukotriene synthesis inhibitor			5.69, 0.81	57.11	1.09, 0.26	8.55	93.14	97.29	13.57	77.58	57.11	56.79	65.20	55.25	33.93	85.09	52.61	84.92
BRD-A17411484	CP	carprofen	cyclooxygenase inhibitor, prostanoid receptor inhibitor	PTGS2, PTGS1		3.25, 2.44	57.07	0.85, 0.24	57.07	65.79	67.92	59.38	66.54	71.06	49.99	18.48	12.34	69.39	50.38	6.02	29.00
BRD-K40892394	CP	AR-C133057XX	nitric oxide synthase inhibitor	NOS2, NOS1		5.69, 4.88	57.07	1.27, 0.33	15.46	85.71	60.92	17.03	99.15	70.23	57.07	71.47	94.10	52.26	54.82	50.90	51.94
BRD-K55344148	CP	BU-224	imidazoline receptor ligand	MAOA, MAOB	Imidazoline ligand	6.14, 3.51	57.07	1.20, 0.35	73.73	92.35	54.54	57.07	68.11	42.22	65.05	93.97	84.71	38.22	34.43	24.26	25.68
