#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K32318651-summary	BRD-K70358946-summary	BRD-K53737926-summary	BRD-K20141153-summary	BRD-K94830329-summary	BRD-K52172416-summary	BRD-K97181089-summary	BRD-K62200014-summary	BRD-A25234499-summary	BRD-A20239487-summary	BRD-K33483813-summary	BRD-K57631554-summary	BRD-K70330367-summary	BRD-K02265150-summary	BRD-K66175015-summary	BRD-K29530284-summary	BRD-K11433652-summary	BRD-K91290917-summary	BRD-K67043667-summary	BRD-K56558538-summary
BRD-K96862998	CP	pirfenidone	FGFR antagonist, p38 MAPK inhibitor, TGF beta receptor antagonist, TGF beta receptor inhibitor, tumor necrosis factor production inhibitor, tumor necrosis factor receptor antagonist	TNF, FURIN, MAPK14, TNFRSF1A		3.72, 1.60	62.37	1.26, 0.27	15.25	18.43	6.34	98.87	64.10	86.30	87.74	-4.36	37.36	57.69	63.86	60.88	90.27	71.05	30.32	68.99	64.53	69.17	19.85	53.86
BRD-A31204924	CP	mitotane	antineoplastic agent	CYP11B1, CYP11A1, CYP3A4, ESR1, FDX1		7.98, 1.60	62.34	0.66, 0.11	-16.75	92.03	22.84	88.05	67.16	82.79	47.05	81.11	37.17	46.88	54.79	93.61	68.01	62.31	62.36	14.00	46.69	47.31	89.25	88.88
BRD-K56745457	CP	azauridine	antiviral agent, blocks the conversion of orotic acid into UMP			6.91, 3.72	62.32	1.30, 0.32	81.28	38.34	79.18	92.65	63.91	96.79	60.73	76.22	50.05	96.79	71.32	57.46	32.95	58.26	58.81	54.83	77.17	45.62	88.81	36.96
BRD-K32164935	CP	tolazamide	ATP channel blocker	KCNJ1, KCNJ10		6.91, 2.66	62.29	0.97, 0.33	74.77	29.25	63.51	60.33	66.09	67.25	41.95	31.06	61.07	79.96	50.72	93.48	58.59	34.66	19.83	56.59	87.29	75.01	85.61	84.07
BRD-K32830106	CP	guanfacine	adrenergic receptor agonist, HCN (hyperpolarization activated cyclic nucleotide gated) channel blocker	ADRA2A, ADRA2B, ADRA2C, CYP3A5, HCN1, HCN2, HCN3, HCN4		6.91, 3.19	62.28	0.63, 0.09	72.01	16.97	42.30	66.20	73.71	23.85	98.10	26.80	65.28	30.50	83.80	73.87	59.28	17.98	24.76	-20.95	86.59	87.35	22.33	95.15
BRD-K65146499	CP	nabumetone	cyclooxygenase inhibitor, 3alpha hydroxysteroid dehydrogenase inhibitor	PTGS2, AKR1C3, CYP2B6, CYP2C19, CYP2E1, PTGS1	Cyclooxygenase inhibitor	2.84, 1.14	62.27	1.57, 0.33	38.86	79.01	31.23	56.32	88.20	92.05	82.16	8.53	48.12	39.93	92.60	68.22	13.22	46.28	73.36	96.37	73.94	33.75	91.06	40.48
BRD-K37516142	CP	idebenone	calcium channel modulator, reducing agent			6.92, 3.77	62.26	0.86, 0.18	29.73	78.75	-85.72	99.75	90.91	68.77	95.61	98.22	5.06	93.51	77.99	2.26	14.72	37.98	33.03	32.55	63.50	84.46	61.03	11.47
BRD-K29173907	CP	isoflupredone	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	5.85, 2.66	62.22	1.57, 0.72	97.74	23.07	12.97	95.16	47.57	62.93	64.57	17.91	76.80	53.46	67.31	98.45	84.88	15.18	52.91	55.86	61.51	96.75	65.07	28.01
BRD-A73368467	CP	fexofenadine	histamine receptor antagonist	HRH1		9.57, 4.79	62.19	0.72, 0.16	30.95	56.39	80.24	67.99	80.01	20.93	32.46	-7.10	15.16	83.81	76.03	83.46	92.64	20.12	3.75	33.48	88.29	99.50	80.56	18.34
BRD-K67352070	CP	TC-2559	acetylcholine receptor agonist, acetylcholine receptor ligand	CHRNA4		6.38, 5.32	62.11	1.17, 0.38	90.79	32.49	72.13	98.85	69.98	81.08	89.30	40.41	90.81	54.58	-29.82	67.47	91.71	43.53	42.34	70.21	30.82	32.43	53.47	56.75
BRD-K45296539	CP	ZD-7114	adrenergic receptor agonist	ADRB3		3.72, 2.13	62.10	0.56, 0.18	56.82	12.08	61.27	57.16	32.64	22.04	80.37	32.55	61.09	66.25	83.23	62.93	85.63	28.57	55.12	83.16	83.07	76.86	66.02	82.33
BRD-K67831364	CP	ZM-323881	vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR inhibitor	KDR	VEGFR inhibitor	4.26, 2.13	62.09	0.82, 0.20	59.41	42.94	60.40	50.07	36.86	1.48	23.65	75.46	43.23	80.95	97.18	85.75	93.41	75.94	82.45	63.78	91.57	35.69	98.66	45.99
BRD-K52930707	CP	rescinnamine	angiotensin converting enzyme inhibitor	ACE		5.32, 2.13	62.08	1.10, 0.27	-4.37	42.16	68.49	93.16	78.58	69.88	55.68	0.63	7.68	88.98	99.61	81.66	37.78	13.53	69.77	29.23	75.37	74.03	37.02	29.07
BRD-K82036761	CP	sertraline	serotonin receptor antagonist, serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, CYP2C19, SLC6A3	Serotonin receptor antagonist	8.51, 3.72	62.08	1.59, 0.59	63.32	92.75	99.89	68.54	86.69	60.85	12.33	18.37	5.25	45.07	21.48	43.54	34.27	99.33	95.46	60.73	80.87	95.91	86.18	28.87
BRD-A48261811	CP	argatroban	thrombin inhibitor, peptidase inhibitor, protease inhibitor	F2, CYP3A5		8.81, 5.03	62.07	0.98, 0.25	92.25	62.93	41.17	96.90	97.75	53.34	85.85	90.27	12.35	32.48	80.19	54.88	27.76	69.20	21.30	33.18	52.89	61.20	71.03	93.63
BRD-K26241953	CP	piceatannol	syk inhibitor, cyclooxygenase inhibitor, nitric oxide synthase inhibitor, SIRT activator, tyrosinase inhibitor, tyrosine kinase inhibitor	ATP5A1, ATP5B, ATP5C1, IRF3, PTGS2, SIRT1, SYK, TYR		4.79, 3.19	62.06	1.05, 0.30	14.83	94.65	71.08	64.07	86.62	70.16	32.43	26.73	15.33	60.04	57.17	16.76	15.66	75.96	89.35	68.77	37.87	99.60	80.42	43.04
BRD-A50928468	CP	norgestrel	progesterone receptor agonist	CYP2E1, PGR	Progesterone receptor agonist	3.19, 2.66	62.03	1.06, 0.30	81.92	14.48	62.47	49.67	87.62	61.58	48.09	18.47	67.59	90.75	37.97	90.92	28.82	77.57	26.58	63.35	68.59	70.71	28.45	51.41
BRD-K48115423	CP	2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	matrix metalloprotease inhibitor	MMP13		6.38, 4.79	61.97	0.84, 0.20	86.29	44.10	56.91	91.65	89.36	37.27	90.82	0.85	97.98	78.53	76.15	6.61	57.11	66.74	29.96	91.69	94.63	13.49	57.20	29.26
BRD-K53790871	CP	triamcinolone	antiinflammatory agent, corticosteroid agonist, corticosteroid binding globulin binder, corticosteroid hormone receptor agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant, immunosuppressive agent	NR3C1, CYP3A5, CYP3A7, SERPINA6	Glucocorticoid receptor agonist	6.82, 3.41	61.97	1.48, 0.52	88.55	26.50	11.33	4.85	90.14	72.86	77.40	-14.88	89.42	86.70	-86.39	99.93	57.98	47.18	44.91	43.81	97.04	2.91	73.07	65.96
BRD-K52522949	CP	NCH-51	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	2.84, 0.00	61.92	2.09, 0.66	76.53	42.11	94.49	76.74	65.07	41.88	-64.56	59.78	14.42	84.95	-20.84	96.30	-5.18	50.72	89.33	64.06	65.84	90.15	15.24	50.72
BRD-A71203467	CP	l-stepholidine	dopamine receptor antagonist, dopamine receptor agonist	DRD2, DRD1		3.98, 1.70	61.90	1.03, 0.30	76.83	30.59	32.14	35.27	81.19	88.82	85.65	20.30	51.91	60.51	98.73	79.19	34.99	55.28	63.30	95.54	81.35	33.51	65.73	46.37
BRD-K81272440	CP	dantrolene	calcium channel antagonist	RYR1, RYR3		3.19, 1.06	61.86	0.70, 0.14	61.71	35.32	65.96	62.02	77.56	35.22	84.86	1.69	10.52	89.24	86.67	60.83	56.08	85.44	31.96	75.68	70.11	51.96	61.66	62.92
BRD-A69512159	CP	carbidopa	aromatic L-amino acid decarboxylase inhibitor, dopa decarboxylase (aromatic L-amino acid decarboxylase) inhibitor	DDC		10.11, 7.45	61.84	2.07, 0.67	99.86	-4.15	73.66	55.05	85.11	92.11	56.34	97.86	92.60	63.71	-88.91	28.30	77.32	33.91	18.97	21.37	61.21	62.48	40.71	92.73
BRD-A30655177	CP	LFM-A13	Bruton's tyrosine kinase (BTK) inhibitor	BTK		3.19, 0.53	61.78	0.69, 0.13	60.80	34.67	28.62	86.73	62.77	51.63	76.30	53.60	69.15	82.13	71.25	73.59	57.34	22.21	9.36	59.49	76.48	79.58	83.25	58.71
BRD-K06593056	CP	LE-135	retinoid receptor agonist	RARB		1.60, 1.06	61.68	0.53, 0.05	62.95	90.61	90.60	36.95	50.80	65.42	14.84	20.71	60.41	76.42	-6.13	39.47	67.56	59.85	88.80	40.76	65.56	63.87	84.30	43.38
BRD-A33084410	CP	5'-guanidinonaltrindole	opioid receptor antagonist			5.11, 1.14	61.67	1.44, 0.57	25.86	79.19	26.08	19.12	66.82	68.27	72.81	44.29	25.47	47.34	92.50	56.53	-17.20	73.17	45.57	96.05	41.53	76.86	69.50	95.91
BRD-A92537424	CP	danazol	estrogen receptor antagonist, luteinizing hormone releasing hormone antagonist, progesterone receptor agonist, steroid derivative with antigonadotropic and anti-estrogenic activities, tumor necrosis factor modulator	ESR1, GNRHR, AR, CCL2, CYP2C8, GNRHR2, PGR, TNF		11.17, 7.98	61.65	1.02, 0.32	63.37	34.90	32.88	99.51	70.22	67.36	41.07	31.15	64.10	52.57	96.94	94.25	12.69	92.11	55.23	52.54	59.93	1.68	65.03	99.08
BRD-K60511616	CP	pravastatin	HMGCR inhibitor	HMGCR, SLCO1B1		4.26, 1.60	61.64	0.49, 0.17	44.07	22.89	60.40	73.74	64.91	67.01	71.88	1.56	45.74	68.00	94.35	79.03	62.88	56.74	59.22	86.16	45.59	60.36	53.31	82.77
BRD-K54790157	CP	trioxsalen	DNA synthesis inhibitor			5.85, 2.66	61.61	1.02, 0.31	39.02	58.31	71.56	42.07	89.88	64.91	87.97	12.75	64.96	72.77	94.25	44.80	91.15	15.34	42.61	33.57	44.95	7.97	90.27	82.24
BRD-A35912562	CP	pregnenolone	acetylcholine release enhancer, dopamine release enhancer, GABA receptor negative allosteric modulator, glutamate receptor modulator, progesterone receptor agonist, steroid hormone inhibitor of CYP17A1 and SULT2B1	CYP17A1, PGR, SULT2B1		5.85, 3.72	61.58	1.01, 0.36	96.87	10.10	25.67	14.17	62.07	56.10	90.56	98.77	61.10	67.52	9.61	84.59	89.26	5.36	35.40	81.82	56.92	70.50	19.26	85.04
BRD-K63150726	CP	JTE-907	cannabinoid receptor inverse agonist	CNR2	Cannabinoid receptor agonist	1.06, 0.00	61.58	1.17, 0.34	18.90	44.06	68.91	27.19	81.72	61.96	12.73	-12.78	20.05	15.29	81.37	87.18	37.15	80.98	80.21	54.46	71.70	80.51	77.43	61.21
BRD-K68997413	CP	PF-3845	FAAH inhibitor	FAAH		5.32, 1.60	61.58	0.69, 0.28	83.06	61.91	38.32	32.93	64.34	82.12	71.88	92.69	27.17	81.64	79.92	51.39	35.99	20.74	61.26	93.21	61.09	34.01	87.17	56.81
BRD-K95609758	CP	BMS-191011	large conductance calcium activated potassium channel opener, large conductance potassium channel activator	KCNMA1	Potassium channel activator	2.66, 1.60	61.57	1.52, 0.33	64.66	42.13	26.75	50.35	89.14	64.31	99.61	81.46	51.52	85.49	81.11	33.71	77.39	57.29	-10.55	58.84	91.52	51.69	78.97	50.18
BRD-K17868609	CP	BRL-54443	serotonin receptor agonist	HTR1E, HTR1F		2.13, 1.60	61.56	0.97, 0.26	29.15	-5.46	48.94	32.21	-33.69	73.50	64.50	74.86	5.69	62.91	97.58	77.12	67.46	60.21	7.00	53.72	96.93	19.09	71.54	71.27
BRD-K08219523	CP	5-nonyloxytryptamine	serotonin receptor agonist	HTR1B, HTR1D		8.51, 4.79	61.55	1.58, 0.38	94.07	94.17	96.25	56.63	52.41	72.77	10.76	79.24	16.11	52.35	66.47	29.54	-10.92	99.44	99.79	71.56	11.79	90.63	20.12	26.15
BRD-A04553218	CP	chlorphenamine	histamine receptor antagonist	HRH1, SLC6A2, SLC6A3, SLC6A4		7.98, 4.26	61.55	0.41, 0.08	86.35	26.93	56.41	15.80	87.60	60.96	43.92	23.35	62.32	62.13	95.91	66.35	86.79	5.39	53.36	84.78	69.51	66.96	41.82	43.18
BRD-K89839824	CP	raltitrexed	thymidylate synthase inhibitor, pyrimidine antagonist	TYMS, FPGS	Thymidylate synthase inhibitor	3.72, 1.06	61.51	0.86, 0.26	41.75	58.20	73.15	22.14	51.91	74.18	10.48	35.88	87.68	82.39	97.32	89.13	64.82	23.84	42.06	58.09	75.41	81.31	87.48	38.67
BRD-K32645441	CP	dipropyl-5ct	serotonin receptor agonist	HTR1B, HTR1D, HTR1F, HTR7		6.91, 4.79	61.51	0.89, 0.16	46.83	12.94	76.14	48.95	47.27	52.64	99.86	18.66	14.55	97.54	94.94	75.02	67.99	84.42	23.55	72.16	84.88	71.12	55.03	46.27
BRD-K18523449	CP	mestanolone	androgenic steroid		Androgen receptor modulator	6.29, 3.77	61.50	1.38, 0.44	58.52	97.76	29.94	57.76	56.28	75.01	9.81	-0.03	57.61	82.00	92.44	97.99	48.46	94.99	76.99	64.48	88.52	85.84	48.25	11.17
BRD-A08709697	CP	heliotrine	in touchstone			5.11, 2.84	61.42	1.08, 0.38	95.03	21.73	53.22	99.58	60.17	86.80	70.39	99.51	69.37	57.77	79.22	48.96	25.28	80.32	9.77	7.17	92.42	62.68	56.82	34.44
BRD-M45964048	CP	verteporfin	apoptosis stimulant, photosensitizing agent, radical formation stimulant			6.38, 3.72	61.31	0.91, 0.30	86.86	36.36	51.64	12.86	70.99	84.77	71.61	98.83	94.83	33.99	79.42	30.87	16.27	97.29	30.43	17.56	-30.83	89.98	83.53	35.31
BRD-K97061094	CP	azacyclonol	ataractive drug used to diminish hallucinations	HRH1		8.51, 5.32	61.30	0.89, 0.14	55.82	16.29	92.92	99.26	99.15	61.82	8.63	97.84	63.13	72.78	-4.28	81.99	35.53	60.78	30.87	-24.12	-26.41	64.58	72.23	36.20
BRD-K53878242	CP	MMPX	phosphodiesterase inhibitor			1.60, 1.06	61.18	0.97, 0.36	84.64	29.62	49.52	35.40	42.02	72.07	78.27	28.49	83.37	86.37	74.83	50.29	92.55	85.29	23.56	76.66	93.31	9.42	36.32	26.30
BRD-K68437527	CP	EMF-bca1-60	caspase inhibitor			6.38, 3.19	61.18	0.66, 0.17	25.57	25.94	73.98	61.01	95.02	27.92	66.60	73.80	15.06	58.67	90.46	61.35	34.99	63.93	35.00	71.99	88.05	7.31	67.02	38.18
BRD-A78377521	CP	monastrol	kinesin-like spindle protein inhibitor	KIF11		5.32, 2.66	61.16	0.77, 0.18	85.42	6.87	3.28	19.85	66.38	29.33	92.00	17.07	55.95	97.14	79.22	24.34	38.00	90.91	18.12	67.39	88.88	48.60	97.83	83.87
BRD-K37814297	CP	acepromazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	Dopamine receptor antagonist	12.98, 8.40	61.15	1.01, 0.24	60.25	64.01	87.05	99.89	58.28	81.13	3.95	96.51	-11.74	76.74	-96.49	76.51	62.05	93.97	81.09	48.85	37.87	13.99	52.91	44.24
BRD-K85603128	CP	resorcinol	phosphodiesterase inhibitor	CA12, CA14, CA2, PTGS1		7.98, 4.26	61.12	1.27, 0.31	-29.87	49.09	75.95	95.79	95.56	55.37	66.87	13.51	32.68	89.32	97.96	94.83	78.93	37.71	9.16	94.38	39.97	4.16	44.76	97.66
BRD-K84141129	CP	VU-0400193-3	glutamate receptor modulator	GRM4		9.04, 6.38	61.12	0.83, 0.27	92.25	42.58	35.78	77.39	94.55	92.47	15.35	75.73	98.20	89.81	66.48	76.99	0.00	12.78	17.19	20.44	98.33	55.75	-1.02	24.79
BRD-K90027355	CP	spironolactone	mineralocorticoid receptor antagonist, androgen receptor antagonist, potassium channel blocker	NR3C2, AR, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CYP11B2, KCNA5, KCND3, NR3C1, PGR, SCNN1A, SHBG		8.51, 4.79	61.10	0.53, 0.15	93.66	26.53	95.06	60.70	61.51	85.89	14.81	37.78	88.77	93.30	-81.84	83.50	11.96	93.66	47.72	32.23	84.98	72.01	53.31	1.55
BRD-K28806945	CP	L-750667	dopamine receptor antagonist	DRD4		7.45, 2.13	61.07	0.98, 0.35	42.54	26.68	79.77	64.09	36.88	62.90	75.46	96.47	24.49	91.06	57.93	12.84	59.24	98.09	42.23	47.28	87.06	66.87	89.64	50.21
BRD-K78084463	CP	W-12	calmodulin antagonist			8.25, 3.09	61.06	1.39, 0.38	85.95	-68.77	85.48	54.65	21.54	53.00	66.79	96.12	98.53	1.76	-82.87	-8.80	95.24	-6.46	-0.85	59.74	72.62	65.34	67.23	62.38
BRD-K59570838	CP	homoveratrylamine	dopamine analog			6.91, 3.19	61.05	1.41, 0.34	81.68	36.27	53.45	93.89	73.85	61.23	12.67	92.49	60.87	82.85	53.67	76.07	57.43	89.36	22.11	44.78	-5.88	88.46	91.27	39.01
BRD-K27305650	CP	LY-294002	PI3K inhibitor, mTOR inhibitor, DNA dependent protein kinase inhibitor, phosphodiesterase inhibitor, PLK inhibitor	MTOR, PIK3CD, PIK3CG, PIK3CA, PIK3CB, PLK1, PRKDC, AKT1, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PDE2A, PRKCA, ROCK1, RPS6KB1, SGK1	Bromodomain Inhibitor, MTOR inhibitor, PI3K inhibitor	1.14, 1.14	61.02	1.16, 0.51	93.22	50.68	79.16	85.78	86.85	60.72	64.20	33.27	48.81	52.09	81.30	81.76	20.71	67.73	31.14	51.21	62.35	27.02	61.31	28.97
BRD-K47278471	CP	diphenhydramine	histamine receptor antagonist	HRH1		8.18, 6.92	61.01	1.67, 0.52	-46.48	98.77	3.35	75.25	92.67	59.30	98.58	2.18	5.25	90.64	58.78	62.72	51.71	32.87	35.55	98.34	84.92	78.19	85.42	-9.24
BRD-A64227845	CP	SKF-77434	dopamine receptor agonist, dopamine receptor partial agonist	DRD1		5.32, 2.13	61.01	0.84, 0.34	81.73	79.04	11.36	83.87	91.61	27.26	86.47	0.81	23.18	56.58	74.49	52.94	77.13	13.07	31.34	90.11	30.18	79.56	65.43	-26.10
BRD-K80672993	CP	M2-PK-activator	pyruvate kinase isozyme activator	PKM		3.72, 2.13	61.01	0.49, 0.08	92.78	70.05	38.43	61.54	70.54	92.65	28.29	59.00	49.87	52.82	53.96	90.79	69.89	10.13	6.56	82.08	64.43	60.47	80.42	39.24
BRD-K07220430	CP	cinnarizine	calcium ion channel antagonist, histamine receptor antagonist	HRH1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5		3.19, 1.60	61.00	1.07, 0.45	58.65	4.02	27.89	84.31	44.96	76.22	31.78	36.70	39.19	75.13	73.35	74.05	27.55	71.06	17.71	63.34	66.02	63.42	86.96	-3.59
BRD-A95869247	CP	indapamide	carbonic anhydrase inhibitor, thiazide diuretic	KCNQ1, CA7, KCNE1, SLC12A3	Na-K-Cl transporter inhibitor	3.98, 2.84	60.98	1.00, 0.23	58.58	17.53	22.92	9.78	83.60	92.32	58.11	38.94	70.31	91.36	82.65	70.77	53.18	46.76	63.38	91.80	91.37	7.50	79.67	47.22
BRD-K29582677	CP	flunarizine	calcium channel blocker, T-type calcium channel blocker	CACNA1G, CACNA1H, CACNA1I, CALM1, CYP2J2, HRH1		3.19, 1.06	60.98	0.92, 0.23	54.43	59.85	73.16	37.02	59.23	61.37	63.55	-11.34	60.59	51.74	93.59	69.81	63.43	21.67	18.20	74.68	93.74	4.52	64.74	69.56
BRD-A55815733	CP	phylloquinone	antifibrinolytic agent, gamma carboxylase enzyme	BGLAP, GGCX		9.66, 6.25	60.96	1.17, 0.43	-23.09	12.71	0.00	32.72	93.80	-6.77	71.72	27.13	7.08	98.83	93.65	82.23	74.81	69.19	3.70	87.99	98.03	78.13	21.68	52.72
BRD-A61470182	CP	n-formylmethionylalanine	macrophage activator			6.25, 4.55	60.92	1.38, 0.47	99.54	9.92	25.47	61.62	7.32	92.19	71.94	37.30	15.49	83.45	47.53	12.68	78.36	84.58	47.22	79.01	52.04	87.92	80.86	60.22
BRD-A39052811	CP	mosapride	serotonin receptor agonist, serotonin receptor antagonist	HTR4, HTR3A		6.91, 4.79	60.90	2.30, 0.74	48.69	43.03	44.72	42.83	75.44	61.65	90.23	99.89	10.44	79.14	98.45	81.34	76.60	54.31	31.16	66.18	69.24	60.15	18.35	40.10
BRD-K54094468	CP	remoxipride	dopamine receptor antagonist	DRD2, DRD3, DRD4, HTR2A, SIGMAR1		4.79, 3.72	60.86	0.72, 0.16	89.07	14.08	56.42	37.75	-70.45	75.80	65.46	96.48	34.21	52.04	92.10	54.43	69.78	89.24	3.81	65.30	93.58	42.02	39.88	66.36
BRD-A96882008	CP	L-732138	tachykinin antagonist	TACR1, TACR2		4.26, 3.19	60.84	1.41, 0.35	82.88	5.66	23.30	41.84	82.72	76.12	90.76	9.17	32.76	92.41	41.07	61.13	93.74	16.67	42.99	60.54	85.54	10.19	74.94	86.23
BRD-K91336023	CP	mesulergine	dopamine receptor agonist	HTR2A, HTR2C, HTR7, HTR2B, HTR3A, HTR3B, HTR6		5.68, 2.27	60.84	0.94, 0.19	39.90	41.58	25.03	84.02	55.83	91.06	99.61	61.93	28.94	88.26	99.86	56.76	59.74	78.19	24.45	55.79	82.46	82.66	76.06	25.80
BRD-K75615183	CP	talipexole	adrenergic receptor agonist, dopamine receptor agonist, dopamine autoreceptor agonist, serotonin receptor antagonist	DRD2, HTR3A		6.38, 3.19	60.82	0.89, 0.22	30.90	41.81	42.63	94.59	82.29	61.43	73.21	99.44	9.51	94.42	96.85	60.20	29.92	58.97	49.27	19.76	97.06	75.35	83.11	32.12
BRD-A79672927	CP	tropicamide	acetylcholine receptor antagonist, anticholinergic	CHRM3, CHRM4, CHRM1, CHRM2		6.82, 3.41	60.81	1.06, 0.39	39.22	27.41	52.36	60.82	79.36	29.45	67.81	30.34	60.79	74.01	86.54	37.93	80.40	64.70	64.28	70.56	74.43	48.22	20.73	34.18
BRD-K69690935	CP	curcumin	cyclooxygenase inhibitor, AP inhibitor, CCN expression inhibitor, DNA methyltransferase inhibitor, EGFR expression inhibitor, free radical scavenger, FtsZ inhibitor, glucose 6 phosphatase inhibitor, histone N-acetyltransferase inhibitor, HIV integrase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor, tau aggregation inhibitor, unidentified pharmacological activity	PTGS1, PTGS2, APP, CA1, CA12, CA14, CA2, CA4, CA6, CA9, CCND1, CYP3A4, DNMT1, DNMT3B, EP300, G6PC, MAPT, MMP13, MMP9, NOS2, XDH		3.72, 2.13	60.74	1.56, 0.32	60.47	11.58	23.04	61.01	84.22	69.46	70.31	42.62	98.64	81.27	73.00	80.08	54.20	23.45	12.35	90.50	64.34	26.00	54.96	19.66
BRD-K80451230	CP	zamifenacin	acetylcholine receptor antagonist	CHRM3		3.98, 2.84	60.74	1.13, 0.31	76.76	21.12	62.29	72.25	85.53	23.54	97.25	9.25	80.96	92.30	19.20	63.73	39.15	65.05	23.71	15.64	59.18	63.69	45.75	48.52
BRD-K50422030	CP	clomethiazole	GABA receptor agonist, GABA receptor antagonist, GABA receptor modulator, p38 MAPK inhibitor	GABRA1		4.26, 1.60	60.72	0.74, 0.19	89.67	7.02	41.07	94.57	96.84	2.22	92.26	24.41	37.45	83.86	30.45	62.26	85.00	89.04	59.18	71.02	18.88	33.52	63.44	49.64
BRD-K46142322	CP	RS-67333	serotonin receptor partial agonist	HTR4		8.51, 3.19	60.69	1.17, 0.35	43.35	19.14	96.21	84.72	80.84	95.12	46.06	31.35	51.08	70.30	90.89	27.40	22.66	97.99	32.35	40.29	94.92	74.20	14.89	73.06
BRD-K05395900	CP	nicotine	acetylcholine receptor agonist	CHRNA10, CHRNA9, AOX1, CHAT, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB2, CHRNB3, CHRNB4, CYP19A1, CYP2B6, TBXAS1, TRPA1		10.23, 7.95	60.68	0.69, 0.14	89.58	56.01	53.07	91.06	99.01	96.70	84.92	-1.55	52.85	77.48	88.55	74.59	11.24	52.25	16.91	62.13	59.22	25.87	80.50	51.87
BRD-K97810537	CP	beclometasone	glucocorticoid receptor agonist, corticosteroid hormone receptor agonist, immunosuppressant	NR3C1, CYP3A5, GPR97, SERPINA6	Glucocorticoid receptor agonist	6.38, 4.26	60.65	1.28, 0.67	59.71	49.60	37.88	27.52	78.68	61.60	28.76	78.69	13.28	93.41	97.18	97.64	66.81	51.42	35.13	62.41	88.59	-6.34	79.34	48.57
BRD-K71926323	CP	marbofloxacin	DNA gyrase inhibitor		Bacterial DNA gyrase inhibitor	11.36, 7.95	60.65	1.03, 0.36	62.12	7.09	13.42	96.88	99.82	44.93	25.90	77.82	13.39	75.72	59.18	93.26	47.47	74.37	57.59	11.80	89.64	88.73	83.19	46.18
BRD-K11696279	CP	BU-239	imidazoline receptor agonist, imidazoline receptor ligand		Imidazoline ligand	2.66, 1.06	60.62	1.22, 0.47	89.68	17.46	6.69	86.38	51.15	78.10	21.04	20.88	60.08	73.21	64.55	85.73	28.25	69.18	22.27	61.16	56.03	67.72	97.50	7.33
BRD-K19525698	CP	ozagrel	thromboxane synthase inhibitor, platelet aggregation inhibitor, selective thromboxane synthetase inhibitor	TBXAS1		7.98, 4.79	60.62	1.06, 0.34	-16.28	69.15	63.56	99.41	94.35	27.94	31.45	47.97	86.29	59.12	98.45	67.63	-10.45	38.22	1.16	-14.68	62.12	90.30	11.88	93.99
BRD-A95696066	CP	nisoxetine	dopamine transporter inhibitor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor	SLC6A2, SLC6A3, SLC6A4		7.98, 4.26	60.61	0.66, 0.16	99.30	77.25	55.52	66.14	79.95	79.61	26.20	95.79	75.42	36.65	65.69	35.71	20.30	67.19	11.99	-48.03	43.83	97.05	38.16	19.72
BRD-K26015241	CP	ODQ	guanylyl cyclase inhibitor, inhibitor of soluble guanylyl cyclase, potassium channel blocker	GUCY1A2, GUCY1A3, GUCY1B3		2.13, 0.00	60.60	1.08, 0.33	79.28	57.00	63.23	82.90	40.82	91.15	6.74	52.08	92.62	68.74	75.88	89.16	7.74	57.97	44.76	-77.13	85.35	9.08	16.49	68.60
BRD-K50018155	CP	RS-67506	serotonin receptor partial agonist	HTR4		7.98, 3.72	60.60	0.85, 0.16	76.41	52.06	19.02	40.03	95.52	73.86	98.22	-9.06	86.71	59.38	90.58	43.51	58.09	94.68	32.19	61.82	39.35	28.31	97.10	91.26
BRD-A98431941	CP	ephedrine	adrenergic receptor agonist	ACHE, ADRA1A, ADRB2, SLC18A2, SLC6A2		2.84, 0.57	60.59	1.33, 0.41	16.17	13.75	12.90	57.49	85.75	59.66	89.82	7.55	91.81	69.36	58.60	89.05	61.53	72.77	63.62	87.59	11.70	54.41	80.28	23.72
