#1.3
2429	28	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K04185004-summary	BRD-K25394294-summary	BRD-K55930204-summary	BRD-K87990216-summary	BRD-A43882281-summary	BRD-A33447119-summary	BRD-K47780086-summary	BRD-K74514084-summary	BRD-A22380646-summary	BRD-A28746609-summary	BRD-A65013509-summary	BRD-A18043272-summary	BRD-K01292756-summary	BRD-A19633847-summary	BRD-K85090592-summary	BRD-A97479839-summary	BRD-K90333595-summary	BRD-K15567136-summary	BRD-A48430263-summary	BRD-K67277431-summary	BRD-K51313569-summary	BRD-K47869605-summary	BRD-A97701745-summary	BRD-K37991163-summary	BRD-K67102207-summary	BRD-K15409150-summary	BRD-K92731339-summary	BRD-A57382968-summary
BRD-K37516142	CP	idebenone	calcium channel modulator, reducing agent			8.07, 4.93	58.90	0.86, 0.18	45.91	18.82	31.73	16.58	75.65	86.60	85.58	54.12	99.75	83.24	48.14	92.47	12.75	65.59	91.28	77.70	63.69	33.04	98.48	98.06	30.61	84.86	21.70	18.92	83.66	30.37	30.70	42.10
BRD-A83892713	CP	rifampicin	DNA directed RNA polymerase inhibitor, enzyme inducer	NR1I2, ABCB1, CYP2B6, CYP2C19, CYP2C8, CYP3A4, CYP3A5, SLCO1A2, SLCO1B1, SLCO1B3		5.24, 4.03	58.90	1.26, 0.34	70.06	76.33	83.52	49.72	99.44	73.55	65.94	73.06	75.69	29.13	94.95	63.27	12.35	29.51	18.27	33.90	54.53	64.06	36.09	53.42	49.86	79.13	24.26	11.92	93.76	6.79	22.22	92.57
BRD-K23204545	CP	busulfan	DNA damaging, DNA inhibitor			5.24, 3.63	58.90	1.14, 0.38	64.51	87.12	33.43	61.25	99.93	82.53	85.15	32.53	90.95	56.55	96.25	92.09	-1.02	2.85	46.57	48.70	47.06	32.67	79.38	19.13	65.10	96.55	47.81	10.36	98.27	31.43	17.69	71.82
BRD-K27184429	CP	levocetirizine	histamine receptor antagonist, interleukin expression inhibitor, tumor necrosis factor expression inhibitor	HRH1, CXCL8		7.62, 5.38	58.89	1.36, 0.36	92.85	97.71	86.88	51.23	67.39	52.24	27.87	46.79	87.91	94.06	85.50	-12.39	6.71	-4.33	81.29	77.01	39.87	38.68	50.62	38.40	32.35	65.54	92.07	8.67	84.64	8.57	98.10	76.74
BRD-A71262238	CP	nafadotride	dopamine receptor antagonist	DRD3, DRD2, HTR1A		4.48, 2.61	58.89	0.90, 0.17	97.68	60.21	25.08	77.37	28.82	98.41	42.23	42.52	6.34	20.96	64.79	97.99	23.93	39.36	61.40	44.83	72.34	49.82	38.21	74.89	85.30	57.57	84.16	71.73	87.78	34.60	39.34	81.12
BRD-K35531059	CP	molsidomine	activator of soluble guanylyl cyclase, nitric oxide donor, nitric oxide stimulant	GUCY1A3		6.34, 2.99	58.88	0.84, 0.31	47.79	16.06	77.01	37.34	57.95	22.89	83.68	98.52	91.37	62.87	71.33	89.12	46.08	27.06	92.58	83.00	23.71	94.35	10.61	34.43	58.68	68.98	59.07	78.16	61.89	24.72	1.69	14.05
BRD-K49372556	CP	mofezolac	cyclooxygenase inhibitor, cytochrome P450 inhibitor, platelet aggregation inhibitor			4.84, 1.21	58.84	1.19, 0.30	96.39	27.33	57.66	75.24	99.19	9.25	46.07	86.93	-28.98	67.34	86.40	81.26	3.94	20.20	82.52	88.88	60.03	46.94	95.76	66.11	88.53	44.63	57.51	7.01	32.91	1.73	9.12	85.37
BRD-A32349859	CP	methyl-angolensate	apoptosis inhibitor	HTR2B		5.15, 1.47	58.84	1.50, 0.33	97.45	22.82	50.24	64.05	9.89	78.09	81.74	87.57	10.68	93.62	96.37	77.49	75.35	69.38	85.91	31.18	17.09	53.63	31.14	66.06	32.85	8.04	-12.59	67.14	17.55	49.49	99.05	4.26
BRD-K34330170	CP	rotenonic-acid	RAR antagonist			3.73, 2.61	58.82	0.84, 0.23	87.87	67.29	52.98	72.55	47.85	73.09	72.75	95.65	15.77	63.36	79.24	87.41	2.03	6.57	18.50	56.75	57.45	92.39	88.15	59.40	55.43	90.20	49.04	4.58	63.04	57.13	36.88	58.24
BRD-A63546914	CP	RO-04-5595	ionotropic glutamate receptor antagonist			6.72, 4.48	58.81	0.98, 0.31	98.98	81.43	16.85	97.99	81.19	9.16	38.05	59.79	22.04	3.57	5.07	63.46	6.15	64.25	15.47	57.82	22.24	96.51	71.34	86.57	33.55	48.39	25.76	80.26	91.57	62.19	77.71	27.43
BRD-A43974499	CP	reboxetine	adrenergic receptor antagonist, adrenergic transmitter uptake inhibitor, norepinephrine reputake inhibitor, norepinephrine transporter inhibitor	SLC6A2		9.33, 4.85	58.80	1.36, 0.47	93.20	16.83	98.52	55.65	-9.53	41.27	10.47	41.70	38.04	83.40	80.12	77.51	3.67	2.36	80.29	93.44	99.44	7.09	63.20	13.47	11.49	76.98	98.42	4.27	96.85	35.98	83.49	61.94
BRD-K36377456	CP	marmesin	precursor in psoralen			6.05, 2.42	58.79	1.34, 0.44	3.18	70.15	93.15	58.77	58.81	80.87	72.77	75.44	94.77	23.96	51.34	96.06	5.48	-23.47	60.29	34.14	60.36	9.89	96.59	63.49	66.40	58.70	45.01	-2.50	76.07	3.67	39.25	-4.97
BRD-A30815329	CP	felodipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA1H, CACNA1S, CACNA2D1, CACNA2D2, CACNB2, CALM1, CFTR, NR3C2, PDE1A, PDE1B, TNNC1, TNNC2		8.21, 6.34	58.77	0.97, 0.16	23.46	10.25	99.33	1.90	12.98	96.81	75.81	94.11	98.07	65.54	96.16	11.12	-1.20	-1.62	24.32	94.43	98.06	32.30	72.64	94.73	5.91	93.51	68.73	-40.00	51.62	14.35	90.21	52.00
BRD-A19248578	CP	latrunculin-b	actin destabilizer, unidentified pharmacological activity	ACTA1, MKL1, SPIRE2		2.42, 0.40	58.77	1.32, 0.42	47.38	31.32	58.83	84.69	82.57	59.84	83.01	52.35	31.85	86.12	42.14	58.70	87.50	92.88	83.12	68.45	43.85	70.14	51.86	19.38	82.88	54.43	50.45	98.45	18.64	84.40	4.44	5.76
BRD-A82590476	CP	SDZ-NKT-343	tachykinin antagonist	TACR1	Tachykinin antagonist	5.22, 1.87	58.72	0.82, 0.22	59.67	10.41	8.04	61.30	42.40	52.98	60.48	96.40	55.88	79.60	11.68	0.00	60.70	86.35	67.31	9.67	70.16	9.48	64.18	26.70	65.46	-9.30	57.77	91.66	17.18	62.18	79.79	24.03
BRD-K15868788	CP	SDZ-205-557	serotonin receptor antagonist	HTR3A, HTR3B, HTR4		3.36, 2.61	58.70	0.76, 0.10	98.41	94.64	28.96	35.99	90.34	98.41	58.00	98.00	81.04	55.60	70.74	93.58	12.96	24.60	94.80	73.66	11.65	41.92	65.23	92.98	21.10	61.79	40.12	3.21	59.40	24.11	50.70	35.25
BRD-K86887724	CP	dofetilide	polarization inhibitor, potassium channel antagonist, potassium channel blocker	KCNH2, KCNH1, KCNJ12, KCNK2		7.17, 4.93	58.70	1.25, 0.40	57.51	98.44	51.17	14.74	98.24	83.19	98.20	86.79	98.10	32.51	54.00	88.74	11.98	6.34	99.12	65.46	47.45	69.88	97.60	59.89	61.46	81.96	8.23	17.93	21.70	37.59	18.48	29.87
BRD-A16444946	CP	acarbose	glucosidase inhibitor	GAA, MGAM, AMY2A, SI		3.29, 1.65	58.65	0.84, 0.13	88.66	46.30	65.26	51.69	23.11	56.74	97.46	37.94	60.56	76.47	63.17	63.64	69.30	5.12	95.20	77.03	80.86	31.96	20.95	35.84	14.65	76.10	87.13	3.35	39.41	43.25	63.65	48.21
BRD-K26664453	CP	cytochalasin-b	microtubule inhibitor, phagocytosis inhibitor	ACTB		6.34, 2.24	58.61	2.51, 0.58	74.59	20.11	91.56	40.38	38.59	34.68	33.78	96.18	64.70	86.17	78.41	51.96	86.99	96.41	56.96	53.53	74.33	60.27	40.33	34.29	83.70	86.84	17.26	93.72	55.73	83.98	25.44	6.74
BRD-A75455249	CP	kavain	calcium channel modulator, mTOR inhibitor, Sodium Channel  Blockers	MTOR		7.09, 5.22	58.55	0.56, 0.16	84.27	57.76	80.64	56.78	81.16	88.87	13.41	83.45	69.15	57.26	60.82	62.12	9.45	8.10	78.90	47.29	99.89	50.94	85.65	95.95	12.00	13.94	-2.11	4.86	65.60	50.61	6.67	59.33
BRD-A54236247	CP	racephedrine	adrenergic receptor agonist			4.84, 3.63	58.51	1.25, 0.33	68.80	21.10	90.77	70.86	6.36	38.18	94.58	69.64	86.45	90.38	64.54	99.79	24.37	67.57	26.41	69.75	59.41	32.32	57.61	79.59	38.65	21.21	92.01	2.43	32.91	23.16	13.78	10.09
BRD-A20131130	CP	2',5'-dideoxyadenosine	adenylyl cyclase inhibitor			2.61, 0.37	58.48	1.40, 0.35	19.32	67.65	72.48	72.50	81.57	58.37	58.58	15.81	77.28	12.63	72.27	94.92	13.95	7.98	15.89	74.88	20.87	57.37	24.06	88.55	9.69	73.18	45.99	0.95	87.18	-0.53	82.87	64.32
BRD-A62525898	CP	prednisone	glucocorticoid receptor agonist	NR3C1, HSD11B1		8.21, 4.85	58.45	0.74, 0.22	94.87	57.69	54.73	53.85	89.49	9.25	91.79	20.28	46.73	98.66	75.95	50.59	1.37	8.70	93.69	59.21	83.50	42.92	98.92	70.37	68.96	59.25	41.76	15.29	46.26	55.48	93.03	99.72
BRD-K63089472	CP	farnesylthioacetic-acid	inhibitor of methyl esterification of farnesylated proteins			3.36, 1.49	58.45	1.24, 0.35	29.50	5.26	83.60	64.02	13.04	52.14	16.93	57.90	63.20	58.99	90.23	95.17	1.16	1.41	76.65	94.97	84.09	5.49	3.74	57.15	2.91	64.83	73.38	-15.59	85.48	29.74	90.17	74.16
BRD-A15131297	CP	benazepril	angiotensin converting enzyme inhibitor	ACE		4.85, 2.61	58.44	0.78, 0.15	58.59	34.10	97.92	61.27	75.99	58.29	71.69	46.76	59.94	91.58	55.65	88.26	3.71	1.87	82.14	93.49	24.39	21.08	77.88	47.36	52.75	73.19	57.40	-3.65	-17.34	4.02	97.13	88.77
BRD-A72441487	CP	stiripentol	GABA aminotransferase inhibitor, GABA reuptake inhibitor, sodium channel blocker	ABAT, SCN1A, SCN3A		1.87, 0.00	58.41	1.07, 0.35	83.42	31.79	83.84	24.56	72.37	73.89	83.25	51.09	70.71	77.17	20.86	50.78	41.66	43.49	85.12	26.14	81.39	63.86	58.24	85.85	52.64	58.58	94.86	23.94	62.52	35.68	44.79	42.46
BRD-K34820100	CP	tebuthiuron	photosynthesis inhibitor			4.10, 1.87	58.40	0.59, 0.14	55.66	35.47	70.75	21.71	70.89	32.88	85.72	16.93	46.32	61.13	62.30	88.30	1.76	-15.49	66.99	36.71	-12.08	71.76	97.20	85.18	37.48	90.15	72.04	41.11	95.89	25.66	69.05	22.94
BRD-K06593056	CP	LE-135	retinoid receptor agonist	RARB		5.60, 2.61	58.39	0.53, 0.05	21.78	76.48	27.30	71.51	76.56	9.97	50.02	98.56	53.20	34.75	60.77	93.90	77.95	95.42	56.00	49.65	72.65	76.94	54.36	53.31	44.86	94.88	7.87	83.70	84.69	94.19	37.62	46.73
BRD-K75532464	CP	FTI-276	farnesyltransferase inhibitor	FNTA, FNTB		3.73, 0.75	58.37	0.58, 0.22	70.88	69.04	58.90	64.26	38.83	64.03	54.11	59.88	71.39	36.84	87.13	68.55	1.43	-16.28	49.54	40.10	92.16	36.05	61.90	57.83	10.33	8.29	45.07	6.63	68.92	6.50	59.63	59.78
BRD-A89175223	CP	bisoprolol	adrenergic receptor antagonist	ADRB1, ADRB2		5.22, 3.73	58.34	0.41, 0.05	53.22	59.96	73.67	19.82	59.05	21.39	90.45	55.24	84.39	53.62	67.74	88.09	0.81	8.05	90.33	68.87	93.44	15.59	17.98	81.96	7.25	57.64	53.94	5.19	82.16	21.91	96.02	82.47
BRD-K66944906	CP	fraxidin	carbonic anhydrase inhibitor	CA1		6.34, 3.36	58.30	1.30, 0.40	99.58	2.29	77.86	85.67	6.10	6.94	58.58	58.02	37.80	96.63	93.06	77.47	1.96	-9.53	85.71	93.21	66.07	2.63	15.84	74.76	14.02	60.35	95.92	10.31	14.75	31.13	93.92	16.90
BRD-K57080016	CP	selumetinib	MEK inhibitor, MAP kinase inhibitor	MAP2K1, MAP2K2	MEK inhibitor	2.61, 1.12	58.25	0.89, 0.32	54.60	96.84	61.91	17.16	21.70	70.09	14.52	28.41	19.15	90.05	51.35	72.25	36.96	91.12	49.38	34.17	70.65	73.68	51.61	62.92	94.99	86.93	50.02	91.12	68.54	25.48	0.00	63.94
BRD-K68132782	CP	terbinafine	fungal squalene monooxygenase inhibitor, squalene epoxidase inhibitor, steroid sulfatase inhibitor	CYP2C19, CYP2C8, SQLE		6.45, 3.23	58.23	0.82, 0.14	84.62	87.86	83.55	56.76	98.94	75.42	94.63	95.67	94.80	56.68	92.56	55.09	42.80	45.59	79.14	84.16	37.07	15.73	57.01	59.45	51.12	92.93	15.36	19.59	89.75	39.15	22.94	36.61
BRD-K15086322	CP	JNJ-10191584	histamine receptor antagonist, histamine receptor silent antagonist	HRH4		6.72, 4.10	58.21	0.93, 0.32	98.82	47.25	44.64	98.11	91.57	66.23	93.96	-57.06	73.67	57.16	69.68	46.84	2.18	-20.68	98.03	53.91	59.26	8.13	99.05	68.95	67.12	36.68	76.27	27.05	40.03	36.43	87.19	3.60
BRD-K20920669	CP	cromoglicic-acid	immunosuppressant	KCNMA1, S100P		6.85, 3.23	58.17	1.11, 0.34	52.55	5.25	90.19	33.04	84.61	60.39	73.37	58.78	33.09	25.95	89.74	-72.19	5.27	8.09	89.34	80.58	86.04	57.68	28.53	66.04	83.62	54.30	38.94	3.78	96.13	3.65	97.62	58.67
BRD-A18763547	CP	BAX-channel-blocker	cytochrome C release inhibitor	BAX		9.33, 4.85	58.16	2.48, 0.57	55.09	13.60	38.23	22.60	36.69	29.49	34.56	96.62	40.61	47.34	79.91	81.69	93.06	99.51	69.71	25.07	77.80	63.19	31.84	69.23	61.22	90.58	41.45	97.03	76.84	98.87	47.32	0.73
BRD-K47936004	CP	piribedil	dopamine receptor agonist, adrenergic receptor antagonist	DRD2, DRD3, ADRA1A, ADRA2A, ADRA2C, DRD4, HTR1A, HTR2B		6.85, 5.65	58.14	0.93, 0.11	54.12	97.64	36.52	63.53	62.17	85.83	71.06	66.74	73.28	30.67	42.65	98.94	5.43	46.41	75.56	43.28	63.67	44.33	82.79	44.25	38.13	74.99	16.64	0.02	43.50	24.00	81.09	68.00
BRD-K17110974	CP	aristolochic-acid	phospholipase inhibitor			5.60, 4.10	58.14	0.75, 0.11	98.49	85.43	26.86	75.49	12.27	14.48	84.90	62.96	-26.47	27.54	86.33	21.42	5.81	15.12	74.34	91.81	44.43	93.87	71.30	32.95	31.08	76.33	53.31	8.97	66.55	24.28	99.72	90.17
BRD-K87226815	CP	cycloserine	glutamate receptor agonist, glutamate receptor modulator	GRIN1		4.44, 2.82	58.13	0.73, 0.23	23.01	83.43	96.09	64.93	72.01	42.38	82.04	76.34	81.06	47.95	93.56	6.73	13.82	3.81	90.34	51.09	56.37	53.08	59.88	60.62	16.27	65.45	22.36	4.88	76.57	4.71	88.65	34.09
BRD-K94379058	CP	BML-190	cannabinoid receptor inverse agonist	CNR2		7.09, 4.10	58.12	0.73, 0.10	48.78	57.08	97.55	63.42	86.88	62.15	22.18	71.61	67.12	84.65	52.16	99.26	15.58	6.74	46.54	51.32	92.43	6.50	99.04	82.00	6.75	35.56	59.16	3.10	76.50	23.09	93.24	47.48
BRD-K59753853	CP	MDL-29951	glutamate receptor antagonist, fructose biphosphate inhibitor, UDP/CysLT (GPR17, P2Y-like) Agonists	FBP1, GPR17		4.85, 2.61	58.06	1.28, 0.45	65.16	38.38	20.30	61.71	79.06	83.00	80.88	13.75	39.64	62.91	40.63	90.31	6.10	-0.67	93.41	30.26	54.40	18.03	80.24	50.63	22.64	28.17	89.93	69.06	91.68	23.57	84.77	99.82
BRD-K19111024	CP	clofibric-acid	PPAR receptor agonist	PPARA		7.46, 4.48	58.04	1.40, 0.38	90.82	21.73	70.59	98.41	78.83	3.15	84.93	35.11	45.50	73.44	-13.98	70.83	-0.02	2.35	95.87	96.48	78.03	8.12	98.29	7.04	29.59	31.42	92.25	6.42	-53.58	1.94	80.15	77.52
BRD-A12560204	CP	nitrendipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA2D1, CACNA1H, CACNA1S, CACNA2D2, CACNB2, CACNG1, KCNN4	Calcium channel blocker	6.73, 4.93	58.03	1.74, 0.41	17.62	54.73	47.61	58.14	98.38	93.77	97.99	83.61	57.93	33.38	77.28	69.28	21.53	63.92	81.17	50.84	2.29	69.73	83.15	20.83	92.47	57.61	26.23	-12.53	21.50	13.53	83.48	62.09
BRD-A84481105	CP	thioridazine	acetylcholine receptor ligand, dopamine receptor, dopamine receptor antagonist, mucosa associated lymphoid tissue lymphoma translocation protein 1 (MALT1) inhibitor	DRD1, DRD2, HTR2A, ADRA1A, ADRA1B, CHRNA7, DRD5, HRH1, HTR1A, HTR2C, HTR6, HTR7, KCNH2, MALT1	Dopamine receptor antagonist	8.21, 5.60	58.02	1.84, 0.60	56.79	7.45	88.92	57.90	48.42	17.81	76.52	78.29	22.02	73.53	83.28	55.63	99.05	97.46	31.94	48.78	86.35	27.67	70.64	29.81	59.81	58.14	38.45	98.87	84.67	89.46	48.58	29.20
BRD-A26845397	CP	isamoltan	adrenergic receptor antagonist	ADRB1, ADRB2		8.96, 5.22	58.01	0.98, 0.34	95.93	7.77	94.86	97.64	14.69	48.21	68.14	48.27	60.09	96.60	53.64	75.92	6.20	6.34	65.49	73.88	67.60	16.10	55.83	90.28	37.66	3.56	85.76	2.78	55.93	24.95	88.52	88.51
BRD-K77771411	CP	moxonidine	imidazoline receptor agonist, adrenergic receptor agonist	NISCH, ADRA2A, ADRA2B, ADRA2C		5.97, 2.61	58.01	0.56, 0.11	79.25	49.91	56.03	48.05	91.81	82.59	77.17	87.27	98.91	66.78	45.07	65.82	47.59	30.08	54.56	63.99	94.17	35.62	87.76	71.24	23.10	12.91	92.74	1.44	59.99	23.34	32.22	37.28
BRD-A04706586	CP	bucladesine	adenosine receptor agonist, cAMP stimulant, vasodilator	PRKACA		2.61, 1.87	57.95	0.68, 0.18	73.57	37.22	90.57	51.64	38.90	72.85	16.70	60.32	77.05	59.80	60.53	95.46	25.56	-24.82	48.66	65.62	72.93	56.09	78.40	59.44	36.16	56.47	47.86	3.10	84.61	0.92	78.23	32.05
BRD-K06335600	CP	tizanidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, CYP1A2, NISCH		2.42, 1.21	57.95	1.50, 0.47	61.75	81.14	69.32	32.53	86.35	87.29	74.46	91.26	45.45	3.10	94.67	49.17	3.91	8.25	53.34	40.32	56.51	73.52	59.40	26.66	76.73	89.92	83.19	12.98	83.89	21.56	17.63	6.88
BRD-K17743697	CP	KB-R7943	sodium/calcium exchange inhibitor	SLC8A1, TRPC3, TRPC5, TRPC6	T-type calcium channel blocker	8.58, 4.85	57.94	1.43, 0.42	57.18	8.47	75.55	19.02	6.10	93.19	53.68	97.21	49.58	40.68	97.31	93.13	99.05	96.51	81.03	33.67	36.34	60.29	23.95	64.05	58.70	65.04	42.70	97.67	19.69	90.91	15.51	1.62
BRD-A69636825	CP	diltiazem	L-type calcium channel blocker, calcium channel antagonist, calcium channel blocker	CACNA1C, CACNA1S, CACNA2D1, CACNG1, CYP3A5, CYP3A7, HTR3A, KCNA5		7.09, 4.85	57.91	0.91, 0.31	36.05	8.95	39.86	20.43	4.47	90.37	74.39	69.70	52.51	88.82	51.99	99.26	55.72	60.10	63.29	48.27	91.48	2.29	35.48	91.96	61.95	11.76	98.33	30.97	36.81	77.26	67.66	76.09
BRD-K45068323	CP	W-13	calmodulin antagonist	CALM1, MYLK, PDE1A	Calmodulin antagonist	8.58, 3.73	57.91	0.83, 0.13	99.58	7.43	44.44	43.04	68.37	54.81	10.23	91.58	14.39	65.99	78.08	-91.60	85.74	40.97	60.32	19.20	67.38	74.99	51.54	97.46	90.60	40.81	48.53	56.78	59.04	67.90	64.55	55.84
BRD-K23335153	CP	AMN-082	glutamate receptor positive allosteric modulator	GRM7		2.99, 1.87	57.91	1.10, 0.32	52.86	8.58	65.00	-34.13	30.82	33.01	59.96	74.87	69.00	45.33	80.30	67.20	25.91	51.90	57.18	71.99	98.33	71.37	40.54	83.79	31.68	78.97	50.30	4.86	72.42	58.63	75.66	6.91
BRD-K51541829	CP	RO-25-6981	ionotropic glutamate receptor antagonist, monamine transporter modulator	GRIN2B, SLC18A2		2.02, 1.61	57.90	1.07, 0.26	84.10	17.47	59.14	47.81	80.83	83.28	56.45	80.60	20.06	58.44	61.70	99.30	72.61	51.41	98.56	17.89	41.91	13.60	46.78	66.94	79.88	63.11	7.68	50.87	77.77	30.42	57.36	31.45
BRD-A58157837	CP	butabindide	tripeptidyl peptidase inhibitor	TPP2		3.73, 1.87	57.89	0.98, 0.26	90.97	24.67	70.92	96.75	38.66	52.78	73.13	48.52	5.38	61.26	72.05	88.07	2.16	2.96	65.67	73.03	62.65	74.56	99.25	38.25	43.63	6.89	54.52	21.31	70.07	12.13	71.85	46.11
BRD-K93618743	CP	ipriflavone	bone resorption inhibitor			4.93, 3.59	57.89	1.25, 0.25	58.77	99.51	55.52	23.60	55.68	85.48	68.87	62.01	63.67	65.32	80.14	72.90	8.13	18.00	57.01	49.82	16.93	9.24	85.49	81.49	23.27	60.41	2.96	0.92	75.59	13.77	75.43	10.03
BRD-K21450440	CP	benzthiazide	carbonic anhydrase inhibitor	CA2, CA1, CA12, CA4, CA9, SLC12A3		7.09, 4.48	57.89	1.08, 0.26	93.46	16.24	83.42	11.67	88.25	94.54	67.05	58.45	58.08	28.19	55.12	81.64	4.59	2.02	23.11	97.03	81.05	14.62	84.55	84.89	8.47	57.69	94.43	3.45	88.34	40.62	25.60	20.30
BRD-K63343048	CP	orlistat	cholesterol inhibitor, diacylglycerol lipase inhibitor, fatty acid synthase inhibitor, gastric triacylglycerol lipase inhibitor, Hypolipemic pancreatic, gastric and carboxylester lipase inhibitor, lipase inhibitor, pancreatic lipase inhibitor	PNLIP, DAGLA, FASN, LIPF, CNR1, DAGLB		7.17, 4.48	57.88	1.16, 0.32	31.20	71.38	48.71	11.91	54.91	57.19	73.17	86.94	14.24	48.52	76.67	80.61	49.61	91.29	58.57	21.37	23.25	92.17	99.40	63.26	11.00	77.61	-2.94	91.01	94.16	82.34	41.26	12.21
BRD-K81169441	CP	cerivastatin	HMGCR inhibitor	HMGCR, CYP2C8, CYP3A5	HMGCR inhibitor	6.73, 2.69	57.83	0.95, 0.18	68.35	7.60	56.04	4.51	77.80	42.98	89.75	95.84	84.90	96.83	94.42	50.80	79.74	91.60	91.82	44.23	13.95	12.73	70.66	15.52	57.55	58.12	38.81	86.08	37.21	81.97	18.20	6.72
BRD-A36066264	CP	estradiol-benzoate	contraceptive agent	ESR1	Estrogen receptor agonist	3.73, 2.24	57.80	0.39, 0.10	43.35	86.47	66.96	27.70	45.37	80.86	3.66	59.98	89.94	61.98	55.62	69.05	26.71	69.40	48.49	93.35	21.87	85.67	89.02	48.53	97.92	77.31	26.53	32.84	64.05	51.03	30.00	19.46
BRD-K23566484	CP	nilutamide	androgen receptor antagonist, RNA directed RNA polymerase inhibitor	AR, CYP2C19		6.72, 4.10	57.78	0.66, 0.20	73.16	70.54	65.43	36.07	96.48	88.69	70.94	80.67	88.97	93.61	84.33	94.36	11.56	6.79	38.14	49.63	35.04	39.62	45.50	54.97	42.27	83.63	83.59	0.04	60.60	52.34	42.35	25.24
BRD-K28806945	CP	L-750667	dopamine receptor antagonist	DRD4		4.85, 2.99	57.76	0.98, 0.35	98.66	16.35	-5.49	91.72	57.32	88.56	50.10	57.19	73.82	21.36	58.20	91.94	64.36	20.70	38.61	60.84	35.84	72.55	86.20	72.99	70.10	23.12	23.74	23.38	41.96	43.55	93.65	84.86
BRD-K06926592	CP	tretinoin	RAR agonist, RAR receptor binder, retinoid receptor agonist, ROR ligand	RARG, RORB, ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARRES1, RORC, RXRB, RXRG	Retinoid receptor agonist	5.97, 3.73	57.75	0.84, 0.17	53.85	51.22	73.33	61.65	99.05	20.43	34.80	92.02	6.90	11.11	76.81	83.49	11.63	64.38	89.35	78.97	53.28	83.60	98.03	80.02	47.81	19.97	15.01	29.78	93.97	47.18	70.08	13.00
BRD-K08619574	CP	thioproperazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	Dopamine receptor antagonist	5.97, 2.24	57.74	0.81, 0.30	57.26	5.40	26.72	26.06	85.95	87.32	43.68	-3.88	37.10	29.83	80.23	87.30	80.29	63.91	79.15	54.23	95.72	31.93	62.32	70.36	58.22	48.59	25.79	76.39	82.79	10.03	99.18	23.28
BRD-K30020243	CP	aliskiren	renin inhibitor, peptidase inhibitor, protease inhibitor	REN		6.34, 3.73	57.73	0.56, 0.11	85.09	94.82	55.32	83.03	41.49	25.00	54.27	41.78	34.25	82.83	38.04	89.49	-2.07	4.31	66.85	66.49	60.13	80.16	74.36	36.15	70.37	71.28	47.26	31.59	12.29	18.97	98.59	88.04
BRD-K43330982	CP	JTE-013	lysophospholipid receptor antagonist	S1PR2, P2RY10		7.46, 3.73	57.72	0.72, 0.19	64.21	15.22	89.38	97.64	89.15	85.79	15.02	98.39	58.75	56.69	61.15	55.07	48.75	20.66	52.77	54.18	26.81	94.37	26.35	73.63	60.18	69.18	59.04	3.63	84.88	39.94	31.41	4.76
BRD-A02990301	CP	lofexidine	adrenergic receptor agonist	ADRA2A		6.34, 2.61	57.71	1.19, 0.33	84.74	91.08	65.64	65.08	93.33	60.59	75.96	23.32	11.66	43.64	35.38	96.96	0.49	5.81	98.09	88.70	19.34	54.83	52.32	76.03	35.78	6.13	86.38	17.03	74.14	31.79	48.91	94.66
BRD-K34014345	CP	naproxol	antiinflammatory agent	PTGS1, PTGS2		5.97, 3.36	57.70	0.80, 0.20	65.06	43.74	90.87	31.85	3.29	44.20	67.20	70.03	68.65	90.27	73.64	20.98	-1.13	7.06	39.75	50.35	90.93	38.42	29.24	49.97	11.57	74.55	78.71	82.79	75.10	7.36	85.92	66.47
BRD-K59574735	CP	ubenimex	leukotriene hydrolase inhibitor, alanine aminopeptidase inhibitor, aminopeptidase B inhibitor, immunostimulant, peptidase inhibitor	LTA4H, ANPEP, RNPEP		5.22, 1.87	57.70	0.56, 0.08	79.88	24.87	87.24	53.94	71.38	92.60	73.43	14.00	39.07	33.91	94.63	78.48	28.04	5.45	61.46	52.00	74.98	46.17	70.31	82.73	20.10	67.50	43.45	34.62	72.84	15.01	63.80	48.82
BRD-K33211335	CP	dextromethorphan	glutamate receptor antagonist, sigma receptor agonist	SIGMAR1, CHRNA2, CHRNA3, CHRNA4, CHRNA7, CHRNB2, CHRNB4, CYBA, CYBB, CYP3A5, GRIN1, GRIN3A, NCF1, NCF2, NCF4, OPRD1, OPRK1, OPRM1, PGRMC1, RAC1, RAC2, SLC6A2, SLC6A4		4.48, 1.87	57.57	0.61, 0.14	41.58	41.55	77.31	55.32	12.95	59.82	82.70	70.22	84.06	79.59	27.17	51.16	4.66	43.33	84.94	91.93	93.50	13.51	13.92	61.94	69.90	51.45	79.92	4.65	76.20	31.37	69.46	50.70
