#1.3
2429	24	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K79254416-summary	BRD-K48722258-summary	BRD-A93424738-summary	BRD-A13188892-summary	BRD-A69636825-summary	BRD-K22031190-summary	BRD-K62363391-summary	BRD-A51820102-summary	BRD-K43887077-summary	BRD-K71103788-summary	BRD-K33211335-summary	BRD-A46179541-summary	BRD-A94756469-summary	BRD-K81272440-summary	BRD-A35108200-summary	BRD-K92093830-summary	BRD-K73109821-summary	BRD-K97158071-summary	BRD-A92537424-summary	BRD-K06878038-summary	BRD-K49328571-summary	BRD-A29734509-summary	BRD-K05673000-summary	BRD-K08252256-summary
BRD-A17411484	CP	carprofen	cyclooxygenase inhibitor, prostanoid receptor inhibitor	PTGS2, PTGS1		6.03, 3.02	58.22	0.85, 0.24	75.31	-8.78	6.32	18.16	78.25	61.06	66.36	8.14	93.62	17.25	59.39	41.54	33.25	70.36	57.05	28.36	61.47	16.29	75.61	98.79	47.17	59.52	78.42	16.62
BRD-A44008656	CP	doxylamine	histamine receptor antagonist	HRH1, CHRM1		9.48, 5.60	58.22	0.36, 0.09	79.08	55.44	25.43	8.99	89.02	94.50	94.30	53.99	34.39	35.99	61.00	82.00	5.39	40.24	24.68	9.42	28.84	63.09	92.21	99.65	22.86	89.91	85.37	69.93
BRD-K40619305	CP	larixinic-acid	comopund that interacts with metal centers			9.48, 6.03	58.22	1.18, 0.39	87.69	81.80	15.22	66.48	74.86	5.97	80.90	24.88	49.95	0.53	68.65	99.42	32.56	99.00	30.92	10.12	22.95	92.20	98.13	96.60	14.62	39.48	92.57	31.31
BRD-K43887077	CP	dopamine	dopamine receptor agonist	DRD2, DRD1, DRD3, DRD4, DRD5, DBH, HTR1A, HTR7, SLC6A2, SLC6A3, SLC6A4		7.33, 5.17	58.15	0.88, 0.34	65.27	48.04	40.37	12.07	65.41	23.03	52.15	17.57	99.99	84.70	19.98	57.10	9.18	70.43	59.21	8.22	62.76	47.42	84.77	94.98	12.94	80.67	72.44	71.94
BRD-A09472452	CP	flecainide	sodium channel blocker, sodium channel inhibitor, voltage-gated sodium channel blocker	SCN5A, KCNA5, KCNA7, SCN4A		6.47, 3.88	58.15	0.55, 0.09	26.51	76.51	35.31	11.41	89.10	16.54	86.91	45.06	88.97	98.13	58.13	66.87	3.28	58.17	23.58	3.70	70.01	46.19	86.23	87.12	23.78	67.95	37.72	89.38
BRD-K09132007	CP	D-4476	casein kinase inhibitor, TGF beta receptor inhibitor	CSNK1A1, CSNK1D, TGFB1	TGF beta receptor inhibitor	5.17, 0.86	58.14	1.18, 0.35	77.55	52.23	61.45	57.03	29.06	21.40	15.92	0.74	59.24	72.73	54.19	38.10	37.17	71.99	37.01	37.87	96.79	68.71	93.04	64.16	91.53	20.89	73.75	88.82
BRD-K11634954	CP	GBR-13069	dopamine uptake inhibitor	SLC6A3		6.90, 3.88	58.13	0.97, 0.26	5.18	70.72	61.92	92.31	50.03	41.91	68.77	83.36	-59.81	92.17	86.01	68.39	54.33	19.18	43.86	25.91	6.98	10.19	76.64	33.04	66.55	82.81	53.51	90.06
BRD-K67831364	CP	ZM-323881	vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR inhibitor	KDR	VEGFR inhibitor	3.45, 1.72	58.09	0.82, 0.20	83.85	11.78	60.43	27.46	29.29	19.86	84.24	93.70	75.46	-0.53	25.17	96.02	-3.70	79.72	80.22	34.08	55.75	6.19	75.02	81.87	71.17	11.19	86.14	37.85
BRD-K34820100	CP	tebuthiuron	photosynthesis inhibitor			5.17, 3.88	58.07	0.59, 0.14	71.26	20.54	1.48	97.33	58.62	45.33	90.84	81.37	12.58	-6.84	69.11	72.89	7.58	53.63	82.32	38.49	57.53	95.81	91.11	63.57	32.15	66.08	55.88	12.12
BRD-K28029915	CP	dolasetron	serotonin receptor antagonist	HTR3A		8.62, 5.60	58.06	1.38, 0.42	96.69	-0.60	59.57	68.86	85.97	39.75	56.77	0.28	31.87	3.38	33.77	97.77	48.40	78.08	24.07	29.34	45.73	95.68	58.80	99.12	57.32	68.94	91.31	85.72
BRD-K66175015	CP	afatinib	EGFR inhibitor, receptor tyrosine protein kinase inhibitor, tyrosine kinase inhibitor	EGFR, ERBB2, ERBB4	EGFR inhibitor	6.03, 3.88	58.05	1.34, 0.32	71.61	95.85	37.94	78.88	32.51	7.02	26.69	93.51	48.84	92.17	58.52	30.07	57.58	8.53	91.76	80.05	13.16	35.04	72.45	52.48	99.72	59.88	91.39	57.51
BRD-A87606379	CP	nadolol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRB3		9.91, 4.31	58.05	0.72, 0.11	91.02	40.36	95.95	93.88	76.09	85.01	98.84	23.66	31.03	9.78	56.35	59.75	4.41	46.82	97.57	16.73	7.01	17.72	74.49	85.85	14.43	29.16	82.49	96.75
BRD-K35559145	CP	levomepromazine	dopamine receptor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR2A, HTR2C	Dopamine receptor antagonist	5.17, 3.45	58.05	0.80, 0.26	79.84	80.62	2.70	43.90	92.67	27.36	83.07	78.28	65.21	51.51	19.98	28.61	28.80	99.51	9.23	57.33	64.19	60.35	78.65	95.23	26.81	25.33	58.76	16.20
BRD-K46384212	CP	o-3M3FBS	phospholipase activator			8.62, 6.03	58.03	0.64, 0.14	22.44	38.76	11.88	-10.98	99.44	-19.54	58.03	22.71	63.22	60.80	58.04	84.29	0.95	59.06	51.30	62.08	88.83	95.31	98.31	99.82	24.85	14.06	80.99	13.01
BRD-A15415227	CP	GW-1929	PPAR receptor agonist, insulin sensitizer	INS, PPARG	PPAR receptor agonist	7.33, 3.88	58.01	1.10, 0.28	40.85	20.59	-7.62	25.44	99.82	61.07	39.37	63.44	65.24	70.07	17.83	57.03	41.48	34.15	33.62	35.38	94.02	99.86	60.08	92.97	59.00	39.30	72.83	81.95
BRD-K89046952	CP	ciclacillin	cell wall synthesis inhibitor			8.19, 5.17	58.00	1.22, 0.27	69.98	63.56	52.43	15.30	71.41	43.51	37.30	-14.95	78.07	5.16	84.51	98.43	11.19	97.80	78.29	7.28	40.41	86.33	24.00	73.66	7.39	74.95	87.82	39.64
BRD-K55930204	CP	phenytoin	sodium channel blocker	ABCB1, CYP2B6, CYP2C19, CYP3A4, SCN1A, SCN2A, SCN5A		8.45, 7.51	57.99	1.84, 0.61	31.40	73.75	37.53	96.87	-69.34	44.17	97.84	57.69	99.89	54.67	19.15	62.19	0.00	99.26	73.53	5.74	58.29	18.22	79.59	82.64	39.73	25.51	83.99	59.97
BRD-K60640630	CP	mometasone	glucocorticoid receptor agonist, immunosuppressant	NR3C1	Glucocorticoid receptor agonist	9.91, 6.03	57.98	1.19, 0.64	46.45	56.38	99.26	42.46	12.78	7.01	49.91	98.27	52.10	11.17	78.45	76.07	18.11	59.57	99.93	92.52	92.68	37.72	72.26	91.62	87.22	42.87	39.05	74.22
BRD-K42500029	CP	CGP-57380	MAP kinase inhibitor, MAPK-interacting kinase inhibitor	AURKB, LCK, MKNK1, MKNK2, SGK1		6.47, 3.45	57.95	1.36, 0.49	20.95	28.44	53.17	84.84	91.70	62.73	89.97	96.72	19.58	37.28	22.64	30.29	80.63	48.66	50.37	77.62	47.93	65.78	87.57	74.28	99.75	46.77	25.82	71.95
BRD-A43940795	CP	tetrahydropalmatine	serotonin release inhibitor			7.76, 4.74	57.92	0.50, 0.14	95.03	75.37	93.05	96.01	20.01	88.52	52.66	65.90	27.85	34.40	39.04	98.87	-3.42	85.02	7.89	69.99	17.05	46.62	63.18	78.06	22.21	52.02	68.03	25.37
BRD-K81169441	CP	cerivastatin	HMGCR inhibitor	HMGCR, CYP2C8, CYP3A5	HMGCR inhibitor	4.71, 2.62	57.91	0.95, 0.18	66.16	96.12	86.20	41.10	59.54	32.86	73.68	77.41	91.68	71.30	99.79	85.50	-64.02	23.38	46.82	45.60	15.39	15.36	56.27	46.67	69.11	8.35	63.27	47.58
BRD-K21853356	CP	RG-14620	EGFR inhibitor	EGFR		2.16, 0.86	57.88	1.09, 0.33	67.54	59.04	4.27	54.37	41.44	70.05	45.99	87.26	60.17	72.99	13.53	23.67	0.63	57.90	-8.99	86.89	80.91	97.27	23.25	99.29	71.03	19.92	57.86	18.30
BRD-K01649396	CP	indatraline	norepinephrine transporter inhibitor, dopamine transporter inhibitor, dopamine uptake inhibitor, serotonin transporter (SERT) inhibitor, serotonin uptake inhibitor	SLC6A2, SLC6A3, SLC6A4		5.76, 2.62	57.86	1.58, 0.47	24.76	98.27	75.27	59.87	33.63	27.08	40.98	91.39	87.93	99.75	10.11	72.63	82.39	47.76	55.85	86.40	48.39	6.20	45.00	88.26	93.07	-5.99	63.31	10.46
BRD-K59256312	CP	gabexate	serine protease inhibitor, AP inhibitor, NFkB pathway inhibitor, peptidase inhibitor, protease inhibitor	PRSS1, TPSAB1		3.02, 0.86	57.85	1.23, 0.36	27.98	65.47	82.81	87.23	62.85	85.60	85.55	49.83	34.43	32.04	56.10	67.52	36.59	28.69	69.45	50.32	36.19	71.85	38.76	89.11	38.54	52.41	60.22	59.61
BRD-K46211610	CP	tolazoline	adrenergic receptor antagonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, HRH1, HRH2		7.04, 3.76	57.82	0.48, 0.09	67.96	69.73	59.78	95.23	64.66	96.25	76.78	51.95	74.34	33.94	39.63	79.35	-3.31	80.95	46.75	10.45	41.61	66.65	55.86	98.62	28.81	48.64	20.60	35.13
BRD-K72029282	CP	probucol	atherogenesis inhibitor, cholesterol inhibitor, reducing agent	ABCA1, ABCB11, CES1		3.02, 0.86	57.82	1.40, 0.43	57.45	22.60	8.98	97.36	73.40	61.03	78.72	43.12	87.63	44.24	91.02	58.67	69.73	58.14	39.29	35.91	18.60	16.48	84.95	70.85	25.71	57.49	43.48	80.18
BRD-K64341947	CP	CFM-1571	guanylate cyclase activator			5.60, 1.72	57.80	0.94, 0.24	48.05	97.86	65.18	87.73	75.90	62.35	33.19	91.07	80.12	59.68	11.14	76.80	21.65	54.18	4.86	53.92	20.08	72.23	24.26	55.92	72.81	29.67	73.03	27.46
BRD-K68392338	CP	ZK-93426	benzodiazepine receptor agonist, benzodiazepine receptor antagonist, GABA benzodiazepine site receptor antagonist	GABRA1, GABRA2, GABRA3, GABRA5		4.74, 1.72	57.79	1.15, 0.33	58.05	22.63	7.80	92.10	-24.64	64.84	80.18	71.12	46.85	18.13	76.04	74.16	53.03	34.66	36.43	62.25	45.16	57.58	53.83	58.10	44.27	61.49	57.99	97.11
BRD-K97061094	CP	azacyclonol	ataractive drug used to diminish hallucinations	HRH1		3.45, 2.16	57.78	0.89, 0.14	17.90	3.84	87.03	62.33	62.60	78.20	84.06	47.89	22.16	7.53	82.99	52.78	40.04	17.11	43.33	70.99	61.10	54.46	68.32	47.84	41.65	99.47	92.93	72.54
BRD-K47192521	CP	icosapent	fatty acid with anti-inflammatory, antithrombotic and immunomodulatory properties	PTGS1, PTGS2, ACSL3, ACSL4, FADS1, FFAR1, PPARD, PPARG, SLC8A1, TRPV1		3.29, 1.41	57.77	1.13, 0.30	74.02	71.03	49.81	-13.16	37.97	64.89	84.32	53.61	28.38	55.50	71.10	84.65	5.53	16.26	95.31	42.64	9.32	81.72	46.08	88.24	21.51	60.05	70.04	71.61
BRD-K73397362	CP	purmorphamine	smoothened receptor agonist	SMO, DHH, IHH, PTCH1		3.88, 1.72	57.77	0.73, 0.19	85.21	52.06	45.44	89.92	95.10	56.20	91.04	32.69	73.25	48.57	68.02	63.10	74.34	68.34	19.50	26.49	51.73	51.43	66.76	59.34	71.73	50.22	13.65	39.14
BRD-A81866333	CP	CGS-21680	adenosine receptor agonist	ADORA2A, ADORA1, ADORA2B, ADORA3	Adenosine receptor agonist	4.31, 2.16	57.76	0.98, 0.35	85.65	92.32	17.33	58.12	92.00	47.74	77.11	34.07	79.71	38.78	14.63	75.22	6.54	57.41	55.26	22.54	50.73	86.37	22.54	85.06	50.49	80.05	79.98	59.60
BRD-K75641298	CP	metoclopramide	dopamine receptor antagonist, serotonin receptor antagonist, serotonin receptor agonist	DRD2, HTR3A, HTR4, CHRM1, HTR3B		4.31, 1.72	57.75	0.95, 0.27	85.58	31.34	64.57	72.51	52.56	10.54	37.29	13.37	87.45	30.44	62.32	60.18	67.10	27.86	50.74	54.69	88.65	98.79	96.86	7.93	17.02	70.33	85.32	55.32
BRD-K87226815	CP	cycloserine	glutamate receptor agonist, glutamate receptor modulator	GRIN1		6.57, 1.88	57.72	0.73, 0.23	80.37	27.86	59.51	70.49	73.39	74.39	88.89	66.58	97.31	16.36	33.02	75.35	-1.59	97.36	1.40	77.06	9.73	32.24	53.44	8.99	16.79	55.94	76.51	54.07
BRD-A64479082	CP	quinidine	cytochrome P450 inhibitor, P glycoprotein inhibitor, sodium current blocker	SCN5A, ABCB1, CYP2D6, KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SLC29A4	Sodium channel blocker	6.10, 3.29	57.66	1.06, 0.36	18.34	52.34	16.27	83.52	86.85	69.21	99.82	21.13	93.13	88.21	57.64	64.64	3.98	57.68	59.30	17.04	17.55	80.41	62.12	62.91	0.92	55.83	43.58	29.32
BRD-K62736196	CP	guanabenz	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C		4.74, 2.59	57.64	0.53, 0.08	42.88	59.32	59.91	44.76	33.86	83.22	29.85	-19.75	43.76	27.15	99.37	33.91	5.73	81.34	72.64	40.31	71.77	70.59	67.92	64.72	36.95	69.79	79.39	55.96
BRD-A27143604	CP	DPN	estrogen receptor agonist	ESR2	Estrogen receptor agonist	3.45, 0.86	57.63	0.81, 0.28	80.49	41.12	34.26	26.95	55.37	-19.00	87.26	98.24	59.88	31.55	13.09	78.05	28.79	93.68	88.13	45.71	62.61	41.74	87.37	67.37	22.39	80.54	82.69	24.38
BRD-K16336526	CP	capsaicin	TRPV agonist, NFkB pathway inhibitor, tumor NADH oxidase inhibitor	TRPV1, CFTR, ENOX2		9.95, 6.28	57.61	1.43, 0.47	89.12	50.79	5.04	-43.92	6.90	-74.83	66.12	-8.14	84.40	100.00	0.46	97.99	4.32	60.06	63.58	88.02	95.32	35.51	96.98	10.39	83.49	55.15	26.69	82.23
BRD-K59574735	CP	ubenimex	leukotriene hydrolase inhibitor, alanine aminopeptidase inhibitor, aminopeptidase B inhibitor, immunostimulant, peptidase inhibitor	LTA4H, ANPEP, RNPEP		7.33, 4.31	57.59	0.56, 0.08	55.75	46.01	59.43	35.21	10.42	98.16	30.63	71.90	65.20	77.86	12.79	85.43	11.64	19.12	81.43	45.06	8.56	90.75	82.69	92.33	40.43	89.80	54.92	93.67
BRD-K60184833	CP	tyrphostin-46	tyrosine kinase inhibitor	EGFR		5.17, 3.45	57.59	0.92, 0.27	55.46	6.84	62.73	92.30	25.43	83.01	66.32	68.93	29.85	-35.38	69.59	68.79	5.88	72.43	57.20	24.44	26.20	61.03	57.97	49.79	20.01	64.44	45.32	99.72
BRD-K92446736	CP	zatebradine	HCN (hyperpolarization activated cyclic nucleotide gated) channel blocker, HCN channel antagonist, potassium channel antagonist, sodium channel blocker	HCN1, HCN2, HCN3, HCN4		4.31, 2.16	57.58	0.68, 0.17	79.88	37.33	84.65	81.25	53.73	90.43	39.16	30.94	-1.52	61.44	98.81	53.55	36.25	3.84	48.82	25.88	16.97	75.61	80.44	99.08	8.56	93.97	84.41	93.82
BRD-A44780397	CP	mifepristone	glucocorticoid receptor antagonist, progesterone receptor antagonist, androgen receptor ligand, internal ribosomal entry site inhibitor	PGR, NR3C1, AR, CYP2B6, CYP2C8, CYP3A5, CYP3A7, NR1I2	Progesterone receptor antagonist	4.74, 3.02	57.57	0.90, 0.16	38.67	74.15	68.81	53.58	82.55	45.85	54.05	99.15	12.59	18.95	52.49	67.71	48.35	35.16	93.50	67.63	9.98	61.09	80.43	-26.36	70.83	81.51	47.41	91.95
BRD-K39965020	CP	doconexent	PPAR receptor agonist, unidentified pharmacological activity	FFAR1, PPARA, PTGS1, PTGS2	PPAR receptor agonist	2.16, 0.86	57.57	0.77, 0.27	62.75	62.91	51.12	47.43	83.79	94.99	24.88	48.08	61.57	-3.89	68.62	27.64	34.51	19.26	59.26	35.26	78.35	94.68	55.88	64.40	29.40	82.94	44.03	90.93
BRD-A45140972	CP	meclocycline	tetracycline antibiotic		Bacterial 30S ribosomal subunit inhibitor	3.45, 0.86	57.56	0.55, 0.11	49.50	17.31	42.16	92.16	1.41	95.85	79.56	83.18	63.82	28.67	25.73	59.77	42.19	4.47	59.67	62.35	5.53	55.45	24.12	53.07	90.27	86.29	96.16	91.05
BRD-A04553218	CP	chlorphenamine	histamine receptor antagonist	HRH1, SLC6A2, SLC6A3, SLC6A4		3.88, 2.16	57.55	0.41, 0.08	82.28	57.77	56.27	85.22	62.91	74.92	83.07	48.24	49.61	7.85	87.13	49.95	49.43	79.41	57.33	34.95	17.64	67.42	80.89	92.88	19.74	22.11	90.40	23.71
BRD-K94887716	CP	TFMPP	serotonin receptor agonist, serotonin receptor antagonist			5.24, 4.71	57.53	1.41, 0.39	53.24	52.79	89.51	76.10	61.85	33.54	48.04	3.45	64.29	36.11	94.34	80.95	51.76	10.41	84.68	54.70	99.89	98.62	13.66	85.33	44.93	54.82	60.25	96.93
BRD-A37776212	CP	ICI-204448	opioid receptor agonist	OPRK1		2.35, 1.41	57.53	0.93, 0.23	64.31	63.50	39.41	18.11	75.72	54.22	89.80	31.44	22.64	81.89	68.39	98.34	30.26	83.81	27.42	4.62	25.90	17.05	28.96	84.05	28.35	68.91	60.84	74.75
BRD-K74763371	CP	bosentan	endothelin receptor antagonist	EDNRB, EDNRA, ABCB1, CYP2C19, CYP3A4		5.63, 2.82	57.52	1.00, 0.30	57.35	27.44	64.82	82.89	14.91	86.25	57.69	-17.69	98.87	78.39	92.48	57.33	4.86	93.70	59.33	-6.44	37.27	2.67	60.27	92.21	5.67	39.84	83.02	56.58
BRD-K86509404	CP	iso-olomoucine	cyclin-related kinase inhibitor			3.29, 0.94	57.51	1.30, 0.28	87.47	71.11	86.37	58.77	28.32	22.99	94.02	45.85	56.25	11.70	92.38	96.39	32.91	25.47	88.66	51.32	38.39	85.04	53.25	76.25	11.91	93.49	49.51	75.17
BRD-K91336023	CP	mesulergine	dopamine receptor agonist	HTR2A, HTR2C, HTR7, HTR2B, HTR3A, HTR3B, HTR6		4.69, 3.76	57.50	0.94, 0.19	94.81	94.22	11.19	22.08	56.47	99.12	82.74	2.31	52.91	88.54	98.21	64.78	56.64	37.61	24.37	35.43	31.84	94.48	58.37	93.79	5.71	91.09	72.90	31.70
BRD-A22684332	CP	procaterol	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	5.17, 2.16	57.49	0.94, 0.36	43.78	12.75	19.76	15.75	56.88	96.13	53.24	77.92	96.05	34.12	58.10	33.78	0.00	68.49	54.98	83.83	77.67	12.56	89.78	88.76	24.49	69.31	77.79	95.26
BRD-K67043667	CP	altretamine	DNA synthesis inhibitor			5.60, 2.16	57.48	0.41, 0.07	93.83	70.04	84.63	83.01	33.82	69.20	55.15	40.79	56.26	26.71	84.24	72.31	44.04	58.71	73.22	6.57	17.21	54.27	52.21	83.69	41.24	47.07	61.67	97.11
BRD-K20742498	CP	RS-39604	serotonin receptor antagonist	HTR4	Serotonin receptor antagonist	5.17, 3.45	57.47	1.50, 0.55	18.90	98.38	2.89	83.92	76.01	83.98	88.21	94.79	23.23	30.80	8.21	8.17	79.95	48.59	34.75	42.30	56.58	96.43	79.63	68.94	56.48	46.93	81.33	58.36
BRD-K33864865	CP	LY-225910	CCK receptor antagonist	CCKBR	CCK receptor antagonist	5.60, 3.02	57.47	0.90, 0.19	36.42	7.08	47.64	78.30	66.03	60.28	40.55	78.95	48.76	10.85	96.83	50.33	54.19	88.17	54.66	74.52	46.75	0.21	84.06	64.20	50.44	88.15	70.69	94.38
BRD-A12560204	CP	nitrendipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA2D1, CACNA1H, CACNA1S, CACNA2D2, CACNB2, CACNG1, KCNN4	Calcium channel blocker	8.38, 5.24	57.45	1.74, 0.41	94.90	84.70	30.48	93.85	37.67	64.61	86.78	39.59	96.41	13.07	14.82	98.13	0.28	54.96	52.56	85.84	57.54	57.37	39.60	99.26	59.61	59.68	2.68	-25.87
BRD-K99922388	CP	DPO-1	potassium channel blocker	KCNA5	Potassium channel blocker	3.76, 1.41	57.38	1.20, 0.36	52.79	52.34	34.39	72.72	89.25	37.61	59.82	41.40	47.72	44.43	76.34	98.59	46.22	91.95	85.75	54.94	63.73	94.74	84.06	60.23	54.27	40.98	73.43	26.91
BRD-K46742498	CP	alosetron	serotonin receptor antagonist	HTR3A		8.90, 5.76	57.35	1.31, 0.35	72.20	80.50	16.03	86.76	95.02	61.04	99.47	48.78	87.91	31.90	2.61	99.15	9.01	43.87	21.27	44.92	94.63	53.67	53.51	99.22	-4.83	48.77	98.84	73.34
BRD-A70649075	CP	sulconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			4.74, 1.72	57.34	0.64, 0.11	42.23	86.07	23.72	94.35	99.75	56.55	58.12	93.70	93.04	82.98	13.87	23.48	68.13	56.57	0.07	79.73	25.59	70.61	54.35	65.68	89.81	39.38	50.85	21.94
BRD-A44090213	CP	indoprofen	cyclooxygenase inhibitor, platelet aggregation inhibitor, prostanoid receptor inhibitor	PTGS1, PTGS2, CXCR1, CXCR2	Cyclooxygenase inhibitor	5.63, 2.82	57.33	0.86, 0.19	69.22	79.85	69.53	76.84	15.09	27.94	77.94	-6.85	91.37	46.40	98.07	95.05	8.04	30.55	85.55	27.86	22.25	11.79	53.15	7.96	13.86	69.77	61.50	86.52
BRD-A65145453	CP	ATPA	glutamate receptor agonist	GRIK1, GRIA2		5.63, 3.29	57.31	1.16, 0.27	58.14	78.42	12.75	25.81	85.14	78.62	89.96	41.77	5.85	50.63	40.04	96.58	47.76	70.61	83.12	8.40	16.35	57.59	85.96	57.02	10.69	50.56	81.79	84.41
BRD-K44779798	CP	miglitol	glucosidase inhibitor, sodium/glucose cotransporter activator	GAA, MGAM, GANAB, GANC, SLC5A4		7.33, 4.19	57.30	1.74, 0.57	76.75	59.49	13.98	71.71	34.95	7.28	16.04	87.73	78.96	20.16	28.41	69.68	55.11	15.38	72.07	29.83	29.69	64.10	20.77	97.69	14.58	63.00	92.80	95.03
BRD-A95939040	CP	sertaconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			7.33, 3.02	57.27	0.74, 0.25	80.43	57.09	67.40	46.00	57.45	40.07	13.01	40.85	98.24	93.53	70.44	24.75	68.17	92.13	69.82	3.59	43.07	44.30	38.92	97.90	11.49	48.98	77.71	75.38
BRD-K55127134	CP	fluphenazine	dopamine receptor antagonist, acetylcholine receptor ligand, dopamine receptor, histamine receptor antagonist, serotonin receptor antagonist	DRD2, DRD1, CALM1, CHRNA7, DRD5, HRH1, HTR2A, HTR6, HTR7	Dopamine receptor antagonist	3.45, 1.29	57.27	1.40, 0.49	63.91	97.45	50.58	55.96	25.27	41.59	65.46	91.41	52.55	92.20	21.73	73.96	67.04	11.10	43.45	63.16	13.85	54.46	50.17	28.99	89.12	86.58	58.58	61.57
BRD-K71799949	CP	carbamazepine	potassium channel modulator, Sodium Channel  Blockers, sodium channel blocker, voltage-gated sodium channel blocker	ABCB1, CYP1A2, CYP3A4, SCN1A, SCN3A, SCN5A		6.90, 5.17	57.25	0.68, 0.16	58.19	60.94	90.96	59.51	69.21	64.00	83.65	56.82	47.74	20.43	33.66	80.84	12.00	71.38	97.08	28.59	58.84	33.92	57.64	56.86	31.61	54.13	41.58	56.56
BRD-K82823076	CP	RO-15-4513	GABA benzodiazepine site receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB2, GABRG2		3.88, 2.59	57.23	0.78, 0.16	85.88	91.77	56.43	69.78	87.37	28.89	77.94	41.99	43.60	4.67	99.58	70.95	47.14	27.68	58.03	24.00	80.65	95.73	37.57	90.54	44.55	50.67	27.89	78.17
BRD-A07780951	CP	orciprenaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	8.45, 5.16	57.21	1.14, 0.48	43.99	77.40	41.21	93.53	55.90	88.33	70.18	56.86	99.61	90.92	26.29	63.51	3.98	54.84	75.52	11.62	17.82	21.16	6.06	57.56	65.95	93.73	64.67	23.46
BRD-A43882281	CP	pinacidil	ATP channel activator, potassium channel agonist	ABCC9, KCNJ8		3.45, 2.16	57.21	0.66, 0.19	60.49	20.80	40.77	1.36	46.69	35.50	54.14	60.28	96.09	27.67	4.72	46.27	8.25	14.06	92.67	62.26	89.56	93.01	77.14	89.90	66.92	13.02	70.21	81.49
BRD-K63784565	CP	BRD-K63784565	beta amyloid synthesis inhibitor, topoisomerase inhibitor	TOP1		5.80, 2.90	57.19	1.88, 0.51	12.05	81.30	0.00	88.91	96.02	51.15	97.58	57.41	64.76	2.47	73.75	84.80	-16.09	56.97	17.49	19.66	59.18	82.72	23.23	82.21	-1.20	11.22	77.66	25.92
BRD-A72988804	CP	tiaprofenic-acid	cyclooxygenase inhibitor	PTGS2, PTGS1		5.16, 2.82	57.15	1.32, 0.48	72.14	85.93	54.35	59.95	71.59	90.50	90.83	41.13	12.91	42.73	66.61	75.45	14.20	14.64	95.45	79.10	14.17	81.61	46.24	47.62	46.86	28.53	97.57	43.79
BRD-K27721098	CP	clopidogrel	purinergic receptor antagonist, platelet aggregation inhibitor, purinergic receptor inhibitor	P2RY12, CYP2B6, CYP2C19, CYP3A5		6.90, 3.02	57.09	2.81, 0.70	86.70	33.44	3.89	90.64	85.09	99.75	68.48	24.02	2.04	79.63	-0.60	56.54	1.48	8.62	15.07	35.67	39.69	99.30	82.69	-2.94	57.64	81.67	98.80	67.55
BRD-A60294240	CP	tribenoside	vasoprotective agent			3.29, 1.41	57.07	1.05, 0.33	58.04	37.16	78.57	66.17	46.79	53.03	52.67	-12.91	63.18	23.04	92.42	62.80	12.30	59.99	46.62	54.84	50.50	81.25	92.88	84.73	41.53	56.10	90.14	85.95
BRD-K73838513	CP	cinacalcet	calcimimetic that activates calcium-sensing receptors	CASR		5.17, 2.16	57.06	1.19, 0.41	79.67	37.40	61.93	8.96	97.15	10.44	91.20	74.23	63.38	55.89	50.08	98.27	6.53	56.04	54.98	15.91	38.37	28.49	58.08	93.77	-5.18	58.48	85.15	77.77
BRD-K36864847	CP	BD-1047	alpha receptor antagonist, sigma receptor antagonist	SIGMAR1		4.74, 1.29	57.05	0.76, 0.19	73.43	33.68	36.63	91.54	39.08	27.90	96.09	61.57	55.23	30.22	96.67	68.88	24.96	58.87	60.41	13.82	96.85	20.94	75.51	83.05	54.27	24.01	60.58	20.42
BRD-K67537649	CP	PQ-401	insulin growth factor receptor inhibitor	IGF1R		6.03, 1.29	57.05	0.66, 0.06	16.94	94.75	84.70	53.70	-64.51	74.36	33.47	93.52	22.17	46.55	15.72	60.74	73.02	23.30	4.74	65.68	47.85	79.63	50.41	24.44	85.49	97.08	60.39	99.61
BRD-K33308633	CP	INCA-6	calcineurin inhibitor, Inhibitor of interaction between calcineurin and its substrate nuclear factor of activated T cells (NFAT)	NFATC1		5.60, 2.59	57.04	0.63, 0.18	91.39	55.60	44.72	92.76	44.72	66.18	75.06	69.73	34.18	16.29	97.94	49.42	5.32	86.92	51.01	24.98	18.35	96.12	70.61	51.36	6.03	58.48	60.15	90.19
