#1.3
2429	26	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A45889380-summary	BRD-A84174393-summary	BRD-K50398167-summary	BRD-K79602928-summary	BRD-K61250553-summary	BRD-K92984783-summary	BRD-A20126139-summary	BRD-K71035033-summary	BRD-K99451608-summary	BRD-A33711280-summary	BRD-K69688083-summary	BRD-A04352665-summary	BRD-K18194590-summary	BRD-K97564742-summary	BRD-K82795137-summary	BRD-K13356952-summary	BRD-K78126613-summary	BRD-K77987382-summary	BRD-A03216249-summary	BRD-A61793559-summary	BRD-K75641298-summary	BRD-K91601245-summary	BRD-K54416256-summary	BRD-A50311610-summary	BRD-K62996583-summary	BRD-K76205745-summary
BRD-K68132782	CP	terbinafine	fungal squalene monooxygenase inhibitor, squalene epoxidase inhibitor, steroid sulfatase inhibitor	CYP2C19, CYP2C8, SQLE		6.11, 4.37	70.85	0.82, 0.14	70.63	8.69	80.09	71.39	6.07	48.53	43.98	71.08	56.95	42.11	19.96	83.49	76.28	78.91	85.28	83.21	21.75	92.38	91.95	27.84	39.53	62.43	91.01	99.93	63.72	76.71
BRD-K54529596	CP	captopril	angiotensin converting enzyme inhibitor	ACE, LTA4H, MMP2, MMP9		9.61, 5.68	70.84	1.42, 0.42	8.40	31.56	95.72	97.74	7.67	32.83	0.00	99.47	96.23	59.38	82.49	70.76	61.54	98.94	84.72	98.77	6.17	28.23	70.92	92.78	43.37	96.37	94.25	48.08	78.75	39.34
BRD-A01320529	CP	salmeterol	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	6.97, 4.10	70.83	0.56, 0.09	93.48	52.12	92.93	86.38	97.74	85.37	60.17	63.00	68.24	91.19	70.49	43.84	71.17	97.84	81.62	41.48	65.50	43.06	58.32	37.07	88.30	55.12	78.18	99.07	75.95	64.41
BRD-K54704028	CP	BAY-36-7620	glutamate receptor antagonist	GRM1		2.87, 1.64	70.81	1.14, 0.31	16.38	21.16	38.12	64.13	19.37	44.55	60.93	94.75	54.41	90.88	91.34	85.81	18.06	80.52	87.91	77.50	3.16	48.35	81.46	86.36	84.18	83.52	81.36	79.41	55.61	37.40
BRD-K71103788	CP	duloxetine	norepinephrine reuptake inhibitor, serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor, serotonin uptake inhibitor	SLC6A2, SLC6A4, SLC6A3, HTR2A, HTR2C, HTR6		5.74, 3.28	70.80	0.49, 0.14	88.87	75.96	61.94	47.96	86.49	66.28	31.38	59.82	93.65	98.33	32.47	61.57	69.47	77.13	90.49	84.25	91.67	4.65	79.95	90.84	40.23	80.54	36.46	44.72	25.99	72.12
BRD-K35458079	CP	edaravone	free radical scavenger	BCL2		10.92, 5.68	70.72	1.28, 0.38	56.28	87.23	99.65	98.84	1.52	81.51	94.31	45.87	0.00	43.21	98.88	48.95	50.89	96.35	82.59	59.92	26.87	87.48	82.10	32.64	12.44	95.38	99.22	6.05	7.36	82.59
BRD-K60770992	CP	pergolide	dopamine receptor agonist, calcium-activated potassium channel blocker, potassium channel blocker, prolactin inhibitor	DRD1, DRD2, ADRA2A, ADRA2B, ADRA2C, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1A, ADRA1B, ADRA1D, KCNA5		6.97, 3.28	70.69	0.58, 0.14	36.45	85.18	86.37	20.51	33.50	97.60	81.08	77.40	59.07	61.58	79.94	63.80	6.77	92.95	76.92	85.00	7.41	62.41	62.13	75.08	66.30	61.10	76.96	26.90	92.34	75.36
BRD-A02176148	CP	tubaic-acid	mitochondrial complex I inhibitor, NADH-ubiquinone oxidoreductase (Complex I) inhibitor	MT-ND1		7.79, 2.46	70.63	1.09, 0.36	57.28	33.68	84.69	31.65	0.46	57.71	47.55	82.42	73.68	58.71	93.92	77.15	41.89	98.94	67.59	29.73	52.09	11.70	84.45	91.64	98.56	92.63	95.86	55.74	86.67	92.05
BRD-A34706053	CP	CGP-12177	adrenergic receptor agonist	ADRB1, ADRB2, ADRB3		4.92, 2.46	70.61	0.94, 0.32	58.18	7.68	97.79	76.61	7.95	56.88	25.99	80.01	57.68	73.81	76.97	95.67	49.73	92.56	41.88	56.47	2.08	51.81	76.84	86.67	78.76	75.16	67.42	82.65	81.02	44.05
BRD-A41941932	CP	vitexin	antioxidant			4.92, 2.87	70.58	1.34, 0.58	24.11	82.87	84.88	93.30	2.39	12.70	24.11	75.92	89.77	3.21	16.34	89.77	66.93	89.11	6.94	99.33	0.81	61.55	74.23	94.74	91.28	85.49	19.23	76.63	15.70	-42.46
BRD-A39230911	CP	chlorphensin	muscle relaxant			5.24, 2.62	70.51	0.85, 0.26	71.78	93.32	82.38	76.25	13.05	54.02	77.34	38.00	38.34	99.65	92.10	85.74	85.15	38.63	43.66	74.74	43.83	31.28	89.18	83.17	30.18	80.37	69.25	62.52	56.71	33.24
BRD-K93461745	CP	buspirone	serotonin receptor agonist, serotonin receptor partial agonist	HTR1A, DRD2		8.61, 4.92	70.51	0.68, 0.15	16.15	37.84	81.72	93.14	7.30	98.59	43.88	87.35	89.27	62.84	61.50	78.21	-4.43	94.81	74.77	99.54	2.08	54.77	79.43	96.06	55.88	77.18	93.52	24.62	43.99	66.26
BRD-A91008255	CP	bepridil	calcium channel blocker, L-type calcium channel blocker	ATP1A1, CACNA1A, CACNA1C, CACNA1H, CACNA2D2, CALM1, KCNQ1, KCNQ4, PDE1A, PDE1B, SCN5A, TNNC1		4.51, 2.05	70.48	0.27, 0.05	27.88	86.57	81.61	63.61	94.85	65.46	64.38	92.84	75.50	93.65	45.82	46.87	77.57	83.97	29.02	95.80	12.83	19.24	93.31	12.01	60.65	95.81	93.44	26.77	86.22	8.37
BRD-K73196317	CP	urapidil	adrenergic receptor antagonist, serotonin receptor agonist	HTR1A		6.76, 4.83	70.48	1.93, 0.51	92.51	60.26	95.08	99.72	14.79	31.19	15.96	60.31	34.98	29.64	70.74	51.75	92.80	60.67	73.39	92.79	5.50	74.43	99.72	79.38	50.65	70.22	83.13	38.80	97.78	95.44
BRD-K64994968	CP	progesterone	progesterone receptor agonist	PGR, CYP17A1, NR3C2, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP2C19, ESR1, OPRK1, TRPC5	Progesterone receptor agonist	5.33, 2.46	70.47	0.45, 0.11	46.20	88.92	88.11	89.06	37.34	78.60	71.88	22.46	26.18	73.53	69.07	72.60	85.39	83.38	85.87	31.13	48.40	76.40	40.32	34.91	95.23	49.23	93.52	66.61	48.30	-8.94
BRD-K39746403	CP	erythromycin	NFkB pathway inhibitor, 50S ribosomal subunit inhibitor, motilin receptor agonist, RPLV inhibitor	CYP3A4, MLNR		6.15, 3.28	70.40	0.74, 0.14	87.59	46.20	16.94	29.90	41.40	99.93	-24.79	87.99	80.91	95.04	44.25	69.67	26.39	83.66	95.38	78.71	73.12	76.82	50.28	82.06	7.34	71.13	31.44	26.42	86.28	54.36
BRD-K44442813	CP	pidotimod	interferon receptor agonist, interleukin receptor agonist, T cell stimulant			2.90, 1.45	70.38	1.86, 0.65	8.55	24.27	71.02	54.08	80.09	57.40	9.03	81.10	87.34	32.45	41.78	91.60	92.67	73.32	49.56	85.39	6.65	78.01	90.23	77.94	54.13	69.74	81.67	97.21	21.14	8.93
BRD-K06335600	CP	tizanidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, CYP1A2, NISCH		13.97, 9.61	70.34	1.50, 0.47	33.16	60.74	94.65	50.72	36.82	85.47	98.91	20.54	80.51	70.74	98.88	75.75	69.94	15.18	58.29	92.91	1.94	81.32	95.10	63.92	53.11	87.99	99.22	96.32	43.91	31.84
BRD-K49481516	CP	galantamine	acetylcholinesterase inhibitor, acetylcholine receptor agonist, butyrylcholinesterase inhibitors	ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG		6.28, 3.38	70.34	1.66, 0.57	88.00	46.79	58.30	90.50	13.33	74.52	24.28	96.72	87.86	63.63	92.17	68.18	77.99	64.98	43.37	85.65	7.51	56.78	99.48	94.22	50.04	63.85	98.68	72.50	94.91	11.91
BRD-K10136726	CP	tosyllysyl-chloromethyl-ketone	chymotrypsin inhibitor			2.87, 0.82	70.30	0.97, 0.38	15.03	23.05	97.43	73.58	32.77	84.72	70.82	32.92	89.71	47.36	91.89	52.07	97.65	90.52	46.32	75.13	3.84	85.75	94.80	69.78	94.80	32.49	89.18	30.85	10.25	27.35
BRD-A95939040	CP	sertaconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			7.38, 3.69	70.29	0.74, 0.25	89.40	19.44	47.06	52.64	19.75	97.74	88.29	74.67	92.92	71.77	76.48	50.26	33.08	87.25	39.98	97.25	14.66	68.82	61.67	77.05	61.82	72.00	81.56	80.60	36.78	59.34
BRD-K74763371	CP	bosentan	endothelin receptor antagonist	EDNRB, EDNRA, ABCB1, CYP2C19, CYP3A4		7.42, 5.68	70.26	1.00, 0.30	28.78	-13.19	96.96	63.00	3.93	68.44	0.46	89.65	94.75	4.26	88.34	89.59	-77.64	99.15	74.26	98.68	11.66	-3.66	46.41	72.71	5.59	72.09	98.57	82.81	37.37	99.19
BRD-A31801025	CP	formestane	aromatase inhibitor	CYP19A1	Aromatase inhibitor	5.33, 2.46	70.19	0.95, 0.25	94.54	73.22	84.96	81.09	0.42	45.96	87.47	70.39	93.16	31.99	39.93	40.36	66.39	99.79	77.37	36.19	43.15	38.11	91.34	65.40	83.36	20.23	70.71	69.98	66.65	99.33
BRD-K99922388	CP	DPO-1	potassium channel blocker	KCNA5	Potassium channel blocker	3.06, 0.44	70.19	1.20, 0.36	29.64	31.61	96.52	70.11	4.87	42.26	35.88	21.12	93.27	72.92	50.08	88.82	83.01	83.57	66.59	70.26	75.42	75.09	72.87	73.41	64.04	82.93	44.35	74.83	47.14	6.71
BRD-A51829654	CP	BRL-15572	serotonin receptor antagonist	HTR1D, HTR1A, HTR1B, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6		4.10, 2.05	70.12	1.05, 0.30	70.85	10.26	76.25	92.58	75.30	69.39	61.75	51.58	80.60	36.94	91.48	49.80	54.24	98.80	60.69	79.36	8.92	1.16	82.08	88.83	98.75	86.87	44.37	37.21	94.97	33.00
BRD-K03384561	CP	roquinimex	T cell inhibitor, T cell stimulant, tumor necrosis factor receptor antagonist			6.56, 4.92	70.12	0.91, 0.33	67.78	11.98	77.45	90.08	2.78	36.30	95.41	58.20	48.31	-0.33	71.97	86.75	36.60	73.40	23.68	26.37	18.06	68.26	72.16	89.76	83.20	89.69	95.50	96.75	29.98	91.23
BRD-K57304726	CP	PRE-084	alpha receptor agonist, sigma receptor agonist	SIGMAR1		3.69, 0.82	70.11	0.73, 0.20	10.36	92.65	53.80	89.73	18.75	40.77	75.68	85.15	73.28	9.29	95.13	46.17	97.71	29.39	27.95	78.49	50.10	10.80	79.57	74.27	87.84	89.15	66.95	32.78	20.25	76.12
BRD-K32247306	CP	primidone	GABA receptor antagonist, unidentified pharmacological activity	GABRA1, CHRNA4, CHRNA7, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2		11.07, 6.97	70.08	0.44, 0.11	13.44	91.02	92.34	53.04	36.80	37.23	59.39	49.95	68.74	44.69	62.22	92.95	96.78	97.60	83.80	99.04	7.00	41.48	36.37	81.47	71.43	97.21	83.87	96.75	33.20	99.54
BRD-A98299281	CP	velnacrine	calcium channel activator	ACHE		6.99, 1.75	70.04	0.89, 0.18	21.87	83.84	47.24	96.08	30.48	28.70	70.84	17.44	81.35	87.47	75.96	79.06	71.49	63.90	72.41	41.41	28.73	30.97	31.78	82.94	71.23	58.34	79.06	69.25	2.06	97.99
BRD-K29950728	CP	clomifene	estrogen receptor antagonist, estrogen receptor modulator, selective estrogen receptor modulator (SERM), testosterone receptor agonist	ESR1, AR	Estrogen receptor antagonist	9.43, 4.10	69.99	0.81, 0.19	95.36	6.24	85.55	84.55	96.71	48.05	30.92	49.65	12.26	99.89	66.89	82.66	62.87	16.92	99.15	79.49	20.39	57.79	60.24	81.63	10.55	77.63	89.23	73.09	85.52	18.03
BRD-K19462402	CP	buflomedil	adrenergic receptor antagonist, calcium channel antagonist	CACNA1C		1.93, 0.00	69.98	1.24, 0.35	70.65	70.07	62.10	74.59	3.63	8.35	81.99	13.16	70.23	37.95	63.49	46.24	90.57	61.03	74.20	87.24	38.10	35.57	76.84	91.93	70.82	83.12	73.58	69.89	36.54	3.10
BRD-K72676686	CP	fluvoxamine	selective serotonin reuptake inhibitor (SSRI), serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, CYP2C19		4.10, 2.46	69.97	0.50, 0.10	71.59	18.16	94.66	60.14	70.71	85.22	83.85	75.82	5.74	26.30	41.11	78.64	87.15	75.88	51.77	69.23	20.42	79.22	78.12	61.66	72.90	13.21	89.65	44.32	57.75	37.69
BRD-K38323065	CP	phenacetin	cyclooxygenase inhibitor	PTGS1	Cyclooxygenase inhibitor	4.92, 3.28	69.92	0.81, 0.15	5.54	15.85	63.61	-58.54	0.81	70.87	65.57	80.29	80.95	68.97	87.26	88.18	75.44	96.48	35.72	99.93	2.26	41.11	78.19	77.08	22.54	83.04	91.01	34.06	21.14	92.33
BRD-K73109821	CP	diazoxide	ATP channel activator, potassium channel activator	ATP1A1, CA1, CA2, KCNJ11, KCNMA1, SLC12A3		4.92, 2.87	69.91	1.05, 0.27	59.27	83.41	60.72	50.60	82.16	11.09	84.65	84.84	32.77	26.18	66.90	65.42	92.67	86.38	15.00	78.70	1.55	72.92	75.98	39.00	99.47	82.01	95.13	89.07	41.53	3.98
BRD-A44090213	CP	indoprofen	cyclooxygenase inhibitor, platelet aggregation inhibitor, prostanoid receptor inhibitor	PTGS1, PTGS2, CXCR1, CXCR2	Cyclooxygenase inhibitor	6.55, 2.62	69.89	0.86, 0.19	54.23	31.01	59.65	49.79	-1.23	66.13	34.30	97.07	79.67	95.22	81.88	81.39	16.90	80.18	80.92	94.95	2.71	3.35	74.11	83.69	80.93	72.36	67.42	18.43	56.34	98.59
BRD-K91904471	CP	SD-169	p38 MAPK inhibitor	MAPK14		4.80, 2.62	69.88	1.19, 0.34	50.74	90.64	58.02	63.05	77.02	62.74	89.22	91.11	27.77	86.40	71.51	88.77	70.34	55.78	79.46	26.92	65.13	32.48	69.43	95.23	86.71	99.47	32.72	76.10	39.20	22.60
BRD-K45158365	CP	valsartan	angiotensin receptor antagonist	AGTR1		4.10, 1.64	69.85	0.73, 0.22	32.04	64.91	33.20	38.98	10.04	44.56	77.06	80.32	76.78	7.45	71.82	80.89	27.63	99.58	68.94	91.68	21.56	31.37	82.51	86.06	70.75	94.36	52.94	57.86	76.82	90.56
BRD-K52989797	CP	clomipramine	serotonin transporter (SERT) inhibitor, dopamine transporter (DAT) inhibitor, norepinephrine transporter (NET) inhibitor	SLC6A4, SLC6A2, CYP2C19, GSTP1, HTR2A, HTR2B, HTR2C, SLC6A3	Tricyclic antidepressant	6.97, 4.51	69.84	0.86, 0.22	90.78	0.88	98.44	69.27	94.57	37.88	90.58	64.11	70.42	98.80	58.91	52.59	72.30	59.48	88.54	58.77	23.11	7.36	73.60	86.87	80.99	84.83	84.50	36.64	32.46	41.81
BRD-A80641450	CP	FR-139317	endothelin receptor antagonist	EDNRA		6.97, 4.10	69.79	1.18, 0.40	29.47	92.17	38.47	87.60	2.00	79.68	86.46	70.60	83.89	9.30	89.20	84.01	47.46	98.94	38.54	-38.12	60.79	20.00	67.12	82.98	70.57	38.88	87.49	91.40	15.31	69.01
BRD-K13544237	CP	r(-)-propylnorapomorphine	dopamine receptor agonist, antiamyloidogenic agent	DRD2, DRD1, DRD3		6.15, 3.28	69.78	0.68, 0.19	22.73	13.31	71.51	74.34	27.09	23.75	53.05	95.84	58.22	84.02	21.87	87.71	53.23	28.55	9.92	77.94	31.16	96.29	96.24	98.13	75.12	89.52	68.05	95.10	84.30	9.54
BRD-A63043573	CP	cabergoline	dopamine receptor agonist, prolactin inhibitor, prolactin secretion inhibitor	DRD2, ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1B, ADRA1D, ADRB1, ADRB2, HTR7, PRL		6.97, 2.87	69.77	1.43, 0.36	94.03	76.36	81.26	94.64	17.13	55.94	5.91	7.96	65.93	72.62	93.93	86.70	47.12	96.97	50.37	44.18	12.16	85.32	42.43	71.73	98.36	67.80	46.96	95.16	55.07	75.00
BRD-K37206356	CP	rhamnetin	aldose reductase inhibitor, JNK inhibitor, lipoxygenase inhibitor, nitric oxide production inhibitor, p38 MAPK inhibitor	ALOX5, MAPK8		4.10, 1.64	69.74	0.80, 0.28	22.11	17.08	70.90	97.20	7.45	8.67	24.00	23.32	-47.32	30.14	74.59	69.38	76.44	70.11	68.47	78.90	92.39	96.69	86.78	84.11	80.08	77.13	63.61	80.90	24.64	41.10
BRD-A97730597	CP	hexylcaine	sodium channel blocker	SCN5A, SCN10A		10.25, 6.56	69.71	0.56, 0.14	54.73	70.90	99.93	98.03	71.60	13.06	80.16	20.92	36.59	0.49	96.45	15.08	98.93	92.28	65.47	82.86	34.46	78.86	75.84	67.84	68.52	57.03	99.00	75.74	58.03	27.72
BRD-A97674275	CP	ranolazine	fatty acid oxidation partial inhibitor, Sodium Channel  Blockers, sodium channel blocker	SCN9A, SCN10A, SCN5A, SLC22A2		9.02, 4.92	69.65	0.36, 0.02	72.14	5.83	95.24	79.92	19.53	45.91	66.46	82.47	68.86	52.94	82.29	57.88	93.90	99.12	55.68	75.74	4.62	44.81	94.10	24.92	91.15	36.60	70.45	83.74	16.68	94.52
BRD-A15435692	CP	BMY-14802	sigma receptor antagonist, glutamate receptor antagonist, serotonin receptor agonist	HTR1A, SIGMAR1	Sigma receptor antagonist	4.92, 2.46	69.65	0.85, 0.31	6.58	85.94	87.72	4.44	0.53	89.90	97.11	46.50	80.24	15.11	52.28	70.21	79.23	83.68	18.20	62.82	16.60	15.41	9.92	78.12	89.46	91.90	71.93	88.74	69.08	26.02
BRD-A20239487	CP	atenolol	adrenergic receptor antagonist	ADRB1, ADRB2		10.04, 6.11	69.64	1.47, 0.41	3.52	11.29	49.76	77.37	51.33	93.72	68.61	87.61	96.65	45.91	92.40	93.54	81.12	61.39	25.34	99.79	10.30	57.61	59.89	92.84	70.67	97.57	99.51	95.10	15.00	8.65
BRD-K42098891	CP	protriptyline	tricyclic antidepressant (TCA)	SLC6A2, SLC6A4	Tricyclic antidepressant	6.56, 3.28	69.58	1.17, 0.33	72.51	84.97	66.71	78.49	82.92	28.94	-19.22	37.67	37.38	61.02	76.43	83.12	89.93	81.91	46.35	97.56	0.99	75.15	61.00	42.57	75.45	82.92	54.14	22.13	43.19	72.44
BRD-K30563334	CP	rifabutin	DNA directed DNA polymerase inhibitor, DNA directed RNA polymerase inhibitor, protein synthesis inhibitor	CYP3A4, HSP90AA1, HSP90B1		4.35, 2.42	69.53	1.76, 0.69	23.83	9.41	49.87	81.97	91.80	82.83	71.21	98.17	70.59	54.17	85.11	99.08	62.40	68.48	95.60	37.83	92.38	86.29	95.10	11.36	67.72	77.10	63.59	43.18	13.81	58.01
BRD-K96144918	CP	mead-acid	KPL-1 tumor suppressor			5.74, 2.46	69.49	1.18, 0.35	80.59	8.43	61.62	60.52	13.73	63.69	79.90	49.60	75.46	49.41	98.84	93.51	68.76	98.80	72.50	70.21	4.16	84.90	46.88	85.03	86.90	24.47	24.39	88.34	73.73	67.67
BRD-K80315159	CP	DPPE	histamine receptor antagonist	ABCB1, HRH1		7.79, 4.10	69.47	0.92, 0.18	30.38	74.27	84.62	97.71	92.16	58.20	55.68	92.35	39.59	93.68	66.88	10.17	98.26	45.62	67.24	55.85	8.25	37.35	71.71	92.37	72.66	96.90	90.07	82.37	66.60	7.87
BRD-K11540476	CP	EMF-BCA1-64	caspase inhibitor	CASP3		6.97, 3.28	69.44	0.66, 0.09	10.71	86.77	61.12	32.56	23.54	41.84	73.87	77.97	95.04	94.36	65.00	89.09	35.94	90.34	83.46	96.05	4.16	14.60	81.66	76.20	61.91	94.76	95.01	18.08	44.00	19.12
BRD-K02227374	CP	milnacipran	serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine reputake inhibitor, norepinephrine reuptake inhibitor, serotonin uptake inhibitor	SLC6A2, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B		3.38, 0.48	69.41	1.49, 0.43	47.51	41.74	97.38	94.53	62.02	34.05	82.34	52.15	21.45	52.94	85.02	86.24	90.90	91.44	90.57	87.04	36.84	15.83	90.94	15.31	39.24	76.80	78.08	37.66	93.65	3.60
BRD-A04327189	CP	synephrine	adrenergic receptor agonist, L-type calcium channel activator	ADRA1A		9.43, 5.74	69.37	1.10, 0.23	8.24	1.83	19.59	38.09	-0.42	99.29	56.00	98.17	82.54	83.19	66.75	85.73	-3.95	98.24	43.48	85.58	1.30	-0.02	98.89	88.48	79.94	63.93	81.68	59.90	71.99	96.91
BRD-A51182606	CP	chloramphenicol	30S ribosomal protein inhibitor, 50S ribosomal subunit inhibitor, antibacterial agent	CD55, CYP2C19		10.04, 8.30	69.30	1.82, 0.47	13.18	79.91	91.14	99.86	65.05	34.92	90.45	52.34	52.76	6.81	98.80	36.54	81.25	66.04	42.60	19.84	8.23	88.38	92.75	98.23	72.55	80.17	89.46	99.75	30.23	50.45
BRD-K69195780	CP	NAN-190	serotonin receptor agonist	HTR1A, ADRA1A, ADRA1B, ADRA1D, HTR1F		9.02, 5.74	69.28	1.16, 0.38	94.08	14.70	56.28	97.71	93.45	10.22	65.02	25.87	92.52	54.31	99.09	91.00	42.73	42.44	93.29	-60.44	17.56	8.88	79.48	99.54	99.30	85.81	23.47	73.54	97.20	60.67
BRD-K55301415	CP	abiraterone	17,20 lyase inhibitor, androgen biosynthesis inhibitor, cytochrome P450 inhibitor, steroid sulfatase inhibitor	CYP17A1, CYP11B1		13.54, 10.04	69.20	1.34, 0.45	1.90	22.40	51.09	99.93	6.41	76.52	37.28	92.55	67.09	20.11	99.93	71.31	55.09	78.20	45.76	97.57	1.66	10.69	79.56	98.77	34.15	98.88	98.56	99.93	20.03	93.51
BRD-K79602928	CP	metformin	insulin sensitizer, AMPK activator, biguanide, gluconeogenesis inhibitor	ACACB, INS, PRKAB1		11.79, 8.30	69.15	1.72, 0.47	40.87	48.19	99.86	99.99	68.95	15.99	23.95	20.91	7.05	71.56	97.20	56.86	97.31	7.23	94.67	75.73	4.37	69.36	94.89	98.57	67.25	73.87	89.59	82.19	51.70	10.65
BRD-A68723818	CP	brompheniramine	histamine receptor antagonist	HRH1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5		4.92, 3.69	69.10	0.94, 0.28	84.91	10.64	88.31	59.18	93.58	38.55	70.65	80.19	52.22	71.83	35.83	66.62	77.08	91.75	81.93	77.04	45.19	40.64	54.42	94.79	29.21	63.48	94.08	-0.50	67.56	97.18
BRD-K94920105	CP	DR-2313	PARP inhibitor	PARP1, PARP3		5.74, 1.64	69.00	0.99, 0.15	6.38	83.68	63.85	55.79	-0.85	83.18	65.91	96.84	59.50	98.48	90.28	95.85	89.91	60.57	58.43	51.52	55.67	52.47	72.89	59.01	72.08	65.31	94.97	88.47	89.75	85.34
BRD-K43887077	CP	dopamine	dopamine receptor agonist	DRD2, DRD1, DRD3, DRD4, DRD5, DBH, HTR1A, HTR7, SLC6A2, SLC6A3, SLC6A4		11.89, 7.38	68.89	0.88, 0.34	-8.48	5.14	98.71	34.87	9.37	91.95	80.26	79.08	53.18	53.75	77.89	71.86	35.33	73.79	28.55	99.80	1.30	68.36	69.41	23.04	89.34	81.65	99.72	99.93	27.30	29.84
BRD-K00603606	CP	ticlopidine	purinergic receptor antagonist, platelet aggregation inhibitor	P2RY12, CYP2B6, CYP2C19		6.15, 2.87	68.86	1.24, 0.18	73.93	86.57	80.79	97.87	40.94	2.37	55.44	90.20	41.71	63.85	91.90	70.30	64.57	13.99	87.74	66.81	49.61	64.82	98.84	79.54	67.42	49.13	93.62	71.40	51.50	70.81
BRD-K14993104	CP	bemegride	chemoreceptor agonist	GABRA1		8.20, 4.10	68.83	0.85, 0.27	47.69	39.53	97.04	47.19	5.37	82.52	81.08	52.33	81.11	9.06	83.80	72.78	1.55	96.57	96.56	80.32	1.94	37.04	96.34	99.58	53.63	82.15	64.87	63.23	20.06	94.33
BRD-K22947005	CP	dexbrompheniramine	histamine receptor antagonist	HRH1		7.25, 3.86	68.76	1.17, 0.30	12.97	11.03	90.50	80.50	6.42	43.31	24.01	35.26	16.63	61.43	79.72	80.07	76.08	10.40	98.59	83.70	34.07	28.59	88.92	84.53	47.93	96.55	85.98	92.14	81.34	11.54
BRD-K39915878	CP	loxapine	dopamine receptor antagonist, serotonin receptor antagonist, dopamine receptor ligand	DRD2, DRD3, DRD4, DRD1, HRH1, HTR2A, HTR2C, HTR6, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD5, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR3A, HTR5A, HTR7, SLC6A2, SLC6A3, SLC6A4		4.51, 1.64	68.72	0.76, 0.16	8.10	41.40	51.44	7.27	11.42	97.46	39.76	64.77	94.45	72.66	73.82	89.05	76.32	88.87	89.71	89.61	10.04	16.32	79.12	81.39	36.06	77.88	64.45	23.72	55.13	91.06
BRD-K62792802	CP	LY-83583	inhibitor of soluble guanylyl cyclase, leukotriene synthesis inhibitor	GUCY1A2		4.59, 1.38	68.71	2.01, 0.45	96.97	64.05	85.60	77.79	17.61	8.39	25.84	96.51	75.34	69.69	55.65	87.21	89.26	42.53	34.71	41.26	78.58	7.14	94.69	81.14	67.73	82.72	84.27	15.37	29.50	24.21
BRD-K82357231	CP	desloratadine	histamine receptor antagonist	HRH1		5.80, 4.35	68.67	0.78, 0.17	88.76	33.61	87.19	4.44	94.15	99.68	28.32	84.16	94.31	92.30	58.28	64.16	20.67	91.73	95.63	67.26	35.41	40.58	24.26	54.54	15.22	70.08	98.59	99.79	84.68	57.28
BRD-K87158025	CP	benzamil	epithelial sodium channel blocker	PKD2L1, SCNN1A, SCNN1B, SCNN1G, ASIC1, SCNN1D, SLC8A1		5.74, 2.87	68.66	0.70, 0.20	88.93	4.90	99.89	71.36	51.99	72.05	81.98	16.73	51.62	57.91	91.13	25.18	83.76	94.28	67.00	84.15	23.81	51.15	21.98	70.32	72.84	41.18	81.71	12.79	38.01	71.45
BRD-K77925998	CP	quipazine	serotonin receptor agonist	HTR2A, HTR3A, HTR3B, HTR1A, HTR1D, HTR2B, HTR2C, HTR6, SLC6A4		8.20, 4.51	68.63	0.84, 0.26	67.89	6.47	88.74	45.50	8.79	51.41	72.58	85.77	69.36	72.29	66.93	74.60	91.48	99.79	17.77	97.51	16.38	33.97	96.20	83.27	15.88	28.52	85.89	76.16	20.52	28.64
