indication,pert_iname
"Fractures, Bone",pantoprazole
Rib Fractures,pantoprazole
Wounds and Injuries,pantoprazole
Disease,pantoprazole
Stomach Ulcer,pantoprazole
"Pain, Postoperative",pantoprazole
Apnea,pantoprazole
Sleep Apnea Syndromes,pantoprazole
"Sleep Apnea, Obstructive",pantoprazole
Sleepiness,pantoprazole
Atrial Fibrillation,pantoprazole
Embolism,pantoprazole
Emergencies,pantoprazole
Dysbiosis,pantoprazole
Hypothyroidism,pantoprazole
Abdominal Pain,pantoprazole
Thrombosis,pantoprazole
Coronary Thrombosis,pantoprazole
Stomach Diseases,pantoprazole
Acute Kidney Injury,pantoprazole
"Kidney Failure, Chronic",pantoprazole
Critical Illness,pantoprazole
Respiratory Aspiration of Gastric Contents,pantoprazole
Pediatric Obesity,pantoprazole
Kidney Neoplasms,papaverine
Dysmenorrhea,papaverine
Myocardial Infarction,paracetamol
ST Elevation Myocardial Infarction,paracetamol
Infarction,paracetamol
Lung Neoplasms,paracetamol
Knee Injuries,paracetamol
Prolapse,paracetamol
Pelvic Organ Prolapse,paracetamol
Leiomyoma,paracetamol
Myofibroma,paracetamol
Adenomyosis,paracetamol
"Pain, Procedural",paracetamol
Temporomandibular Joint Disorders,paracetamol
Temporomandibular Joint Dysfunction Syndrome,paracetamol
Intervertebral Disc Displacement,paracetamol
Rib Fractures,paracetamol
Pulmonary Embolism,paracetamol
Atrial Fibrillation,paracetamol
Thrombosis,paracetamol
Embolism,paracetamol
Venous Thrombosis,paracetamol
Antiphospholipid Syndrome,paracetamol
Tendon Injuries,paracetamol
Heart Block,paracetamol
Hypothermia,paracetamol
Myofascial Pain Syndromes,paracetamol
Fibromyalgia,paracetamol
Somatoform Disorders,paracetamol
"Hypertension, Pregnancy-Induced",paracetamol
Stomach Diseases,paracetamol
"Hernia, Ventral",paracetamol
Pancreatic Diseases,paracetamol
Post-Dural Puncture Headache,paracetamol
Necrosis,paracetamol
Otorhinolaryngologic Diseases,paracetamol
Intracranial Hemorrhages,paracetamol
Femoral Fractures,paracetamol
Mental Disorders,paracetamol
Urolithiasis,paracetamol
Flank Pain,paracetamol
Gout,paracetamol
Myalgia,paracetamol
Humeral Fractures,paracetamol
"Influenza, Human",paracetamol
Colonic Neoplasms,paracetamol
Rectal Neoplasms,paracetamol
Ileus,paracetamol
Diverticulitis,paracetamol
Diverticulum,paracetamol
"Diverticulitis, Colonic",paracetamol
Constipation,paracetamol
Liver Neoplasms,paracetamol
HELLP Syndrome,paracetamol
Ankle Injuries,paracetamol
Urethral Stricture,paracetamol
Rheumatic Diseases,paracetamol
Collagen Diseases,paracetamol
Osteoporosis,paracetamol
Chemical and Drug Induced Liver Injury,paracetamol
Alcohol Drinking,paracetamol
Alcohol-Related Disorders,paracetamol
"Constriction, Pathologic",paracetamol
Carotid Stenosis,paracetamol
Acalculous Cholecystitis,paracetamol
Cholelithiasis,paracetamol
Cholecystolithiasis,paracetamol
Gallstones,paracetamol
Arthralgia,paracetamol
Psoriasis,paracetamol
"Urinary Bladder, Overactive",paracetamol
Lower Urinary Tract Symptoms,paracetamol
Myocardial Ischemia,paracetamol
Coronary Disease,paracetamol
Arteriosclerosis,paracetamol
Breakthrough Pain,paracetamol
"Seizures, Febrile",paracetamol
Ureteral Calculi,paracetamol
Ureterolithiasis,paracetamol
Cerebral Palsy,paracetamol
Goiter,paracetamol
Thyroid Neoplasms,paracetamol
Adenoma,paracetamol
Thyroid Nodule,paracetamol
Parathyroid Neoplasms,paracetamol
Hyperplasia,paracetamol
"Fractures, Multiple",paracetamol
Calculi,paracetamol
Spondylitis,paracetamol
Spondylarthritis,paracetamol
"Spondylitis, Ankylosing",paracetamol
Nail Diseases,paracetamol
"Nails, Malformed",paracetamol
Urinary Calculi,paracetamol
Tooth Loss,paracetamol
Sciatica,paracetamol
Acute Coronary Syndrome,paracetamol
Chronic Disease,paracetamol
Muscle Hypotonia,paracetamol
"Fractures, Compression",paracetamol
Gingival Recession,paracetamol
Surgical Wound,paracetamol
Body Weight,paracetamol
Body Weight Changes,paracetamol
Postoperative Hemorrhage,paracetamol
Infertility,paracetamol
"Infertility, Female",paracetamol
Deglutition Disorders,paracetamol
Airway Obstruction,paracetamol
Oral Hemorrhage,paracetamol
Altitude Sickness,paracetamol
Migraine Disorders,paroxetine
Flushing,paroxetine
Cardiovascular Diseases,paroxetine
Coronary Artery Disease,paroxetine
Sleep Initiation and Maintenance Disorders,paroxetine
Combat Disorders,paroxetine
Substance-Related Disorders,paroxetine
Irritable Bowel Syndrome,paroxetine
Premenstrual Syndrome,paroxetine
Premenstrual Dysphoric Disorder,paroxetine
Dementia,paroxetine
Syndrome,paroxetine
Suicidal Ideation,paroxetine
Pancreatic Fistula,pasireotide
Periodontal Diseases,penicillin-v-potassium
Peri-Implantitis,penicillin-v-potassium
Pharyngitis,penicillin-v-potassium
Tonsillitis,penicillin-v-potassium
Lyme Disease,penicillin-v-potassium
Erythema Chronicum Migrans,penicillin-v-potassium
"Glossitis, Benign Migratory",penicillin-v-potassium
Erythema,penicillin-v-potassium
Wound Infection,penicillin-v-potassium
Cellulitis,penicillin-v-potassium
Emergencies,penicillin-v-potassium
Erysipelas,penicillin-v-potassium
Infections,penicillin-v-potassium
Communicable Diseases,penicillin-v-potassium
Intervertebral Disc Displacement,pentoxifylline
Radiculopathy,pentoxifylline
Hemolysis,pentoxifylline
Lymphoma,pentoxifylline
Hodgkin Disease,pentoxifylline
Osteoradionecrosis,pentoxifylline
Nephritis,pentoxifylline
Lupus Nephritis,pentoxifylline
Irritable Bowel Syndrome,pentoxifylline
Hepatitis C,pentoxifylline
"Diabetes Mellitus, Type 2",pentoxifylline
Cerebral Small Vessel Diseases,pentoxifylline
Kidney Diseases,perindopril
"Renal Insufficiency, Chronic",perindopril
Infarction,perindopril
Coronavirus Infections,perindopril
Hypercholesterolemia,perindopril
Heart Diseases,perindopril
Myocardial Ischemia,perindopril
Coronary Artery Disease,perindopril
Ischemia,perindopril
Metabolic Syndrome,perindopril
Hyperuricemia,perindopril
Proteinuria,perindopril
Metabolic Diseases,perindopril
Lipid Metabolism Disorders,perindopril
Cerebral Small Vessel Diseases,perindopril
Renal Insufficiency,perindopril
Hypotension,perindopril
Liver Diseases,perindopril
Fatty Liver,perindopril
Non-alcoholic Fatty Liver Disease,perindopril
Heart Diseases,phenprocoumon
Acute Coronary Syndrome,phenprocoumon
Atherosclerosis,phenprocoumon
Coronary Disease,phenprocoumon
Coronary Artery Disease,phenprocoumon
Myocardial Ischemia,phenprocoumon
"Aneurysm, Dissecting",phenprocoumon
Calcinosis,phenprocoumon
Hemorrhage,phenprocoumon
Fatty Liver,phentermine
Non-alcoholic Fatty Liver Disease,phentermine
Insulin Resistance,phenylbutyrate
Stomatognathic Diseases,phenylephrine
Dental Pulp Diseases,phenylephrine
Nasal Obstruction,phenylephrine
Eclampsia,phenylephrine
Pre-Eclampsia,phenylephrine
"Cardiac Output, High",phenylephrine
Pulmonary Arterial Hypertension,phenylephrine
Familial Primary Pulmonary Hypertension,phenylephrine
Acute Kidney Injury,phenylephrine
Cough,phenylephrine
Nasal Polyps,phenylephrine
Toothache,phenylephrine
"Pain, Postoperative",phenylephrine
Retinopathy of Prematurity,phenylephrine
Diabetes Mellitus,phenylephrine
"Influenza, Human",phenylephrine
Otitis,phenylephrine
Otitis Media,phenylephrine
Otitis Media with Effusion,phenylephrine
Pulpitis,phenylephrine
Refractive Errors,phenylephrine
Eye Manifestations,phenylephrine
Brain Neoplasms,phenylephrine
Horner Syndrome,phenylephrine
Endotoxemia,phenylephrine
Apnea,phenylephrine
Sleep Apnea Syndromes,phenylephrine
"Sleep Apnea, Obstructive",phenylephrine
Hypertrophy,phenylephrine
Critical Illness,phenylephrine
Cognitive Dysfunction,phenytoin
"Meningitis, Pneumococcal",phenytoin
Meningitis,phenytoin
Depression,phenytoin
Emergencies,phenytoin
Asthma,phenytoin
Subarachnoid Hemorrhage,phenytoin
Hemorrhage,phenytoin
Anisocoria,pilocarpine
Lewy Body Disease,pimavanserin
Disease,pimavanserin
Schizophrenia Spectrum and Other Psychotic Disorders,pimozide
Heart Failure,pindolol
Heart Diseases,pindolol
"Heart Failure, Diastolic",pindolol
"Hepatitis B, Chronic",pioglitazone
Liver Cirrhosis,pioglitazone
Hepatitis B,pioglitazone
Coronavirus Infections,pioglitazone
Hypoxia,pioglitazone
COVID-19,pioglitazone
Retinal Diseases,pioglitazone
Diabetic Retinopathy,pioglitazone
Angina Pectoris,pioglitazone
"Angina, Stable",pioglitazone
"Angina, Unstable",pioglitazone
Weight Gain,pioglitazone
Nephrolithiasis,pioglitazone
Kidney Calculi,pioglitazone
Weight Loss,pioglitazone
Apnea,pioglitazone
Sleep Apnea Syndromes,pioglitazone
"Sleep Apnea, Obstructive",pioglitazone
Schizophrenia,pioglitazone
"Hypertension, Portal",pioglitazone
Ascites,pioglitazone
Bipolar Disorder,pioglitazone
Body Weight,pioglitazone
Coronary Stenosis,pioglitazone
Neointima,pioglitazone
Carotid Artery Diseases,pioglitazone
Neoplasm Metastasis,pioglitazone
"Kidney Failure, Chronic",pioglitazone
Mood Disorders,pioglitazone
Ataxia Telangiectasia,pioglitazone
Telangiectasis,pioglitazone
Osteoporosis,pioglitazone
Stroke,piracetam
"Infarction, Middle Cerebral Artery",piracetam
Ischemia,piracetam
Vertigo,piracetam
Dizziness,piracetam
"Sarcoidosis, Pulmonary",pirfenidone
Sarcoidosis,pirfenidone
Connective Tissue Diseases,pirfenidone
Disease Progression,pirfenidone
Acute Kidney Injury,pirfenidone
Myocardial Infarction,pitavastatin
Metabolic Diseases,pitavastatin
Glucose Metabolism Disorders,pitavastatin
Infarction,pitavastatin
Acute Coronary Syndrome,pitavastatin
"Angina, Stable",pitavastatin
Glucose Intolerance,pitavastatin
Inflammation,pitavastatin
Kidney Diseases,pitavastatin
Prediabetic State,pitavastatin
Heart Failure,pitavastatin
Angina Pectoris,pitavastatin
"Renal Insufficiency, Chronic",pitavastatin
Atherosclerosis,pitavastatin
Neointima,pitavastatin
Parasomnias,pramipexole
Chronobiology Disorders,pramipexole
Dyssomnias,pramipexole
Adrenoleukodystrophy,pramipexole
"Depressive Disorder, Treatment-Resistant",pramipexole
Malaria,praziquantel
Helminthiasis,praziquantel
Disease Susceptibility,praziquantel
Dipetalonema Infections,praziquantel
Acanthocheilonemiasis,praziquantel
Suicidal Ideation,prazosin
"Hypertension, Portal",prazosin
Gastrointestinal Hemorrhage,prazosin
Hemorrhage,prazosin
Marijuana Abuse,prazosin
Rhinitis,prazosin
"Rhinitis, Allergic",prazosin
Inflammation,prazosin
Hyperplasia,prazosin
Recurrence,primaquine
Communicable Diseases,primaquine
Parasitic Diseases,primaquine
Epilepsy,probenecid
"Influenza, Human",probenecid
Ischemic Stroke,probucol
Intracranial Hemorrhages,probucol
Cerebral Hemorrhage,probucol
Brain Ischemia,probucol
Ischemia,probucol
Hemorrhage,probucol
Heart Diseases,probucol
Coronary Disease,probucol
Myocardial Ischemia,probucol
"Glomerulonephritis, IGA",probucol
Glomerulonephritis,probucol
Stroke,probucol
Intracranial Arteriosclerosis,probucol
Atherosclerosis,probucol
"Plaque, Atherosclerotic",probucol
Coronary Restenosis,probucol
Arteriosclerosis,probucol
Arteriosclerosis Obliterans,probucol
Diabetes Mellitus,probucol
"Diabetes Mellitus, Type 2",probucol
Cerebral Infarction,probucol
Infarction,probucol
"Arrhythmias, Cardiac",procainamide
Emergencies,procainamide
Tachycardia,procainamide
Brugada Syndrome,procainamide
Postoperative Nausea and Vomiting,prochlorperazine
Rabies,proguanil
"Shock, Septic",propafenone
Shock,propafenone
Hyperthyroidism,propranolol
Muscle Cramp,propranolol
Spasm,propranolol
Surgical Wound Infection,propranolol
Skin Diseases,propranolol
Hemangioendothelioma,propranolol
Peritonitis,propranolol
Hepatic Encephalopathy,propranolol
"Fractures, Stress",propranolol
Tremor,propranolol
Compulsive Personality Disorder,propranolol
Obsessive-Compulsive Disorder,propranolol
Acute Kidney Injury,propranolol
Varicose Veins,propranolol
"Phobia, Social",propranolol
Inflammation,propranolol
Graves Disease,propranolol
Eye Diseases,propranolol
Graves Ophthalmopathy,propranolol
"Liver Cirrhosis, Alcoholic",propranolol
Intracranial Arteriosclerosis,propranolol
Heart Diseases,propranolol
Atherosclerosis,propranolol
Coronary Disease,propranolol
Atrial Fibrillation,propranolol
"Heart Failure, Diastolic",propranolol
Post-Traumatic Headache,propranolol
Spinal Cord Neoplasms,propranolol
Spinal Neoplasms,propranolol
Hepatitis A,pyrazinamide
Hepatitis,pyrazinamide
"Tuberculosis, Spinal",pyrazinamide
Reinfection,pyrazinamide
Communicable Diseases,pyrimethamine
HIV Seropositivity,pyrimethamine
Stillbirth,pyrimethamine
Perinatal Death,pyrimethamine
Pregnancy Complications,pyrimethamine
Fetal Growth Retardation,pyrimethamine
Altitude Sickness,quercetin
Flushing,quercetin
Weight Gain,quetiapine
Fibromyalgia,quetiapine
Myofascial Pain Syndromes,quetiapine
Lewy Body Disease,quetiapine
Schizophrenia Spectrum and Other Psychotic Disorders,quetiapine
Parkinsonian Disorders,quetiapine
Opioid-Related Disorders,quetiapine
COVID-19,quetiapine
Pneumonia,quetiapine
"Pneumonia, Viral",quetiapine
Overweight,quetiapine
Combat Disorders,quetiapine
Emergencies,quetiapine
Panic Disorder,quetiapine
Behavioral Symptoms,quetiapine
Affective Symptoms,quetiapine
Hot Flashes,quetiapine
COVID-19,quinapril
Coronavirus Infections,quinapril
Ischemia,quinapril
Chest Pain,quinapril
Heart Diseases,quinapril
Myocardial Ischemia,quinapril
Coronary Artery Disease,quinapril
Kidney Diseases,quinapril
"Renal Insufficiency, Chronic",quinapril
Cardiovascular Diseases,quinapril
Essential Hypertension,quinapril
"Diabetes Mellitus, Type 2",quinapril
Hypotension,quinapril
Brain Injuries,quinidine
"Brain Injuries, Traumatic",quinidine
Restless Legs Syndrome,r(-)-apomorphine
Psychomotor Agitation,r(-)-apomorphine
Syndrome,r(-)-apomorphine
Low Back Pain,r(-)-apomorphine
Sleep Wake Disorders,r(-)-apomorphine
Parasomnias,r(-)-apomorphine
Gastritis,rabeprazole
Bacterial Infections,rabeprazole
Sleep Initiation and Maintenance Disorders,rabeprazole
Sleep Wake Disorders,rabeprazole
Parasomnias,rabeprazole
Atrial Fibrillation,rabeprazole
Thromboembolism,rabeprazole
Venous Thromboembolism,rabeprazole
Peptic Ulcer,rabeprazole
Peptic Ulcer Hemorrhage,rabeprazole
Hypothyroidism,rabeprazole
Adenocarcinoma,rabeprazole
Disease Susceptibility,rabeprazole
Gastroenteritis,racecadotril
Feeding and Eating Disorders,raclopride
Anhedonia,raclopride
Psychotic Disorders,raclopride
Mental Disorders,raclopride
Neurobehavioral Manifestations,raloxifene
Depression,raloxifene
Depressive Disorder,raloxifene
Inflammation,raltegravir
Fatty Liver,raltegravir
Metabolic Syndrome,raltegravir
Syndrome,raltegravir
Cardiovascular Diseases,raltegravir
Drug-Related Side Effects and Adverse Reactions,raltegravir
Coinfection,raltegravir
"Bone Diseases, Metabolic",raltegravir
Osteoporosis,raltegravir
"Hepatitis C, Chronic",raltegravir
Neurocognitive Disorders,raltegravir
Non-alcoholic Fatty Liver Disease,raltegravir
Coronavirus Infections,ramipril
Ventricular Remodeling,ramipril
Coronary Artery Disease,ramipril
Obesity,ramipril
Myocardial Ischemia,ramipril
Insulin Resistance,ramipril
Peripheral Arterial Disease,ramipril
Peripheral Vascular Diseases,ramipril
Alzheimer Disease,ramipril
"Aneurysm, Dissecting",ramipril
Coronary Vessel Anomalies,ramipril
Atrial Remodeling,ramipril
Muscular Dystrophies,ramipril
"Muscular Dystrophy, Duchenne",ramipril
Acute Coronary Syndrome,ramipril
Intermittent Claudication,ramipril
Coronary Vasospasm,ramipril
Microvascular Angina,ramipril
Hypotension,ramipril
"Hypertension, Pulmonary",ranolazine
"Angina, Stable",ranolazine
"Ventricular Dysfunction, Left",ranolazine
Metabolic Syndrome,ranolazine
Emergencies,ranolazine
Nervous System Diseases,ranolazine
Polyneuropathies,ranolazine
Peripheral Nervous System Diseases,ranolazine
Tachycardia,ranolazine
"Tachycardia, Ventricular",ranolazine
Mitral Valve Insufficiency,ranolazine
"Cardiac Complexes, Premature",ranolazine
Dyspnea,ranolazine
Chest Pain,ranolazine
Kidney Diseases,ranolazine
"Kidney Failure, Chronic",ranolazine
Peripheral Arterial Disease,ranolazine
Peripheral Vascular Diseases,ranolazine
Neuralgia,ranolazine
Diabetic Neuropathies,ranolazine
Myocardial Stunning,ranolazine
Arteriosclerosis,ranolazine
Depression,rasagiline
Dyssomnias,rasagiline
Parasomnias,rasagiline
Cognitive Dysfunction,rasagiline
Schizophrenia,rasagiline
Fatigue,rasagiline
Retinal Detachment,rasagiline
Dissociative Disorders,rasagiline
Cognition Disorders,rasagiline
Stomach Diseases,rebamipide
Gastroesophageal Reflux,rebamipide
Esophagitis,rebamipide
"Esophagitis, Peptic",rebamipide
Musculoskeletal Diseases,rebamipide
Enteritis,rebamipide
Endometriosis,resveratrol
Depressive Disorder,resveratrol
Depression,resveratrol
Pancreatitis,resveratrol
Gastrointestinal Diseases,resveratrol
Digestive System Diseases,resveratrol
"Diabetes, Gestational",resveratrol
Acne Vulgaris,resveratrol
Kidney Diseases,rilmenidine
"Renal Insufficiency, Chronic",rilmenidine
Neurocognitive Disorders,rilpivirine
HIV-Associated Lipodystrophy Syndrome,rilpivirine
Cardiovascular Diseases,rilpivirine
Vascular Diseases,rilpivirine
Cardiovascular Abnormalities,rilpivirine
Congenital Abnormalities,rilpivirine
Lipodystrophy,rilpivirine
Body Weight,rilpivirine
Body Weight Changes,rilpivirine
Drug-Related Side Effects and Adverse Reactions,rilpivirine
Cognitive Dysfunction,rilpivirine
HIV Seropositivity,rilpivirine
Inflammation,riluzole
Fatigue,riluzole
Memory Disorders,riluzole
Fragile X Syndrome,riluzole
Syndrome,riluzole
Tourette Syndrome,riluzole
Strabismus,rimexolone
Altitude Sickness,riociguat
Sarcoidosis,riociguat
Schizophrenia Spectrum and Other Psychotic Disorders,risperidone
Psychomotor Agitation,risperidone
Body Weight,risperidone
Drug-Related Side Effects and Adverse Reactions,risperidone
DiGeorge Syndrome,risperidone
Fragile X Syndrome,risperidone
Williams Syndrome,risperidone
Anorexia,risperidone
Anorexia Nervosa,risperidone
Diabetes Mellitus,risperidone
Aggression,risperidone
Borderline Personality Disorder,risperidone
Emergencies,risperidone
Insulin Resistance,risperidone
Hyperglycemia,risperidone
Dystonia,risperidone
Parkinsonian Disorders,risperidone
Hyperprolactinemia,risperidone
Delirium,risperidone
Tardive Dyskinesia,risperidone
Hyperkinesis,risperidone
HIV Seropositivity,ritonavir
Malnutrition,ritonavir
Drug-Related Side Effects and Adverse Reactions,ritonavir
Asymptomatic Infections,ritonavir
Papilloma,ritonavir
Cytomegalovirus Infections,ritonavir
Epstein-Barr Virus Infections,ritonavir
Inflammation,ritonavir
Opportunistic Infections,ritonavir
AIDS-Related Opportunistic Infections,ritonavir
HIV-Associated Lipodystrophy Syndrome,ritonavir
Lipodystrophy,ritonavir
Proteinuria,ritonavir
Hypercholesterolemia,ritonavir
AIDS Dementia Complex,ritonavir
Reinfection,ritonavir
Muscle Cramp,ropinirole
Liver Cirrhosis,ropinirole
Spasm,ropinirole
Fibrosis,ropinirole
Bipolar Disorder,ropinirole
Disease,ropinirole
Depressive Disorder,ropinirole
"Depressive Disorder, Major",ropinirole
Hepatitis,rosiglitazone
Angina Pectoris,rosiglitazone
"Angina, Stable",rosiglitazone
Hepatitis A,rosiglitazone
Hepatitis C,rosiglitazone
Schizophrenia,rosiglitazone
"Hepatitis C, Chronic",rosiglitazone
"Diabetes Mellitus, Type 1",rosiglitazone
Polycystic Ovary Syndrome,rosiglitazone
Hyperlipoproteinemias,rosiglitazone
Hypertriglyceridemia,rosiglitazone
Hypersensitivity,rosiglitazone
Liver Diseases,rosuvastatin
Fatty Liver,rosuvastatin
Non-alcoholic Fatty Liver Disease,rosuvastatin
Reperfusion Injury,rosuvastatin
"Ventricular Dysfunction, Left",rosuvastatin
"Arthritis, Psoriatic",rosuvastatin
Psoriasis,rosuvastatin
"Hyperlipidemia, Familial Combined",rosuvastatin
Endocrine System Diseases,rosuvastatin
Carotid Artery Diseases,rosuvastatin
ST Elevation Myocardial Infarction,rosuvastatin
Angina Pectoris,rosuvastatin
"Angina, Stable",rosuvastatin
Insulin Resistance,rosuvastatin
Chest Pain,rosuvastatin
Hyperlipoproteinemia Type IV,rosuvastatin
Hyperlipoproteinemia Type V,rosuvastatin
Apnea,rosuvastatin
Sleep Apnea Syndromes,rosuvastatin
"Sleep Apnea, Obstructive",rosuvastatin
Acute Kidney Injury,rosuvastatin
"Ischemic Attack, Transient",rosuvastatin
Cerebrovascular Disorders,rosuvastatin
"Aneurysm, Dissecting",rosuvastatin
Coronary Vessel Anomalies,rosuvastatin
Vascular Diseases,rosuvastatin
Emergencies,rosuvastatin
Myocardial Stunning,rosuvastatin
Cerebral Infarction,rosuvastatin
"Infarction, Anterior Cerebral Artery",rosuvastatin
Intracranial Arteriosclerosis,rosuvastatin
Glaucoma,rosuvastatin
Immunologic Deficiency Syndromes,rosuvastatin
Anxiety Disorders,rotigotine
Hypokinesia,rotigotine
Depression,rotigotine
Epilepsy,rufinamide
Prediabetic State,sacubitril
Glucose Intolerance,sacubitril
"Hypertrophy, Left Ventricular",sacubitril
Atrial Fibrillation,sacubitril
Recurrence,sacubitril
"Shock, Cardiogenic",sacubitril
"Cardiac Output, Low",sacubitril
Connective Tissue Diseases,sacubitril
Hypotension,sacubitril
Diabetes Mellitus,sacubitril
"Neoplasms, Second Primary",sacubitril
Cardiotoxicity,sacubitril
Breast Diseases,sacubitril
Chagas Disease,sacubitril
Apnea,sacubitril
Sleep Apnea Syndromes,sacubitril
Syndrome,sacubitril
Mitral Valve Insufficiency,sacubitril
Ventricular Dysfunction,sacubitril
Osteoarthritis,sasapyrine
Liver Diseases,sasapyrine
Fatty Liver,sasapyrine
Non-alcoholic Fatty Liver Disease,sasapyrine
Schizophrenia,sasapyrine
Psychotic Disorders,sasapyrine
Schizophrenia Spectrum and Other Psychotic Disorders,sertindole
Hypoxia,sildenafil
Fetal Distress,sildenafil
Meconium Aspiration Syndrome,sildenafil
Neoplasm Metastasis,sildenafil
Meniere Disease,sildenafil
Depression,sildenafil
Prostatitis,sildenafil
Pelvic Pain,sildenafil
Neuralgia,sildenafil
Diabetic Neuropathies,sildenafil
"Fatigue Syndrome, Chronic",sildenafil
Ventricular Dysfunction,sildenafil
"Ventricular Dysfunction, Left",sildenafil
Sprains and Strains,sildenafil
Schizophrenia,sildenafil
Connective Tissue Diseases,sildenafil
Rectal Neoplasms,sildenafil
Angina Pectoris,sildenafil
Aortic Valve Stenosis,sildenafil
"Constriction, Pathologic",sildenafil
Glucose Intolerance,sildenafil
Muscular Diseases,sildenafil
"Lung Diseases, Interstitial",sildenafil
Altitude Sickness,sildenafil
Spinal Injuries,sildenafil
Heart Valve Diseases,sildenafil
Urolithiasis,sildenafil
Ureteral Calculi,sildenafil
Ureterolithiasis,sildenafil
Brain Injuries,simvastatin
"Brain Injuries, Traumatic",simvastatin
Insulin Resistance,simvastatin
Chronic Disease,simvastatin
"Kidney Failure, Chronic",simvastatin
Metabolic Diseases,simvastatin
Glucose Intolerance,simvastatin
Glucose Metabolism Disorders,simvastatin
Leukemia,simvastatin
Precursor Cell Lymphoblastic Leukemia-Lymphoma,simvastatin
Neutropenia,simvastatin
Febrile Neutropenia,simvastatin
Muscle Cramp,simvastatin
Muscle Weakness,simvastatin
Spasm,simvastatin
Muscular Diseases,simvastatin
Endometriosis,simvastatin
Fatty Liver,simvastatin
Pulmonary Emphysema,simvastatin
Emphysema,simvastatin
Cognitive Dysfunction,simvastatin
Periodontal Diseases,simvastatin
Syndrome,sitagliptin
"Neoplasms, Adipose Tissue",sitagliptin
Thyroid Nodule,sitagliptin
Thyroid Diseases,sitagliptin
Coronary Artery Disease,sitagliptin
Myocardial Ischemia,sitagliptin
Coronary Disease,sitagliptin
Hyperglycemia,sitagliptin
ACTH-Secreting Pituitary Adenoma,sitagliptin
Acromegaly,sitagliptin
Pituitary ACTH Hypersecretion,sitagliptin
"Heart Failure, Systolic",sitagliptin
Systolic Murmurs,sitagliptin
Foot Ulcer,sitagliptin
Ketosis,sitagliptin
Hypertension,sitagliptin
Metabolic Syndrome,sitagliptin
Pancreatitis,sitagliptin
Angina Pectoris,sitagliptin
"Angina, Unstable",sitagliptin
Acute Coronary Syndrome,sitagliptin
Short Bowel Syndrome,sitagliptin
Inflammation,solifenacin-succinate
Multiple Sclerosis,solifenacin-succinate
"Urinary Bladder, Neurogenic",solifenacin-succinate
Sclerosis,solifenacin-succinate
Prolapse,solifenacin-succinate
Pelvic Organ Prolapse,solifenacin-succinate
"Urinary Incontinence, Stress",solifenacin-succinate
Urination Disorders,solifenacin-succinate
Disease,solifenacin-succinate
Flank Pain,solifenacin-succinate
Infections,solifenacin-succinate
Communicable Diseases,solifenacin-succinate
Urinary Tract Infections,solifenacin-succinate
Spinal Cord Diseases,solifenacin-succinate
Hyperkinesis,solifenacin-succinate
Hypertrophy,solifenacin-succinate
Sjogren's Syndrome,solifenacin-succinate
Hand-Foot Syndrome,sorafenib
Myocardial Infarction,sotalol
Infarction,sotalol
"Arrhythmias, Cardiac",sotalol
Drug-Related Side Effects and Adverse Reactions,sotalol
Heart Failure,sotalol
Heart Diseases,sotalol
"Heart Failure, Diastolic",sotalol
Opportunistic Infections,stavudine
AIDS-Related Opportunistic Infections,stavudine
Hemophilia A,stavudine
HIV-Associated Lipodystrophy Syndrome,stavudine
Cardiovascular Diseases,stavudine
Lipodystrophy,stavudine
"Sarcoma, Kaposi",stavudine
Sarcoma,stavudine
"Meningitis, Cryptococcal",stavudine
Meningitis,stavudine
"Fractures, Bone",sufentanil
Carcinoma in Situ,sufentanil
"Carcinoma, Ductal",sufentanil
"Carcinoma, Intraductal, Noninfiltrating",sufentanil
Emergencies,sufentanil
Trigeminal Neuralgia,sufentanil
Neuralgia,sufentanil
Pressure Ulcer,sufentanil
Agnosia,sufentanil
Heart Diseases,sufentanil
Aortic Valve Stenosis,sufentanil
Myocardial Ischemia,sufentanil
Coronary Artery Disease,sufentanil
Cognitive Dysfunction,sufentanil
Carcinoma,sufentanil
"Carcinoma, Hepatocellular",sufentanil
Abdominal Pain,sufentanil
Postoperative Cognitive Complications,sufentanil
Scoliosis,sufentanil
Confusion,sufentanil
Arteriovenous Malformations,sufentanil
Vomiting,sufentanil
Postoperative Nausea and Vomiting,sufentanil
Tonsillitis,sufentanil
Hypertrophy,sufentanil
Drug-Related Side Effects and Adverse Reactions,sufentanil
Communicable Diseases,sulfadoxine
HIV Seropositivity,sulfadoxine
Stillbirth,sulfadoxine
Perinatal Death,sulfadoxine
Pregnancy Complications,sulfadoxine
Pneumonia,sulfafurazole
"Pneumonia, Pneumocystis",sulfafurazole
Schizophrenia Spectrum and Other Psychotic Disorders,sulpiride
Post-Dural Puncture Headache,sumatriptan
Wounds and Injuries,sumatriptan
Tension-Type Headache,sumatriptan
Headache Disorders,sumatriptan
"Headache Disorders, Primary",sumatriptan
Emergencies,sumatriptan
Cognitive Dysfunction,sumatriptan
Disease Progression,sumatriptan
Premenstrual Syndrome,sumatriptan
Gastrointestinal Neoplasms,sunitinib
Digestive System Neoplasms,sunitinib
"Supranuclear Palsy, Progressive",suvorexant
"Stress Disorders, Traumatic",suvorexant
"Stress Disorders, Post-Traumatic",suvorexant
"Sleep Disorders, Circadian Rhythm",suvorexant
Fibromyalgia,suvorexant
Myofascial Pain Syndromes,suvorexant
Hot Flashes,suvorexant
