pert_iname,indication
doxorubicin,"Neoplasms|Sarcoma|Neoplasm Metastasis|Lung Neoplasms|Leiomyosarcoma|Breast Neoplasms|Disease Susceptibility|Genetic Predisposition to Disease|Uterine Cervical Neoplasms|Lymphoma|Lymphoma, T-Cell|Lymphoma, T-Cell, Peripheral|Lymphoma, Large-Cell, Anaplastic|Triple Negative Breast Neoplasms|Fallopian Tube Neoplasms|Ovarian Neoplasms|Peritoneal Neoplasms|Lymphoma, B-Cell|Lymphoma, Large B-Cell, Diffuse|Carcinoma, Ovarian Epithelial|Neutropenia|Lymphoma, Non-Hodgkin|Leukemia|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Acute Disease|Lymphoma, Follicular|Virus Diseases|Epstein-Barr Virus Infections|Hodgkin Disease|Lymphoproliferative Disorders|Small Cell Lung Carcinoma|Neuroendocrine Tumors|Multiple Myeloma|Neoplasms, Plasma Cell|Lymphoma, Large-Cell, Immunoblastic|Plasmablastic Lymphoma|Mycosis Fungoides|Sezary Syndrome|Lymphoma, T-Cell, Cutaneous|Leukemia, Hairy Cell|Blast Crisis|Lymphomatoid Granulomatosis|Lymphoma, Extranodal NK-T-Cell|Intraocular Lymphoma|Immunoblastic Lymphadenopathy|Recurrence|Burkitt Lymphoma|Mycoses|Leukemia, Lymphocytic, Chronic, B-Cell|Leukemia, Myeloid|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Glioblastoma|Lymphoma, Mantle-Cell|Liver Neoplasms|Neuroblastoma|Hemangiosarcoma|Fibrosarcoma|Sarcoma, Alveolar Soft Part|Histiocytoma|Hemangiopericytoma|Solitary Fibrous Tumors|Histiocytoma, Benign Fibrous|Histiocytoma, Malignant Fibrous|Mesenchymoma|Neurofibrosarcoma|Dermatofibrosarcoma|Osteosarcoma|Liposarcoma|Chondrosarcoma|Sarcoma, Synovial|Carcinoma|Carcinoma, Hepatocellular|Lymphoma, B-Cell, Marginal Zone|Endometrial Neoplasms|Neoplasms, Germ Cell and Embryonal|Rhabdomyosarcoma|Sarcoma, Ewing|Wilms Tumor|Waldenstrom Macroglobulinemia|Inflammation|Hepatoblastoma|Ganglioneuroblastoma|Thymoma|Thymus Neoplasms|Cardiotoxicity|Hand-Foot Syndrome|Stomach Neoplasms|Plasmacytoma|Ovarian Diseases|Carcinoma, Squamous Cell|Adenocarcinoma|Cystadenocarcinoma, Serous|Carcinoma, Endometrioid|Adenomyoepithelioma|Adenocarcinoma, Clear Cell|Hematologic Diseases|Carcinoma, Basal Cell|Neoplasms, Basal Cell|Carcinoma, Non-Small-Cell Lung|Enteropathy-Associated T-Cell Lymphoma|Hematologic Neoplasms|Leukemia, Biphenotypic, Acute|Urinary Bladder Neoplasms|Prostatic Neoplasms|Composite Lymphoma|Intestinal Diseases|Carcinoma, Transitional Cell|Carcinosarcoma|Mixed Tumor, Mullerian|Adenocarcinoma, Mucinous|Cystadenocarcinoma|Castleman Disease|Leukemia, Myeloid, Acute|Aggression|Mesothelioma|Mesothelioma, Malignant|Gastrointestinal Neoplasms|Appendiceal Neoplasms|Necrosis|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|Philadelphia Chromosome|Melanoma|Carcinoma, Renal Cell|Skin Neoplasms|Lymphoma, Primary Effusion|Neoplasms, Second Primary|Neuroectodermal Tumors, Primitive, Peripheral|Bone Neoplasms|Neuroectodermal Tumors|Neuroectodermal Tumors, Primitive|Soft Tissue Neoplasms|Bone Marrow Diseases|Nerve Sheath Neoplasms|Sarcoma, Clear Cell|Chondrosarcoma, Mesenchymal|Glomus Tumor|Granular Cell Tumor|Desmoplastic Small Round Cell Tumor|Retinoblastoma|Leukemia, Myeloid, Accelerated Phase|Lymphohistiocytosis, Hemophagocytic|Breast Neoplasms, Male|Urethral Neoplasms|Lymphoma, AIDS-Related|Vomiting|Inflammatory Breast Neoplasms|Down Syndrome|Mouth Neoplasms|Intestinal Neoplasms|Leukemia, T-Cell|Leukemia-Lymphoma, Adult T-Cell|Kidney Neoplasms|Colorectal Neoplasms|Uterine Neoplasms|Hyperglycemia|Thyroid Neoplasms|Thyroid Carcinoma, Anaplastic|Thyroid Diseases|Syndrome|Neoplasms, Glandular and Epithelial|Carcinoma, Adenosquamous|Cholangiocarcinoma|Pancreatic Neoplasms|Ureteral Neoplasms|Brain Neoplasms|Choroid Plexus Neoplasms|Endocrine Gland Neoplasms|Sarcoma, Kaposi|Adenoma|Zollinger-Ellison Syndrome|Gastrinoma|Adenoma, Islet Cell|Adrenocortical Carcinoma|Preleukemia|Myelodysplastic Syndromes|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Central Nervous System Neoplasms|Pheochromocytoma|Nervous System Neoplasms|Thrombocytopenia|Hyperthermia|HIV Infections|Gallbladder Neoplasms|Bile Duct Neoplasms|Rhabdomyosarcoma, Embryonal|Immunoglobulin Light-chain Amyloidosis|Amyloidosis|Salivary Gland Neoplasms|Carcinoma, Adenoid Cystic|Neurofibromatoses|Neurofibromatosis 1|Neurofibroma|Breast Carcinoma In Situ|Cystadenocarcinoma, Mucinous|Brenner Tumor|Gastrointestinal Stromal Tumors|Fever|Neoplasms by Histologic Type|Neoplasms, Connective and Soft Tissue|Leukemia, Plasma Cell|Urogenital Neoplasms|Glioma|Hypersensitivity|Fibromatosis, Aggressive|Leukemia, B-Cell|HTLV-I Infections|Squamous Cell Carcinoma of Head and Neck|Esophageal Squamous Cell Carcinoma|Rhabdoid Tumor|Neoplasms by Site|Breast Diseases|Sclerosis|Hereditary Breast and Ovarian Cancer Syndrome|Genital Neoplasms, Female|Drug-Related Side Effects and Adverse Reactions|Pelvic Neoplasms|Mucositis|Stomatitis|Hepatitis B|Hepatitis|Head and Neck Neoplasms|Carcinoma, Ductal|Carcinoma, Ductal, Breast|Anemia, Hemolytic|Anemia, Hemolytic, Autoimmune|Thrombocytosis|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Leukemia, Myeloid, Chronic-Phase|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Primary Myelofibrosis|Cognitive Dysfunction|Adenocarcinoma, Papillary|Malnutrition|Depression|Beckwith-Wiedemann Syndrome|Adrenal Cortex Neoplasms|Meningeal Carcinomatosis|Prosthesis Failure|Rhabdomyosarcoma, Alveolar|Nasopharyngeal Carcinoma|Neoplasm, Residual|Retinal Neoplasms|Panniculitis|Nausea|Heart Diseases|Neoplasms, Experimental|Carcinoma, Medullary|Neoplasms, Connective Tissue|Neurotoxicity Syndromes|Lymphadenopathy|Rectal Neoplasms|Colonic Neoplasms|Abdominal Neoplasms|Astrocytoma|Diffuse Intrinsic Pontine Glioma|Neoplasms, Neuroepithelial|Oligodendroglioma|Optic Nerve Glioma|Disease Progression|Neoplasms, Fibrous Tissue"
dronedarone,Atrial Fibrillation|Atrial Flutter|Heart Failure
droperidol,Nausea|Vomiting|Postoperative Nausea and Vomiting|Hyperemesis Gravidarum|Syndrome|Psychotic Disorders|Mental Disorders|Psychomotor Agitation|Marijuana Abuse
duloxetine,"Back Pain|Low Back Pain|Musculoskeletal Pain|Chronic Pain|Osteoarthritis|Hyperkinesis|Disease|Attention Deficit Disorder with Hyperactivity|Substance-Related Disorders|Amphetamine-Related Disorders|Mood Disorders|Malnutrition|Neuralgia|Depressive Disorder|Depression|Depressive Disorder, Major|Osteoarthritis, Knee|Shoulder Pain|Depressive Disorder, Treatment-Resistant|Fibromyalgia|Myofascial Pain Syndromes|Colorectal Neoplasms|Diabetic Neuropathies|Urinary Incontinence|Enuresis|Urinary Incontinence, Stress|Recurrence|Alcoholism|Alcohol Drinking|Infertility|Infertility, Male|Peripheral Nervous System Diseases|Pain|Brain Injuries|Brain Injuries, Traumatic|Wounds and Injuries|Neoplasms|Pain, Postoperative|Anxiety Disorders|Phobia, Social|Myalgia|Parkinson Disease|Fatigue Syndrome, Chronic|Syndrome|Fatigue|Multiple Sclerosis|Sclerosis|Sphincter of Oddi Dysfunction|Neurotoxicity Syndromes|Infections|Communicable Diseases|Hyperalgesia|Stroke|HIV Infections|Neurotic Disorders|Mental Disorders|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Polyneuropathies|Cognitive Dysfunction|Breast Neoplasms|Glioblastoma|Psychophysiologic Disorders|Schizophrenia|Somatoform Disorders|Cough|Lung Diseases|Lung Diseases, Interstitial"
ebselen,"Meniere Disease|Head and Neck Neoplasms|Hearing Loss|Deafness|Tinnitus|Ototoxicity|Disease|Bipolar Disorder|Depression|Depressive Disorder|Depressive Disorder, Treatment-Resistant|Diabetes Mellitus|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Hearing Loss, Noise-Induced|Infections|Communicable Diseases|COVID-19|Coronavirus Infections"
ecabet,Dry Eye Syndromes|Keratoconjunctivitis Sicca|Syndrome|Eye Diseases
econazole,Tinea|Tinea Pedis|Onychomycosis
efaproxiral,"Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Glioma|Nervous System Neoplasms|Central Nervous System Neoplasms|Breast Neoplasms|Neoplasm Metastasis|Brain Neoplasms"
efatutazone,"Thyroid Neoplasms|Thyroid Carcinoma, Anaplastic|Thyroid Diseases|Liposarcoma|Liposarcoma, Myxoid|Multiple Myeloma|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Colorectal Neoplasms"
efavirenz,"Lymphoma|Lymphoma, Non-Hodgkin|Infections|Communicable Diseases|HIV Infections|Acquired Immunodeficiency Syndrome|Pancreatic Neoplasms|Immunologic Deficiency Syndromes|Tuberculosis|Breast Neoplasms|Triple Negative Breast Neoplasms|HIV Seropositivity|Lipodystrophy|Hepatitis C|Hepatitis|Prostatic Neoplasms|Inflammation|Liver Diseases|Malaria|Coinfection|Emergencies|Sarcoma, Kaposi|Sarcoma|Diabetes Mellitus|Diabetes Mellitus, Type 2|Hepatitis A|Alzheimer Disease|Substance-Related Disorders|Parasitemia|Hyperlipidemias|Hyperlipoproteinemias"
eflornithine,"Neuroblastoma|Endometrial Neoplasms|Mesothelioma|Mesothelioma, Malignant|Thyroid Cancer, Papillary|Ovarian Neoplasms|Diffuse Intrinsic Pontine Glioma|Medulloblastoma|Carcinogenesis|Metaplasia|Adenoma|Colorectal Neoplasms|Prostatic Neoplasms|Esophageal Neoplasms|Barrett Esophagus|Urinary Bladder Neoplasms|Uterine Cervical Neoplasms|Neoplasms|Cervical Intraepithelial Neoplasia|Precancerous Conditions|Nasopharyngeal Neoplasms|Adenomatous Polyposis Coli|Skin Neoplasms|Diabetes Mellitus|Diabetes Mellitus, Type 1|Trypanosomiasis|Trypanosomiasis, African|Hair Diseases|Adenomatous Polyps|Astrocytoma|Recurrence"
elvitegravir,HIV Infections|Acquired Immunodeficiency Syndrome|Immunologic Deficiency Syndromes|Infections|Communicable Diseases|Insulin Resistance
empagliflozin,"Diabetes Mellitus|Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1|Hypertension|Liver Cirrhosis|Fibrosis|Ascites|Inappropriate ADH Syndrome|Hyponatremia|Heart Failure|Heart Failure, Diastolic|Insulin Resistance|Prediabetic State|Glucose Intolerance|Body Weight|Heart Diseases|Heart Defects, Congenital|Non-alcoholic Fatty Liver Disease|Fatty Liver|Epilepsy|Arthrogryposis|Kidney Diseases|Polycystic Kidney Diseases|Polycystic Kidney, Autosomal Dominant|Pulmonary Arterial Hypertension|Familial Primary Pulmonary Hypertension|Crohn Disease|Inflammatory Bowel Diseases|Neutropenia|Lipodystrophy, Congenital Generalized|Metabolic Syndrome|Diabetes Mellitus, Lipoatrophic|Diabetes, Gestational|Dyslipidemias|Renal Insufficiency, Chronic|Glycogen Storage Disease|Glycogen Storage Disease Type I|Malnutrition|Myocardial Infarction|Infarction|Diabetic Nephropathies|Metabolic Diseases|Glucose Metabolism Disorders|Hypersensitivity|Proteinuria|Glomerulonephritis|Hypoglycemia|Liver Diseases|Hypertension, Portal|Alzheimer Disease|Cognitive Dysfunction|Cardiac Complexes, Premature|Cardiotoxicity|Colitis, Ulcerative|Ulcer|Colitis|Polycystic Ovary Syndrome|Syndrome|Kidney Failure, Chronic|Hepatic Insufficiency|Liver Failure|Renal Insufficiency|Acute Kidney Injury|Obesity|Inflammation|Disease Progression|Tricuspid Valve Insufficiency|Cardiomyopathies|Cardiomyopathy, Hypertrophic|Hypertrophy|Kidney Calculi|Nephrolithiasis|Calculi|Hyperglycemia|COVID-19|Severe Acute Respiratory Syndrome"
emtricitabine,"HIV Infections|Infections|Communicable Diseases|Acquired Immunodeficiency Syndrome|Viremia|Renal Insufficiency|Metabolic Diseases|Lipid Metabolism Disorders|Tuberculosis|COVID-19|Coronavirus Infections|Severe Acute Respiratory Syndrome|Substance-Related Disorders|Crush Injuries|Alzheimer Disease|Cognitive Dysfunction|Immunologic Deficiency Syndromes|Nervous System Malformations|Autoimmune Diseases of the Nervous System|Syndrome|HIV Seropositivity|Disease Progression|Hepatitis A|Hepatitis B|Hepatitis B, Chronic|Hepatitis|Hepatitis, Chronic|Leukoencephalopathy, Progressive Multifocal|Leukoencephalopathies|Hepatitis C|Insulin Resistance|Inflammation|Liver Diseases|Metabolic Syndrome|Body Weight|Body Weight Changes|Virus Diseases|Amphetamine-Related Disorders|Coinfection|Sarcoma, Kaposi|Sarcoma|Hepatitis C, Chronic|Parasitemia|Cholangitis|Liver Cirrhosis, Biliary"
enalapril,"Cerebral Hemorrhage|Hemorrhage|Heart Failure|COVID-19|Pneumonia|Lymphoma|Breast Neoplasms|Hypertension|Essential Hypertension|Leukemia|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Multiple Myeloma|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Ventricular Dysfunction|Ventricular Dysfunction, Left|Erectile Dysfunction|Heart Failure, Systolic|Systolic Murmurs|Proteinuria|Cardiotoxicity|Pseudohypoaldosteronism|Heart Septal Defects|Heart Defects, Congenital|Heart Septal Defects, Ventricular|Congenital Abnormalities|Mitral Valve Insufficiency|Heart Failure, Diastolic|Univentricular Heart|Stroke|Ischemic Stroke|Ischemia|Diabetes Mellitus, Type 1|Diabetes Mellitus|Diabetes Mellitus, Type 2|Kidney Diseases|Renal Insufficiency, Chronic|Renal Insufficiency|Melanoma|Cardiomyopathies|Cardiomyopathy, Dilated|Keloid|Glomerulonephritis|Glomerulonephritis, Membranoproliferative|Arthritis|Arthritis, Rheumatoid|Eclampsia|Pre-Eclampsia|Cardiovascular Diseases|Diabetic Nephropathies|Barrett Esophagus|Heart Diseases|Coronary Disease|Muscular Dystrophies|Muscular Dystrophy, Duchenne|Fibrosis|Radiation Pneumonitis|Myocardial Infarction|ST Elevation Myocardial Infarction|Infarction|Ventricular Remodeling|Chagas Cardiomyopathy"
enoxacin,Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Osteomyelitis
entecavir,"Hepatitis A|Hepatitis B|Hepatitis B, Chronic|Hepatitis|Hepatitis, Chronic|Carcinoma|Carcinoma, Hepatocellular|Liver Diseases|Reinfection|Virus Diseases|Herpesviridae Infections|Infections|Communicable Diseases|Hepatitis D|Hepatitis D, Chronic|Lymphoma|Lymphoma, B-Cell|Liver Cirrhosis|Fibrosis|Liver Failure|Hepatic Insufficiency|Chronic Disease|Neoplasms|Spondylitis|Arthritis|Arthritis, Psoriatic|Spondylitis, Ankylosing|Arthritis, Juvenile|Lymphoma, Non-Hodgkin|Colorectal Neoplasms|Stomach Neoplasms|Liver Neoplasms|Hepatitis C|Hepatitis C, Chronic|Coinfection"
entinostat,"Breast Neoplasms|Triple Negative Breast Neoplasms|Neoplasms|Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|Digestive System Neoplasms|Gastrointestinal Neoplasms|Neoplasms by Histologic Type|Thoracic Neoplasms|Neoplasms, Glandular and Epithelial|Respiratory Tract Neoplasms|Bronchial Neoplasms|Endocrine Gland Neoplasms|Kidney Neoplasms|Lung Diseases|Breast Diseases|Lymphoma|Carcinoma|Pancreatic Neoplasms|Lymphoma, Non-Hodgkin|Lymphoma, B-Cell|Lymphoma, T-Cell|Colorectal Neoplasms|Renal Insufficiency|Melanoma|Vaginal Neoplasms|Penile Neoplasms|Colonic Neoplasms|Anus Neoplasms|Oropharyngeal Neoplasms|Vulvar Neoplasms|Adenocarcinoma|Cholangiocarcinoma|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Fallopian Tube Neoplasms|Leukemia|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Philadelphia Chromosome|Central Nervous System Neoplasms|Preleukemia|Myelodysplastic Syndromes|Syndrome|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Blast Crisis|Leukemia, Monocytic, Acute|Leukemia, Myelomonocytic, Acute|Leukemia, Megakaryoblastic, Acute|Leukemia, Erythroblastic, Acute|Leukemia, Basophilic, Acute|Leukemia, Eosinophilic, Acute|Hypereosinophilic Syndrome|Carcinoma, Endometrioid|Endometrial Neoplasms|Cystadenocarcinoma, Serous|Carcinosarcoma|Mixed Tumor, Mullerian|Adenocarcinoma, Clear Cell|Recurrence|Prostatic Neoplasms|Carcinoma, Small Cell|Small Cell Lung Carcinoma|Carcinoma, Renal Cell|Burkitt Lymphoma|Lymphoma, Large B-Cell, Diffuse|Lymphoma, Large-Cell, Immunoblastic|Plasmablastic Lymphoma|Mycosis Fungoides|Sezary Syndrome|Leukemia, T-Cell|Lymphoma, T-Cell, Cutaneous|Leukemia-Lymphoma, Adult T-Cell|Waldenstrom Macroglobulinemia|Lymphoma, Large-Cell, Anaplastic|Lymphomatoid Granulomatosis|Lymphoma, Extranodal NK-T-Cell|Intraocular Lymphoma|Immunoblastic Lymphadenopathy|Mycoses|Lymphoma, Follicular|Hodgkin Disease|Lymphoma, Mantle-Cell|Lymphoma, B-Cell, Marginal Zone|Leukemia, Lymphocytic, Chronic, B-Cell|Neoplasm Metastasis|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Leukemia, Promyelocytic, Acute|Anemia|Myeloproliferative Disorders|Anemia, Refractory|Myelodysplastic-Myeloproliferative Diseases|Anemia, Refractory, with Excess of Blasts|Breast Neoplasms, Male|Rectal Neoplasms|Neuroendocrine Tumors|Urinary Bladder Neoplasms|Glioma|Nervous System Neoplasms|Optic Nerve Glioma|Brain Stem Neoplasms|Pinealoma|Uveal Neoplasms"
epigallocatechin-gallate-(-),"Alzheimer Disease|Fibrosis|Pulmonary Fibrosis|Idiopathic Pulmonary Fibrosis|Colonic Neoplasms|COVID-19|Leiomyoma|Myofibroma|Infertility|Inflammation|Frailty|Muscular Dystrophies|Muscular Dystrophy, Duchenne|Multiple Sclerosis|Sclerosis|Papillomavirus Infections|Uterine Cervical Neoplasms|Neoplasms|Carcinoma in Situ|Papilloma|Cervical Intraepithelial Neoplasia|Prostatic Neoplasms|Huntington Disease|Down Syndrome|Syndrome|Cognition Disorders|Cognitive Dysfunction|Liver Cirrhosis|HIV Infections|Barrett Esophagus|Urinary Bladder Neoplasms|Fragile X Syndrome|Kidney Diseases|Diabetic Nephropathies|Albuminuria|Glaucoma|Glaucoma, Open-Angle|Ocular Hypertension|Hypertension|Multiple Myeloma|Neoplasms, Plasma Cell|Plasmacytoma|Precancerous Conditions|Smoldering Multiple Myeloma|Monoclonal Gammopathy of Undetermined Significance|Amyloidosis|Lung Neoplasms|Tobacco Use Disorder|Breast Neoplasms|Multiple Sclerosis, Relapsing-Remitting|Diabetes Mellitus|Hyperlipidemias|Hyperlipoproteinemias|Esophagitis|Adenoma|Tuberculosis|Tuberculosis, Pulmonary"
epinastine,"Rhinitis|Rhinitis, Allergic|Rhinitis, Allergic, Seasonal|Conjunctivitis|Conjunctivitis, Allergic|Rhinitis, Allergic, Perennial|Dermatitis, Atopic|Dermatitis"
epinephrine,"Hypertension|Hyperaldosteronism|Pain, Postoperative|Emergencies|Anaphylaxis|Heart Arrest|Out-of-Hospital Cardiac Arrest|Obstetric Labor Complications|Infections|Communicable Diseases|Respiratory Tract Infections|Endotoxemia|Depression|Depressive Disorder|Rhinitis|Rhinitis, Allergic|Rhinitis, Allergic, Seasonal|Stomach Neoplasms|Intervertebral Disc Degeneration|Intervertebral Disc Displacement|Spondylolisthesis|Adenoma|Parathyroid Neoplasms|Musculoskeletal Pain|Snake Bites|Sinusitis|Chronic Disease|Shock|Appendicitis|Tendinopathy|Injection Site Reaction|Hypotension|Pain, Referred|Fractures, Bone|Ankle Fractures|Pulpitis|Wounds and Injuries|Lung Injury|Acute Lung Injury|Lacerations|Thyroid Diseases|Hemorrhage|Blood Loss, Surgical|Osteoarthritis|Osteoarthritis, Knee|Shock, Septic|Thoracic Diseases|Opioid-Related Disorders|Rotator Cuff Injuries|Sepsis|Tachycardia, Ventricular|Tachycardia|Death, Sudden, Cardiac|Ventricular Fibrillation|Death|Hernia|Hernia, Inguinal|Thyroid Neoplasms|Cardiac Output, Low|Mouth Diseases|Leiomyoma|Myofibroma|Bronchiolitis|Bronchiolitis, Viral|Hemorrhoids|Bronchial Spasm|Angioedema|Rheumatic Heart Disease|Rheumatic Diseases|Dental Caries|Heart Diseases|Asthma|Respiratory Aspiration|Dyspnea|Respiratory Sounds|Skin Neoplasms|Postoperative Complications|Neoplasms|Genital Neoplasms, Male|Adrenal Gland Neoplasms|Congenital Abnormalities|Hemoptysis|Pure Autonomic Failure|Hypoglycemia|Hypospadias|Hip Fractures|Diabetes Complications|Shock, Cardiogenic|Pain|Soft Tissue Neoplasms|Musculoskeletal Diseases|Gastrointestinal Hemorrhage|Surgical Wound Infection|Thromboembolism|Venous Thromboembolism|Postoperative Cognitive Complications|Cognitive Dysfunction|Lung Neoplasms|Rhinitis, Allergic, Perennial|Femoral Fractures|Severe Acute Malnutrition|Diarrhea|Hypovolemia|Tachypnea|Transient Tachypnea of the Newborn"
eplerenone,"Central Serous Chorioretinopathy|Muscular Dystrophies|Muscular Dystrophy, Duchenne|Kidney Diseases|Diabetic Nephropathies|Diabetes Mellitus, Type 2|HIV Infections|Fatty Liver|Renal Insufficiency, Chronic|Aortic Valve Stenosis|Heart Failure|Diabetes Mellitus|Syndrome|Metabolic Syndrome|Pure Autonomic Failure|Hypertension|Essential Hypertension|Albuminuria|Breast Neoplasms|Liver Cirrhosis|Fibrosis|Ascites|Renal Insufficiency|Cardiomyopathies|Glucose Intolerance|Atrial Fibrillation|Recurrence|Malnutrition|Myocardial Infarction|Infarction|Wounds and Injuries|Kidney Failure, Chronic|Hyperparathyroidism|Hyperparathyroidism, Primary"
erlotinib,"Pancreatic Neoplasms|Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|Neoplasms, Germ Cell and Embryonal|Recurrence|Adenocarcinoma|Adenocarcinoma of Lung|Carcinoma|Urinary Bladder Neoplasms|Cholangiocarcinoma|Cholangitis|Cholangitis, Sclerosing|Trisomy|Tongue Neoplasms|Carcinoma, Squamous Cell|Squamous Cell Carcinoma of Head and Neck|Neoplasms|Liver Neoplasms|Biliary Tract Neoplasms|Gallbladder Neoplasms|Bile Duct Neoplasms|Intestinal Neoplasms|Glioma|Ependymoma|Nervous System Neoplasms|Central Nervous System Neoplasms|Head and Neck Neoplasms|Neoplasms, Squamous Cell|Small Cell Lung Carcinoma|Carcinoma, Small Cell|Thymoma|Colorectal Neoplasms|Nasopharyngeal Neoplasms|Adenomatous Polyposis Coli|Triple Negative Breast Neoplasms|Psoriasis|Breast Neoplasms|Precancerous Conditions|Metaplasia|Thoracic Neoplasms|Carcinoma, Hepatocellular|Liver Cirrhosis|Fibrosis|Preleukemia|Myelodysplastic Syndromes|Syndrome|Glioblastoma|Astrocytoma|Gliosarcoma|Oligodendroglioma|Carcinoma, Acinar Cell|Pancreatic Intraductal Neoplasms|Melanoma|Colonic Neoplasms|Kidney Neoplasms|Carcinoma, Renal Cell|Mesothelioma|Mesothelioma, Malignant|Adenocarcinoma, Bronchiolo-Alveolar|Esophageal Neoplasms|Esophageal Squamous Cell Carcinoma|Oropharyngeal Neoplasms|Laryngeal Neoplasms|Carcinoma, Verrucous|Nasopharyngeal Carcinoma|Neoplasms, Unknown Primary|Laryngeal Diseases|Salivary Gland Neoplasms|Paranasal Sinus Neoplasms|Rectal Neoplasms|Adenocarcinoma, Mucinous|Cystadenocarcinoma|Prostatic Neoplasms|Carcinoma, Ovarian Epithelial|Ovarian Neoplasms|Endometrial Neoplasms|Fallopian Tube Neoplasms|Uterine Cervical Neoplasms|Carcinoma, Basal Cell|Papilloma|Anus Neoplasms|Carcinoma, Adenoid Cystic|Breast Neoplasms, Male|Carcinoma, Mucoepidermoid|Mucoepidermoid Tumor|Esthesioneuroblastoma, Olfactory|Papilloma, Inverted|Neuroectodermal Tumors, Primitive|Glioma, Subependymal|Granuloma|Sarcoma|Brain Neoplasms|Neuroblastoma|Osteosarcoma|Rhabdomyosarcoma|Medulloblastoma|Neuroectodermal Tumors|Rhabdomyosarcoma, Embryonal|Neoplasm Recurrence, Local|Neoplasm Metastasis|Peritoneal Neoplasms|Meningioma|Carcinoma, Endometrioid|Cystadenocarcinoma, Serous|Cystadenocarcinoma, Mucinous|Brenner Tumor|Nerve Sheath Neoplasms|Neurofibrosarcoma|Pleural Effusion, Malignant|Carcinoma, Adenosquamous|Pleural Effusion|Pericardial Effusion|Pharyngeal Neoplasms|Stomach Neoplasms|Gastrointestinal Neoplasms|Mouth Neoplasms|Lip Neoplasms|Esophageal Diseases|Mixed Tumor, Mullerian|Thymus Neoplasms|Lymphoma|Gastrointestinal Stromal Tumors|Carcinoid Tumor|Leiomyosarcoma|Malignant Carcinoid Syndrome|Thyroid Neoplasms|Leiomyomatosis|Neoplastic Syndromes, Hereditary|Skin Neoplasms|Uterine Neoplasms|Carcinoma, Large Cell|Infections|Hepatitis A|Hepatitis C|Hepatitis C, Chronic|Hepatitis|Hepatitis, Chronic|Carcinoma, Transitional Cell|Urethral Neoplasms|Ureteral Neoplasms|Pelvic Neoplasms|Adenomatous Polyps|Neuroendocrine Tumors|Endocrine Gland Neoplasms|Multiple Endocrine Neoplasia|Polycythemia Vera|Polycythemia|Klatskin Tumor|Carcinoma, Ductal|Drug-Related Side Effects and Adverse Reactions|Leukemia|Leukemia, Myeloid, Acute|Leukemia, Myelomonocytic, Acute|Diffuse Intrinsic Pontine Glioma|Hypersensitivity|Disease Progression|Barrett Esophagus|Multiple Myeloma|Neoplasms, Plasma Cell|Meningeal Carcinomatosis|Communicable Diseases|HIV Infections|Acquired Immunodeficiency Syndrome|Sarcoma, Ewing|Wilms Tumor|Virus Diseases|Hemorrhagic Fever, Ebola|Hematologic Neoplasms|Leukemia, Myeloid|Leukemia, Promyelocytic, Acute|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Neurofibromatoses|Neurofibromatosis 1|Neurofibroma"
